RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,01935,Calvin Peete,83.04,744,896
2,0,01996,Mike Reid,80.38,1114,1386
3,0,01306,David Edwards,77.49,716,924
4,0,01378,David Frost,77.11,1058,1372
5,0,01823,Larry Mize,77.05,863,1120
6,0,01851,Bob Murphy,76.93,837,1088
7,0,02170,Hal Sutton,76.11,959,1260
8,0,01690,Bruce Lietzke,75.67,731,966
9,0,01998,Jack Renner,74.96,931,1242
10,0,01725,John Mahaffey,74.90,1080,1442
11,0,02016,Bill Rogers,74.67,784,1050
12,0,01682,Wayne Levi,74.53,863,1158
13,0,01633,Tom Kite,74.52,939,1260
14,0,02159,Curtis Strange,74.49,1022,1372
15,0,02267,D.A. Weibring,74.06,902,1218
16,0,01559,Hale Irwin,73.67,722,980
17,0,02190,Doug Tewell,73.40,778,1060
18,0,01864,Larry Nelson,73.31,739,1008
19,0,01457,Jay Haas,73.00,1060,1452
20,0,01157,Tom Byrum,72.87,1061,1456
21,0,02099,Scott Simpson,72.70,916,1260
22,0,01192,T.C. Chen,72.64,539,742
23,0,01968,Nick Price,72.39,831,1148
24,0,01219,John Cook,72.30,992,1372
25,0,01928,Corey Pavin,72.19,849,1176
26,0,01837,Gil Morgan,72.06,503,698
27,0,01960,Don Pooley,71.58,922,1288
28,0,01060,Dave Barr,71.35,939,1316
29,0,01135,Ken Brown,71.09,627,882
30,0,01072,Chip Beck,70.92,912,1286
31,0,01569,Peter Jacobsen,70.82,830,1172
32,0,01771,Blaine McCallister,70.80,1045,1476
33,0,01305,Danny Edwards,70.78,763,1078
34,0,02242,Lanny Wadkins,70.75,832,1176
35,0,02100,Tim Simpson,70.63,1082,1532
36,0,02094,Tony Sills,70.56,906,1284
37,0,01443,Hubert Green,70.42,700,994
38,0,02255,Denis Watson,70.27,922,1312
39,0,02146,Payne Stewart,70.24,951,1354
40,0,01783,Mark McCumber,70.18,1012,1442
41,0,02287,Jim Wilson,70.14,606,864
42,0,02049,Gene Sauers,70.05,1020,1456
43,0,01887,Mark O'Meara,69.95,852,1218
44,0,01736,Roger Maltbie,69.80,818,1172
45,0,02196,Robert Thompson,69.69,708,1016
46,0,01958,Dan Pohl,69.35,932,1344
46,0,02010,Loren Roberts,69.35,792,1142
48,0,01444,Ken Green,69.26,899,1298
49,0,02321,Fuzzy Zoeller,69.25,698,1008
50,0,01392,Tom Garner,69.09,771,1116
51,0,02180,Harry Taylor,69.01,777,1126
52,0,02225,Howard Twitty,68.98,905,1312
53,0,02098,Jim Simons,68.96,531,770
54,0,02195,Leonard Thompson,68.87,980,1423
55,0,01666,Bernhard Langer,68.84,559,812
56,0,01527,Scott Hoch,68.78,934,1358
57,0,01755,Dick Mast,68.60,948,1382
58,0,01331,Rick Fehr,68.36,592,866
59,0,01168,David Canipe,68.32,798,1168
60,0,01346,Ed Fiori,68.14,830,1218
61,0,02104,Jeff Sluman,68.04,1026,1508
62,0,01557,John Inman,67.51,856,1268
63,0,01926,Steve Pate,67.32,1092,1622
64,0,02279,Mark Wiebe,67.19,1079,1606
65,0,01877,Tim Norris,67.00,859,1282
66,0,02322,Richard Zokol,66.99,560,836
67,0,01201,Lennie Clements,66.94,731,1092
68,0,01975,Tom Purtzer,66.90,871,1302
69,0,01639,Kenny Knox,66.84,1008,1508
70,0,01475,Donnie Hammond,66.72,794,1190
71,0,01891,David Ogrin,66.64,857,1286
72,0,01717,Sandy Lyle,66.58,494,742
73,0,02033,Dave Rummells,66.49,1020,1534
74,0,01495,Morris Hatalsky,66.36,722,1088
75,0,01949,Mark Pfeil,66.31,492,742
76,0,02241,Bobby Wadkins,66.18,945,1428
77,0,02303,Robert Wrenn,66.17,704,1064
78,0,01042,Paul Azinger,66.14,877,1326
79,0,01701,Bob Lohr,66.09,953,1442
80,0,01549,Mike Hulbert,66.00,1052,1594
81,0,01156,Curt Byrum,65.89,1024,1554
82,0,02229,Brett Upper,65.87,745,1131
83,0,01235,Ben Crenshaw,65.58,762,1162
84,0,01418,Bill Glasson,65.47,838,1280
85,0,02256,Tom Watson,65.46,614,938
86,0,01892,Aki Ohmachi,65.44,712,1088
87,0,01161,Mark Calcavecchia,65.41,815,1246
88,0,01197,Bobby Clampett,65.16,748,1148
89,0,02167,Mike Sullivan,65.09,772,1186
90,0,02133,Craig Stadler,65.00,689,1060
91,0,02223,Bob Tway,64.98,798,1228
92,0,01061,Ray Barr Jr.,64.79,714,1102
93,0,02023,Clarence Rose,64.76,1031,1592
94,0,01355,Raymond Floyd,64.73,589,910
95,0,01782,Mike McCullough,64.71,638,986
96,0,01093,Ronnie Black,64.66,869,1344
97,0,01284,Mike Donald,64.62,1008,1560
98,0,01288,Ed Dougherty,64.55,754,1168
99,0,01179,Antonio Cerda,64.45,816,1266
100,0,01129,Bill Britton,64.42,737,1144
101,0,01876,Greg Norman,64.39,604,938
102,0,01723,Andrew Magee,64.37,842,1308
103,0,02246,Duffy Waldorf,64.30,814,1266
104,0,02160,Ron Streck,64.23,862,1342
105,0,01313,Steve Elkington,64.22,903,1406
106,0,01390,Buddy Gardner,64.15,970,1512
107,0,02111,Mike Smith,64.08,660,1030
108,0,02244,Fred Wadsworth,64.01,932,1456
109,0,02118,J.C. Snead,63.88,778,1218
