RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
65,0,29484,Peter Uihlein,70.17,1614,23
68,0,37278,Nicholas Lindheim,70.18,1544,22
69,0,01810,Phil Mickelson,70.19,1474,21
70,0,24924,Bill Haas,70.20,1755,25
71,0,20229,Stewart Cink,70.21,2036,29
71,0,34076,Joel Dahmen,70.21,1685,24
71,0,28679,Fabián Gómez,70.21,2387,34
71,0,32448,James Hahn,70.21,1966,28
71,0,23108,Matt Kuchar,70.21,983,14
71,0,36699,Patrick Rodgers,70.21,2668,38
77,0,39546,Keith Mitchell,70.23,2177,31
78,0,30926,Chris Kirk,70.24,2669,38
79,0,35310,Lanto Griffin,70.25,1686,24
80,0,12716,Charley Hoffman,70.29,1476,21
80,0,39328,Conrad Shindler,70.29,1195,17
80,0,27214,Kevin Streelman,70.29,2390,34
83,0,34098,Russell Henley,70.30,1898,27
83,0,32757,Patton Kizzire,70.30,2812,40
85,0,46435,Austin Cook,70.31,3164,45
85,0,26476,Chez Reavie,70.31,1828,26
85,0,31560,Brian Stuard,70.31,2039,29
88,0,25900,Lucas Glover,70.32,1336,19
89,0,22371,Aaron Baddeley,70.34,2251,32
90,0,34363,Tyrrell Hatton,70.35,1407,20
90,0,29461,Jamie Lovemark,70.35,2181,31
90,0,25572,Graeme McDowell,70.35,1196,17
90,0,47128,Richy Werenski,70.35,1829,26
94,0,12510,Chad Campbell,70.36,1759,25
95,0,47959,Bryson DeChambeau,70.37,2111,30
95,0,25686,Jason Dufner,70.37,1337,19
95,0,39327,Ben Silverman,70.37,1337,19
98,0,27936,Martin Laird,70.38,1478,21
99,0,33122,Russell Knox,70.39,1971,28
100,0,40026,Daniel Berger,70.40,2112,30
101,0,24846,Ricky Barnes,70.42,1338,19
101,0,26851,Marc Leishman,70.42,1831,26
103,0,23320,Ryan Palmer,70.44,1127,16
103,0,27963,Chris Stroud,70.44,1902,27
105,0,27141,J.B. Holmes,70.45,1409,20
106,0,34409,David Lingmerth,70.46,1973,28
107,0,32333,Kevin Tway,70.48,2185,31
108,0,40058,Zac Blair,70.50,1269,18
108,0,22056,Cameron Percy,70.50,1410,20
110,0,29479,Scott Brown,70.52,1904,27
110,0,47347,Adam Schenk,70.52,1481,21
112,0,24925,Jonathan Byrd,70.54,917,13
113,0,33141,Keegan Bradley,70.55,2328,33
114,0,25834,Daniel Summerhays,70.56,635,9
115,0,25892,Steve Wheatcroft,70.58,847,12
116,0,35506,Mackenzie Hughes,70.59,2047,29
116,0,46501,Ollie Schniederjans,70.59,2259,32
116,0,30110,Kyle Stanley,70.59,1906,27
119,0,33948,Byeong Hun An,70.60,2118,30
119,0,45609,Tyler Duncan,70.60,2471,35
119,0,35891,Cameron Smith,70.60,1765,25
122,0,33399,Adam Hadwin,70.61,2330,33
122,0,32640,Troy Merritt,70.61,2330,33
124,0,10809,Jim Furyk,70.64,989,14
124,0,26596,Ryan Moore,70.64,1766,25
124,0,27349,Alex Noren,70.64,989,14
127,0,24138,Ian Poulter,70.71,1485,21
127,0,32254,Xinjun Zhang,70.71,990,14
129,0,34563,Chesson Hadley,70.73,2122,30
129,0,27942,Rob Oppenheim,70.73,1556,22
131,0,24140,Sean O'Hair,70.74,1344,19
132,0,28089,Jason Day,70.75,849,12
133,0,29974,Branden Grace,70.77,1557,22
133,0,47287,Ethan Tracy,70.77,1557,22
135,0,31202,William McGirt,70.81,1841,26
135,0,25493,Nick Taylor,70.81,1841,26
137,0,22582,Kyle Thompson,70.83,850,12
138,0,50526,Tom Lovelady,70.87,1630,23
138,0,24361,Pat Perez,70.87,1630,23
140,0,36689,Brooks Koepka,70.88,1134,16
140,0,33413,Ben Martin,70.88,1134,16
142,0,26951,Johnson Wagner,70.95,1348,19
143,0,31420,Anirban Lahiri,70.96,1987,28
144,0,29222,Billy Hurley III,71.00,1207,17
144,0,26329,Louis Oosthuizen,71.00,710,10
144,0,27556,Ted Potter Jr.,71.00,2343,33
144,0,25804,Bubba Watson,71.00,1278,18
148,0,37455,Si Woo Kim,71.03,2202,31
149,0,35376,Roberto Díaz,71.05,1421,20
149,0,20572,Rod Pampling,71.05,1492,21
151,0,34264,Hudson Swafford,71.07,1990,28
152,0,34431,Robert Streb,71.08,1848,26
153,0,36799,Stephan Jaeger,71.09,1564,22
154,0,23541,Ben Crane,71.17,1281,18
155,0,32366,Kevin Chappell,71.19,1922,27
156,0,34099,Harris English,71.22,1638,23
157,0,33204,Shane Lowry,71.26,1924,27
158,0,32876,Martin Piller,71.30,1426,20
158,0,26331,Charl Schwartzel,71.30,1640,23
158,0,28132,Tyrone Van Aswegen,71.30,2139,30
158,0,25632,Jimmy Walker,71.30,2139,30
162,0,29478,Kevin Kisner,71.32,1569,22
162,0,33410,Andrew Landry,71.32,1783,25
164,0,39975,Michael Kim,71.33,1284,18
164,0,35879,Kelly Kraft,71.33,1712,24
166,0,29535,Brice Garnett,71.43,2143,30
166,0,27644,Brian Harman,71.43,2143,30
168,0,26300,Matt Jones,71.47,1215,17
169,0,48084,Wesley Bryan,71.48,1930,27
170,0,28500,Martin Flores,71.49,2502,35
171,0,27895,Jonas Blixt,71.50,1716,24
172,0,20593,Greg Chalmers,71.53,1216,17
173,0,23353,J.J. Henry,71.55,2075,29
174,0,27974,Sung Kang,71.59,1933,27
175,0,31416,Derek Fathauer,71.64,1003,14
176,0,48081,Xander Schauffele,71.71,1721,24
177,0,37189,Harold Varner III,71.72,1793,25
178,0,30978,Kiradech Aphibarnrat,71.80,1436,20
178,0,27064,Jhonattan Vegas,71.80,2154,30
180,0,37454,Whee Kim,71.81,1939,27
181,0,29518,Brendan Steele,71.86,1581,22
182,0,32816,Satoshi Kodaira,71.94,1151,16
183,0,40009,Dominic Bozzelli,71.95,1439,20
184,0,28307,Matt Every,72.00,2088,29
185,0,34358,Jonathan Randolph,72.08,1802,25
186,0,20157,Retief Goosen,72.11,649,9
187,0,39954,Cody Gribble,72.29,1012,14
188,0,35544,Andrew Yun,72.33,868,12
189,0,25240,D.A. Points,72.43,1666,23
190,0,33419,Cameron Tringale,72.44,1304,18
191,0,37338,Zecheng Dou,72.57,1016,14
192,0,34213,Grayson Murray,72.67,1744,24
193,0,47125,Matt Atkins,73.89,665,9
