RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
1,0,30925,Dustin Johnson,67.78,610,9
2,0,30911,Tommy Fleetwood,68.29,956,14
3,0,32102,Rickie Fowler,68.50,685,10
4,0,46970,Jon Rahm,68.53,1165,17
5,0,29268,Bronson Burgoon,68.57,960,14
6,0,08793,Tiger Woods,68.70,687,10
7,0,32839,Hideki Matsuyama,69.05,1519,22
8,0,47993,Denny McCarthy,69.06,1243,18
9,0,27129,Luke List,69.07,1865,27
10,0,34046,Jordan Spieth,69.10,1382,20
11,0,33448,Justin Thomas,69.20,1038,15
12,0,22405,Justin Rose,69.33,624,9
13,0,20472,Alex Cejka,69.35,1803,26
13,0,46402,Talor Gooch,69.35,1179,17
13,0,24024,Zach Johnson,69.35,1595,23
16,0,35450,Patrick Cantlay,69.43,1458,21
17,0,29908,C.T. Pan,69.44,1875,27
18,0,29725,Tony Finau,69.48,1459,21
19,0,34174,John Huh,69.50,2224,32
20,0,28237,Rory McIlroy,69.54,904,13
21,0,27649,Brandt Snedeker,69.55,1391,20
22,0,30944,Jason Kokrak,69.59,2227,32
23,0,29420,Billy Horschel,69.61,1253,18
24,0,28252,Seamus Power,69.62,1810,26
25,0,25396,Kevin Na,69.63,1880,27
26,0,49964,Aaron Wise,69.64,1950,28
27,0,25364,Paul Casey,69.67,1881,27
27,0,34021,Bud Cauley,69.67,1045,15
29,0,34466,Peter Malnati,69.70,2579,37
30,0,32150,Michael Thompson,69.73,1534,22
31,0,24358,Robert Garrigus,69.74,1325,19
32,0,29485,Brett Stegmaier,69.76,1465,21
33,0,33418,Shawn Stefani,69.78,1884,27
34,0,24781,Hunter Mahan,69.80,1396,20
35,0,35545,Blayne Barber,69.81,1466,21
36,0,29221,Webb Simpson,69.82,1187,17
36,0,31323,Gary Woodland,69.82,1955,28
38,0,25818,Scott Piercy,69.83,1606,23
38,0,21528,Henrik Stenson,69.83,838,12
40,0,25198,Francesco Molinari,69.87,1048,15
41,0,23621,Rory Sabbatini,69.88,1677,24
42,0,34360,Patrick Reed,69.89,1328,19
43,0,34256,Andrew Putnam,69.90,2167,31
44,0,31646,Emiliano Grillo,69.91,2237,32
45,0,35421,Brandon Harkins,69.94,2448,35
46,0,26499,Rafa Cabrera Bello,69.95,1329,19
47,0,39997,Corey Conners,70.00,2310,33
47,0,19846,Brian Gay,70.00,2800,40
47,0,37275,Sam Ryder,70.00,1540,22
50,0,46601,Trey Mullinax,70.03,2031,29
51,0,29223,Sam Saunders,70.05,1331,19
52,0,21961,Charles Howell III,70.06,2382,34
52,0,28775,Nate Lashley,70.06,1121,16
52,0,23325,Vaughn Taylor,70.06,2172,31
55,0,26758,David Hearn,70.07,1051,15
56,0,19803,Ryan Armour,70.11,3085,44
56,0,35461,Beau Hossler,70.11,1963,28
56,0,30692,Scott Stallings,70.11,1262,18
59,0,45526,Abraham Ancer,70.12,1823,26
59,0,27095,Nick Watney,70.12,3015,43
61,0,27958,Ryan Blaum,70.14,1964,28
61,0,49771,J.T. Poston,70.14,1473,21
63,0,35532,Tom Hoge,70.15,2315,33
64,0,39324,J.J. Spaun,70.16,2175,31
65,0,29926,Danny Lee,70.17,1684,24
65,0,24502,Adam Scott,70.17,1614,23
