RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,48084,Wesley Bryan,156.1,2180937,388
2,0,54421,Garrick Higgo,158.9,4060628,710
3,0,56149,Wilson Furr,159.0,2982207,521
4,5,27214,Kevin Streelman,159.1,3626401,633
5,-1,55893,Sam Stevens,159.5,5196099,905
6,6,50493,Justin Suh,159.6,3833111,667
7,1,32366,Kevin Chappell,159.8,2622600,456
8,1,45242,Kevin Yu,159.9,4397548,764
9,-4,27770,Camilo Villegas,160.0,2828277,491
10,8,39546,Keith Mitchell,160.1,4727381,820
10,-4,35617,Martin Trainer,160.1,2633913,457
12,4,52372,Cameron Champ,160.3,3208371,556
12,7,47988,Nick Hardy,160.3,4950226,858
14,0,33486,Roger Sloan,160.4,3602478,624
15,6,48319,Tom Whitney,160.6,3184689,551
16,7,37378,Min Woo Lee,160.7,3707611,641
17,7,59836,Pierceson Coody,160.8,3890718,672
17,-2,47983,Chad Ramey,160.8,4498405,777
19,-3,47995,Davis Riley,160.9,4397439,759
20,-13,48699,Callum Tarren,161.0,3664076,632
21,8,34563,Chesson Hadley,161.5,4034255,694
21,8,47806,Raul Pereda,161.5,2430365,418
23,-12,50484,Hayden Springer,161.7,3580813,615
24,-12,50095,Austin Smotherman,161.8,2620970,450
25,7,60004,Jacob Bridgeman,162.0,3807610,653
25,7,35461,Beau Hossler,162.0,5247387,900
25,7,46340,Alex Smalley,162.0,3861064,662
28,-9,54576,Patrick Fishburn,162.2,3806508,652
28,12,59095,Chris Gotterup,162.2,4331914,742
28,12,59143,Mac Meissner,162.2,4392123,752
31,12,29908,C.T. Pan,162.3,3850615,659
31,12,48119,Ben Taylor,162.3,3547408,607
33,12,12716,Charley Hoffman,162.4,3841552,657
33,12,39327,Ben Silverman,162.4,4892026,837
35,13,34374,Erik Barnes,162.5,2855473,488
35,13,47663,Kevin Dougherty,162.5,3281650,561
35,-14,60067,Joe Highsmith,162.5,3696707,632
38,-7,34076,Joel Dahmen,162.6,4910537,839
38,14,34587,Chan Kim,162.6,4752600,812
40,13,51696,Rico Hoey,162.8,4376837,747
40,13,48867,Matti Schmid,162.8,4056299,692
42,15,59442,Parker Coody,162.9,3354118,572
43,16,39971,Sungjae Im,163.0,5141383,876
44,-19,50497,Adrien Dumont de Chassart,163.1,3811260,649
44,17,51977,Max Greyserman,163.1,4209728,717
44,-12,46442,Maverick McNealy,163.1,5302340,903
44,1,51997,Andrew Novak,163.1,5236111,892
44,-4,38991,Alejandro Tosti,163.1,3640888,620
49,15,23108,Matt Kuchar,163.3,4651448,791
50,16,33948,Byeong Hun An,163.4,4212097,716
50,3,47591,Eric Cole,163.4,6245689,1062
50,-25,39975,Michael Kim,163.4,4069524,692
50,7,34466,Peter Malnati,163.4,4564439,776
54,-6,32757,Patton Kizzire,163.5,3461875,588
54,-22,27936,Martin Laird,163.5,3891583,661
54,13,27330,Josh Teater,163.5,2489129,423
57,-4,28775,Nate Lashley,163.6,4252636,722
57,-9,36699,Patrick Rodgers,163.6,5995810,1018
57,-19,51894,Vince Whaley,163.6,3539769,601
60,-35,28420,Ryan Brehm,163.7,3046492,517
60,10,57975,Harry Hall,163.7,4524952,768
62,9,60767,Blaine Hale Jr.,163.8,2381937,404
62,9,55454,Carl Yuan,163.8,3496424,593
64,11,32102,Rickie Fowler,163.9,4489594,761
64,-5,32640,Troy Merritt,163.9,3759148,637
66,-28,34255,Joseph Bramlett,164.0,4800742,813
66,11,55708,Hayden Buckley,164.0,4008938,679
66,11,32791,K.H. Lee,164.0,4546170,770
66,-2,29221,Webb Simpson,164.0,3258539,552
70,12,46113,Ryan McCormick,164.1,3078453,521
70,12,36871,Matt NeSmith,164.1,4299642,728
70,-45,32333,Kevin Tway,164.1,3047837,516
73,11,27064,Jhonattan Vegas,164.2,4067308,688
74,-42,34021,Bud Cauley,164.3,3642669,616
75,2,57900,Chandler Phillips,164.4,4877863,824
75,-8,58168,Davis Thompson,164.4,5385542,910
75,-13,52513,Carson Young,164.4,4848027,819
78,11,33141,Keegan Bradley,164.7,4718285,796
78,11,51766,Wyndham Clark,164.7,4002591,675
80,-18,27129,Luke List,164.8,4360087,735
80,4,40162,Justin Lower,164.8,5453701,919
80,12,40250,Taylor Pendrith,164.8,4492095,757
80,12,40006,Erik van Rooyen,164.8,4579719,772
84,-9,52955,Ludvig Åberg,164.9,4386445,739
84,-7,52375,Doug Ghim,164.9,5537418,933
84,10,55182,Tom Kim,164.9,4690240,790
84,10,23320,Ryan Palmer,164.9,2416350,407
88,-19,52514,Trace Crowe,165.0,3344535,563
88,9,24502,Adam Scott,165.0,4169453,702
90,-1,47347,Adam Schenk,165.1,5408708,910
90,-19,46441,Robby Shelton,165.1,4357341,733
90,8,27139,David Skinns,165.1,4665903,785
90,-19,52374,Brandon Wu,165.1,4298379,723
94,5,36326,David Lipsky,165.2,3818997,642
94,5,34046,Jordan Spieth,165.2,4020612,676
96,-19,27649,Brandt Snedeker,165.3,3416117,574
97,6,45522,Christiaan Bezuidenhout,165.4,4988641,838
97,6,56630,Akshay Bhatia,165.4,5340344,897
99,-15,35310,Lanto Griffin,165.7,3782961,634
99,9,46717,Viktor Hovland,165.7,3334110,559
101,10,37212,Paul Barjon,165.8,2734073,458
101,10,45157,Cam Davis,165.8,4608761,772
101,10,45609,Tyler Duncan,165.8,3987805,668
101,10,29478,Kevin Kisner,165.8,3049256,511
101,10,52215,Robert MacIntyre,165.8,4412102,739
106,-18,51287,Ryo Hisatsune,165.9,4831459,809
107,11,57366,Cameron Young,166.0,4671931,782
108,-9,25900,Lucas Glover,166.1,5226136,874
108,-5,51890,Greyson Sigg,166.1,4873348,815
110,11,29535,Brice Garnett,166.2,2860240,478
110,11,32839,Hideki Matsuyama,166.2,4373196,731
112,11,47504,Sam Burns,166.3,4309433,720
112,11,34098,Russell Henley,166.3,4485361,749
