RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,24502,Adam Scott,8.84,362.45,-241.99,211.01
2,0,28089,Jason Day,6.72,275.70,-147.28,190.33
3,0,32839,Hideki Matsuyama,4.07,199.45,-94.00,138.43
4,0,26331,Charl Schwartzel,3.79,196.83,-160.12,110.04
5,0,27436,Graham DeLaet,3.01,150.30,-95.23,96.89
6,0,24511,Thongchai Jaidee,2.90,150.65,-90.23,108.14
7,0,26851,Marc Leishman,2.84,147.60,-72.85,125.82
8,0,20645,John Senden,2.57,133.60,-67.37,122.87
9,0,06522,Ernie Els,2.56,132.91,-136.83,85.25
10,0,20848,Ángel Cabrera,2.37,118.72,-57.80,81.78
11,1,26329,Louis Oosthuizen,2.30,110.20,-143.00,99.13
12,-1,26300,Matt Jones,2.24,116.51,-55.24,92.69
13,0,27119,Koumei Oda,2.06,99.08,-55.59,56.24
14,1,24459,Richard Sterne,1.96,90.35,-75.52,48.91
15,-1,22046,Geoff Ogilvy,1.83,93.34,-47.66,78.66
16,0,23135,Tim Clark,1.78,83.53,-57.85,56.87
17,4,37092,Hyung-Sung Kim,1.71,89.07,-62.73,46.06
18,-1,24357,K.J. Choi,1.70,86.94,-53.67,74.62
19,-1,30852,Ryo Ishikawa,1.66,86.49,-62.39,56.83
20,-1,31420,Anirban Lahiri,1.65,72.42,-37.75,47.78
21,-1,28937,George Coetzee,1.64,83.67,-72.07,77.65
22,0,29289,S.Y. Noh,1.54,80.20,-46.01,74.81
23,0,29939,Fabrizio Zanotti,1.54,77.08,-15.19,77.47
24,0,23638,Brendon de Jonge,1.50,78.25,-74.21,46.96
25,3,21498,Hideto Tanihara,1.43,68.87,-44.14,35.44
26,-1,20098,Stuart Appleby,1.43,74.60,-25.13,66.28
27,-1,26758,David Hearn,1.40,73.01,-44.67,52.53
28,-1,22400,Hennie Otto,1.40,71.48,-38.11,41.78
29,0,27770,Camilo Villegas,1.39,72.16,-22.04,62.11
30,0,29974,Branden Grace,1.36,70.46,-95.97,43.86
31,0,25274,Steven Bowditch,1.31,68.23,-22.76,64.64
32,0,21284,Hiroyuki Fujita,1.25,63.56,-54.51,51.73
33,1,33667,Carlos Ortiz,1.24,49.45,-6.70,56.15
34,1,27747,Hiroshi Iwata,1.23,51.75,-10.95,47.99
35,-2,30978,Kiradech Aphibarnrat,1.22,63.60,-62.91,16.25
36,6,26434,Antonio Lascuna,1.22,48.70,-16.72,40.37
37,-1,24461,Thomas Aiken,1.18,61.30,-50.28,54.37
38,-1,20218,Shingo Katayama,1.13,48.74,-45.05,6.08
39,0,20721,Darren Fichardt,1.11,57.74,-51.21,41.35
40,1,29833,Yoshinori Fujimoto,1.11,51.94,-38.38,26.28
41,-3,23783,Felipe Aguilar,1.08,56.03,-39.26,39.86
42,3,31646,Emiliano Grillo,1.04,54.19,-27.99,50.35
43,-3,23621,Rory Sabbatini,1.04,53.92,-42.47,28.82
44,2,33399,Adam Hadwin,1.03,50.69,-11.99,51.95
45,-2,24748,WC Liang,1.03,53.63,-45.13,21.09
46,-2,23821,Yusaku Miyazato,1.03,49.49,-28.36,28.52
47,1,33948,Byeong Hun An,1.01,46.28,-9.47,39.49
48,-1,34130,Sung Joon Park,1.00,48.94,-34.46,12.05
49,0,22080,Prayad Marksaeng,.97,47.73,-36.39,26.63
50,9,28143,Chapchai Nirat,.94,37.49,-16.91,26.95
51,-1,28259,Sangmoon Bae,.94,48.62,-48.61,30.03
52,-1,22371,Aaron Baddeley,.93,46.62,-32.93,32.75
