RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,33419,Cameron Tringale,68.04,66,97,-70,-7.00
2,0,26596,Ryan Moore,67.50,81,120,-85,-19.00
3,0,46550,Brandon Hagy,67.32,103,153,-113,-1.00
4,0,19846,Brian Gay,67.11,51,76,-56,-28.00
5,0,28093,Miguel Angel Carballo,65.75,48,73,-56,+10.00
6,0,24138,Ian Poulter,65.59,61,93,-65,-1.00
7,0,26331,Charl Schwartzel,65.25,77,118,-81,+4.00
8,0,34099,Harris English,65.00,78,120,-80,+13.00
9,0,37278,Nicholas Lindheim,64.91,37,57,-39,+4.00
10,0,33204,Shane Lowry,64.77,57,88,-60,+3.00
11,0,24361,Pat Perez,64.75,90,139,-96,-8.00
12,0,26851,Marc Leishman,64.50,109,169,-117,-3.00
13,0,25349,Tim Wilkinson,63.93,39,61,-42,-8.00
14,0,31416,Derek Fathauer,63.64,63,99,-66,-6.00
15,0,29221,Webb Simpson,63.50,87,137,-96,-4.00
16,0,22405,Justin Rose,63.28,81,128,-84,-2.00
17,0,32102,Rickie Fowler,62.59,87,139,-90,-19.00
18,0,06522,Ernie Els,62.50,30,48,-34,+2.00
19,0,34046,Jordan Spieth,62.42,98,157,-103,-8.00
20,0,32448,James Hahn,62.35,101,162,-108,-3.00
20,0,32839,Hideki Matsuyama,62.35,101,162,-109,-9.00
22,0,25396,Kevin Na,62.26,66,106,-71,-18.00
23,0,28089,Jason Day,62.22,84,135,-94,+2.00
24,0,24781,Hunter Mahan,62.10,77,124,-82,+1.00
25,0,31420,Anirban Lahiri,61.94,83,134,-89,+6.00
26,0,25632,Jimmy Walker,61.76,63,102,-66,+3.00
27,0,27129,Luke List,61.70,145,235,-161,-13.00
28,0,20771,Steven Alker,61.54,32,52,-33,-7.00
29,0,35506,Mackenzie Hughes,61.42,121,197,-125,-27.00
30,0,22986,Søren Kjeldsen,61.36,27,44,-27,-2.00
31,0,01810,Phil Mickelson,61.31,84,137,-93,-22.00
32,0,28132,Tyrone Van Aswegen,61.21,71,116,-75,+1.00
33,0,26758,David Hearn,61.11,55,90,-58,-16.00
34,0,26300,Matt Jones,60.78,62,102,-65,+4.00
35,0,29725,Tony Finau,60.69,159,262,-173,+10.00
35,0,24140,Sean O'Hair,60.69,88,145,-92,-10.00
37,0,24846,Ricky Barnes,60.66,74,122,-82,-11.00
38,0,46501,Ollie Schniederjans,60.61,100,165,-106,-6.00
39,0,31323,Gary Woodland,60.57,106,175,-111,-1.00
40,0,28307,Matt Every,60.53,69,114,-73,-8.00
41,0,29518,Brendan Steele,60.49,98,162,-106,-2.00
42,0,25900,Lucas Glover,60.22,112,186,-117,-5.00
43,0,23353,J.J. Henry,60.16,77,128,-82,-11.00
43,0,39324,J.J. Spaun,60.16,77,128,-85,+3.00
45,0,36801,Mark Hubbard,60.00,66,110,-72,+4.00
45,0,35300,Andrew Loupe,60.00,60,100,-68,+20.00
47,0,33448,Justin Thomas,59.88,100,167,-111,-9.00
48,0,25834,Daniel Summerhays,59.75,95,159,-100,+4.00
49,0,24357,K.J. Choi,59.74,46,77,-47,-17.00
50,0,39954,Cody Gribble,59.72,86,144,-92,+14.00
50,0,29289,S.Y. Noh,59.72,86,144,-93,+5.00
52,0,27095,Nick Watney,59.43,63,106,-70,-4.00
53,0,12716,Charley Hoffman,59.40,139,234,-149,-13.00
54,0,29740,Brad Fritsch,59.38,38,64,-40,-6.00
55,0,27974,Sung Kang,59.36,111,187,-119,-17.00
56,0,36689,Brooks Koepka,59.28,115,194,-124,-3.00
57,0,27963,Chris Stroud,59.21,45,76,-47,-10.00
58,0,33461,Morgan Hoffmann,59.09,91,154,-97,-17.00
58,0,46601,Trey Mullinax,59.09,91,154,-97,+8.00
58,0,34264,Hudson Swafford,59.09,91,154,-93,-10.00
61,0,30110,Kyle Stanley,58.97,115,195,-128,-20.00
62,0,25720,Chad Collins,58.90,43,73,-48,-12.00
63,0,23621,Rory Sabbatini,58.82,60,102,-66,-8.00
64,0,12510,Chad Campbell,58.59,75,128,-78,-26.00
65,0,46970,Jon Rahm,58.58,99,169,-107,-16.00
66,0,29222,Billy Hurley III,58.51,55,94,-59,-26.00
67,0,21961,Charles Howell III,58.46,76,130,-80,-10.00
68,0,30925,Dustin Johnson,58.44,90,154,-98,-15.00
69,0,39975,Michael Kim,58.39,87,149,-90,-11.00
70,0,19803,Ryan Armour,58.33,28,48,-33,-16.00
70,0,23983,Luke Donald,58.33,28,48,-31,-13.00
72,0,27644,Brian Harman,58.28,88,151,-96,-23.00
73,0,22046,Geoff Ogilvy,58.00,58,100,-60,-3.00
74,0,29720,Andres Gonzales,57.98,69,119,-75,+4.00
75,0,32333,Kevin Tway,57.87,103,178,-110,-7.00
76,0,28237,Rory McIlroy,57.80,63,109,-66,+1.00
77,0,34358,Jonathan Randolph,57.73,56,97,-59,+1.00
78,0,29461,Jamie Lovemark,57.43,116,202,-126,-1.00
79,0,35450,Patrick Cantlay,57.39,66,115,-71,-10.00
80,0,28500,Martin Flores,57.38,70,122,-78,+2.00
81,0,23108,Matt Kuchar,57.26,71,124,-76,-36.00
82,0,29478,Kevin Kisner,57.14,72,126,-76,-20.00
83,0,34213,Grayson Murray,56.81,121,213,-127,+11.00
84,0,34098,Russell Henley,56.79,92,162,-97,-16.00
85,0,34021,Bud Cauley,56.50,100,177,-105,-5.00
86,0,33413,Ben Martin,56.49,74,131,-74,-6.00
87,0,33120,Mark Anderson,56.45,35,62,-39,-6.00
88,0,40058,Zac Blair,56.44,57,101,-60,-16.00
