RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
1,0,46550,Brandon Hagy,244.5,1346735.000,153
2,0,23497,Tag Ridings,245.7,822684.000,93
3,0,35545,Blayne Barber,247.0,889111.000,100
4,0,19803,Ryan Armour,248.0,428529.000,48
5,0,06522,Ernie Els,248.8,429915.000,48
6,0,32448,James Hahn,249.8,1456870.000,162
7,0,27436,Graham DeLaet,250.1,1332474.000,148
8,0,24357,K.J. Choi,250.5,694493.000,77
8,0,28089,Jason Day,250.5,1217405.000,135
10,0,46601,Trey Mullinax,250.6,1389583.000,154
10,0,27770,Camilo Villegas,250.6,766905.000,85
12,0,34264,Hudson Swafford,250.7,1390156.000,154
13,0,27095,Nick Watney,250.8,956969.000,106
14,0,30925,Dustin Johnson,251.4,1393724.000,154
15,0,46501,Ollie Schniederjans,251.6,1494753.000,165
16,0,24138,Ian Poulter,251.7,842734.000,93
16,0,36699,Patrick Rodgers,251.7,1114729.000,123
18,0,46440,Smylie Kaufman,252.1,1333934.000,147
18,0,37278,Nicholas Lindheim,252.1,517288.000,57
20,0,28307,Matt Every,252.3,1035352.000,114
20,0,26289,Boo Weekley,252.3,1080739.000,119
22,0,24358,Robert Garrigus,252.8,1210639.000,133
22,0,47128,Richy Werenski,252.8,928221.000,102
24,0,35300,Andrew Loupe,252.9,910501.000,100
25,0,25686,Jason Dufner,253.1,1157273.000,127
26,0,46732,Rick Lamb,253.2,692717.000,76
26,0,23320,Ryan Palmer,253.2,1011746.000,111
28,0,31420,Anirban Lahiri,253.3,1221765.000,134
28,0,37189,Harold Varner III,253.3,1577537.000,173
30,0,20771,Steven Alker,253.5,474471.000,52
30,0,34213,Grayson Murray,253.5,1944187.000,213
30,0,29289,S.Y. Noh,253.5,1313974.000,144
33,0,28132,Tyrone Van Aswegen,253.7,1059353.000,116
34,0,33419,Cameron Tringale,253.8,886351.000,97
35,0,25274,Steven Bowditch,253.9,575802.000,63
36,0,25345,Carl Pettersson,254.0,649238.000,71
37,0,46443,Brian Campbell,254.1,622081.000,68
37,0,35532,Tom Hoge,254.1,631144.000,69
37,0,36801,Mark Hubbard,254.1,1006265.000,110
40,0,35110,Brett Drewitt,254.2,585759.000,64
40,0,34099,Harris English,254.2,1098158.000,120
40,0,33122,Russell Knox,254.2,905805.000,99
40,0,27129,Luke List,254.2,2150615.000,235
44,0,12510,Chad Campbell,254.6,1173006.000,128
44,0,24361,Pat Perez,254.6,1274148.000,139
46,0,24846,Ricky Barnes,254.7,1118779.000,122
46,0,19846,Brian Gay,254.7,696848.000,76
48,0,28500,Martin Flores,254.8,1118879.000,122
48,0,33413,Ben Martin,254.8,1201736.000,131
50,0,35450,Patrick Cantlay,255.0,1055600.000,115
50,0,25892,Steve Wheatcroft,255.0,651816.000,71
50,0,31323,Gary Woodland,255.0,1606796.000,175
53,0,33204,Shane Lowry,255.2,808445.000,88
53,0,28252,Seamus Power,255.2,1267799.000,138
53,0,29223,Sam Saunders,255.2,973965.000,106
53,0,30692,Scott Stallings,255.2,1047457.000,114
57,0,25900,Lucas Glover,255.3,1709450.000,186
57,0,34466,Peter Malnati,255.3,882219.000,96
59,0,20472,Alex Cejka,255.5,929068.000,101
59,0,20157,Retief Goosen,255.5,717309.000,78
61,0,26758,David Hearn,255.6,828026.000,90
61,0,32757,Patton Kizzire,255.6,1085617.000,118
63,0,28679,Fabián Gómez,255.7,920566.000,100
63,0,29720,Andres Gonzales,255.7,1095626.000,119
63,0,29478,Kevin Kisner,255.7,1159829.000,126
66,0,33141,Keegan Bradley,256.0,1871140.000,203
66,0,20229,Stewart Cink,256.0,1364125.000,148
66,0,29420,Billy Horschel,256.0,1327343.000,144
66,0,48822,Sebastián Muñoz,256.0,746475.000,81
66,0,23621,Rory Sabbatini,256.0,940078.000,102
71,0,33120,Mark Anderson,256.1,571646.000,62
72,0,30944,Jason Kokrak,256.2,1900232.000,206
72,0,24781,Hunter Mahan,256.2,1143787.000,124
74,0,31416,Derek Fathauer,256.3,913528.000,99
74,0,29740,Brad Fritsch,256.3,590477.000,64
74,0,25572,Graeme McDowell,256.3,609053.000,66
77,0,33461,Morgan Hoffmann,256.4,1421415.000,154
78,0,49771,J.T. Poston,256.6,1376322.000,149
79,0,28420,Ryan Brehm,256.7,1432237.000,155
80,0,20593,Greg Chalmers,256.8,887549.000,96
81,0,35891,Cameron Smith,257.0,1351040.000,146
82,0,39954,Cody Gribble,257.1,1332694.000,144
83,0,27895,Jonas Blixt,257.2,981319.000,106
83,0,29479,Scott Brown,257.2,1324321.000,143
85,0,27644,Brian Harman,257.3,1398604.000,151
85,0,34409,David Lingmerth,257.3,1139190.000,123
87,0,32333,Kevin Tway,257.4,1649108.000,178
88,0,20572,Rod Pampling,257.5,1297944.000,140
88,0,26476,Chez Reavie,257.5,1158768.000,125
90,0,28093,Miguel Angel Carballo,257.7,677148.000,73
90,0,20104,Ken Duke,257.7,770148.000,83
90,0,23353,J.J. Henry,257.7,1187595.000,128
90,0,12716,Charley Hoffman,257.7,2170604.000,234
90,0,30110,Kyle Stanley,257.7,1809286.000,195
95,0,31557,Jim Herman,257.8,1345875.000,145
96,0,34098,Russell Henley,257.9,1504110.000,162
97,0,24140,Sean O'Hair,258.1,1347057.000,145
98,0,32640,Troy Merritt,258.4,1190542.000,128
99,0,25191,Gonzalo Fernandez-Castaño,258.5,735247.000,79
99,0,29908,C.T. Pan,258.5,1321262.000,142
99,0,31560,Brian Stuard,258.5,753872.000,81
102,0,26851,Marc Leishman,258.7,1573845.000,169
103,0,29221,Webb Simpson,258.8,1276345.000,137
104,0,21961,Charles Howell III,258.9,1211808.000,130
105,0,40058,Zac Blair,259.0,941682.000,101
105,0,40009,Dominic Bozzelli,259.0,1062762.000,114
105,0,23541,Ben Crane,259.0,988409.000,106
105,0,26951,Johnson Wagner,259.0,895044.000,96
109,0,10809,Jim Furyk,259.2,438484.000,47
109,0,29222,Billy Hurley III,259.2,876981.000,94
111,0,22056,Cameron Percy,259.3,998919.000,107
112,0,29725,Tony Finau,259.4,2446319.000,262
112,0,35506,Mackenzie Hughes,259.4,1839384.000,197
112,0,39324,J.J. Spaun,259.4,1195228.000,128
115,0,29974,Branden Grace,259.5,868711.000,93
115,0,25834,Daniel Summerhays,259.5,1485361.000,159
117,0,24507,Jason Bohn,259.7,701195.000,75
117,0,23983,Luke Donald,259.7,448744.000,48
117,0,27064,Jhonattan Vegas,259.7,1823152.000,195
120,0,26596,Ryan Moore,260.0,1123046.000,120
121,0,39975,Michael Kim,260.1,1395314.000,149
122,0,48081,Xander Schauffele,260.2,1498786.000,160
123,0,29461,Jamie Lovemark,260.5,1894599.000,202
123,0,25396,Kevin Na,260.5,994164.000,106
123,0,23325,Vaughn Taylor,260.5,1181678.000,126
126,0,27649,Brandt Snedeker,260.7,760140.000,81
126,0,29485,Brett Stegmaier,260.7,938618.000,100
128,0,40026,Daniel Berger,260.8,1436302.000,153
128,0,30191,Julián Etulain,260.8,873211.000,93
128,0,29926,Danny Lee,260.8,1436549.000,153
128,0,25818,Scott Piercy,260.8,892061.000,95
128,0,22405,Justin Rose,260.8,1201605.000,128
133,0,31646,Emiliano Grillo,260.9,1230618.000,131
133,0,27141,J.B. Holmes,260.9,1343075.000,143
135,0,27974,Sung Kang,261.0,1756890.000,187
136,0,48084,Wesley Bryan,261.1,977658.000,104
137,0,32102,Rickie Fowler,261.2,1306922.000,139
137,0,26329,Louis Oosthuizen,261.2,1034408.000,110
137,0,25804,Bubba Watson,261.2,1259860.000,134
140,0,30852,Ryo Ishikawa,261.3,808982.000,86
140,0,34046,Jordan Spieth,261.3,1476669.000,157
140,0,25632,Jimmy Walker,261.3,959475.000,102
143,0,26300,Matt Jones,261.4,959958.000,102
143,0,29518,Brendan Steele,261.4,1524769.000,162
143,0,25493,Nick Taylor,261.4,1543410.000,164
146,0,34174,John Huh,261.7,1271912.000,135
147,0,27963,Chris Stroud,261.8,716217.000,76
148,0,33448,Justin Thomas,261.9,1574701.000,167
149,0,27466,Spencer Levin,262.0,886519.000,94
149,0,25198,Francesco Molinari,262.0,1216828.000,129
149,0,27214,Kevin Streelman,262.0,1452622.000,154
149,0,25349,Tim Wilkinson,262.0,575426.000,61
153,0,30926,Chris Kirk,262.1,1047291.000,111
154,0,22046,Geoff Ogilvy,262.3,944185.000,100
155,0,29476,Kyle Reifers,262.5,1133878.000,120
156,0,34021,Bud Cauley,262.6,1673544.000,177
157,0,33399,Adam Hadwin,262.7,1437740.000,152
157,0,24502,Adam Scott,262.7,889136.000,94
159,0,31202,William McGirt,262.9,1324986.000,140
160,0,23800,Bryce Molder,263.1,596793.000,63
161,0,35879,Kelly Kraft,263.2,1099179.000,116
161,0,32839,Hideki Matsuyama,263.2,1534860.000,162
163,0,22371,Aaron Baddeley,263.5,901272.000,95
164,0,34431,Robert Streb,263.6,1470797.000,155
165,0,01810,Phil Mickelson,263.7,1300520.000,137
165,0,46970,Jon Rahm,263.7,1604262.000,169
167,0,32366,Kevin Chappell,263.9,1672330.000,176
168,0,33948,Byeong Hun An,264.0,1244974.000,131
169,0,37454,Whee Kim,264.1,808098.000,85
169,0,33418,Shawn Stefani,264.1,1093388.000,115
171,0,25364,Paul Casey,264.2,1483791.000,156
171,0,47959,Bryson DeChambeau,264.2,1398326.000,147
173,0,23108,Matt Kuchar,264.4,1180288.000,124
174,0,25720,Chad Collins,264.5,695121.000,73
175,0,32150,Michael Thompson,264.7,495526.000,52
176,0,32200,Roberto Castro,264.9,638949.000,67
176,0,25240,D.A. Points,264.9,886942.000,93
178,0,26331,Charl Schwartzel,265.0,1125667.000,118
179,0,27958,Ryan Blaum,265.1,1173771.000,123
180,0,36689,Brooks Koepka,265.2,1851997.000,194
181,0,27936,Martin Laird,265.6,1386405.000,145
182,0,34360,Patrick Reed,266.4,1917788.000,200
183,0,26499,Rafa Cabrera Bello,266.6,758103.000,79
184,0,24924,Bill Haas,266.9,1191477.000,124
185,0,37455,Si Woo Kim,267.1,1172974.000,122
186,0,28237,Rory McIlroy,268.0,1051446.000,109
187,0,24024,Zach Johnson,268.2,946121.000,98
188,0,34358,Jonathan Randolph,268.3,937008.000,97
189,0,21209,Sergio Garcia,269.3,1095592.000,113
190,0,22986,Søren Kjeldsen,269.6,427051.000,44
