RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL ACTUAL HANG TIME,TOTAL ATTEMPTS
1,0,26851,Marc Leishman,6.8,494.4,73
2,0,24925,Jonathan Byrd,6.7,412.7,62
2,0,21805,Harrison Frazar,6.7,487.8,73
2,0,23497,Tag Ridings,6.7,273.3,41
2,0,06567,Vijay Singh,6.7,399.6,60
2,0,06595,Kevin Sutherland,6.7,431.5,64
7,0,23983,Luke Donald,6.6,428.7,65
7,0,24358,Robert Garrigus,6.6,398.4,60
7,0,27141,J.B. Holmes,6.6,334.2,51
7,0,01706,Davis Love III,6.6,450.8,68
7,0,28158,Steve Marino,6.6,542.4,82
7,0,01766,Billy Mayfair,6.6,427.3,65
7,0,01810,Phil Mickelson,6.6,289.7,44
7,0,22046,Geoff Ogilvy,6.6,448.1,68
7,0,21959,Ted Purdy,6.6,518.4,79
7,0,31323,Gary Woodland,6.6,204.1,31
17,0,10885,Robert Allenby,6.5,357.3,55
17,0,07223,Brian Bateman,6.5,320.6,49
17,0,20574,Mathew Goggin,6.5,363.2,56
17,0,20157,Retief Goosen,6.5,350.8,54
17,0,20766,Padraig Harrington,6.5,304.0,47
17,0,12716,Charley Hoffman,6.5,519.5,80
17,0,27120,Troy Matteson,6.5,551.0,85
17,0,10585,Scott McCarron,6.5,491.1,75
17,0,27933,John Merrick,6.5,451.3,69
17,0,29221,Webb Simpson,6.5,484.2,75
17,0,27649,Brandt Snedeker,6.5,395.5,61
17,0,22295,Darron Stiles,6.5,213.3,33
17,0,27214,Kevin Streelman,6.5,552.5,85
17,0,25632,Jimmy Walker,6.5,324.7,50
17,0,23349,Charles Warren,6.5,305.4,47
17,0,21878,Mark Wilson,6.5,499.5,77
17,0,08793,Tiger Woods,6.5,258.1,40
34,0,07867,Woody Austin,6.4,510.9,80
34,0,24507,Jason Bohn,6.4,520.7,81
34,0,22621,Ben Curtis,6.4,273.4,43
34,0,23638,Brendon de Jonge,6.4,427.5,67
34,0,06251,Chris DiMarco,6.4,526.9,82
34,0,24924,Bill Haas,6.4,511.6,80
34,0,30925,Dustin Johnson,6.4,407.4,64
34,0,27936,Martin Laird,6.4,322.4,50
34,0,01707,Steve Lowery,6.4,460.5,72
34,0,24912,Will MacKenzie,6.4,387.4,61
34,0,24490,George McNeill,6.4,477.6,75
34,0,21949,Joe Ogilvie,6.4,423.5,66
34,0,20691,Greg Owen,6.4,544.6,85
34,0,23320,Ryan Palmer,6.4,436.6,68
34,0,24361,Pat Perez,6.4,408.9,64
34,0,20645,John Senden,6.4,505.2,79
34,0,26679,Kevin Stadler,6.4,301.1,47
34,0,27963,Chris Stroud,6.4,359.4,56
34,0,28780,Nicholas Thompson,6.4,509.4,80
34,0,30927,Brendon Todd,6.4,309.4,48
34,0,02206,David Toms,6.4,509.3,80
34,0,26668,Marc Turnesa,6.4,495.0,77
34,0,23623,Bo Van Pelt,6.4,463.9,73
34,0,26289,Boo Weekley,6.4,470.2,74
58,0,20098,Stuart Appleby,6.3,404.3,64
58,0,22371,Aaron Baddeley,6.3,318.9,51
58,0,23614,Rich Beem,6.3,325.4,52
58,0,20848,Ángel Cabrera,6.3,228.4,36
58,0,20850,Daniel Chopra,6.3,537.8,86
58,0,21753,Brian Davis,6.3,589.1,93
58,0,28089,Jason Day,6.3,300.9,48
58,0,06621,Joe Durant,6.3,282.3,45
58,0,21209,Sergio Garcia,6.3,264.2,42
58,0,01577,Lee Janzen,6.3,362.5,58
58,0,10733,Kent Jones,6.3,341.3,54
58,0,26300,Matt Jones,6.3,246.2,39
58,0,23548,Bill Lunde,6.3,474.1,75
58,0,24781,Hunter Mahan,6.3,421.0,67
58,0,27060,John Mallinger,6.3,457.4,73
58,0,23800,Bryce Molder,6.3,328.8,52
58,0,26301,James Nitties,6.3,355.1,56
58,0,24140,Sean O'Hair,6.3,363.1,58
58,0,27683,Leif Olson,6.3,238.9,38
58,0,01945,Kenny Perry,6.3,481.4,77
58,0,25818,Scott Piercy,6.3,388.4,62
58,0,25240,D.A. Points,6.3,531.9,85
58,0,06539,Rick Price,6.3,246.0,39
58,0,07749,Brett Quigley,6.3,450.3,72
58,0,22913,John Rollins,6.3,494.1,78
58,0,24502,Adam Scott,6.3,272.1,43
58,0,23788,D.J. Trahan,6.3,477.8,76
58,0,25804,Bubba Watson,6.3,304.3,48
58,0,26498,Matt Weibring,6.3,302.4,48
87,0,06004,Stephen Ames,6.2,372.3,60
87,0,01161,Mark Calcavecchia,6.2,361.5,58
87,0,12510,Chad Campbell,6.2,431.9,70
