RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 5'-10',TOTAL 3 PUTTS
1,0,06809,Bob Burns,3,5
1,0,01329,Brad Faxon,3,3
1,0,06573,Brandt Jobe,3,3
1,0,11032,Frank Lickliter II,3,4
1,0,01945,Kenny Perry,3,4
6,0,01175,Jim Carter,2,2
6,0,19972,José Coceres,2,3
6,0,08931,Glen Day,2,3
6,0,23353,J.J. Henry,2,3
6,0,10962,Bradley Hughes,2,2
6,0,01706,Davis Love III,2,3
6,0,10585,Scott McCarron,2,2
6,0,08339,Spike McRoy,2,3
6,0,06515,Shaun Micheel,2,3
6,0,12753,David Morland IV,2,3
6,0,01938,David Peoples,2,2
6,0,06567,Vijay Singh,2,3
6,0,06595,Kevin Sutherland,2,3
6,0,02170,Hal Sutton,2,3
6,0,20436,Garrett Willis,2,2
21,0,06004,Stephen Ames,1,1
21,0,01024,Billy Andrade,1,1
21,0,20498,Briny Baird,1,3
21,0,12652,Cameron Beckman,1,1
21,0,01098,Jay Don Blake,1,1
21,0,01139,Olin Browne,1,1
21,0,01157,Tom Byrum,1,2
21,0,01185,Brandel Chamblee,1,1
21,0,12388,Michael Clark II,1,2
21,0,01249,John Daly,1,1
21,0,19881,Robert Damron,1,3
21,0,07763,Doug Dunakey,1,1
21,0,07457,Steve Flesch,1,1
21,0,21805,Harrison Frazar,1,2
21,0,21209,Sergio Garcia,1,1
21,0,12645,Brent Geiberger,1,2
21,0,06643,Paul Goydos,1,1
21,0,08545,Glen Hnatiuk,1,6
21,0,01553,John Huston,1,2
21,0,01577,Lee Janzen,1,1
21,0,07547,Craig Kanada,1,2
21,0,01723,Andrew Magee,1,1
21,0,01766,Billy Mayfair,1,3
21,0,22122,Andrew McLardy,1,1
21,0,08535,Gary Nicklaus,1,2
21,0,01887,Mark O'Meara,1,2
21,0,21949,Joe Ogilvie,1,1
21,0,12660,Jesper Parnevik,1,1
21,0,01920,Craig Parry,1,1
21,0,01926,Steve Pate,1,2
21,0,10912,Craig Perks,1,1
21,0,01941,Tom Pernice Jr.,1,3
21,0,02002,John Riegger,1,1
21,0,23621,Rory Sabbatini,1,2
21,0,10649,Tom Scherrer,1,1
21,0,02099,Scott Simpson,1,1
21,0,02106,Chris Smith,1,1
21,0,06078,Esteban Toledo,1,1
21,0,02246,Duffy Waldorf,1,1
21,0,10423,Mike Weir,1,1
21,0,08057,Brian Wilson,1,2
