RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,06621,Joe Durant,72.86,1259,1728,-0.24
2,0,20498,Briny Baird,72.17,1416,1962,-0.27
3,0,01361,Dan Forsman,71.88,1268,1764,-0.24
4,0,12510,Chad Campbell,71.79,1318,1836,-0.28
5,0,01677,Tom Lehman,70.51,1028,1458,-0.27
6,0,10809,Jim Furyk,70.30,1278,1818,-0.30
7,0,20645,John Senden,69.97,1335,1908,-0.25
8,0,08337,Mike Heinen,69.86,1094,1566,-0.28
9,0,20157,Retief Goosen,69.79,804,1152,-0.30
10,0,06581,David Sutherland,69.75,904,1296,-0.24
11,0,02223,Bob Tway,69.74,1067,1530,-0.27
12,0,06567,Vijay Singh,69.47,1263,1818,-0.33
13,0,01938,David Peoples,69.36,1186,1710,-0.25
14,0,08375,Paul Stankowski,69.32,836,1206,-0.31
15,0,10885,Robert Allenby,69.31,998,1440,-0.28
16,0,08123,Jeff Brehaut,69.29,1322,1908,-0.26
17,0,02101,Joey Sindelar,69.17,1133,1638,-0.24
18,0,02106,Chris Smith,68.96,1142,1656,-0.25
19,0,02214,Kirk Triplett,68.91,1104,1602,-0.27
20,0,23353,J.J. Henry,68.81,1189,1728,-0.24
20,0,01553,John Huston,68.81,929,1350,-0.33
20,0,01945,Kenny Perry,68.81,1189,1728,-0.26
23,0,06515,Shaun Micheel,68.79,1164,1692,-0.25
24,0,02104,Jeff Sluman,68.75,1287,1872,-0.26
24,0,02170,Hal Sutton,68.75,990,1440,-0.25
26,0,08793,Tiger Woods,68.63,840,1224,-0.34
27,0,08339,Spike McRoy,68.54,1246,1818,-0.24
28,0,06522,Ernie Els,68.52,740,1080,-0.29
29,0,12823,Carlos Franco,68.50,1196,1746,-0.26
30,0,01706,Davis Love III,68.45,961,1404,-0.31
31,0,23338,David Gossett,68.38,1120,1638,-0.26
32,0,06034,Marco Dawson,68.34,1021,1494,-0.25
33,0,20548,Hidemichi Tanaka,68.25,1376,2016,-0.26
34,0,06004,Stephen Ames,68.23,1093,1602,-0.31
34,0,08075,Jerry Kelly,68.23,1265,1854,-0.28
36,0,02246,Duffy Waldorf,68.15,1055,1548,-0.28
37,0,07721,Pat Bates,68.12,1312,1926,-0.24
38,0,02002,John Riegger,68.08,625,918,-0.26
39,0,01723,Andrew Magee,67.99,1077,1584,-0.26
40,0,02206,David Toms,67.97,991,1458,-0.27
41,0,10733,Kent Jones,67.95,844,1242,-0.28
42,0,10565,Ian Leggatt,67.89,831,1224,-0.24
43,0,21961,Charles Howell III,67.87,1405,2070,-0.27
44,0,06595,Kevin Sutherland,67.86,1136,1674,-0.27
45,0,20574,Mathew Goggin,67.84,1038,1530,-0.23
46,0,08931,Glen Day,67.83,1221,1800,-0.29
47,0,06573,Brandt Jobe,67.75,939,1386,-0.25
48,0,07867,Woody Austin,67.64,1254,1854,-0.29
49,0,12662,Thomas Levet,67.60,1010,1494,-0.22
50,0,08725,Tom Gillis,67.57,827,1224,-0.25
51,0,21805,Harrison Frazar,67.52,1033,1530,-0.28
52,0,20094,Jonathan Kaye,67.49,1069,1584,-0.26
53,0,07223,Brian Bateman,67.42,801,1188,-0.26
53,0,02239,Scott Verplank,67.42,1165,1728,-0.31
55,0,12652,Cameron Beckman,67.34,1006,1494,-0.28
56,0,01797,Rocco Mediate,67.32,921,1368,-0.26
57,0,01381,Fred Funk,67.23,1319,1962,-0.25
58,0,20663,Brenden Pappas,67.21,1234,1836,-0.31
59,0,22293,Heath Slocum,67.18,1185,1764,-0.25
60,0,01320,Bob Estes,67.09,1099,1638,-0.28
61,0,06251,Chris DiMarco,67.08,1123,1674,-0.32
62,0,01569,Peter Jacobsen,67.04,905,1350,-0.26
63,0,06332,Neal Lancaster,66.98,1278,1908,-0.26
64,0,07941,Mike Grob,66.94,976,1458,-0.25
65,0,19824,Craig Barlow,66.85,1119,1674,-0.29
66,0,20472,Alex Cejka,66.73,1093,1638,-0.26
67,0,24357,K.J. Choi,66.67,1248,1872,-0.26
67,0,01388,Robert Gamez,66.67,1356,2034,-0.32
69,0,01766,Billy Mayfair,66.46,1256,1890,-0.25
70,0,07457,Steve Flesch,66.35,1266,1908,-0.29
71,0,20095,Carl Paulson,66.34,1206,1818,-0.28
72,0,01619,Skip Kendall,66.31,1301,1962,-0.29
73,0,08545,Glen Hnatiuk,66.29,1062,1602,-0.23
74,0,23034,Brent Schwarzrock,66.28,680,1026,-0.25
75,0,25692,Akio Sadakata,66.25,954,1440,-0.23
76,0,01139,Olin Browne,66.21,1299,1962,-0.26
77,0,12388,Michael Clark II,66.14,631,954,-0.25
78,0,21209,Sergio Garcia,66.08,678,1026,-0.26
79,0,20572,Rod Pampling,66.06,975,1476,-0.31
80,0,01035,Tommy Armour III,66.05,749,1134,-0.27
81,0,21739,Aaron Barber,65.95,1104,1674,-0.26
82,0,01685,J.L. Lewis,65.92,1151,1746,-0.26
83,0,08537,J.P. Hayes,65.89,937,1422,-0.29
84,0,06078,Esteban Toledo,65.88,1257,1908,-0.25
85,0,10423,Mike Weir,65.85,889,1350,-0.31
86,0,07749,Brett Quigley,65.84,1031,1566,-0.27
87,0,12782,Tim Herron,65.82,1173,1782,-0.31
87,0,20628,Arron Oberholser,65.82,936,1422,-0.26
89,0,23177,Kenneth Staton,65.79,675,1026,-0.22
90,0,12705,Cliff Kresge,65.72,1183,1800,-0.27
90,0,22295,Darron Stiles,65.72,1041,1584,-0.25
92,0,01948,Tim Petrovic,65.59,1216,1854,-0.30
93,0,08633,Per-Ulrik Johansson,65.56,1121,1710,-0.26
