RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
1,0,06621,Joe Durant,106.03,1125,1061,-229.00
2,0,02170,Hal Sutton,103.33,931,901,-201.00
3,0,01945,Kenny Perry,102.95,978,950,-246.00
4,0,20498,Briny Baird,102.87,1326,1289,-297.00
4,0,06581,David Sutherland,102.87,860,836,-189.00
6,0,20157,Retief Goosen,102.69,610,594,-172.00
7,0,12510,Chad Campbell,102.30,1111,1086,-297.00
8,0,08337,Mike Heinen,102.28,1077,1053,-266.00
9,0,10885,Robert Allenby,102.26,815,797,-226.00
10,0,12823,Carlos Franco,101.79,1191,1170,-284.00
11,0,10809,Jim Furyk,101.68,1030,1013,-299.00
12,0,01361,Dan Forsman,101.63,1124,1106,-248.00
12,0,01677,Tom Lehman,101.63,811,798,-187.00
12,0,08375,Paul Stankowski,101.63,750,738,-202.00
15,0,02246,Duffy Waldorf,101.50,947,933,-237.00
16,0,08123,Jeff Brehaut,101.27,1276,1260,-275.00
17,0,01938,David Peoples,101.08,1126,1114,-242.00
18,0,01706,Davis Love III,101.03,781,773,-225.00
19,0,06567,Vijay Singh,100.96,1050,1040,-320.00
20,0,08793,Tiger Woods,100.73,692,687,-240.00
21,0,20645,John Senden,100.71,1276,1267,-286.00
22,0,21961,Charles Howell III,100.68,1182,1174,-303.00
23,0,08075,Jerry Kelly,100.64,1093,1086,-272.00
24,0,02104,Jeff Sluman,100.55,1106,1100,-256.00
25,0,21805,Harrison Frazar,100.50,1005,1000,-231.00
25,0,02106,Chris Smith,100.50,1009,1004,-230.00
25,0,02223,Bob Tway,100.50,1007,1002,-242.00
28,0,01553,John Huston,100.46,865,861,-247.00
28,0,02101,Joey Sindelar,100.46,1103,1098,-237.00
30,0,06034,Marco Dawson,100.45,884,880,-197.00
31,0,23353,J.J. Henry,99.92,1192,1193,-260.00
31,0,06332,Neal Lancaster,99.92,1278,1279,-276.00
33,0,20548,Hidemichi Tanaka,99.85,1318,1320,-304.00
34,0,07721,Pat Bates,99.77,1278,1281,-277.00
35,0,02214,Kirk Triplett,99.69,976,979,-250.00
36,0,06573,Brandt Jobe,99.66,877,880,-199.00
37,0,02206,David Toms,99.39,820,825,-212.00
38,0,23338,David Gossett,99.28,1096,1104,-244.00
39,0,12662,Thomas Levet,99.27,946,953,-199.00
40,0,01619,Skip Kendall,99.19,1222,1232,-298.00
41,0,20574,Mathew Goggin,99.18,970,978,-195.00
42,0,20094,Jonathan Kaye,99.05,934,943,-209.00
43,0,01381,Fred Funk,98.92,1196,1209,-262.00
44,0,06522,Ernie Els,98.90,540,546,-142.00
45,0,08725,Tom Gillis,98.88,798,807,-170.00
46,0,10565,Ian Leggatt,98.84,768,777,-161.00
47,0,24357,K.J. Choi,98.81,1084,1097,-251.00
48,0,10423,Mike Weir,98.75,711,720,-187.00
49,0,12652,Cameron Beckman,98.72,1000,1013,-248.00
49,0,20663,Brenden Pappas,98.72,1154,1169,-315.00
51,0,07457,Steve Flesch,98.56,1232,1250,-327.00
52,0,01724,Jeff Maggert,98.54,878,891,-205.00
52,0,02002,John Riegger,98.54,608,617,-145.00
54,0,01766,Billy Mayfair,98.50,1114,1131,-253.00
55,0,06251,Chris DiMarco,98.44,947,962,-286.00
56,0,20229,Stewart Cink,98.40,1108,1126,-310.00
57,0,06515,Shaun Micheel,98.39,1103,1121,-236.00
58,0,08633,Per-Ulrik Johansson,98.36,1082,1100,-235.00
59,0,25692,Akio Sadakata,98.33,885,900,-174.00
60,0,01797,Rocco Mediate,98.17,803,818,-198.00
61,0,01723,Andrew Magee,98.15,1009,1028,-242.00
