RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,34046,Jordan Spieth,1.98,358,181
2,0,33448,Justin Thomas,1.74,368,211
3,0,32839,Hideki Matsuyama,1.72,338,196
4,0,32102,Rickie Fowler,1.70,331,195
5,0,25364,Paul Casey,1.69,358,212
5,0,30925,Dustin Johnson,1.69,288,170
7,0,46970,Jon Rahm,1.64,352,214
8,0,35450,Patrick Cantlay,1.55,185,119
8,0,29725,Tony Finau,1.55,431,278
10,0,26476,Chez Reavie,1.52,358,235
10,0,27649,Brandt Snedeker,1.52,205,135
12,0,26851,Marc Leishman,1.50,355,236
13,0,25900,Lucas Glover,1.49,340,228
14,0,23108,Matt Kuchar,1.48,341,231
15,0,29221,Webb Simpson,1.47,374,255
16,0,12510,Chad Campbell,1.46,333,228
16,0,22405,Justin Rose,1.46,268,183
18,0,21209,Sergio Garcia,1.45,235,162
18,0,25198,Francesco Molinari,1.45,285,197
18,0,24361,Pat Perez,1.45,343,237
21,0,40026,Daniel Berger,1.44,340,236
22,0,21961,Charles Howell III,1.42,294,207
22,0,28252,Seamus Power,1.42,306,215
24,0,20229,Stewart Cink,1.41,369,261
24,0,27129,Luke List,1.41,409,290
24,0,24138,Ian Poulter,1.41,239,170
27,0,34098,Russell Henley,1.39,379,272
27,0,28237,Rory McIlroy,1.39,190,137
27,0,30110,Kyle Stanley,1.39,393,283
30,0,33141,Keegan Bradley,1.38,396,288
30,0,27644,Brian Harman,1.38,376,272
32,0,24358,Robert Garrigus,1.37,292,213
32,0,24924,Bill Haas,1.37,298,218
32,0,49771,J.T. Poston,1.37,338,246
32,0,48081,Xander Schauffele,1.37,365,266
36,0,29461,Jamie Lovemark,1.36,370,272
37,0,29720,Andres Gonzales,1.35,261,193
37,0,33399,Adam Hadwin,1.35,362,268
37,0,25396,Kevin Na,1.35,319,237
37,0,23621,Rory Sabbatini,1.35,257,191
41,0,28089,Jason Day,1.34,285,213
41,0,36689,Brooks Koepka,1.34,347,258
41,0,01810,Phil Mickelson,1.34,321,240
41,0,29518,Brendan Steele,1.34,329,245
45,0,12716,Charley Hoffman,1.33,436,327
46,0,35532,Tom Hoge,1.32,180,136
46,0,34264,Hudson Swafford,1.32,337,256
46,0,23325,Vaughn Taylor,1.32,313,237
49,0,34021,Bud Cauley,1.31,324,247
49,0,27436,Graham DeLaet,1.31,285,217
49,0,28500,Martin Flores,1.31,283,216
49,0,27936,Martin Laird,1.31,302,231
49,0,47128,Richy Werenski,1.31,265,203
54,0,29478,Kevin Kisner,1.30,359,276
54,0,34360,Patrick Reed,1.30,376,290
54,0,24502,Adam Scott,1.30,223,171
54,0,31323,Gary Woodland,1.30,335,257
58,0,40058,Zac Blair,1.29,332,257
58,0,22056,Cameron Percy,1.29,228,177
58,0,46501,Ollie Schniederjans,1.29,336,260
61,0,19803,Ryan Armour,1.28,203,159
61,0,27958,Ryan Blaum,1.28,352,276
61,0,46601,Trey Mullinax,1.28,322,251
61,0,23497,Tag Ridings,1.28,227,178
61,0,29223,Sam Saunders,1.28,278,217
66,0,19846,Brian Gay,1.27,268,211
66,0,27770,Camilo Villegas,1.27,278,219
68,0,25686,Jason Dufner,1.26,320,254
68,0,34174,John Huh,1.26,299,237
68,0,30926,Chris Kirk,1.26,309,246
68,0,32333,Kevin Tway,1.26,330,261
68,0,25349,Tim Wilkinson,1.26,203,161
73,0,29289,S.Y. Noh,1.25,325,260
73,0,35891,Cameron Smith,1.25,325,259
73,0,39324,J.J. Spaun,1.25,310,248
73,0,27963,Chris Stroud,1.25,222,177
77,0,35545,Blayne Barber,1.24,272,219
77,0,46550,Brandon Hagy,1.24,294,238
77,0,26300,Matt Jones,1.24,202,163
77,0,27974,Sung Kang,1.24,388,313
77,0,33204,Shane Lowry,1.24,189,152
77,0,33413,Ben Martin,1.24,292,236
77,0,26329,Louis Oosthuizen,1.24,209,168
84,0,39975,Michael Kim,1.23,332,269
84,0,29926,Danny Lee,1.23,340,276
84,0,27214,Kevin Streelman,1.23,310,253
87,0,32448,James Hahn,1.22,332,273
87,0,31420,Anirban Lahiri,1.22,293,240
87,0,33418,Shawn Stefani,1.22,235,192
87,0,25493,Nick Taylor,1.22,332,272
91,0,29479,Scott Brown,1.21,329,271
91,0,31557,Jim Herman,1.21,266,220
91,0,24024,Zach Johnson,1.21,275,228
91,0,34409,David Lingmerth,1.21,281,233
95,0,33120,Mark Anderson,1.20,176,147
95,0,37454,Whee Kim,1.20,257,214
97,0,22371,Aaron Baddeley,1.19,202,170
97,0,34099,Harris English,1.19,275,231
97,0,25191,Gonzalo Fernandez-Castaño,1.19,188,158
97,0,34466,Peter Malnati,1.19,302,254
97,0,24140,Sean O'Hair,1.19,310,260
97,0,37189,Harold Varner III,1.19,363,304
103,0,30191,Julián Etulain,1.18,220,186
103,0,31646,Emiliano Grillo,1.18,323,274
103,0,35506,Mackenzie Hughes,1.18,379,321
103,0,32640,Troy Merritt,1.18,271,230
103,0,26596,Ryan Moore,1.18,287,244
103,0,26331,Charl Schwartzel,1.18,222,188
103,0,27064,Jhonattan Vegas,1.18,329,279
110,0,24846,Ricky Barnes,1.17,315,269
110,0,28420,Ryan Brehm,1.17,281,240
110,0,32366,Kevin Chappell,1.17,344,294
110,0,47959,Bryson DeChambeau,1.17,326,279
110,0,26758,David Hearn,1.17,282,241
110,0,33122,Russell Knox,1.17,263,224
110,0,28132,Tyrone Van Aswegen,1.17,337,288
110,0,27095,Nick Watney,1.17,236,202
118,0,23541,Ben Crane,1.16,267,230
118,0,29974,Branden Grace,1.16,207,178
118,0,34213,Grayson Murray,1.16,358,308
118,0,25818,Scott Piercy,1.16,277,239
118,0,30692,Scott Stallings,1.16,271,233
118,0,34431,Robert Streb,1.16,328,282
124,0,20771,Steven Alker,1.15,219,190
124,0,33461,Morgan Hoffmann,1.15,314,272
124,0,46440,Smylie Kaufman,1.15,265,230
124,0,25572,Graeme McDowell,1.15,213,185
124,0,29908,C.T. Pan,1.15,276,241
124,0,33419,Cameron Tringale,1.15,294,256
130,0,28679,Fabián Gómez,1.14,206,180
130,0,20157,Retief Goosen,1.14,159,140
130,0,27141,J.B. Holmes,1.14,292,257
130,0,29222,Billy Hurley III,1.14,290,255
134,0,22046,Geoff Ogilvy,1.13,230,203
135,0,48084,Wesley Bryan,1.12,319,286
135,0,46443,Brian Campbell,1.12,181,162
135,0,46732,Rick Lamb,1.12,179,160
135,0,48822,Sebastián Muñoz,1.12,183,164
139,0,26499,Rafa Cabrera Bello,1.11,210,190
139,0,20472,Alex Cejka,1.11,239,215
139,0,10809,Jim Furyk,1.11,158,142
139,0,30944,Jason Kokrak,1.11,353,317
143,0,27895,Jonas Blixt,1.10,253,231
143,0,24357,K.J. Choi,1.10,209,190
143,0,39954,Cody Gribble,1.10,286,261
143,0,31202,William McGirt,1.10,275,251
147,0,29420,Billy Horschel,1.09,294,270
147,0,27466,Spencer Levin,1.09,266,245
147,0,37278,Nicholas Lindheim,1.09,202,186
147,0,25240,D.A. Points,1.09,235,216
147,0,26951,Johnson Wagner,1.09,213,196
147,0,26289,Boo Weekley,1.09,255,234
153,0,23983,Luke Donald,1.08,154,143
153,0,31416,Derek Fathauer,1.08,281,259
153,0,23353,J.J. Henry,1.08,264,244
153,0,30852,Ryo Ishikawa,1.08,187,173
157,0,25834,Daniel Summerhays,1.07,323,303
158,0,40009,Dominic Bozzelli,1.06,234,220
158,0,25720,Chad Collins,1.06,200,188
158,0,36801,Mark Hubbard,1.06,233,219
158,0,32757,Patton Kizzire,1.06,277,261
162,0,35110,Brett Drewitt,1.05,178,170
162,0,34358,Jonathan Randolph,1.05,222,211
162,0,31560,Brian Stuard,1.05,293,279
162,0,25892,Steve Wheatcroft,1.05,148,141
166,0,33948,Byeong Hun An,1.04,254,244
166,0,29740,Brad Fritsch,1.04,190,183
166,0,32150,Michael Thompson,1.04,180,173
169,0,25804,Bubba Watson,1.03,227,220
170,0,23320,Ryan Palmer,1.01,172,170
170,0,29476,Kyle Reifers,1.01,266,263
170,0,25632,Jimmy Walker,1.01,225,222
173,0,20593,Greg Chalmers,1.00,237,238
174,0,28093,Miguel Angel Carballo,.99,195,196
174,0,20104,Ken Duke,.99,229,232
174,0,24781,Hunter Mahan,.99,231,233
177,0,23800,Bryce Molder,.98,232,236
178,0,29485,Brett Stegmaier,.97,257,266
179,0,35879,Kelly Kraft,.96,242,252
180,0,36699,Patrick Rodgers,.95,245,257
181,0,32200,Roberto Castro,.93,205,221
181,0,22986,Søren Kjeldsen,.93,165,178
183,0,28307,Matt Every,.89,264,297
184,0,24507,Jason Bohn,.87,199,229
184,0,25345,Carl Pettersson,.87,194,224
186,0,20572,Rod Pampling,.86,223,259
187,0,37455,Si Woo Kim,.84,237,282
188,0,06522,Ernie Els,.79,151,192
189,0,35300,Andrew Loupe,.78,167,215
190,0,25274,Steven Bowditch,.54,133,248
