RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,36689,Brooks Koepka,28.10
2,0,22405,Justin Rose,27.91
3,0,40026,Daniel Berger,27.27
4,0,25818,Scott Piercy,26.48
5,0,34046,Jordan Spieth,25.73
6,0,22371,Aaron Baddeley,25.64
7,0,33204,Shane Lowry,25.53
8,0,35532,Tom Hoge,24.62
9,0,23497,Tag Ridings,24.56
10,0,23108,Matt Kuchar,24.54
11,0,33120,Mark Anderson,24.46
12,0,28307,Matt Every,24.10
12,0,29223,Sam Saunders,24.10
14,0,33448,Justin Thomas,24.00
15,0,25493,Nick Taylor,23.81
16,0,29289,S.Y. Noh,23.79
17,0,29725,Tony Finau,23.74
18,0,34213,Grayson Murray,23.73
19,0,24502,Adam Scott,23.72
20,0,32839,Hideki Matsuyama,23.63
21,0,26331,Charl Schwartzel,23.60
22,0,20229,Stewart Cink,23.58
23,0,27129,Luke List,23.55
24,0,33413,Ben Martin,23.50
24,0,46970,Jon Rahm,23.50
26,0,28237,Rory McIlroy,23.44
27,0,29221,Webb Simpson,23.43
28,0,23325,Vaughn Taylor,23.32
29,0,27214,Kevin Streelman,23.17
30,0,28500,Martin Flores,23.04
31,0,25364,Paul Casey,23.00
32,0,32757,Patton Kizzire,22.98
33,0,25191,Gonzalo Fernandez-Castaño,22.97
33,0,31420,Anirban Lahiri,22.97
35,0,27649,Brandt Snedeker,22.95
36,0,48081,Xander Schauffele,22.83
37,0,27770,Camilo Villegas,22.75
38,0,40058,Zac Blair,22.73
39,0,35879,Kelly Kraft,22.59
40,0,32333,Kevin Tway,22.54
41,0,39975,Michael Kim,22.49
42,0,30110,Kyle Stanley,22.47
43,0,35450,Patrick Cantlay,22.43
44,0,23621,Rory Sabbatini,22.40
45,0,25396,Kevin Na,22.37
46,0,29478,Kevin Kisner,22.35
47,0,35506,Mackenzie Hughes,22.33
48,0,01810,Phil Mickelson,22.12
49,0,33461,Morgan Hoffmann,22.05
50,0,34360,Patrick Reed,22.02
51,0,25198,Francesco Molinari,21.93
52,0,32102,Rickie Fowler,21.91
53,0,29740,Brad Fritsch,21.89
53,0,29518,Brendan Steele,21.89
55,0,25804,Bubba Watson,21.84
56,0,12510,Chad Campbell,21.82
57,0,39954,Cody Gribble,21.77
58,0,33948,Byeong Hun An,21.74
58,0,40009,Dominic Bozzelli,21.74
58,0,32366,Kevin Chappell,21.74
61,0,26758,David Hearn,21.72
61,0,27936,Martin Laird,21.72
63,0,33122,Russell Knox,21.70
64,0,34431,Robert Streb,21.67
65,0,24358,Robert Garrigus,21.61
65,0,19846,Brian Gay,21.61
67,0,35891,Cameron Smith,21.58
68,0,35545,Blayne Barber,21.46
68,0,46440,Smylie Kaufman,21.46
70,0,34466,Peter Malnati,21.40
71,0,46550,Brandon Hagy,21.33
72,0,27895,Jonas Blixt,21.30
72,0,25900,Lucas Glover,21.30
74,0,12716,Charley Hoffman,21.22
75,0,27436,Graham DeLaet,21.21
75,0,34358,Jonathan Randolph,21.21
77,0,20593,Greg Chalmers,21.08
78,0,29926,Danny Lee,20.99
79,0,27466,Spencer Levin,20.96
80,0,48822,Sebastián Muñoz,20.92
81,0,35300,Andrew Loupe,20.90
82,0,28132,Tyrone Van Aswegen,20.80
83,0,21209,Sergio Garcia,20.78
84,0,28093,Miguel Angel Carballo,20.77
85,0,27958,Ryan Blaum,20.75
86,0,33141,Keegan Bradley,20.74
87,0,29420,Billy Horschel,20.72
88,0,35110,Brett Drewitt,20.65
89,0,27644,Brian Harman,20.63
89,0,26476,Chez Reavie,20.63
91,0,26289,Boo Weekley,20.55
92,0,27064,Jhonattan Vegas,20.45
93,0,30925,Dustin Johnson,20.37
94,0,29461,Jamie Lovemark,20.31
95,0,27974,Sung Kang,20.21
95,0,37189,Harold Varner III,20.21
97,0,29479,Scott Brown,20.16
98,0,26300,Matt Jones,20.13
98,0,24138,Ian Poulter,20.13
100,0,27963,Chris Stroud,20.12
101,0,49771,J.T. Poston,20.09
102,0,29222,Billy Hurley III,20.08
103,0,28420,Ryan Brehm,20.00
103,0,34099,Harris English,20.00
103,0,30926,Chris Kirk,20.00
103,0,28252,Seamus Power,20.00
103,0,32150,Michael Thompson,20.00
108,0,37455,Si Woo Kim,19.92
109,0,34264,Hudson Swafford,19.83
110,0,26596,Ryan Moore,19.82
111,0,22056,Cameron Percy,19.76
112,0,21961,Charles Howell III,19.69
113,0,25834,Daniel Summerhays,19.65
114,0,26851,Marc Leishman,19.55
115,0,37278,Nicholas Lindheim,19.43
116,0,31557,Jim Herman,19.42
117,0,19803,Ryan Armour,19.33
118,0,37454,Whee Kim,19.19
119,0,34098,Russell Henley,19.12
120,0,24361,Pat Perez,19.11
121,0,25349,Tim Wilkinson,19.08
122,0,30944,Jason Kokrak,19.06
123,0,24357,K.J. Choi,19.02
124,0,20771,Steven Alker,18.99
125,0,46501,Ollie Schniederjans,18.88
126,0,36801,Mark Hubbard,18.84
127,0,46443,Brian Campbell,18.83
128,0,28679,Fabián Gómez,18.79
129,0,25345,Carl Pettersson,18.78
130,0,22046,Geoff Ogilvy,18.75
131,0,24846,Ricky Barnes,18.73
132,0,22986,Søren Kjeldsen,18.67
133,0,24781,Hunter Mahan,18.64
134,0,27141,J.B. Holmes,18.44
135,0,25686,Jason Dufner,18.41
135,0,31323,Gary Woodland,18.41
137,0,31646,Emiliano Grillo,18.22
138,0,24140,Sean O'Hair,18.14
139,0,33399,Adam Hadwin,18.07
140,0,23353,J.J. Henry,18.06
141,0,46732,Rick Lamb,18.00
142,0,29476,Kyle Reifers,17.96
143,0,34021,Bud Cauley,17.95
144,0,20157,Retief Goosen,17.91
145,0,47959,Bryson DeChambeau,17.87
146,0,47128,Richy Werenski,17.80
147,0,26951,Johnson Wagner,17.74
148,0,26329,Louis Oosthuizen,17.61
149,0,10809,Jim Furyk,17.52
150,0,26499,Rafa Cabrera Bello,17.42
151,0,23541,Ben Crane,17.37
152,0,33418,Shawn Stefani,17.30
153,0,20104,Ken Duke,17.27
154,0,25240,D.A. Points,17.26
155,0,20472,Alex Cejka,17.16
155,0,24924,Bill Haas,17.16
157,0,25632,Jimmy Walker,17.14
158,0,32200,Roberto Castro,17.07
159,0,29720,Andres Gonzales,16.85
160,0,34409,David Lingmerth,16.82
161,0,24024,Zach Johnson,16.75
162,0,31416,Derek Fathauer,16.74
163,0,48084,Wesley Bryan,16.73
164,0,25720,Chad Collins,16.67
164,0,28089,Jason Day,16.67
164,0,27095,Nick Watney,16.67
167,0,29485,Brett Stegmaier,16.60
168,0,46601,Trey Mullinax,16.52
168,0,29908,C.T. Pan,16.52
170,0,30852,Ryo Ishikawa,16.36
171,0,25572,Graeme McDowell,16.18
172,0,30191,Julián Etulain,16.00
173,0,33419,Cameron Tringale,15.77
174,0,31202,William McGirt,15.72
175,0,25892,Steve Wheatcroft,15.67
176,0,31560,Brian Stuard,15.65
177,0,32448,James Hahn,15.63
178,0,39324,J.J. Spaun,15.48
179,0,36699,Patrick Rodgers,15.45
180,0,23983,Luke Donald,15.27
181,0,34174,John Huh,14.80
182,0,23800,Bryce Molder,14.73
183,0,23320,Ryan Palmer,14.56
184,0,29974,Branden Grace,14.55
185,0,06522,Ernie Els,14.44
186,0,25274,Steven Bowditch,14.41
187,0,24507,Jason Bohn,14.16
187,0,30692,Scott Stallings,14.16
189,0,20572,Rod Pampling,13.15
190,0,32640,Troy Merritt,11.43
