RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,08793,Tiger Woods,11
2,0,07457,Steve Flesch,10
2,0,02245,Grant Waite,10
4,0,20029,Notah Begay III,9
4,0,01810,Phil Mickelson,9
4,0,12660,Jesper Parnevik,9
4,0,02170,Hal Sutton,9
8,0,10885,Robert Allenby,8
8,0,20099,Doug Barron,8
8,0,06251,Chris DiMarco,8
8,0,09011,David Duval,8
8,0,06012,Greg Kraft,8
8,0,02010,Loren Roberts,8
8,0,02239,Scott Verplank,8
15,0,06522,Ernie Els,7
15,0,21209,Sergio Garcia,7
15,0,01797,Rocco Mediate,7
15,0,23621,Rory Sabbatini,7
19,0,01042,Paul Azinger,6
19,0,01093,Ronnie Black,6
19,0,01226,Fred Couples,6
19,0,01553,John Huston,6
19,0,01577,Lee Janzen,6
19,0,11032,Frank Lickliter II,6
19,0,01706,Davis Love III,6
19,0,01723,Andrew Magee,6
19,0,01771,Blaine McCallister,6
19,0,20127,Chris Riley,6
19,0,02133,Craig Stadler,6
19,0,08375,Paul Stankowski,6
19,0,06595,Kevin Sutherland,6
19,0,06078,Esteban Toledo,6
33,0,01024,Billy Andrade,5
33,0,20098,Stuart Appleby,5
33,0,10944,Thomas Bjørn,5
33,0,01139,Olin Browne,5
33,0,24356,Jason Buha,5
33,0,01161,Mark Calcavecchia,5
33,0,20593,Greg Chalmers,5
33,0,01185,Brandel Chamblee,5
33,0,20229,Stewart Cink,5
33,0,08931,Glen Day,5
33,0,06621,Joe Durant,5
33,0,01307,Joel Edwards,5
33,0,01320,Bob Estes,5
33,0,10809,Jim Furyk,5
33,0,08537,J.P. Hayes,5
33,0,21007,Gabriel Hjertstedt,5
33,0,01527,Scott Hoch,5
33,0,10962,Bradley Hughes,5
33,0,01707,Steve Lowery,5
33,0,06350,Bob May,5
33,0,06515,Shaun Micheel,5
33,0,02104,Jeff Sluman,5
33,0,06431,Jean Van de Velde,5
33,0,02246,Duffy Waldorf,5
57,0,06004,Stephen Ames,4
57,0,01035,Tommy Armour III,4
57,0,07867,Woody Austin,4
57,0,12652,Cameron Beckman,4
57,0,01157,Tom Byrum,4
57,0,01175,Jim Carter,4
57,0,24357,K.J. Choi,4
57,0,01203,Russ Cochran,4
57,0,01219,John Cook,4
57,0,11653,Paul Curry,4
57,0,07763,Doug Dunakey,4
57,0,06036,Scott Dunlap,4
57,0,01313,Steve Elkington,4
57,0,01329,Brad Faxon,4
57,0,01361,Dan Forsman,4
57,0,12823,Carlos Franco,4
57,0,20043,Edward Fryatt,4
57,0,01381,Fred Funk,4
57,0,01388,Robert Gamez,4
57,0,01418,Bill Glasson,4
57,0,10201,Matt Gogel,4
57,0,20574,Mathew Goggin,4
57,0,20157,Retief Goosen,4
