RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,01706,Davis Love III,25.26
2,0,06643,Paul Goydos,25.19
3,0,08793,Tiger Woods,25.00
4,0,23621,Rory Sabbatini,24.91
5,0,11032,Frank Lickliter II,24.73
6,0,01724,Jeff Maggert,24.05
7,0,09011,David Duval,23.88
8,0,02133,Craig Stadler,23.65
9,0,06599,John Elliott,23.39
10,0,08385,Omar Uresti,23.38
11,0,01329,Brad Faxon,23.16
12,0,08547,John Maginnes,23.14
13,0,01175,Jim Carter,23.05
14,0,01323,Brad Fabel,22.93
15,0,01619,Skip Kendall,22.89
16,0,01418,Bill Glasson,22.71
17,0,21949,Joe Ogilvie,22.57
18,0,01553,John Huston,22.27
19,0,01035,Tommy Armour III,22.22
20,0,02246,Duffy Waldorf,22.14
21,0,08993,Franklin Langham,22.09
21,0,10585,Scott McCarron,22.09
23,0,02170,Hal Sutton,22.03
24,0,01797,Rocco Mediate,21.94
25,0,01927,Dennis Paulson,21.89
26,0,01723,Andrew Magee,21.69
27,0,01361,Dan Forsman,21.66
28,0,06004,Stephen Ames,21.64
29,0,01549,Mike Hulbert,21.52
29,0,08075,Jerry Kelly,21.52
31,0,10860,Justin Leonard,21.51
32,0,19824,Craig Barlow,21.45
33,0,20094,Jonathan Kaye,21.35
34,0,01096,Phil Blackmar,21.29
35,0,02104,Jeff Sluman,21.27
36,0,20099,Doug Barron,21.22
37,0,01161,Mark Calcavecchia,21.19
38,0,20498,Briny Baird,21.16
38,0,10569,Mike Brisky,21.16
40,0,02206,David Toms,21.05
41,0,01766,Billy Mayfair,21.01
42,0,07457,Steve Flesch,20.92
43,0,07749,Brett Quigley,20.88
44,0,06251,Chris DiMarco,20.74
44,0,06332,Neal Lancaster,20.74
46,0,01810,Phil Mickelson,20.61
47,0,01261,Jay Delsing,20.57
48,0,20593,Greg Chalmers,20.48
49,0,01887,Mark O'Meara,20.34
50,0,06036,Scott Dunlap,20.33
51,0,01381,Fred Funk,20.14
51,0,10423,Mike Weir,20.14
53,0,10649,Tom Scherrer,20.09
54,0,20229,Stewart Cink,20.08
55,0,11123,Chris Couch,20.07
55,0,06567,Vijay Singh,20.07
57,0,02007,Larry Rinker,20.00
57,0,02245,Grant Waite,20.00
59,0,01707,Steve Lowery,19.93
60,0,06575,Dudley Hart,19.92
61,0,01226,Fred Couples,19.88
62,0,01943,Chris Perry,19.86
63,0,02099,Scott Simpson,19.82
64,0,11011,Mike Sposa,19.78
65,0,07753,Kevin Wentworth,19.66
66,0,06522,Ernie Els,19.61
66,0,01941,Tom Pernice Jr.,19.61
68,0,06595,Kevin Sutherland,19.57
69,0,01072,Chip Beck,19.51
70,0,02223,Bob Tway,19.50
71,0,01945,Kenny Perry,19.44
72,0,01761,Len Mattiace,19.41
73,0,01157,Tom Byrum,19.37
74,0,12645,Brent Geiberger,19.28
75,0,10733,Kent Jones,19.23
76,0,02242,Lanny Wadkins,19.21
77,0,20213,Katsumasa Miyamoto,19.17
78,0,06617,Brian Henninger,19.13
78,0,02008,Lee Rinker,19.13
80,0,20127,Chris Riley,19.11
80,0,08375,Paul Stankowski,19.11
82,0,01685,J.L. Lewis,19.10
83,0,01024,Billy Andrade,18.96
84,0,01891,David Ogrin,18.89
84,0,01926,Steve Pate,18.89
86,0,01040,Emlyn Aubrey,18.88
87,0,01385,Jim Gallagher Jr.,18.86
88,0,07867,Woody Austin,18.84
89,0,02218,Ted Tryba,18.79
90,0,06655,Geoffrey Sisk,18.73
91,0,02146,Payne Stewart,18.72
92,0,02214,Kirk Triplett,18.69
93,0,01577,Lee Janzen,18.66
94,0,01203,Russ Cochran,18.55
94,0,01569,Peter Jacobsen,18.55
