RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
1,0,10809,Jim Furyk,16.99,62,365
2,0,09011,David Duval,16.85,47,279
3,0,02257,Brian Watts,16.82,54,321
4,0,02131,Mike Springer,16.76,59,352
5,0,02010,Loren Roberts,16.57,60,362
6,0,01823,Larry Mize,16.55,47,284
7,0,06809,Bob Burns,16.43,59,359
8,0,01724,Jeff Maggert,16.19,51,315
9,0,01748,Doug Martin,16.15,63,390
10,0,21007,Gabriel Hjertstedt,16.06,62,386
11,0,01968,Nick Price,15.95,37,232
12,0,12823,Carlos Franco,15.75,43,273
13,0,10569,Mike Brisky,15.65,49,313
14,0,08931,Glen Day,15.53,57,367
15,0,02223,Bob Tway,15.47,56,362
16,0,01633,Tom Kite,15.45,36,233
17,0,01072,Chip Beck,15.38,46,299
18,0,08793,Tiger Woods,15.36,45,293
19,0,20498,Briny Baird,15.24,48,315
20,0,01388,Robert Gamez,15.23,37,243
21,0,01323,Brad Fabel,15.08,54,358
22,0,12660,Jesper Parnevik,15.04,37,246
23,0,01891,David Ogrin,15.02,35,233
24,0,06567,Vijay Singh,15.01,59,393
25,0,06655,Geoffrey Sisk,15.00,48,320
26,0,01024,Billy Andrade,14.96,51,341
27,0,02133,Craig Stadler,14.93,30,201
28,0,06581,David Sutherland,14.92,54,362
29,0,06617,Brian Henninger,14.91,58,389
30,0,11032,Frank Lickliter II,14.89,63,423
31,0,08537,J.P. Hayes,14.88,54,363
32,0,06004,Stephen Ames,14.86,33,222
33,0,01457,Jay Haas,14.79,46,311
34,0,01361,Dan Forsman,14.75,55,373
35,0,06522,Ernie Els,14.73,33,224
36,0,01887,Mark O'Meara,14.67,33,225
37,0,06643,Paul Goydos,14.62,56,383
38,0,01320,Bob Estes,14.59,61,418
39,0,20099,Doug Barron,14.40,52,361
40,0,10585,Scott McCarron,14.37,51,355
41,0,11123,Chris Couch,14.33,42,293
41,0,06036,Scott Dunlap,14.33,47,328
43,0,02146,Payne Stewart,14.29,37,259
44,0,01261,Jay Delsing,14.24,44,309
44,0,01928,Corey Pavin,14.24,46,323
46,0,02321,Fuzzy Zoeller,14.22,31,218
47,0,01945,Kenny Perry,14.20,47,331
47,0,10425,Jay Williamson,14.20,47,331
49,0,23623,Bo Van Pelt,14.14,42,297
50,0,01761,Len Mattiace,14.13,53,375
51,0,01533,P.H. Horgan III,14.11,56,397
51,0,10860,Justin Leonard,14.11,56,397
53,0,12645,Brent Geiberger,14.04,58,413
54,0,08547,John Maginnes,14.02,52,371
55,0,01810,Phil Mickelson,13.95,42,301
56,0,01677,Tom Lehman,13.92,44,316
57,0,01510,Nolan Henke,13.91,47,338
57,0,02206,David Toms,13.91,58,417
59,0,01619,Skip Kendall,13.82,59,427
60,0,10423,Mike Weir,13.81,54,391
61,0,01203,Russ Cochran,13.77,46,334
61,0,01418,Bill Glasson,13.77,42,305
63,0,12652,Cameron Beckman,13.76,45,327
64,0,01139,Olin Browne,13.75,44,320
65,0,10213,Dicky Pride,13.74,47,342
66,0,01926,Steve Pate,13.66,50,366
67,0,01226,Fred Couples,13.51,30,222
68,0,06527,Steve Stricker,13.50,37,274
69,0,01707,Steve Lowery,13.47,54,401
70,0,08375,Paul Stankowski,13.46,42,312
71,0,01132,Mark Brooks,13.44,59,439
71,0,01185,Brandel Chamblee,13.44,41,305
71,0,01329,Brad Faxon,13.44,34,253
71,0,10963,Jimmy Green,13.44,41,305
75,0,02239,Scott Verplank,13.41,46,343
76,0,01157,Tom Byrum,13.37,48,359
77,0,20094,Jonathan Kaye,13.30,58,436
78,0,01943,Chris Perry,13.28,64,482
79,0,01040,Emlyn Aubrey,13.17,27,205
80,0,01577,Lee Janzen,13.13,42,320
81,0,20029,Notah Begay III,13.11,51,389
82,0,06575,Dudley Hart,13.06,44,337
82,0,06140,Sean Murphy,13.06,44,337
84,0,07867,Woody Austin,13.04,51,391
85,0,01313,Steve Elkington,13.03,34,261
86,0,12782,Tim Herron,13.01,48,369
87,0,01604,Steve Jurgensen,13.00,29,223
88,0,01127,Danny Briggs,12.99,40,308
89,0,01096,Phil Blackmar,12.98,47,362
