RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,25444,Justin Hicks,17' 10",5728.667,321
2,0,22293,Heath Slocum,18' 9",4154.583,222
3,0,10809,Jim Furyk,19' 7",4982.500,254
4,0,23135,Tim Clark,19' 11",4259.250,214
5,0,29222,Billy Hurley III,20' 0",5691.667,284
6,0,26289,Boo Weekley,20' 1",4722.083,235
7,0,02206,David Toms,20' 3",3767.833,186
8,0,25686,Jason Dufner,20' 4",4274.167,210
9,0,24024,Zach Johnson,20' 11",7014.250,336
10,0,30927,Brendon Todd,21' 0",9350.083,445
11,0,26596,Ryan Moore,21' 1",5316.750,252
12,0,27214,Kevin Streelman,21' 2",5224.583,247
13,0,25834,Daniel Summerhays,21' 4",8333.750,390
14,0,20104,Ken Duke,21' 5",5632.333,263
15,0,33122,Russell Knox,21' 6",7762.083,361
16,0,34261,Scott Langley,21' 8",9073.500,419
16,0,01724,Jeff Maggert,21' 8",4313.583,199
16,0,31560,Brian Stuard,21' 8",7353.250,340
19,0,10860,Justin Leonard,21' 10",6623.750,303
20,0,26679,Kevin Stadler,21' 11",6363.667,290
21,0,28780,Nicholas Thompson,22' 0",6610.417,301
22,0,27556,Ted Potter Jr.,22' 1",5555.750,252
23,0,25572,Graeme McDowell,22' 2",4256.417,192
24,0,12510,Chad Campbell,22' 3",4935.167,222
24,0,08075,Jerry Kelly,22' 3",6731.333,303
26,0,21753,Brian Davis,22' 5",7888.500,352
26,0,28092,D.H. Lee,22' 5",4510.500,201
28,0,27466,Spencer Levin,22' 6",5536.167,246
29,0,19846,Brian Gay,22' 10",7320.167,321
30,0,27933,John Merrick,23' 0",6842.417,298
31,0,28259,Sangmoon Bae,23' 3",7792.667,335
31,0,27649,Brandt Snedeker,23' 3",7203.167,310
33,0,27095,Nick Watney,23' 4",6239.333,267
34,0,29420,Billy Horschel,23' 5",7092.417,303
34,0,34174,John Huh,23' 5",7062.583,302
36,0,31202,William McGirt,23' 6",9150.167,390
37,0,24781,Hunter Mahan,23' 7",7804.917,331
37,0,27963,Chris Stroud,23' 7",8242.417,349
39,0,25396,Kevin Na,23' 8",8796.917,372
40,0,29479,Scott Brown,23' 10",8786.083,369
40,0,27644,Brian Harman,23' 10",12328.667,517
42,0,37273,Derek Ernst,23' 11",7099.583,297
42,0,28237,Rory McIlroy,23' 11",5976.500,250
42,0,35541,John Peterson,23' 11",6196.333,259
45,0,23638,Brendon de Jonge,24' 0",9589.083,399
46,0,24507,Jason Bohn,24' 1",8233.583,342
46,0,29926,Danny Lee,24' 1",7752.500,322
48,0,22621,Ben Curtis,24' 2",7144.750,296
49,0,23108,Matt Kuchar,24' 3",8163.667,337
50,0,24357,K.J. Choi,24' 6",7449.083,304
50,0,27330,Josh Teater,24' 6",9469.250,386
52,0,20098,Stuart Appleby,24' 7",10858.833,442
52,0,33413,Ben Martin,24' 7",7227.417,294
52,0,21878,Mark Wilson,24' 7",6340.250,258
55,0,27408,Martin Kaymer,24' 8",5925.667,240
55,0,26956,Bronson La'Cassie,24' 8",4933.667,200
55,0,32839,Hideki Matsuyama,24' 8",8288.500,336
55,0,20645,John Senden,24' 8",9536.667,386
59,0,25345,Carl Pettersson,24' 9",11248.167,454
60,0,29425,Andrew Svoboda,24' 11",7552.417,303
61,0,07867,Woody Austin,25' 0",7428.167,297
62,0,33419,Cameron Tringale,25' 1",11711.167,467
63,0,24663,Y.E. Yang,25' 2",7161.667,285
64,0,34563,Chesson Hadley,25' 3",9871.500,391
65,0,23541,Ben Crane,25' 5",8808.833,347
65,0,30926,Chris Kirk,25' 5",11193.167,440
67,0,22405,Justin Rose,25' 6",7476.083,293
68,0,23320,Ryan Palmer,25' 7",9243.333,361
69,0,25720,Chad Collins,25' 8",8525.667,332
69,0,25900,Lucas Glover,25' 8",5615.750,219
71,0,33141,Keegan Bradley,25' 9",8470.083,329
72,0,30110,Kyle Stanley,25' 10",9144.083,354
72,0,25349,Tim Wilkinson,25' 10",10414.833,403
74,0,35732,Wes Roach,25' 11",6664.667,257
75,0,26329,Louis Oosthuizen,26' 0",4035.083,155
75,0,24138,Ian Poulter,26' 0",5671.833,218
75,0,26331,Charl Schwartzel,26' 0",7463.000,287
78,0,35139,Richard Lee,26' 1",8358.250,320
79,0,20498,Briny Baird,26' 2",5734.417,219
79,0,34098,Russell Henley,26' 2",9077.833,347
81,0,23353,J.J. Henry,26' 3",9898.333,377
