RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,10885,Robert Allenby,36.2,130,359,+1.92
2,0,28307,Matt Every,41.3,149,361,+1.61
2,0,25572,Graeme McDowell,41.3,81,196,+1.48
2,0,28132,Tyrone Van Aswegen,41.3,164,397,+2.62
5,0,01706,Davis Love III,41.6,144,346,+1.18
6,0,34563,Chesson Hadley,41.9,169,403,+2.07
7,0,29222,Billy Hurley III,42.1,122,290,+1.07
8,0,27933,John Merrick,42.5,131,308,+2.37
9,0,27436,Graham DeLaet,42.6,141,331,+0.85
9,0,29926,Danny Lee,42.6,138,324,+1.74
11,0,27649,Brandt Snedeker,43.0,136,316,+1.40
12,0,29420,Billy Horschel,43.3,133,307,+2.86
13,0,27466,Spencer Levin,43.5,108,248,+1.48
13,0,33418,Shawn Stefani,43.5,121,278,+1.57
15,0,23623,Bo Van Pelt,43.7,145,332,+2.14
16,0,23983,Luke Donald,43.9,98,223,+1.73
16,0,21528,Henrik Stenson,43.9,65,148,+0.92
18,0,34431,Robert Streb,44.0,150,341,+0.93
19,0,25274,Steven Bowditch,44.2,206,466,+2.23
20,0,21753,Brian Davis,44.3,158,357,+0.89
21,0,01810,Phil Mickelson,44.6,123,276,E
22,0,26679,Kevin Stadler,45.0,136,302,+1.25
23,0,26329,Louis Oosthuizen,45.2,71,157,+2.25
24,0,31193,Jim Renner,45.3,140,309,+3.50
25,0,32150,Michael Thompson,45.5,142,312,+1.76
25,0,26951,Johnson Wagner,45.5,151,332,+2.72
27,0,25240,D.A. Points,45.6,130,285,+2.31
28,0,27936,Martin Laird,45.9,130,283,+2.77
29,0,27770,Camilo Villegas,46.2,206,446,+2.18
30,0,29221,Webb Simpson,46.3,171,369,+1.40
31,0,29425,Andrew Svoboda,46.4,142,306,+1.55
32,0,28237,Rory McIlroy,46.6,117,251,+1.11
33,0,27141,J.B. Holmes,46.7,203,435,+1.28
33,0,23108,Matt Kuchar,46.7,156,334,+1.09
35,0,07867,Woody Austin,46.8,141,301,+3.19
35,0,24507,Jason Bohn,46.8,162,346,+1.36
37,0,23353,J.J. Henry,46.9,177,377,+2.09
37,0,22293,Heath Slocum,46.9,107,228,+2.06
39,0,27644,Brian Harman,47.0,254,540,+1.38
40,0,20229,Stewart Cink,47.1,189,401,+1.06
41,0,24494,Erik Compton,47.2,191,405,+1.41
41,0,25562,Andres Romero,47.2,195,413,+1.69
43,0,20498,Briny Baird,47.3,105,222,+1.81
43,0,33419,Cameron Tringale,47.3,220,465,+1.64
45,0,26956,Bronson La'Cassie,47.5,96,202,+1.25
45,0,35541,John Peterson,47.5,126,265,+1.75
47,0,25364,Paul Casey,47.7,115,241,+0.78
48,0,24024,Zach Johnson,47.8,164,343,+2.01
49,0,33413,Ben Martin,48.0,144,300,+1.94
50,0,12510,Chad Campbell,48.1,112,233,+2.05
50,0,23638,Brendon de Jonge,48.1,191,397,+2.57
52,0,32200,Roberto Castro,48.3,143,296,+1.75
52,0,24140,Sean O'Hair,48.3,195,404,+1.85
52,0,24663,Y.E. Yang,48.3,139,288,+1.29
55,0,33141,Keegan Bradley,48.4,164,339,+0.67
55,0,31560,Brian Stuard,48.4,166,343,+0.60
55,0,25834,Daniel Summerhays,48.4,193,399,+0.36
58,0,01724,Jeff Maggert,48.5,97,200,+1.34
59,0,26596,Ryan Moore,48.6,123,253,+0.98
60,0,24846,Ricky Barnes,48.7,233,478,+1.46
60,0,34021,Bud Cauley,48.7,129,265,+1.47
62,0,24358,Robert Garrigus,48.8,197,404,+2.08
63,0,29479,Scott Brown,48.9,183,374,+1.75
63,0,25900,Lucas Glover,48.9,112,229,+2.95
65,0,30944,Jason Kokrak,49.0,173,353,+0.52
66,0,35539,Luke Guthrie,49.1,207,422,+1.59
66,0,31202,William McGirt,49.1,191,389,+1.10
68,0,28780,Nicholas Thompson,49.2,153,311,+2.35
69,0,34098,Russell Henley,49.3,175,355,+1.20
69,0,34409,David Lingmerth,49.3,176,357,+0.97
71,0,34099,Harris English,49.5,195,394,+1.33
71,0,19846,Brian Gay,49.5,162,327,+1.36
73,0,10860,Justin Leonard,49.7,156,314,+3.14
73,0,23320,Ryan Palmer,49.7,181,364,+0.88
73,0,28486,Michael Putnam,49.7,230,463,+2.70
76,0,25444,Justin Hicks,49.8,165,331,+0.73
77,0,30692,Scott Stallings,49.9,180,361,+1.44
78,0,24912,Will MacKenzie,50.0,177,354,+1.58
78,0,27963,Chris Stroud,50.0,178,356,+1.97
80,0,21961,Charles Howell III,50.2,303,604,+1.25
81,0,08075,Jerry Kelly,50.3,155,308,+2.13
81,0,25396,Kevin Na,50.3,185,368,+0.81
81,0,28475,Jeff Overton,50.3,188,374,+2.23
84,0,23409,James Driscoll,50.4,189,375,+1.64
84,0,36689,Brooks Koepka,50.4,122,242,+0.74
