RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
86,0,34264,Hudson Swafford,50.5,146,289,+3.22
87,0,20848,Ángel Cabrera,50.6,167,330,+0.48
88,0,33461,Morgan Hoffmann,50.7,277,546,+1.88
89,0,20098,Stuart Appleby,50.8,227,447,+1.10
89,0,30926,Chris Kirk,50.8,226,445,+1.37
89,0,27064,Jhonattan Vegas,50.8,166,327,+1.45
89,0,25632,Jimmy Walker,50.8,234,461,+1.03
93,0,30927,Brendon Todd,50.9,226,444,+1.50
93,0,34265,Will Wilcox,50.9,112,220,+2.59
95,0,21209,Sergio Garcia,51.0,103,202,-0.19
95,0,29289,S.Y. Noh,51.0,224,439,+1.47
95,0,22046,Geoff Ogilvy,51.0,208,408,+1.11
98,0,30852,Ryo Ishikawa,51.1,205,401,+2.10
98,0,29518,Brendan Steele,51.1,201,393,+1.44
100,0,20157,Retief Goosen,51.2,240,469,+1.67
101,0,20645,John Senden,51.3,200,390,+2.15
102,0,28092,D.H. Lee,51.4,109,212,+2.66
102,0,25804,Bubba Watson,51.4,148,288,+1.15
104,0,34174,John Huh,51.5,159,309,+1.95
104,0,35732,Wes Roach,51.5,140,272,+2.36
106,0,32366,Kevin Chappell,51.6,204,395,+1.91
107,0,24361,Pat Perez,51.8,204,394,+1.57
107,0,25345,Carl Pettersson,51.8,240,463,+1.79
109,0,24925,Jonathan Byrd,51.9,174,335,+1.21
109,0,30750,Tommy Gainey,51.9,176,339,+1.48
109,0,24924,Bill Haas,51.9,209,403,+1.63
112,0,22621,Ben Curtis,52.0,157,302,+2.48
113,0,26289,Boo Weekley,52.1,126,242,+1.43
114,0,20104,Ken Duke,52.2,141,270,+1.49
114,0,35139,Richard Lee,52.2,168,322,+2.02
114,0,34046,Jordan Spieth,52.2,230,441,+1.57
114,0,27214,Kevin Streelman,52.2,132,253,+2.42
118,0,32334,Charlie Beljan,52.4,194,370,+2.47
119,0,10809,Jim Furyk,52.5,134,255,+1.72
120,0,24357,K.J. Choi,52.6,163,310,+1.66
120,0,21731,Freddie Jacobson,52.6,231,439,+0.95
122,0,30925,Dustin Johnson,52.7,125,237,+1.20
122,0,24502,Adam Scott,52.7,149,283,+0.54
122,0,06567,Vijay Singh,52.7,212,402,+1.18
125,0,35300,Andrew Loupe,52.8,168,318,+1.31
126,0,28089,Jason Day,53.0,97,183,+0.93
127,0,23135,Tim Clark,53.4,118,221,+2.54
127,0,25720,Chad Collins,53.4,180,337,+1.94
129,0,27895,Jonas Blixt,53.6,134,250,+1.42
129,0,25686,Jason Dufner,53.6,113,211,+1.86
129,0,30110,Kyle Stanley,53.6,194,362,+1.91
132,0,31557,Jim Herman,53.7,132,246,+2.05
132,0,27556,Ted Potter Jr.,53.7,137,255,+1.39
134,0,37273,Derek Ernst,53.9,165,306,+2.91
135,0,22913,John Rollins,54.0,197,365,+1.68
135,0,31323,Gary Woodland,54.0,211,391,+1.14
137,0,28500,Martin Flores,54.1,213,394,+1.69
137,0,27120,Troy Matteson,54.1,158,292,+2.53
139,0,34360,Patrick Reed,54.2,240,443,+1.79
140,0,29535,Brice Garnett,54.3,234,431,+2.39
140,0,33122,Russell Knox,54.3,201,370,+1.79
142,0,32839,Hideki Matsuyama,54.5,186,341,+0.91
143,0,26300,Matt Jones,54.6,183,335,+2.08
144,0,23541,Ben Crane,54.7,191,349,+2.72
144,0,12716,Charley Hoffman,54.7,225,411,+0.84
144,0,20396,Lee Westwood,54.7,122,223,+1.97
147,0,32102,Rickie Fowler,54.8,170,310,+2.53
147,0,29740,Brad Fritsch,54.8,120,219,+1.25
147,0,27408,Martin Kaymer,54.8,137,250,+1.97
150,0,10423,Mike Weir,55.5,191,344,+1.10
151,0,32448,James Hahn,56.1,213,380,+1.88
152,0,29478,Kevin Kisner,56.2,203,361,+2.07
153,0,32333,Kevin Tway,56.4,149,264,+2.48
153,0,27095,Nick Watney,56.4,154,273,+1.62
155,0,24781,Hunter Mahan,56.7,186,328,+1.08
155,0,27330,Josh Teater,56.7,223,393,+2.02
157,0,24138,Ian Poulter,56.9,123,216,+2.93
158,0,26758,David Hearn,57.3,204,356,+2.06
158,0,22405,Justin Rose,57.3,169,295,E
160,0,23621,Rory Sabbatini,57.5,231,402,+1.17
161,0,06522,Ernie Els,57.7,222,385,+1.58
162,0,25349,Tim Wilkinson,57.8,234,405,+0.90
163,0,25191,Gonzalo Fernandez-Castaño,57.9,216,373,+2.13
164,0,26331,Charl Schwartzel,58.1,168,289,+1.43
165,0,28259,Sangmoon Bae,58.5,196,335,+1.07
166,0,20160,Charlie Wi,58.9,216,367,+1.81
167,0,02206,David Toms,59.3,112,189,+1.61
168,0,32640,Troy Merritt,59.6,167,280,+3.89
169,0,21878,Mark Wilson,59.8,155,259,+2.65
170,0,26851,Marc Leishman,59.9,224,374,+1.61
171,0,20593,Greg Chalmers,60.1,246,409,+1.42
172,0,22378,Trevor Immelman,60.4,223,369,+1.57
173,0,34261,Scott Langley,61.2,257,420,+1.36
174,0,29461,Jamie Lovemark,61.8,175,283,+1.26
175,0,22371,Aaron Baddeley,63.0,220,349,+1.55
176,0,24490,George McNeill,63.7,221,347,+1.27
177,0,23800,Bryce Molder,68.0,242,356,+2.48
