RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,22293,Heath Slocum,9.92,86,867,+0.12
2,0,25572,Graeme McDowell,10.00,64,640,+0.09
3,0,27933,John Merrick,10.08,101,1002,+0.11
4,0,29222,Billy Hurley III,10.17,102,1003,+0.07
5,0,24024,Zach Johnson,10.73,126,1174,+0.16
6,0,25444,Justin Hicks,10.77,135,1253,+0.02
7,0,10885,Robert Allenby,10.88,105,965,+0.15
8,0,23135,Tim Clark,10.90,94,862,+0.16
9,0,27649,Brandt Snedeker,11.05,101,914,+0.08
10,0,29420,Billy Horschel,11.11,107,963,+0.15
11,0,26596,Ryan Moore,11.16,97,869,+0.04
12,0,23108,Matt Kuchar,11.17,118,1056,+0.05
13,0,10809,Jim Furyk,11.44,105,918,+0.13
14,0,21528,Henrik Stenson,11.60,61,526,+0.03
14,0,02206,David Toms,11.60,87,750,+0.10
16,0,21753,Brian Davis,11.67,131,1123,+0.01
17,0,29479,Scott Brown,11.81,137,1160,+0.14
18,0,23638,Brendon de Jonge,11.82,151,1277,+0.21
19,0,28780,Nicholas Thompson,11.87,115,969,+0.17
20,0,32366,Kevin Chappell,11.93,143,1199,+0.06
21,0,33418,Shawn Stefani,11.98,95,793,+0.09
22,0,20104,Ken Duke,12.05,111,921,+0.14
23,0,23353,J.J. Henry,12.06,130,1078,+0.15
24,0,23983,Luke Donald,12.21,74,606,+0.22
25,0,29926,Danny Lee,12.24,117,956,+0.12
26,0,28307,Matt Every,12.29,109,887,+0.07
27,0,26289,Boo Weekley,12.36,97,785,+0.11
28,0,33419,Cameron Tringale,12.39,168,1356,+0.08
29,0,24357,K.J. Choi,12.43,115,925,+0.10
30,0,27556,Ted Potter Jr.,12.47,104,834,+0.08
31,0,25900,Lucas Glover,12.48,81,649,+0.19
32,0,27214,Kevin Streelman,12.56,105,836,+0.21
33,0,24507,Jason Bohn,12.57,127,1010,+0.08
33,0,23623,Bo Van Pelt,12.57,117,931,+0.12
35,0,27466,Spencer Levin,12.59,87,691,+0.15
36,0,33413,Ben Martin,12.69,111,875,+0.07
36,0,27963,Chris Stroud,12.69,127,1001,+0.12
38,0,24663,Y.E. Yang,12.72,107,841,+0.07
39,0,01706,Davis Love III,12.76,110,862,+0.05
40,0,26329,Louis Oosthuizen,12.77,53,415,+0.17
41,0,26679,Kevin Stadler,12.82,116,905,+0.05
42,0,35541,John Peterson,12.83,98,764,+0.08
43,0,31560,Brian Stuard,12.84,132,1028,+0.01
44,0,34021,Bud Cauley,12.85,82,638,+0.06
45,0,25834,Daniel Summerhays,12.89,158,1226,-0.05
46,0,01724,Jeff Maggert,12.91,79,612,+0.05
47,0,31202,William McGirt,12.93,151,1168,+0.10
48,0,29425,Andrew Svoboda,12.96,119,918,+0.16
49,0,20498,Briny Baird,12.98,81,624,+0.12
50,0,32150,Michael Thompson,13.03,108,829,+0.15
51,0,08075,Jerry Kelly,13.10,120,916,+0.16
52,0,23541,Ben Crane,13.17,142,1078,+0.21
53,0,27436,Graham DeLaet,13.22,117,885,+0.06
54,0,26758,David Hearn,13.23,150,1134,+0.17
55,0,30926,Chris Kirk,13.26,159,1199,+0.06
55,0,29221,Webb Simpson,13.26,136,1026,+0.02
57,0,34431,Robert Streb,13.30,118,887,+0.03
58,0,33122,Russell Knox,13.33,154,1155,+0.10
59,0,31193,Jim Renner,13.41,96,716,+0.32
60,0,22621,Ben Curtis,13.45,119,885,+0.15
61,0,25240,D.A. Points,13.50,103,763,+0.17
62,0,32200,Roberto Castro,13.56,110,811,+0.17
63,0,27770,Camilo Villegas,13.58,157,1156,+0.11
64,0,34563,Chesson Hadley,13.62,134,984,+0.12
65,0,07867,Woody Austin,13.64,108,792,+0.22
66,0,34098,Russell Henley,13.65,142,1040,+0.07
67,0,27936,Martin Laird,13.71,105,766,+0.22
68,0,27644,Brian Harman,13.83,194,1403,+0.08
69,0,34174,John Huh,13.85,135,975,+0.14
70,0,37273,Derek Ernst,13.88,122,879,+0.20
71,0,33141,Keegan Bradley,13.90,129,928,+0.04
72,0,01810,Phil Mickelson,14.06,97,690,E
73,0,28132,Tyrone Van Aswegen,14.11,125,886,+0.16
74,0,24912,Will MacKenzie,14.12,142,1006,+0.11
75,0,20645,John Senden,14.17,159,1122,+0.17
76,0,28092,D.H. Lee,14.22,89,626,+0.15
77,0,12510,Chad Campbell,14.33,92,642,+0.14
78,0,25274,Steven Bowditch,14.34,154,1074,+0.16
79,0,24924,Bill Haas,14.35,162,1129,+0.10
80,0,34264,Hudson Swafford,14.36,115,801,+0.25
81,0,24494,Erik Compton,14.38,148,1029,+0.07
81,0,25396,Kevin Na,14.38,155,1078,+0.04
83,0,26956,Bronson La'Cassie,14.46,72,498,+0.04
84,0,26951,Johnson Wagner,14.48,116,801,+0.25
85,0,10860,Justin Leonard,14.57,125,858,+0.26
86,0,24781,Hunter Mahan,14.59,146,1001,+0.09
87,0,30110,Kyle Stanley,14.63,145,991,+0.10
88,0,28486,Michael Putnam,14.66,184,1255,+0.17
89,0,19846,Brian Gay,14.74,129,875,+0.08
90,0,20098,Stuart Appleby,14.86,173,1164,+0.08
91,0,27095,Nick Watney,14.94,117,783,+0.07
92,0,21209,Sergio Garcia,15.04,83,552,-0.10
93,0,21878,Mark Wilson,15.06,119,790,+0.25
94,0,35539,Luke Guthrie,15.08,158,1048,+0.06
95,0,24361,Pat Perez,15.11,157,1039,+0.04
96,0,27895,Jonas Blixt,15.18,90,593,+0.03
97,0,25686,Jason Dufner,15.19,89,586,+0.15
97,0,28237,Rory McIlroy,15.19,101,665,+0.03
99,0,30927,Brendon Todd,15.20,192,1263,+0.13
100,0,30944,Jason Kokrak,15.21,127,835,-0.02
101,0,35139,Richard Lee,15.25,129,846,+0.13
102,0,25364,Paul Casey,15.27,93,609,E
103,0,34099,Harris English,15.32,156,1018,+0.08
103,0,28475,Jeff Overton,15.32,140,914,+0.15
105,0,20396,Lee Westwood,15.41,92,597,+0.14
106,0,29478,Kevin Kisner,15.42,149,966,+0.15
107,0,24358,Robert Garrigus,15.44,155,1004,+0.11
108,0,34409,David Lingmerth,15.52,142,915,+0.08
109,0,25345,Carl Pettersson,15.57,183,1175,+0.07
110,0,21731,Freddie Jacobson,15.59,173,1110,+0.03
110,0,25804,Bubba Watson,15.59,121,776,+0.06
112,0,32448,James Hahn,15.64,158,1010,+0.13
112,0,31557,Jim Herman,15.64,104,665,+0.13
114,0,32102,Rickie Fowler,15.70,133,847,+0.15
115,0,34265,Will Wilcox,15.74,88,559,+0.16
