RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,02206,David Toms,8.00,60,750,+0.20
2,0,23135,Tim Clark,8.82,76,862,+0.12
3,0,21878,Mark Wilson,9.24,73,790,+0.07
4,0,26758,David Hearn,9.35,106,1134,+0.21
5,0,23800,Bryce Molder,9.74,86,883,+0.02
6,0,10809,Jim Furyk,9.80,90,918,+0.07
7,0,24490,George McNeill,10.02,97,968,+0.16
8,0,32640,Troy Merritt,10.10,77,762,+0.01
9,0,27095,Nick Watney,10.22,80,783,+0.14
10,0,20104,Ken Duke,10.53,97,921,+0.20
11,0,26289,Boo Weekley,10.57,83,785,-0.06
12,0,25444,Justin Hicks,10.77,135,1253,+0.11
13,0,20593,Greg Chalmers,10.97,110,1003,+0.12
14,0,21528,Henrik Stenson,11.03,58,526,+0.07
15,0,27214,Kevin Streelman,11.24,94,836,+0.16
16,0,24781,Hunter Mahan,11.29,113,1001,+0.07
17,0,33122,Russell Knox,11.43,132,1155,+0.07
18,0,32366,Kevin Chappell,11.51,138,1199,+0.06
19,0,22293,Heath Slocum,11.53,100,867,-0.05
20,0,22371,Aaron Baddeley,11.54,92,797,-0.01
21,0,29478,Kevin Kisner,11.59,112,966,+0.06
22,0,26596,Ryan Moore,11.62,101,869,+0.17
23,0,29222,Billy Hurley III,11.67,117,1003,+0.15
24,0,27556,Ted Potter Jr.,11.75,98,834,+0.10
25,0,28780,Nicholas Thompson,11.76,114,969,+0.27
26,0,22378,Trevor Immelman,11.78,109,925,+0.09
27,0,25191,Gonzalo Fernandez-Castaño,11.80,113,958,+0.12
28,0,30110,Kyle Stanley,11.81,117,991,+0.15
29,0,34261,Scott Langley,11.82,129,1091,+0.07
30,0,27408,Martin Kaymer,11.83,79,668,+0.25
31,0,34174,John Huh,11.90,116,975,+0.20
32,0,25349,Tim Wilkinson,12.02,119,990,+0.15
33,0,37273,Derek Ernst,12.06,106,879,+0.17
34,0,32448,James Hahn,12.08,122,1010,+0.10
35,0,24924,Bill Haas,12.13,137,1129,+0.03
36,0,23541,Ben Crane,12.15,131,1078,+0.14
37,0,26851,Marc Leishman,12.17,115,945,+0.05
38,0,24024,Zach Johnson,12.18,143,1174,+0.03
39,0,25686,Jason Dufner,12.29,72,586,+0.14
40,0,24357,K.J. Choi,12.32,114,925,+0.18
40,0,20160,Charlie Wi,12.32,111,901,+0.03
42,0,35541,John Peterson,12.43,95,764,+0.18
43,0,28092,D.H. Lee,12.46,78,626,+0.21
43,0,33413,Ben Martin,12.46,109,875,+0.06
45,0,32102,Rickie Fowler,12.51,106,847,+0.09
