RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 3 AVG,TOTAL PAR
1,0,01682,Wayne Levi,-17,2.95,987
2,0,01235,Ben Crenshaw,-13,2.96,1035
3,0,01435,Wayne Grady,-10,2.96,768
4,0,01042,Paul Azinger,-9,2.97,975
4,0,01072,Chip Beck,-9,2.97,981
4,0,01385,Jim Gallagher Jr.,-9,2.97,786
7,0,01129,Bill Britton,-8,2.98,1104
8,0,01858,Tommy Nakajima,-7,2.96,492
8,0,01928,Corey Pavin,-7,2.98,903
10,0,01378,David Frost,-5,2.98,939
11,0,01132,Mark Brooks,-4,2.99,1176
11,0,01717,Sandy Lyle,-4,2.98,663
11,0,02099,Scott Simpson,-4,2.98,759
14,0,01060,Dave Barr,-3,2.99,1047
14,0,02242,Lanny Wadkins,-3,2.99,987
16,0,01157,Tom Byrum,-2,3.00,1335
16,0,01633,Tom Kite,-2,2.99,840
16,0,02101,Joey Sindelar,-2,3.00,1227
19,0,02190,Doug Tewell,-1,3.00,807
20,0,01306,David Edwards,+1,3.00,879
20,0,01457,Jay Haas,+1,3.00,1095
20,0,01495,Morris Hatalsky,+1,3.00,840
20,0,01755,Dick Mast,+1,3.00,1071
20,0,02090,Tom Sieckmann,+1,3.00,912
20,0,02146,Payne Stewart,+1,3.00,1059
20,0,02279,Mark Wiebe,+1,3.00,1287
27,0,01310,Dave Eichelberger,+2,3.01,1140
27,0,02159,Curtis Strange,+2,3.01,879
27,0,02167,Mike Sullivan,+2,3.01,1104
30,0,01006,John Adams,+3,3.01,792
30,0,01971,Dillard Pruitt,+3,3.01,1026
30,0,02104,Jeff Sluman,+3,3.01,1287
33,0,01783,Mark McCumber,+4,3.01,852
33,0,01797,Rocco Mediate,+4,3.01,1299
35,0,01161,Mark Calcavecchia,+5,3.01,1275
36,0,01135,Ken Brown,+6,3.03,687
36,0,01837,Gil Morgan,+6,3.02,819
38,0,01014,Fulton Allem,+7,3.03,720
38,0,01214,Frank Conner,+7,3.03,738
38,0,02223,Bob Tway,+7,3.02,1107
38,0,02256,Tom Watson,+7,3.03,636
42,0,01061,Ray Barr Jr.,+8,3.03,762
42,0,01559,Hale Irwin,+8,3.03,795
42,0,01569,Peter Jacobsen,+8,3.03,915
42,0,01723,Andrew Magee,+8,3.02,1071
42,0,01935,Calvin Peete,+8,3.03,885
47,0,01150,George Burns,+10,3.05,651
47,0,01201,Lennie Clements,+10,3.02,1227
47,0,01329,Brad Faxon,+10,3.03,1047
47,0,02010,Loren Roberts,+10,3.03,1104
47,0,02321,Fuzzy Zoeller,+10,3.04,759
52,0,01024,Billy Andrade,+11,3.03,1188
52,0,01715,Mark Lye,+11,3.03,1068
52,0,01891,David Ogrin,+11,3.03,1107
52,0,02239,Scott Verplank,+11,3.03,1131
56,0,01960,Don Pooley,+12,3.04,843
56,0,02303,Robert Wrenn,+12,3.03,1095
58,0,01355,Raymond Floyd,+13,3.06,675
58,0,01475,Donnie Hammond,+13,3.03,1179
58,0,01823,Larry Mize,+13,3.05,822
58,0,01887,Mark O'Meara,+13,3.04,903
58,0,01926,Steve Pate,+13,3.03,1131
63,0,01303,Bob Eastwood,+14,3.04,1029
63,0,01736,Roger Maltbie,+14,3.04,963
65,0,01943,Chris Perry,+15,3.04,1239
65,0,01996,Mike Reid,+15,3.05,849
65,0,02180,Harry Taylor,+15,3.07,636
65,0,02322,Richard Zokol,+15,3.05,831
69,0,01864,Larry Nelson,+16,3.08,636
69,0,01877,Tim Norris,+16,3.05,990
69,0,01958,Dan Pohl,+16,3.05,960
69,0,02267,D.A. Weibring,+16,3.06,852
73,0,01305,Danny Edwards,+17,3.07,687
73,0,01527,Scott Hoch,+17,3.04,1179
73,0,02170,Hal Sutton,+17,3.06,891
76,0,01077,Mike Bender,+18,3.06,978
76,0,01443,Hubert Green,+18,3.08,705
76,0,01706,Davis Love III,+18,3.05,987
76,0,01998,Jack Renner,+18,3.05,1089
76,0,02160,Ron Streck,+18,3.07,804
81,0,01203,Russ Cochran,+19,3.05,1209
81,0,01224,Jeff Coston,+19,3.07,816
81,0,01313,Steve Elkington,+19,3.05,1059
81,0,01414,Bob Gilder,+19,3.06,975
81,0,01931,Rick Pearson,+19,3.05,1092
81,0,02148,Ray Stewart,+19,3.05,1137
87,0,01033,George Archer,+20,3.05,1116
87,0,01444,Ken Green,+20,3.05,1092
87,0,01707,Steve Lowery,+20,3.05,1194
87,0,01737,Mark Maness,+20,3.09,690
87,0,01984,Sam Randolph,+20,3.07,867
92,0,01346,Ed Fiori,+21,3.05,1215
92,0,06284,Jim Hallet,+21,3.05,1239
92,0,01690,Bruce Lietzke,+21,3.06,1011
92,0,01826,Brian Mogg,+21,3.07,876
92,0,02241,Bobby Wadkins,+21,3.05,1251
92,0,02294,Willie Wood,+21,3.07,951
98,0,01143,Brad Bryant,+22,3.07,996
98,0,01288,Ed Dougherty,+22,3.06,1095
98,0,01701,Bob Lohr,+22,3.05,1311
101,0,01098,Jay Don Blake,+23,3.06,1215
101,0,01185,Brandel Chamblee,+23,3.07,924
101,0,01284,Mike Donald,+23,3.05,1335
101,0,01968,Nick Price,+23,3.08,816
101,0,02118,J.C. Snead,+23,3.07,972
106,0,01151,Clark Burroughs,+24,3.07,1050
106,0,01154,Bill Buttner,+24,3.07,1065
106,0,01418,Bill Glasson,+24,3.07,1059
106,0,01549,Mike Hulbert,+24,3.06,1263
106,0,01846,Jodie Mudd,+24,3.06,1131
106,0,01876,Greg Norman,+24,3.14,504
106,0,02007,Larry Rinker,+24,3.06,1167
113,0,01156,Curt Byrum,+25,3.07,1143
113,0,01175,Jim Carter,+25,3.07,1014
113,0,01323,Brad Fabel,+25,3.06,1173
113,0,02100,Tim Simpson,+25,3.07,1101
117,0,01035,Tommy Armour III,+26,3.07,1107
117,0,01168,David Canipe,+26,3.08,1035
117,0,01571,Barry Jaeckel,+26,3.08,939
117,0,01964,Greg Powers,+26,3.11,702
117,0,01986,Joey Rassett,+26,3.09,855
117,0,02195,Leonard Thompson,+26,3.06,1227
117,0,02311,Kim Young,+26,3.09,870
124,0,01648,Billy Kratzert,+27,3.08,1047
124,0,02255,Denis Watson,+27,3.10,810
126,0,01226,Fred Couples,+28,3.08,1107
126,0,02023,Clarence Rose,+28,3.07,1251
126,0,02033,Dave Rummells,+28,3.07,1239
126,0,02229,Brett Upper,+28,3.09,969
130,0,01093,Ronnie Black,+29,3.09,939
130,0,01599,Steve Jones,+29,3.09,951
130,0,02049,Gene Sauers,+29,3.07,1203
130,0,02196,Robert Thompson,+29,3.07,1170
134,0,01096,Phil Blackmar,+30,3.10,888
134,0,01425,Ernie Gonzalez,+30,3.09,984
136,0,01331,Rick Fehr,+31,3.10,939
136,0,01476,Mike Hammond,+31,3.10,888
138,0,01725,John Mahaffey,+32,3.08,1167
138,0,02133,Craig Stadler,+32,3.13,735
138,0,02186,Brian Tennyson,+32,3.08,1161
141,0,01086,Roy Biancalana,+33,3.11,894
141,0,01133,Billy Ray Brown,+33,3.08,1212
141,0,01219,John Cook,+33,3.09,1083
141,0,01641,Gary Koch,+33,3.12,828
141,0,01938,David Peoples,+33,3.08,1206
146,0,01068,Andy Bean,+34,3.21,483
146,0,01553,John Huston,+34,3.10,1071
146,0,01639,Kenny Knox,+34,3.08,1251
146,0,01851,Bob Murphy,+34,3.11,894
146,0,02094,Tony Sills,+34,3.09,1176
146,0,02246,Duffy Waldorf,+34,3.10,1056
146,0,02313,Bruce Zabriski,+34,3.10,993
153,0,01191,Barry Cheesman,+35,3.12,864
153,0,01469,Dan Halldorson,+35,3.09,1143
153,0,01975,Tom Purtzer,+35,3.12,912
153,0,02126,Bruce Soulsby,+35,3.15,696
157,0,01179,Antonio Cerda,+36,3.13,822
157,0,01390,Buddy Gardner,+36,3.08,1281
157,0,01941,Tom Pernice Jr.,+36,3.10,1068
160,0,01261,Jay Delsing,+37,3.11,978
160,0,01790,Pat McGowan,+37,3.10,1107
160,0,01892,Aki Ohmachi,+37,3.10,1083
