RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,30925,Dustin Johnson,3870667
2,0,46970,Jon Rahm,2274708
3,0,50525,Collin Morikawa,2192980
4,0,33448,Justin Thomas,1957638
5,0,40026,Daniel Berger,1612176
6,0,34099,Harris English,1268020
7,0,25364,Paul Casey,1208484
8,0,31557,Jim Herman,1205050
9,0,46046,Scottie Scheffler,1070030
10,0,29478,Kevin Kisner,1030569
11,0,29420,Billy Horschel,865522
12,0,29221,Webb Simpson,856567
13,0,29725,Tony Finau,822350
14,0,32839,Hideki Matsuyama,807631
15,0,36689,Brooks Koepka,764500
16,0,47128,Richy Werenski,756635
17,0,01810,Phil Mickelson,714350
18,0,35104,Tom Lewis,710216
19,0,28089,Jason Day,692823
20,0,48081,Xander Schauffele,666163
21,0,30944,Jason Kokrak,665525
22,0,56278,Matthew Wolff,625601
23,0,45486,Joaquin Niemann,611416
24,0,40098,Matt Fitzpatrick,605583
25,0,30927,Brendon Todd,593515
26,0,26329,Louis Oosthuizen,570577
27,0,34098,Russell Henley,569024
28,0,37455,Si Woo Kim,556458
29,0,27349,Alex Noren,502021
30,0,47959,Bryson DeChambeau,500290
31,0,35506,Mackenzie Hughes,492613
32,0,27644,Brian Harman,490808
33,0,23320,Ryan Palmer,475069
34,0,34076,Joel Dahmen,465103
35,0,34360,Patrick Reed,464077
36,0,33948,Byeong Hun An,453613
37,0,32640,Troy Merritt,451504
38,0,48822,Sebastián Muñoz,414669
39,0,35310,Lanto Griffin,410580
40,0,53165,Doc Redman,381900
41,0,22405,Justin Rose,371838
42,0,25804,Bubba Watson,370989
43,0,52372,Cameron Champ,359083
44,0,33204,Shane Lowry,352653
45,0,28237,Rory McIlroy,316705
46,0,26476,Chez Reavie,310553
47,0,35891,Cameron Smith,290813
48,0,35450,Patrick Cantlay,280080
49,0,37189,Harold Varner III,277500
50,0,34363,Tyrrell Hatton,255488
51,0,45609,Tyler Duncan,254825
52,0,33597,Harry Higgs,251845
53,0,39971,Sungjae Im,245581
54,0,46717,Viktor Hovland,244139
55,0,47993,Denny McCarthy,233390
56,0,24024,Zach Johnson,231169
57,0,34610,Matthias Schwab,226916
58,0,23108,Matt Kuchar,225099
59,0,45526,Abraham Ancer,212122
60,0,28679,Fabián Gómez,206500
61,0,36801,Mark Hubbard,206356
62,0,46441,Robby Shelton,203930
63,0,12716,Charley Hoffman,203363
64,0,39997,Corey Conners,197366
65,0,46402,Talor Gooch,191029
66,0,35296,Haotong Li,187125
67,0,29926,Danny Lee,185668
68,0,24502,Adam Scott,185605
69,0,29970,Dylan Frittelli,185029
70,0,29518,Brendan Steele,181978
71,0,45157,Cam Davis,180743
72,0,46442,Maverick McNealy,173320
73,0,30911,Tommy Fleetwood,169756
74,0,24138,Ian Poulter,165996
75,0,34021,Bud Cauley,157680
76,0,30692,Scott Stallings,155604
77,0,32102,Rickie Fowler,154569
78,0,49771,J.T. Poston,151185
79,0,31646,Emiliano Grillo,145376
80,0,28252,Seamus Power,142095
81,0,45522,Christiaan Bezuidenhout,135320
82,0,34431,Robert Streb,135188
83,0,33410,Andrew Landry,131841
84,0,40006,Erik van Rooyen,130200
85,0,47504,Sam Burns,129600
86,0,27942,Rob Oppenheim,127975
87,0,47679,Victor Perez,127821
88,0,47347,Adam Schenk,124116
89,0,27214,Kevin Streelman,120940
90,0,25396,Kevin Na,118032
91,0,49964,Aaron Wise,109375
92,0,31323,Gary Woodland,107716
93,0,35449,Adam Long,106079
94,0,34046,Jordan Spieth,104150
95,0,33141,Keegan Bradley,95860
96,0,34466,Peter Malnati,90825
97,0,08793,Tiger Woods,89061
98,0,35532,Tom Hoge,87818
99,0,33399,Adam Hadwin,86913
100,0,33404,Chris Baker,86678
101,0,26300,Matt Jones,84035
102,0,36699,Patrick Rodgers,81104
103,0,25493,Nick Taylor,78607
104,0,35658,Kris Ventura,77245
105,0,27649,Brandt Snedeker,77041
106,0,51766,Wyndham Clark,73290
107,0,34563,Chesson Hadley,72091
108,0,32791,K.H. Lee,71085
109,0,21209,Sergio Garcia,69615
110,0,34255,Joseph Bramlett,69475
110,0,46550,Brandon Hagy,69475
110,0,26596,Ryan Moore,69475
110,0,30110,Kyle Stanley,69475
114,0,33667,Carlos Ortiz,69469
115,0,25818,Scott Piercy,68980
116,0,27974,Sung Kang,67700
117,0,29454,Bernd Wiesberger,62594
118,0,35461,Beau Hossler,61319
119,0,39977,Max Homa,60710
120,0,26851,Marc Leishman,59190
121,0,56762,Will Gordon,59145
122,0,26499,Rafa Cabrera Bello,59120
123,0,32150,Michael Thompson,57960
124,0,28775,Nate Lashley,57224
125,0,25572,Graeme McDowell,56111
125,0,21528,Henrik Stenson,56111
127,0,33419,Cameron Tringale,55860
128,0,21961,Charles Howell III,55366
129,0,52215,Robert MacIntyre,55250
130,0,48887,Matt Wallace,54100
131,0,19803,Ryan Armour,54080
132,0,24361,Pat Perez,53375
133,0,39546,Keith Mitchell,52589
134,0,33486,Roger Sloan,49865
135,0,29908,C.T. Pan,44495
136,0,33490,Bo Hoag,44391
137,0,39058,Lucas Herbert,44000
138,0,32662,Michael Gligic,42232
139,0,33122,Russell Knox,40888
140,0,32200,Roberto Castro,38150
140,0,37275,Sam Ryder,38150
140,0,50493,Justin Suh,38150
143,0,27129,Luke List,37504
144,0,28420,Ryan Brehm,37440
144,0,48084,Wesley Bryan,37440
144,0,25686,Jason Dufner,37440
147,0,47238,Jazz Janewattananond,35250
148,0,32139,Danny Willett,32000
149,0,29772,Michael Lorenzo-Vera,31594
150,0,26328,Shaun Norris,30625
151,0,46405,Sebastian Soderberg,30250
152,0,29484,Peter Uihlein,29910
153,0,51894,Vince Whaley,29120
154,0,36871,Matthew NeSmith,28501
155,0,22056,Cameron Percy,28088
156,0,48117,Kurt Kitayama,24000
156,0,28300,Joost Luiten,24000
158,0,40042,Tyler McCumber,23975
159,0,26331,Charl Schwartzel,21338
160,0,33120,Mark Anderson,20883
161,0,46435,Austin Cook,20758
162,0,29479,Scott Brown,20416
162,0,49766,Hank Lebioda,20416
164,0,27554,Scott Harrington,20330
165,0,23621,Rory Sabbatini,20000
165,0,49960,Sepp Straka,20000
167,0,28259,Sangmoon Bae,17430
167,0,40058,Zac Blair,17430
167,0,32333,Kevin Tway,17430
170,0,49298,Kramer Hickok,15216
170,0,30926,Chris Kirk,15216
170,0,32757,Patton Kizzire,15216
170,0,01706,Davis Love III,15216
170,0,31560,Brian Stuard,15216
175,0,28307,Matt Every,14144
175,0,33413,Ben Martin,14144
175,0,30163,Henrik Norlander,14144
175,0,27330,Josh Teater,14144
179,0,40101,Brinson Paolini,13120
180,0,19846,Brian Gay,12425
180,0,51634,Sahith Theegala,12425
180,0,25349,Tim Wilkinson,12425
183,0,52375,Doug Ghim,9345
183,0,26758,David Hearn,9345
183,0,39324,J.J. Spaun,9345
186,0,21407,Arjun Atwal,8278
187,0,32618,Rhein Gibson,7875
188,0,20472,Alex Cejka,7770
188,0,48045,Michael Gellerman,7770
190,0,21753,Brian Davis,7665
