RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
127,0,33122,Russell Knox,269,0,0
128,0,26331,Charl Schwartzel,266,0,2,0
129,0,26499,Rafa Cabrera Bello,258,0,0
130,0,29268,Bronson Burgoon,255,0,1,0
131,0,39953,Chase Seiffert,254,0,1,0
132,0,27095,Nick Watney,253,0,1,0
133,0,30110,Kyle Stanley,246,0,1,0
134,0,48887,Matt Wallace,244,0,1,0
135,0,21209,Sergio Garcia,241,0,1,0
136,0,34563,Chesson Hadley,239,0,0
137,0,34466,Peter Malnati,238,0,0
138,0,27942,Rob Oppenheim,236,0,1,0
139,0,27064,Jhonattan Vegas,235,0,1,0
140,0,49766,Hank Lebioda,230,0,1,0
141,0,34255,Joseph Bramlett,223,0,1,0
142,0,27330,Josh Teater,217,0,1,0
143,0,22056,Cameron Percy,208,0,1,0
144,0,20229,Stewart Cink,207,0,1,0
145,0,34431,Robert Streb,207,0,1,0
146,0,32139,Danny Willett,202,0,1,0
147,0,34256,Andrew Putnam,184,0,1,0
148,0,27141,J.B. Holmes,183,0,0
149,0,25349,Tim Wilkinson,183,0,0
150,0,49964,Aaron Wise,175,0,2,0
