RANK,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
1,0,25364,Paul Casey,100.0,7
1,0,28089,Jason Day,100.0,2
1,0,32839,Hideki Matsuyama,100.0,4
1,0,20691,Greg Owen,100.0,3
1,0,26476,Chez Reavie,100.0,6
1,0,21528,Henrik Stenson,100.0,6
1,0,26951,Johnson Wagner,100.0,5
1,0,25804,Bubba Watson,100.0,3
1,0,34265,Will Wilcox,100.0,8
10,0,31202,William McGirt,91.7,11
11,0,34431,Robert Streb,90.9,10
12,0,35532,Tom Hoge,90.0,9
13,0,12716,Charley Hoffman,87.5,7
13,0,23320,Ryan Palmer,87.5,7
13,0,27770,Camilo Villegas,87.5,7
13,0,20396,Lee Westwood,87.5,7
17,0,23621,Rory Sabbatini,85.7,6
18,0,33141,Keegan Bradley,83.3,10
18,0,08075,Jerry Kelly,83.3,5
18,0,26596,Ryan Moore,83.3,5
21,0,24507,Jason Bohn,81.8,9
21,0,30926,Chris Kirk,81.8,9
23,0,24925,Jonathan Byrd,80.0,4
23,0,20848,Ángel Cabrera,80.0,4
23,0,34174,John Huh,80.0,12
23,0,29222,Billy Hurley III,80.0,8
23,0,30711,Colt Knost,80.0,8
28,0,25274,Steven Bowditch,77.8,7
28,0,24357,K.J. Choi,77.8,7
28,0,29725,Tony Finau,77.8,7
28,0,27936,Martin Laird,77.8,7
28,0,34130,Sung Joon Park,77.8,7
28,0,29518,Brendan Steele,77.8,7
28,0,27963,Chris Stroud,77.8,7
35,0,21878,Mark Wilson,76.9,10
36,0,34261,Scott Langley,76.5,13
37,0,20771,Steven Alker,75.0,3
37,0,24846,Ricky Barnes,75.0,6
37,0,32366,Kevin Chappell,75.0,6
37,0,24358,Robert Garrigus,75.0,6
37,0,34098,Russell Henley,75.0,9
37,0,31557,Jim Herman,75.0,6
37,0,37454,Whee Kim,75.0,6
37,0,26851,Marc Leishman,75.0,6
37,0,26329,Louis Oosthuizen,75.0,3
37,0,25240,D.A. Points,75.0,6
37,0,34360,Patrick Reed,75.0,6
48,0,34099,Harris English,72.7,8
48,0,26758,David Hearn,72.7,8
48,0,29478,Kevin Kisner,72.7,8
48,0,33413,Ben Martin,72.7,8
48,0,24490,George McNeill,72.7,8
48,0,24361,Pat Perez,72.7,8
48,0,30946,Alex Prugh,72.7,8
48,0,06567,Vijay Singh,72.7,8
48,0,33418,Shawn Stefani,72.7,8
57,0,27895,Jonas Blixt,71.4,5
57,0,32200,Roberto Castro,71.4,5
57,0,34262,Jon Curran,71.4,5
57,0,25900,Lucas Glover,71.4,5
57,0,26331,Charl Schwartzel,71.4,5
57,0,27649,Brandt Snedeker,71.4,5
57,0,26289,Boo Weekley,71.4,5
64,0,20229,Stewart Cink,70.0,7
64,0,26300,Matt Jones,70.0,7
64,0,30927,Brendon Todd,70.0,7
64,0,27095,Nick Watney,70.0,7
64,0,25892,Steve Wheatcroft,70.0,7
69,0,22371,Aaron Baddeley,66.7,6
69,0,25198,Francesco Molinari,66.7,4
69,0,24138,Ian Poulter,66.7,2
69,0,20645,John Senden,66.7,6
69,0,31560,Brian Stuard,66.7,8
69,0,02206,David Toms,66.7,4
69,0,23623,Bo Van Pelt,66.7,6
76,0,34563,Chesson Hadley,64.3,9
76,0,32448,James Hahn,64.3,9
76,0,29420,Billy Horschel,64.3,9
79,0,12510,Chad Campbell,63.6,7
79,0,20472,Alex Cejka,63.6,7
79,0,35541,John Peterson,63.6,7
82,0,35545,Blayne Barber,62.5,5
82,0,32334,Charlie Beljan,62.5,5
82,0,22046,Geoff Ogilvy,62.5,5
85,0,28475,Jeff Overton,61.5,8
85,0,29476,Kyle Reifers,61.5,8
87,0,40026,Daniel Berger,60.0,3
87,0,20593,Greg Chalmers,60.0,6
87,0,30736,Oscar Fraustro,60.0,3
87,0,21209,Sergio Garcia,60.0,3
87,0,28679,Fabián Gómez,60.0,6
87,0,27644,Brian Harman,60.0,6
93,0,28259,Sangmoon Bae,58.3,7
93,0,23800,Bryce Molder,58.3,7
95,0,23048,Eric Axley,57.1,4
95,0,06522,Ernie Els,57.1,4
95,0,37273,Derek Ernst,57.1,4
95,0,10809,Jim Furyk,57.1,4
95,0,34358,Jonathan Randolph,57.1,4
95,0,30692,Scott Stallings,57.1,4
95,0,25349,Tim Wilkinson,57.1,4
102,0,28307,Matt Every,55.6,5
102,0,23108,Matt Kuchar,55.6,5
102,0,01810,Phil Mickelson,55.6,5
102,0,28486,Michael Putnam,55.6,5
102,0,29223,Sam Saunders,55.6,5
107,0,20104,Ken Duke,54.5,6
107,0,29720,Andres Gonzales,54.5,6
107,0,33461,Morgan Hoffmann,54.5,6
107,0,34409,David Lingmerth,54.5,6
111,0,40058,Zac Blair,53.8,7
111,0,25834,Daniel Summerhays,53.8,7
113,0,23541,Ben Crane,50.0,4
113,0,25369,Jamie Donaldson,50.0,3
113,0,28500,Martin Flores,50.0,7
113,0,32102,Rickie Fowler,50.0,3
113,0,24924,Bill Haas,50.0,4
113,0,27141,J.B. Holmes,50.0,4
113,0,36801,Mark Hubbard,50.0,7
113,0,24024,Zach Johnson,50.0,3
113,0,10860,Justin Leonard,50.0,3
113,0,33667,Carlos Ortiz,50.0,6
113,0,25818,Scott Piercy,50.0,4
113,0,36699,Patrick Rodgers,50.0,3
113,0,33448,Justin Thomas,50.0,3
113,0,32150,Michael Thompson,50.0,5
113,0,28780,Nicholas Thompson,50.0,5
113,0,31323,Gary Woodland,50.0,4
129,0,25493,Nick Taylor,46.2,6
129,0,33419,Cameron Tringale,46.2,6
131,0,29479,Scott Brown,45.5,5
131,0,23983,Luke Donald,45.5,5
131,0,20157,Retief Goosen,45.5,5
131,0,33399,Adam Hadwin,45.5,5
131,0,32640,Troy Merritt,45.5,5
131,0,29221,Webb Simpson,45.5,5
131,0,25632,Jimmy Walker,45.5,5
138,0,21753,Brian Davis,44.4,4
138,0,23638,Brendon de Jonge,44.4,4
140,0,29535,Brice Garnett,42.9,3
140,0,27933,John Merrick,42.9,3
140,0,22056,Cameron Percy,42.9,3
143,0,25720,Chad Collins,41.7,5
143,0,24781,Hunter Mahan,41.7,5
145,0,30852,Ryo Ishikawa,40.0,4
145,0,33122,Russell Knox,40.0,4
145,0,36689,Brooks Koepka,40.0,2
145,0,29926,Danny Lee,40.0,4
145,0,27466,Spencer Levin,40.0,4
145,0,01706,Davis Love III,40.0,2
145,0,23548,Bill Lunde,40.0,2
145,0,31193,Jim Renner,40.0,2
145,0,25562,Andres Romero,40.0,2
145,0,27214,Kevin Streelman,40.0,4
145,0,34264,Hudson Swafford,40.0,4
156,0,25191,Gonzalo Fernandez-Castaño,37.5,3
156,0,39977,Max Homa,37.5,3
156,0,30944,Jason Kokrak,37.5,3
156,0,25396,Kevin Na,37.5,3
156,0,24140,Sean O'Hair,37.5,3
156,0,25345,Carl Pettersson,37.5,6
162,0,23353,J.J. Henry,36.4,4
163,0,27436,Graham DeLaet,33.3,2
163,0,20766,Padraig Harrington,33.3,2
163,0,21961,Charles Howell III,33.3,5
163,0,30925,Dustin Johnson,33.3,1
163,0,29425,Andrew Svoboda,33.3,2
168,0,10885,Robert Allenby,28.6,2
168,0,22892,Jason Gore,28.6,2
168,0,29289,S.Y. Noh,28.6,2
168,0,34256,Andrew Putnam,28.6,2
168,0,28023,Byron Smith,28.6,2
173,0,24494,Erik Compton,27.3,3
174,0,35539,Luke Guthrie,22.2,2
175,0,27064,Jhonattan Vegas,21.4,3
176,0,31416,Derek Fathauer,20.0,2
177,0,33486,Roger Sloan,16.7,1
177,0,22293,Heath Slocum,16.7,1
179,0,28132,Tyrone Van Aswegen,14.3,1
180,0,25686,Jason Dufner,12.5,1
181,0,35451,Scott Pinckney,11.1,1
182,0,22405,Justin Rose,.0,0
182,0,24502,Adam Scott,.0,0
