RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,23452,Nicolas Colsaerts,33.78,25,74,E
2,0,30925,Dustin Johnson,32.41,35,108,-0.54
3,0,27129,Luke List,30.33,37,122,-0.43
4,0,25804,Bubba Watson,27.12,32,118,-0.31
5,0,28237,Rory McIlroy,23.17,19,82,-0.11
6,0,33869,Eric Meierdierks,22.83,21,92,-0.52
7,0,31323,Gary Woodland,22.67,39,172,-0.33
8,0,30944,Jason Kokrak,22.37,34,152,-0.29
9,0,24358,Robert Garrigus,22.22,24,108,-0.21
10,0,28089,Jason Day,20.31,26,128,-0.31
11,0,33141,Keegan Bradley,19.86,29,146,-0.34
12,0,22792,Peter Hanson,19.70,13,66,-0.38
13,0,25632,Jimmy Walker,18.75,30,160,-0.30
14,0,23320,Ryan Palmer,18.49,27,146,-0.37
15,0,24502,Adam Scott,18.18,16,88,-0.50
16,0,31557,Jim Herman,17.65,18,102,-0.44
17,0,26331,Charl Schwartzel,17.59,19,108,-0.42
18,0,25274,Steven Bowditch,16.92,22,130,-0.32
19,0,32334,Charlie Beljan,16.67,20,120,-0.40
20,0,29289,S.Y. Noh,15.67,21,134,-0.19
21,0,28500,Martin Flores,15.66,26,166,-0.31
22,0,20848,Ángel Cabrera,15.32,19,124,-0.37
23,0,30692,Scott Stallings,15.22,21,138,-0.52
24,0,27436,Graham DeLaet,14.77,26,176,-0.35
25,0,30110,Kyle Stanley,13.49,17,126,-0.29
26,0,34431,Robert Streb,13.38,19,142,-0.32
27,0,34099,Harris English,13.22,23,174,-0.22
28,0,33418,Shawn Stefani,12.71,15,118,-0.53
29,0,25818,Scott Piercy,12.70,16,126,-0.50
30,0,12716,Charley Hoffman,12.50,19,152,-0.37
31,0,32448,James Hahn,12.16,18,148,-0.17
32,0,22913,John Rollins,11.64,17,146,-0.12
33,0,24140,Sean O'Hair,11.61,13,112,-0.15
34,0,23497,Tag Ridings,11.54,15,130,-0.47
35,0,29420,Billy Horschel,11.36,20,176,-0.20
35,0,08793,Tiger Woods,11.36,10,88,-0.60
37,0,33461,Morgan Hoffmann,11.29,14,124,-0.21
38,0,25900,Lucas Glover,10.91,12,110,-0.58
