RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,30711,Colt Knost,26.55,214,806,+0.164
2,0,10423,Mike Weir,25.80,169,655,+0.059
3,0,20443,Jin Park,23.71,142,599,+0.113
4,0,22295,Darron Stiles,23.55,138,586,+0.065
5,0,23800,Bryce Molder,23.38,231,988,+0.013
6,0,08075,Jerry Kelly,22.13,197,890,-0.030
7,0,23135,Tim Clark,21.63,130,601,+0.054
8,0,02206,David Toms,21.62,96,444,+0.021
9,0,19846,Brian Gay,21.52,213,990,+0.089
10,0,10213,Dicky Pride,21.44,176,821,+0.034
11,0,28310,Lee Williams,20.56,146,710,+0.116
12,0,24507,Jason Bohn,20.54,189,920,+0.085
13,0,34261,Scott Langley,20.20,180,891,+0.100
14,0,27963,Chris Stroud,19.78,215,1087,+0.033
15,0,20104,Ken Duke,19.77,207,1047,+0.072
16,0,20593,Greg Chalmers,19.20,187,974,+0.139
16,0,22806,Doug LaBelle II,19.20,158,823,+0.025
18,0,10885,Robert Allenby,19.17,139,725,+0.129
19,0,28135,Aaron Watkins,18.81,92,489,+0.011
20,0,10860,Justin Leonard,18.77,196,1044,+0.128
21,0,22621,Ben Curtis,18.70,121,647,+0.198
22,0,24227,Justin Bolli,18.56,119,641,+0.176
23,0,01724,Jeff Maggert,18.47,147,796,+0.075
24,0,26951,Johnson Wagner,18.38,134,729,+0.179
25,0,21878,Mark Wilson,18.29,128,700,+0.078
26,0,10809,Jim Furyk,18.27,163,892,-0.025
27,0,20160,Charlie Wi,18.08,166,918,+0.127
28,0,01116,Michael Bradley,17.73,106,598,+0.245
29,0,01320,Bob Estes,17.71,153,864,+0.007
30,0,28092,D.H. Lee,17.70,143,808,+0.126
31,0,24357,K.J. Choi,17.65,155,878,+0.071
32,0,34174,John Huh,17.41,183,1051,+0.060
33,0,25240,D.A. Points,17.30,164,948,+0.122
34,0,35139,Richard Lee,17.17,172,1002,+0.099
35,0,22961,David Mathis,17.13,148,864,+0.196
36,0,24846,Ricky Barnes,17.11,155,906,+0.052
37,0,25336,Alistair Presnell,16.88,108,640,+0.130
38,0,36884,Ben Kohles,16.82,145,862,+0.062
39,0,31560,Brian Stuard,16.67,146,876,+0.178
40,0,24490,George McNeill,16.65,149,895,+0.081
41,0,25444,Justin Hicks,16.56,152,918,+0.105
42,0,21099,David Lynn,16.48,129,783,+0.140
43,0,24024,Zach Johnson,16.44,154,937,+0.006
44,0,26476,Chez Reavie,16.38,153,934,+0.026
45,0,26497,Casey Wittenberg,16.22,138,851,+0.167
46,0,06573,Brandt Jobe,16.17,120,742,+0.125
47,0,12510,Chad Campbell,16.12,162,1005,+0.105
48,0,27556,Ted Potter Jr.,16.08,124,771,+0.073
49,0,06004,Stephen Ames,16.07,98,610,+0.102
50,0,21753,Brian Davis,15.90,184,1157,+0.054
51,0,26851,Marc Leishman,15.87,142,895,+0.106
52,0,22378,Trevor Immelman,15.64,135,863,+0.141
53,0,08793,Tiger Woods,15.61,94,602,+0.011
54,0,31202,William McGirt,15.35,152,990,+0.112
55,0,23983,Luke Donald,15.31,98,640,+0.061
56,0,28679,Fabián Gómez,15.13,118,780,+0.161
57,0,08725,Tom Gillis,15.07,126,836,+0.071
58,0,25572,Graeme McDowell,15.06,78,518,+0.115
59,0,27770,Camilo Villegas,15.02,134,892,+0.060
60,0,21209,Sergio Garcia,14.98,98,654,+0.041
61,0,23541,Ben Crane,14.73,113,767,+0.150
62,0,26758,David Hearn,14.62,149,1019,+0.067
63,0,32334,Charlie Beljan,14.55,112,770,+0.125
64,0,20766,Padraig Harrington,14.29,70,490,+0.129
65,0,22371,Aaron Baddeley,14.27,117,820,+0.145
66,0,35539,Luke Guthrie,14.24,129,906,+0.047
67,0,24138,Ian Poulter,14.21,78,549,-0.026
68,0,32150,Michael Thompson,14.05,104,740,+0.106
69,0,26596,Ryan Moore,13.89,111,799,+0.117
70,0,19970,Robert Karlsson,13.73,71,517,+0.141
71,0,20229,Stewart Cink,13.62,106,778,+0.038
72,0,22056,Cameron Percy,13.44,107,796,+0.206
73,0,34431,Robert Streb,13.34,115,862,+0.104
74,0,23353,J.J. Henry,13.33,138,1035,+0.058
75,0,26300,Matt Jones,13.32,130,976,+0.062
76,0,29518,Brendan Steele,13.25,142,1072,+0.134
77,0,12782,Tim Herron,13.24,81,612,+0.222
78,0,26331,Charl Schwartzel,13.23,100,756,-0.050
79,0,28455,Will Claxton,13.19,103,781,+0.078
80,0,20645,John Senden,13.18,112,850,+0.116
81,0,25834,Daniel Summerhays,13.17,143,1086,+0.133
82,0,23788,D.J. Trahan,13.07,69,528,+0.087
83,0,31557,Jim Herman,13.03,80,614,-0.013
84,0,32698,Bobby Gates,12.99,69,531,+0.145
85,0,27436,Graham DeLaet,12.94,146,1128,+0.014
86,0,20098,Stuart Appleby,12.91,142,1100,+0.113
87,0,34409,David Lingmerth,12.88,102,792,+0.078
88,0,28259,Sangmoon Bae,12.87,129,1002,+0.124
89,0,32102,Rickie Fowler,12.79,106,829,-0.019
90,0,24663,Y.E. Yang,12.76,73,572,+0.110
91,0,24399,Scott Gardiner,12.69,92,725,+0.152
92,0,23409,James Driscoll,12.54,110,877,+0.055
93,0,27895,Jonas Blixt,12.38,116,937,+0.129
93,0,24494,Erik Compton,12.38,112,905,+0.125
95,0,23325,Vaughn Taylor,12.32,69,560,+0.130
96,0,34021,Bud Cauley,12.29,96,781,+0.240
97,0,23497,Tag Ridings,12.28,99,806,+0.192
97,0,06567,Vijay Singh,12.28,82,668,+0.061
99,0,30926,Chris Kirk,12.27,139,1133,-0.036
100,0,28475,Jeff Overton,12.23,126,1030,+0.024
101,0,27933,John Merrick,12.20,116,951,+0.069
102,0,30750,Tommy Gainey,12.19,128,1050,+0.125
103,0,30944,Jason Kokrak,12.15,122,1004,+0.074
103,0,30163,Henrik Norlander,12.15,100,823,+0.110
105,0,20691,Greg Owen,12.07,111,920,+0.081
105,0,23623,Bo Van Pelt,12.07,91,754,+0.132
107,0,29479,Scott Brown,12.01,92,766,+0.120
108,0,25562,Andres Romero,11.98,87,726,+0.080
109,0,27214,Kevin Streelman,11.84,112,946,+0.098
110,0,23638,Brendon de Jonge,11.83,160,1352,+0.100
111,0,24361,Pat Perez,11.78,105,891,+0.086
112,0,06527,Steve Stricker,11.76,58,493,-0.017
113,0,32448,James Hahn,11.67,109,934,+0.193
114,0,25900,Lucas Glover,11.63,84,722,+0.083
115,0,20396,Lee Westwood,11.62,83,714,-0.012
116,0,32366,Kevin Chappell,11.56,108,934,+0.120
117,0,29740,Brad Fritsch,11.50,109,948,+0.119
118,0,22792,Peter Hanson,11.47,53,462,+0.170
118,0,27503,Steve LeBrun,11.47,85,741,+0.129
120,0,30110,Kyle Stanley,11.40,96,842,+0.188
121,0,32200,Roberto Castro,11.37,133,1170,+0.068
122,0,06522,Ernie Els,11.31,76,672,+0.092
123,0,25345,Carl Pettersson,11.28,101,895,+0.129
124,0,27408,Martin Kaymer,11.26,66,586,+0.167
125,0,25686,Jason Dufner,11.25,96,853,-0.021
125,0,28780,Nicholas Thompson,11.25,135,1200,+0.096
127,0,20572,Rod Pampling,11.22,55,490,+0.182
128,0,27649,Brandt Snedeker,11.19,91,813,+0.044
129,0,22046,Geoff Ogilvy,11.17,65,582,+0.154
130,0,31323,Gary Woodland,11.13,129,1159,+0.147
131,0,25632,Jimmy Walker,11.11,116,1044,+0.078
132,0,28500,Martin Flores,11.05,117,1059,+0.077
133,0,23320,Ryan Palmer,11.04,106,960,-0.057
134,0,24140,Sean O'Hair,11.00,78,709,+0.231
135,0,21528,Henrik Stenson,10.88,67,616,+0.090
136,0,29221,Webb Simpson,10.84,106,978,E
137,0,23108,Matt Kuchar,10.80,104,963,-0.010
