RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,24357,K.J. Choi,67.18,88,131,+22.00
2,0,25274,Steven Bowditch,64.91,74,114,+7.00
3,0,23108,Matt Kuchar,64.90,98,151,+31.00
4,0,28310,Lee Williams,63.64,63,99,+18.00
5,0,26497,Casey Wittenberg,63.30,69,109,+20.00
6,0,23541,Ben Crane,63.11,65,103,+27.00
7,0,08725,Tom Gillis,62.61,72,115,+31.00
8,0,32366,Kevin Chappell,61.74,71,115,+27.00
9,0,20098,Stuart Appleby,61.72,79,128,+31.00
10,0,33419,Cameron Tringale,61.47,67,109,+23.00
11,0,28089,Jason Day,61.36,81,132,+26.00
12,0,22792,Peter Hanson,61.02,36,59,+12.00
13,0,32150,Michael Thompson,60.87,70,115,+33.00
14,0,08793,Tiger Woods,60.82,59,97,+19.00
15,0,27649,Brandt Snedeker,60.48,75,124,+35.00
16,0,32102,Rickie Fowler,60.34,70,116,+31.00
17,0,01320,Bob Estes,59.80,61,102,+29.00
18,0,34360,Patrick Reed,59.71,83,139,+37.00
19,0,33418,Shawn Stefani,59.48,69,116,+37.00
20,0,22405,Justin Rose,59.26,48,81,+23.00
21,0,19846,Brian Gay,59.09,78,132,+37.00
22,0,20443,Jin Park,58.97,46,78,+29.00
22,0,22295,Darron Stiles,58.97,46,78,+20.00
24,0,20593,Greg Chalmers,58.87,73,124,+41.00
25,0,29740,Brad Fritsch,58.70,81,138,+30.00
26,0,27129,Luke List,58.33,63,108,+27.00
27,0,10423,Mike Weir,58.26,67,115,+37.00
28,0,22056,Cameron Percy,58.16,57,98,+27.00
29,0,24138,Ian Poulter,57.14,44,77,+27.00
30,0,24507,Jason Bohn,56.88,62,109,+32.00
31,0,21099,David Lynn,56.86,58,102,+25.00
32,0,25562,Andres Romero,56.45,70,124,+42.00
33,0,31202,William McGirt,56.41,66,117,+33.00
34,0,02206,David Toms,56.36,31,55,+23.00
35,0,28500,Martin Flores,56.30,76,135,+30.00
36,0,33141,Keegan Bradley,56.25,81,144,+32.00
37,0,22806,Doug LaBelle II,56.06,74,132,+50.00
38,0,23983,Luke Donald,55.81,48,86,+30.00
39,0,26300,Matt Jones,55.73,73,131,+31.00
40,0,01810,Phil Mickelson,55.65,69,124,+39.00
41,0,19970,Robert Karlsson,55.56,50,90,+30.00
41,0,29221,Webb Simpson,55.56,65,117,+35.00
43,0,35139,Richard Lee,55.47,71,128,+47.00
44,0,21753,Brian Davis,55.42,92,166,+68.00
45,0,10809,Jim Furyk,55.37,67,121,+40.00
46,0,20396,Lee Westwood,55.00,55,100,+36.00
46,0,20160,Charlie Wi,55.00,77,140,+56.00
48,0,23800,Bryce Molder,54.81,74,135,+51.00
49,0,25336,Alistair Presnell,54.74,52,95,+31.00
49,0,25632,Jimmy Walker,54.74,75,137,+33.00
51,0,06527,Steve Stricker,54.72,29,53,+12.00
52,0,23409,James Driscoll,54.26,70,129,+47.00
53,0,27895,Jonas Blixt,54.23,77,142,+42.00
54,0,27770,Camilo Villegas,54.21,58,107,+33.00
55,0,32200,Roberto Castro,53.96,75,139,+42.00
56,0,23638,Brendon de Jonge,53.90,83,154,+46.00
57,0,24502,Adam Scott,53.85,49,91,+11.00
58,0,30944,Jason Kokrak,53.62,74,138,+45.00
59,0,30711,Colt Knost,53.47,54,101,+40.00
60,0,20229,Stewart Cink,53.40,55,103,+32.00
61,0,29518,Brendan Steele,53.17,67,126,+38.00
62,0,29420,Billy Horschel,53.07,95,179,+51.00
63,0,06004,Stephen Ames,53.01,44,83,+32.00
64,0,25572,Graeme McDowell,52.86,37,70,+28.00
65,0,34099,Harris English,52.74,77,146,+49.00
65,0,28307,Matt Every,52.74,77,146,+46.00
67,0,08075,Jerry Kelly,52.68,59,112,+42.00
68,0,34409,David Lingmerth,52.63,60,114,+36.00
69,0,20572,Rod Pampling,52.46,32,61,+17.00
70,0,21961,Charles Howell III,52.38,66,126,+30.00
70,0,23497,Tag Ridings,52.38,55,105,+30.00
72,0,34174,John Huh,52.27,69,132,+51.00
73,0,20766,Padraig Harrington,52.05,38,73,+24.00
74,0,23135,Tim Clark,52.04,51,98,+39.00
75,0,28780,Nicholas Thompson,52.00,78,150,+37.00
76,0,22371,Aaron Baddeley,51.94,67,129,+46.00
77,0,30750,Tommy Gainey,51.82,71,137,+52.00
78,0,22913,John Rollins,51.64,63,122,+42.00
78,0,34046,Jordan Spieth,51.64,63,122,+31.00
80,0,27963,Chris Stroud,51.63,79,153,+49.00
81,0,25686,Jason Dufner,51.55,50,97,+40.00
82,0,30163,Henrik Norlander,51.49,52,101,+41.00
83,0,12782,Tim Herron,51.28,40,78,+28.00
84,0,12716,Charley Hoffman,51.06,72,141,+46.00
85,0,21731,Freddie Jacobson,50.98,52,102,+34.00
86,0,26596,Ryan Moore,50.94,54,106,+41.00
87,0,24924,Bill Haas,50.82,62,122,+36.00
88,0,23325,Vaughn Taylor,50.67,38,75,+24.00
89,0,26331,Charl Schwartzel,50.66,77,152,+48.00
90,0,21878,Mark Wilson,50.57,44,87,+29.00
91,0,27120,Troy Matteson,50.51,50,99,+36.00
92,0,10213,Dicky Pride,50.44,57,113,+46.00
93,0,20691,Greg Owen,50.43,59,117,+39.00
94,0,10860,Justin Leonard,50.39,65,129,+44.00
95,0,30692,Scott Stallings,50.34,73,145,+49.00
