RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,22056,Cameron Percy,35' 9",61,2182.333,-7.00
2,0,39953,Chase Seiffert,36' 6",46,1678.667,+2.00
3,0,27095,Nick Watney,37' 5",93,3481.667,+10.00
4,0,33448,Justin Thomas,37' 9",109,4117.250,+1.00
5,0,27349,Alex Noren,38' 5",74,2842.083,+10.00
6,0,12716,Charley Hoffman,38' 6",93,3582.000,+9.00
7,0,34610,Matthias Schwab,38' 10",97,3766.000,E
8,0,40098,Matt Fitzpatrick,39' 2",71,2783.500,+6.00
9,0,46046,Scottie Scheffler,39' 3",134,5258.833,-8.00
10,0,29289,S.Y. Noh,39' 4",86,3380.333,+6.00
11,0,23621,Rory Sabbatini,39' 7",65,2572.500,+9.00
12,0,39997,Corey Conners,39' 8",100,3968.500,+10.00
12,0,35110,Brett Drewitt,39' 8",83,3294.083,+14.00
14,0,39436,Joshua Creel,39' 11",72,2874.917,+13.00
14,0,48117,Kurt Kitayama,39' 11",86,3433.917,+1.00
14,0,31323,Gary Woodland,39' 11",101,4032.667,+7.00
17,0,20229,Stewart Cink,40' 0",133,5315.083,+14.00
17,0,46435,Austin Cook,40' 0",85,3400.750,+8.00
17,0,27214,Kevin Streelman,40' 0",99,3958.500,E
20,0,30692,Scott Stallings,40' 1",131,5253.833,+5.00
21,0,46601,Trey Mullinax,40' 3",139,5596.083,+5.00
22,0,31557,Jim Herman,40' 7",67,2721.833,+12.00
22,0,49298,Kramer Hickok,40' 7",95,3853.833,+5.00
24,0,39058,Lucas Herbert,40' 9",78,3177.833,+6.00
25,0,29221,Webb Simpson,40' 11",91,3726.250,+12.00
26,0,27770,Camilo Villegas,41' 0",118,4840.667,+7.00
27,0,29518,Brendan Steele,41' 1",98,4028.500,+3.00
28,0,47988,Nick Hardy,41' 2",77,3172.083,+1.00
28,0,48699,Callum Tarren,41' 2",130,5355.667,+6.00
30,0,36852,Jim Knous,41' 3",88,3632.167,+13.00
31,0,23320,Ryan Palmer,41' 4",98,4048.000,+8.00
32,0,35891,Cameron Smith,41' 5",100,4142.167,-8.00
33,0,46717,Viktor Hovland,41' 6",96,3984.250,+11.00
33,0,30944,Jason Kokrak,41' 6",83,3441.083,+4.00
35,0,35310,Lanto Griffin,41' 10",102,4263.917,+17.00
35,0,28114,Dawie van der Walt,41' 10",81,3390.333,+13.00
37,0,33141,Keegan Bradley,41' 11",103,4320.750,+2.00
37,0,32366,Kevin Chappell,41' 11",82,3435.583,+7.00
39,0,33122,Russell Knox,42' 0",84,3529.500,+12.00
39,0,51890,Greyson Sigg,42' 0",112,4704.417,+14.00
39,0,32150,Michael Thompson,42' 0",96,4034.583,+17.00
42,0,48887,Matt Wallace,42' 1",92,3874.333,+19.00
43,0,34076,Joel Dahmen,42' 4",117,4952.250,+24.00
44,0,47529,Mito Pereira,42' 5",143,6070.000,-11.00
44,0,49960,Sepp Straka,42' 5",115,4880.917,+9.00
46,0,29974,Branden Grace,42' 6",52,2209.583,+5.00
47,0,33399,Adam Hadwin,42' 8",115,4910.417,+17.00
47,0,34046,Jordan Spieth,42' 8",130,5547.917,+7.00
49,0,45522,Christiaan Bezuidenhout,42' 9",97,4149.833,+2.00
49,0,36801,Mark Hubbard,42' 9",71,3035.667,+3.00
49,0,26851,Marc Leishman,42' 9",93,3975.333,+4.00
52,0,25900,Lucas Glover,42' 10",108,4623.667,+19.00
52,0,34363,Tyrrell Hatton,42' 10",88,3770.917,+12.00
54,0,39971,Sungjae Im,42' 11",110,4720.750,+4.00
54,0,49947,Taylor Moore,42' 11",119,5108.000,-1.00
56,0,32839,Hideki Matsuyama,43' 1",82,3533.667,+7.00
57,0,47983,Chad Ramey,43' 2",79,3412.417,+16.00
57,0,49964,Aaron Wise,43' 2",135,5825.583,+1.00
59,0,32102,Rickie Fowler,43' 3",97,4197.833,+9.00
59,0,25818,Scott Piercy,43' 3",105,4542.583,+19.00
59,0,37275,Sam Ryder,43' 3",121,5237.083,+8.00
62,0,32662,Michael Gligic,43' 4",74,3206.833,+4.00
62,0,27644,Brian Harman,43' 4",107,4633.250,+6.00
62,0,34098,Russell Henley,43' 4",89,3857.583,+7.00
65,0,29970,Dylan Frittelli,43' 5",149,6464.667,+10.00
65,0,28237,Rory McIlroy,43' 5",104,4514.750,E
67,0,34264,Hudson Swafford,43' 6",74,3220.500,+3.00
