RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,01249,John Daly,126.8,187087000,41
2,0,01887,Mark O'Meara,130.2,150024000,32
3,0,26289,Boo Weekley,131.8,251380000,53
4,0,10585,Scott McCarron,133.7,332170000,69
5,0,19817,Michael Muehr,133.8,250439000,52
6,0,07749,Brett Quigley,134.7,431668000,89
7,0,06251,Chris DiMarco,135.5,321957000,66
8,0,01185,Brandel Chamblee,136.1,323393000,66
9,0,06595,Kevin Sutherland,137.1,256623000,52
10,0,23903,Stephen Gangluff,137.4,361070000,73
10,0,23621,Rory Sabbatini,137.4,212690000,43
12,0,01527,Scott Hoch,137.5,193058000,39
13,0,01577,Lee Janzen,138.0,283114000,57
14,0,08537,J.P. Hayes,138.3,293771000,59
15,0,20572,Rod Pampling,138.4,283974000,57
16,0,20098,Stuart Appleby,138.5,333961000,67
17,0,01766,Billy Mayfair,139.1,300433000,60
18,0,10201,Matt Gogel,139.2,275660000,55
18,0,23322,Brett Wetterich,139.2,441003000,88
20,0,01361,Dan Forsman,139.3,210696000,42
20,0,10649,Tom Scherrer,139.3,341105000,68
22,0,20043,Edward Fryatt,139.4,356308000,71
23,0,02104,Jeff Sluman,139.5,336554000,67
23,0,20436,Garrett Willis,139.5,416969000,83
25,0,19846,Brian Gay,139.6,407213000,81
26,0,07457,Steve Flesch,139.7,332014000,66
27,0,01619,Skip Kendall,140.0,393040000,78
27,0,02106,Chris Smith,140.0,317417000,63
27,0,10423,Mike Weir,140.0,277245000,55
30,0,01666,Bernhard Langer,140.1,161411000,32
31,0,24925,Jonathan Byrd,140.3,328237000,65
31,0,02223,Bob Tway,140.3,298000000,59
33,0,10809,Jim Furyk,140.6,156948000,31
34,0,01313,Steve Elkington,140.7,283694000,56
35,0,19958,Miguel Angel Jiménez,141.1,279466000,55
36,0,08123,Jeff Brehaut,141.6,402730000,79
37,0,24357,K.J. Choi,141.7,301006000,59
37,0,10213,Dicky Pride,141.7,270371000,53
39,0,01142,Bart Bryant,141.8,265404000,52
39,0,02206,David Toms,141.8,239934000,47
41,0,01549,Mike Hulbert,142.1,225154000,44
41,0,02099,Scott Simpson,142.1,322357000,63
43,0,06036,Scott Dunlap,142.2,307087000,60
43,0,23177,Kenneth Staton,142.2,424940000,83
45,0,12645,Brent Geiberger,142.3,404590000,79
46,0,12680,Shigeki Maruyama,142.4,276860000,54
46,0,23623,Bo Van Pelt,142.4,420342000,82
48,0,01475,Donnie Hammond,142.6,200251000,39
49,0,24937,Jess Daley,142.9,298291000,58
49,0,08881,Tripp Isenhour,142.9,375582000,73
49,0,24361,Pat Perez,142.9,308576000,60
49,0,10425,Jay Williamson,142.9,355016000,69
53,0,01329,Brad Faxon,143.1,206124000,40
53,0,12823,Carlos Franco,143.1,401745000,78
55,0,20229,Stewart Cink,143.4,273672000,53
55,0,22913,John Rollins,143.4,443952000,86
57,0,11032,Frank Lickliter II,143.6,367140000,71
58,0,12652,Cameron Beckman,143.8,346883000,67
59,0,01761,Len Mattiace,143.9,373102000,72
60,0,02246,Duffy Waldorf,144.1,368241000,71
61,0,20593,Greg Chalmers,144.3,415471000,80
61,0,06573,Brandt Jobe,144.3,358334000,69
61,0,01771,Blaine McCallister,144.3,254551000,49
61,0,02245,Grant Waite,144.3,415564000,80
65,0,01035,Tommy Armour III,144.5,301627000,58
65,0,12826,Paul Claxton,144.5,385014000,74
65,0,01203,Russ Cochran,144.5,296557000,57
65,0,09011,David Duval,144.5,280875000,54
65,0,20095,Carl Paulson,144.5,353643000,68
65,0,10912,Craig Perks,144.5,343264000,66
71,0,06498,Matt Peterson,144.7,385350000,74
72,0,22046,Geoff Ogilvy,144.8,406602000,78
73,0,01514,Eduardo Herrera,144.9,307818000,59
74,0,01098,Jay Don Blake,145.0,412323000,79
74,0,10860,Justin Leonard,145.0,302684000,58
76,0,07003,David Berganio Jr.,145.1,297645000,57
77,0,06809,Bob Burns,145.4,350729000,67
77,0,19881,Robert Damron,145.4,361059000,69
79,0,06515,Shaun Micheel,145.5,371969000,71
80,0,21806,Paul Gow,145.6,482232000,92
81,0,20566,Kaname Yokoo,146.0,315271000,60
82,0,21805,Harrison Frazar,146.4,379594000,72
82,0,01945,Kenny Perry,146.4,342480000,65
84,0,02322,Richard Zokol,146.5,232126000,44
85,0,01569,Peter Jacobsen,146.6,179437000,34
86,0,21633,Steve Allan,146.7,454319000,86
86,0,01810,Phil Mickelson,146.7,285151000,54
88,0,01706,Davis Love III,146.8,322292000,61
89,0,07867,Woody Austin,147.0,381097000,72
89,0,20094,Jonathan Kaye,147.0,365251000,69
91,0,06332,Neal Lancaster,147.1,323114000,61
91,0,01685,J.L. Lewis,147.1,402471000,76
93,0,20498,Briny Baird,147.3,387066000,73
93,0,23800,Bryce Molder,147.3,365902000,69
95,0,01014,Fulton Allem,147.4,275982000,52
95,0,07223,Brian Bateman,147.4,414031000,78
97,0,01226,Fred Couples,147.5,196436000,37
97,0,06522,Ernie Els,147.5,201784000,38
99,0,21209,Sergio Garcia,147.7,260569000,49
99,0,20127,Chris Riley,147.7,393456000,74
101,0,20029,Notah Begay III,147.8,367151000,69
102,0,01797,Rocco Mediate,148.0,234484000,44
103,0,08535,Gary Nicklaus,148.1,319830000,60
103,0,12660,Jesper Parnevik,148.1,261233000,49
103,0,02133,Craig Stadler,148.1,266530000,50
106,0,01161,Mark Calcavecchia,148.2,266670000,50
106,0,01219,John Cook,148.2,250688000,47
106,0,10107,Deane Pappas,148.2,442939000,83
109,0,01139,Olin Browne,148.3,416459000,78
109,0,12663,Phil Tataurangi,148.3,293535000,55
111,0,10565,Ian Leggatt,148.4,363236000,68
111,0,01724,Jeff Maggert,148.4,272417000,51
111,0,20663,Brenden Pappas,148.4,368614000,69
111,0,01941,Tom Pernice Jr.,148.4,368528000,69
115,0,02101,Joey Sindelar,148.5,347484000,65
116,0,20105,Jeff Gove,148.6,353067000,66
117,0,12782,Tim Herron,148.7,273045000,51
118,0,12388,Michael Clark II,148.8,348206000,65
118,0,20574,Mathew Goggin,148.8,316105000,59
118,0,02239,Scott Verplank,148.8,246485000,46
121,0,23614,Rich Beem,149.0,380735000,71
121,0,12510,Chad Campbell,149.0,348641000,65
121,0,11011,Mike Sposa,149.0,375421000,70
124,0,08931,Glen Day,149.1,461582000,86
125,0,08375,Paul Stankowski,149.3,408491000,76
126,0,06617,Brian Henninger,149.5,322916000,60
126,0,20645,John Senden,149.5,344495000,64
128,0,01132,Mark Brooks,149.6,328469000,61
128,0,23135,Tim Clark,149.6,306915000,57
130,0,06004,Stephen Ames,149.8,285755000,53
130,0,01457,Jay Haas,149.8,301918000,56
132,0,21961,Charles Howell III,149.9,339910000,63
133,0,01388,Robert Gamez,150.2,227090000,42
133,0,21949,Joe Ogilvie,150.2,254172000,47
135,0,21259,Jason Hill,150.3,330146000,61
136,0,22293,Heath Slocum,150.4,324759000,60
137,0,23353,J.J. Henry,150.5,406364000,75
137,0,06613,Tommy Tolles,150.5,330426000,61
139,0,19824,Craig Barlow,150.6,271097000,50
140,0,01677,Tom Lehman,150.9,163013000,30
141,0,06350,Bob May,151.0,391406000,72
141,0,06373,José María Olazábal,151.0,255548000,47
143,0,01307,Joel Edwards,151.1,321001000,59
144,0,08993,Franklin Langham,151.3,354014000,65
144,0,20548,Hidemichi Tanaka,151.3,386629000,71
146,0,01553,John Huston,151.4,337931000,62
147,0,20157,Retief Goosen,151.5,147220000,27
147,0,10117,Bob Heintz,151.5,359914000,66
147,0,20502,Michael Long,151.5,294586000,54
150,0,10885,Robert Allenby,151.7,360557000,66
150,0,06016,Brad Lardon,151.7,267519000,49
150,0,01926,Steve Pate,151.7,229299000,42
153,0,12753,David Morland IV,151.9,317169000,58
154,0,06643,Paul Goydos,152.0,251740000,46
155,0,23125,Brad Elder,152.1,306704000,56
156,0,01320,Bob Estes,152.2,290357000,53
156,0,01374,Robin Freeman,152.2,361632000,66
156,0,23108,Matt Kuchar,152.2,251983000,46
156,0,01723,Andrew Magee,152.2,312396000,57
160,0,01938,David Peoples,152.4,340225000,62
161,0,01381,Fred Funk,152.6,445069000,81
162,0,08553,Lee Porter,152.7,423220000,77
162,0,02110,Jerry Smith,152.7,478172000,87
164,0,06621,Joe Durant,152.8,214462000,39
165,0,01024,Billy Andrade,152.9,313781000,57
166,0,19972,José Coceres,153.0,170693000,31
166,0,10733,Kent Jones,153.0,462577000,84
166,0,20634,Peter Lonard,153.0,258960000,47
169,0,01927,Dennis Paulson,153.1,297537000,54
169,0,02002,John Riegger,153.1,281144000,51
171,0,06527,Steve Stricker,153.3,171099000,31
172,0,23338,David Gossett,153.4,353340000,64
173,0,08793,Tiger Woods,153.6,143756000,26
174,0,01378,David Frost,154.2,327470000,59
174,0,06315,Pete Jordan,154.2,399740000,72
176,0,08075,Jerry Kelly,154.4,300076000,54
177,0,01707,Steve Lowery,154.5,467181000,84
178,0,08545,Glen Hnatiuk,154.6,350579000,63
179,0,01157,Tom Byrum,154.7,295248000,53
180,0,02010,Loren Roberts,155.0,418481000,75
181,0,08633,Per-Ulrik Johansson,155.1,357250000,64
182,0,10962,Bradley Hughes,155.2,307259000,55
183,0,01042,Paul Azinger,155.3,218097000,39
184,0,01968,Nick Price,155.6,212809000,38
185,0,06567,Vijay Singh,156.0,264021000,47
186,0,01175,Jim Carter,156.4,287077000,51
186,0,01948,Tim Petrovic,156.4,264583000,47
188,0,06575,Dudley Hart,156.5,383100000,68
189,0,06197,Michael Allen,156.6,321433000,57
190,0,08339,Spike McRoy,156.7,253814000,45
191,0,02170,Hal Sutton,156.8,265325000,47
192,0,23983,Luke Donald,156.9,367056000,65
193,0,10457,Frank Nobilo,157.8,517039000,91
194,0,07721,Pat Bates,159.1,366595000,64
195,0,06012,Greg Kraft,159.3,412806000,72
196,0,23541,Ben Crane,159.6,333142000,58
197,0,02214,Kirk Triplett,160.8,295269000,51
198,0,01599,Steve Jones,161.2,330682000,57
199,0,06078,Esteban Toledo,163.7,442034000,75
200,0,01928,Corey Pavin,163.9,383446000,65
201,0,01920,Craig Parry,164.8,326305000,55
202,0,02257,Brian Watts,178.5,308409000,48
