RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,10117,Bob Heintz,143.4,898255000,174
2,0,08993,Franklin Langham,144.0,1218154000,235
3,0,01771,Blaine McCallister,144.6,1145049000,220
4,0,12782,Tim Herron,144.7,1401378000,269
5,0,01475,Donnie Hammond,145.1,825596000,158
6,0,06613,Tommy Tolles,145.2,946426000,181
7,0,01927,Dennis Paulson,145.3,1365395000,261
8,0,10912,Craig Perks,145.4,958061000,183
9,0,22293,Heath Slocum,145.8,1349311000,257
9,0,26289,Boo Weekley,145.8,829121000,158
11,0,19881,Robert Damron,146.3,1243051000,236
12,0,22046,Geoff Ogilvy,146.4,1170221000,222
13,0,01723,Andrew Magee,146.6,1134832000,215
14,0,21949,Joe Ogilvie,147.1,863004000,163
15,0,10201,Matt Gogel,147.2,1128841000,213
16,0,12663,Phil Tataurangi,147.4,1210102000,228
17,0,23135,Tim Clark,147.5,1125907000,212
17,0,23800,Bryce Molder,147.5,1136701000,214
19,0,19824,Craig Barlow,147.6,1078932000,203
19,0,23903,Stephen Gangluff,147.6,1259127000,237
19,0,02133,Craig Stadler,147.6,733369000,138
22,0,07749,Brett Quigley,147.7,1382881000,260
23,0,08123,Jeff Brehaut,147.8,1409975000,265
23,0,01142,Bart Bryant,147.8,1085682000,204
23,0,01887,Mark O'Meara,147.8,760800000,143
23,0,02104,Jeff Sluman,147.8,1857058000,349
27,0,01938,David Peoples,148.0,1673357000,314
28,0,02002,John Riegger,148.4,1431337000,268
29,0,01035,Tommy Armour III,148.5,1138924000,213
30,0,10425,Jay Williamson,148.6,1471446000,275
31,0,02206,David Toms,148.9,1543369000,288
32,0,01042,Paul Azinger,149.0,686666000,128
33,0,20098,Stuart Appleby,149.1,1169818000,218
34,0,01203,Russ Cochran,149.2,1025756000,191
34,0,10565,Ian Leggatt,149.2,1434389000,267
34,0,02099,Scott Simpson,149.2,923803000,172
37,0,01706,Davis Love III,149.3,1171595000,218
38,0,01307,Joel Edwards,149.4,1721233000,320
39,0,01381,Fred Funk,149.5,1630618000,303
39,0,08537,J.P. Hayes,149.5,985188000,183
41,0,06527,Steve Stricker,149.6,743047000,138
42,0,12823,Carlos Franco,149.9,1786697000,331
43,0,23623,Bo Van Pelt,150.3,1217157000,225
44,0,24937,Jess Daley,150.4,1283015000,237
44,0,06617,Brian Henninger,150.4,1104198000,204
44,0,06332,Neal Lancaster,150.4,1483668000,274
44,0,01948,Tim Petrovic,150.4,1353964000,250
48,0,07721,Pat Bates,150.5,1484304000,274
49,0,01157,Tom Byrum,150.6,1198488000,221
50,0,11032,Frank Lickliter II,150.7,1204402000,222
50,0,10649,Tom Scherrer,150.7,1513726000,279
52,0,20498,Briny Baird,150.8,1645155000,303
52,0,23614,Rich Beem,150.8,1367824000,252
52,0,01249,John Daly,150.8,466867000,86
52,0,08931,Glen Day,150.8,1850750000,341
52,0,23983,Luke Donald,150.8,1672295000,308
52,0,06621,Joe Durant,150.8,1199506000,221
58,0,20593,Greg Chalmers,150.9,1184613000,218
58,0,08535,Gary Nicklaus,150.9,956189000,176
58,0,02110,Jerry Smith,150.9,1325291000,244
61,0,12510,Chad Campbell,151.0,1647417000,303
61,0,24357,K.J. Choi,151.0,1250111000,230
61,0,01226,Fred Couples,151.0,587139000,108
61,0,21259,Jason Hill,151.0,875470000,161
65,0,09011,David Duval,151.1,962642000,177
65,0,01920,Craig Parry,151.1,1093047000,201
67,0,06809,Bob Burns,151.2,1447542000,266
67,0,10107,Deane Pappas,151.2,1257152000,231
69,0,01577,Lee Janzen,151.3,1312847000,241
70,0,01361,Dan Forsman,151.4,1417162000,260
70,0,11011,Mike Sposa,151.4,1792738000,329
70,0,02239,Scott Verplank,151.4,1177384000,216
70,0,10423,Mike Weir,151.4,1171682000,215
74,0,19972,José Coceres,151.5,747367000,137
74,0,10809,Jim Furyk,151.5,1194266000,219
74,0,20663,Brenden Pappas,151.5,932481000,171
77,0,01132,Mark Brooks,151.7,1441759000,264
77,0,21805,Harrison Frazar,151.7,1157909000,212
79,0,20572,Rod Pampling,151.8,1202128000,220
80,0,23338,David Gossett,151.9,1547764000,283
80,0,01527,Scott Hoch,151.9,1033365000,189
80,0,02245,Grant Waite,151.9,1498641000,274
80,0,02257,Brian Watts,151.9,809145000,148
84,0,01175,Jim Carter,152.0,1351927000,247
85,0,21633,Steve Allan,152.1,1390849000,254
85,0,19846,Brian Gay,152.1,1675479000,306
85,0,01619,Skip Kendall,152.1,1505614000,275
88,0,06197,Michael Allen,152.3,1031087000,188
88,0,06016,Brad Lardon,152.3,942751000,172
88,0,02106,Chris Smith,152.3,1408629000,257
91,0,23541,Ben Crane,152.4,1289266000,235
91,0,01329,Brad Faxon,152.4,1212815000,221
91,0,06567,Vijay Singh,152.4,1486986000,271
94,0,01320,Bob Estes,152.5,1405431000,256
94,0,06515,Shaun Micheel,152.5,1597120000,291
96,0,20105,Jeff Gove,152.7,1599900000,291
96,0,10585,Scott McCarron,152.7,1412391000,257
98,0,01569,Peter Jacobsen,152.8,1155198000,210
98,0,01685,J.L. Lewis,152.8,1418900000,258
100,0,01139,Olin Browne,152.9,1755985000,319
100,0,01219,John Cook,152.9,946581000,172
102,0,01098,Jay Don Blake,153.0,1575768000,286
102,0,01378,David Frost,153.0,1503710000,273
104,0,06643,Paul Goydos,153.1,1135654000,206
104,0,01707,Steve Lowery,153.1,1333601000,242
104,0,01945,Kenny Perry,153.1,1405090000,255
104,0,02214,Kirk Triplett,153.1,1063701000,193
104,0,23322,Brett Wetterich,153.1,1323051000,240
109,0,20574,Mathew Goggin,153.2,1070257000,194
109,0,20157,Retief Goosen,153.2,832555000,151
109,0,06373,José María Olazábal,153.2,810674000,147
112,0,06004,Stephen Ames,153.3,1082026000,196
112,0,06498,Matt Peterson,153.3,1456656000,264
112,0,23177,Kenneth Staton,153.3,1677311000,304
112,0,20436,Garrett Willis,153.3,1131268000,205
116,0,20029,Notah Begay III,153.4,1396997000,253
116,0,01374,Robin Freeman,153.4,1225596000,222
116,0,21209,Sergio Garcia,153.4,889222000,161
116,0,20502,Michael Long,153.4,1331292000,241
116,0,08793,Tiger Woods,153.4,811751000,147
121,0,07457,Steve Flesch,153.5,1398131000,253
121,0,01677,Tom Lehman,153.5,873381000,158
121,0,08553,Lee Porter,153.5,1431587000,259
124,0,07223,Brian Bateman,153.6,1526597000,276
124,0,01810,Phil Mickelson,153.6,1365836000,247
126,0,12645,Brent Geiberger,153.7,1322555000,239
126,0,08881,Tripp Isenhour,153.7,1106764000,200
128,0,01553,John Huston,153.8,1245778000,225
128,0,02322,Richard Zokol,153.8,764286000,138
130,0,10885,Robert Allenby,153.9,1529351000,276
131,0,20043,Edward Fryatt,154.0,1325403000,239
131,0,01724,Jeff Maggert,154.0,1136249000,205
133,0,01161,Mark Calcavecchia,154.1,798694000,144
134,0,01514,Eduardo Herrera,154.2,1132699000,204
134,0,10962,Bradley Hughes,154.2,949106000,171
134,0,12680,Shigeki Maruyama,154.2,1082517000,195
134,0,02223,Bob Tway,154.2,1565786000,282
138,0,19817,Michael Muehr,154.3,961131000,173
138,0,22913,John Rollins,154.3,1877676000,338
140,0,10860,Justin Leonard,154.4,1450357000,261
141,0,07867,Woody Austin,154.5,1723826000,310
141,0,12826,Paul Claxton,154.5,1490969000,268
143,0,02246,Duffy Waldorf,154.6,1224045000,220
144,0,07003,David Berganio Jr.,154.7,1375961000,247
144,0,01313,Steve Elkington,154.7,1097203000,197
144,0,20548,Hidemichi Tanaka,154.7,1526042000,274
147,0,23125,Brad Elder,154.8,1148231000,206
147,0,24361,Pat Perez,154.8,1114630000,200
149,0,12388,Michael Clark II,154.9,1595128000,286
149,0,06036,Scott Dunlap,154.9,1210246000,217
149,0,21961,Charles Howell III,154.9,1544421000,277
149,0,08375,Paul Stankowski,154.9,1338649000,240
149,0,02170,Hal Sutton,154.9,942336000,169
154,0,06012,Greg Kraft,155.1,1378736000,247
155,0,20095,Carl Paulson,155.4,1431925000,256
156,0,06251,Chris DiMarco,155.5,1450193000,259
156,0,21806,Paul Gow,155.5,1551020000,277
156,0,06575,Dudley Hart,155.5,1119382000,200
156,0,08339,Spike McRoy,155.5,1046591000,187
160,0,08633,Per-Ulrik Johansson,155.6,1277544000,228
161,0,10733,Kent Jones,155.7,1659202000,296
161,0,06315,Pete Jordan,155.7,1267032000,226
161,0,23108,Matt Kuchar,155.7,1154581000,206
164,0,08075,Jerry Kelly,155.8,1570957000,280
165,0,12652,Cameron Beckman,155.9,1139547000,203
166,0,01766,Billy Mayfair,156.0,1308240000,233
167,0,20229,Stewart Cink,156.1,1174669000,209
168,0,10213,Dicky Pride,156.2,1046125000,186
168,0,20566,Kaname Yokoo,156.2,1045838000,186
170,0,01549,Mike Hulbert,156.3,787508000,140
171,0,01024,Billy Andrade,156.4,1463664000,260
171,0,24925,Jonathan Byrd,156.4,1407815000,250
171,0,02010,Loren Roberts,156.4,1576210000,280
174,0,06350,Bob May,156.7,1556553000,276
175,0,01941,Tom Pernice Jr.,156.8,1507440000,267
176,0,23353,J.J. Henry,157.0,1825767000,323
176,0,10457,Frank Nobilo,157.0,1458457000,258
176,0,23621,Rory Sabbatini,157.0,853651000,151
179,0,20634,Peter Lonard,157.1,1306583000,231
179,0,20127,Chris Riley,157.1,1640583000,290
181,0,01014,Fulton Allem,157.2,984454000,174
181,0,01388,Robert Gamez,157.2,1290384000,228
183,0,19958,Miguel Angel Jiménez,157.3,741604000,131
184,0,01797,Rocco Mediate,157.7,1061351000,187
185,0,01599,Steve Jones,158.0,984331000,173
185,0,01666,Bernhard Langer,158.0,557447000,98
187,0,01928,Corey Pavin,158.1,1081385000,190
188,0,08545,Glen Hnatiuk,158.3,1755175000,308
189,0,06573,Brandt Jobe,158.6,1655717000,290
190,0,20094,Jonathan Kaye,158.7,1456801000,255
191,0,12753,David Morland IV,158.9,1035500000,181
191,0,20645,John Senden,158.9,1316043000,230
191,0,06595,Kevin Sutherland,158.9,1246791000,218
194,0,01761,Len Mattiace,159.0,1842757000,322
195,0,06078,Esteban Toledo,159.2,1530246000,267
196,0,01457,Jay Haas,159.4,1153605000,201
197,0,02101,Joey Sindelar,159.5,1779956000,310
198,0,06522,Ernie Els,159.7,983104000,171
199,0,12660,Jesper Parnevik,160.5,774202000,134
200,0,01185,Brandel Chamblee,160.8,1488034000,257
200,0,01968,Nick Price,160.8,1122924000,194
202,0,01926,Steve Pate,164.2,922167000,156
