RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,01098,Jay Don Blake,18
1,0,20572,Rod Pampling,18
3,0,20566,Kaname Yokoo,17
4,0,01619,Skip Kendall,16
4,0,01685,J.L. Lewis,16
4,0,20127,Chris Riley,16
4,0,22913,John Rollins,16
8,0,01374,Robin Freeman,15
8,0,02239,Scott Verplank,15
10,0,20593,Greg Chalmers,14
10,0,01329,Brad Faxon,14
10,0,01577,Lee Janzen,14
10,0,23108,Matt Kuchar,14
10,0,06332,Neal Lancaster,14
10,0,01723,Andrew Magee,14
10,0,06350,Bob May,14
10,0,24361,Pat Perez,14
10,0,06613,Tommy Tolles,14
19,0,20098,Stuart Appleby,13
19,0,23541,Ben Crane,13
19,0,06251,Chris DiMarco,13
19,0,23983,Luke Donald,13
19,0,23125,Brad Elder,13
19,0,01761,Len Mattiace,13
19,0,01928,Corey Pavin,13
19,0,23177,Kenneth Staton,13
27,0,07457,Steve Flesch,12
27,0,19846,Brian Gay,12
27,0,06617,Brian Henninger,12
27,0,01707,Steve Lowery,12
27,0,01810,Phil Mickelson,12
27,0,02101,Joey Sindelar,12
33,0,21633,Steve Allan,11
33,0,01042,Paul Azinger,11
33,0,01203,Russ Cochran,11
33,0,01219,John Cook,11
33,0,12823,Carlos Franco,11
33,0,01378,David Frost,11
33,0,23903,Stephen Gangluff,11
33,0,06573,Brandt Jobe,11
33,0,20634,Peter Lonard,11
33,0,01706,Davis Love III,11
33,0,01724,Jeff Maggert,11
33,0,01938,David Peoples,11
33,0,22293,Heath Slocum,11
33,0,06595,Kevin Sutherland,11
33,0,02206,David Toms,11
33,0,02223,Bob Tway,11
49,0,12652,Cameron Beckman,10
49,0,12510,Chad Campbell,10
49,0,24357,K.J. Choi,10
49,0,08931,Glen Day,10
49,0,01313,Steve Elkington,10
49,0,01553,John Huston,10
49,0,01569,Peter Jacobsen,10
49,0,06315,Pete Jordan,10
49,0,20094,Jonathan Kaye,10
49,0,10565,Ian Leggatt,10
49,0,12753,David Morland IV,10
49,0,10457,Frank Nobilo,10
49,0,01945,Kenny Perry,10
49,0,10649,Tom Scherrer,10
49,0,08375,Paul Stankowski,10
49,0,23322,Brett Wetterich,10
65,0,20498,Briny Baird,9
65,0,01132,Mark Brooks,9
65,0,01139,Olin Browne,9
65,0,24925,Jonathan Byrd,9
65,0,01157,Tom Byrum,9
65,0,01161,Mark Calcavecchia,9
65,0,12826,Paul Claxton,9
65,0,01381,Fred Funk,9
65,0,23338,David Gossett,9
65,0,21806,Paul Gow,9
65,0,01457,Jay Haas,9
65,0,21961,Charles Howell III,9
65,0,19958,Miguel Angel Jiménez,9
65,0,08075,Jerry Kelly,9
65,0,12680,Shigeki Maruyama,9
65,0,10585,Scott McCarron,9
65,0,22046,Geoff Ogilvy,9
65,0,20095,Carl Paulson,9
65,0,10912,Craig Perks,9
65,0,06498,Matt Peterson,9
65,0,01948,Tim Petrovic,9
65,0,23621,Rory Sabbatini,9
65,0,20645,John Senden,9
65,0,06567,Vijay Singh,9
65,0,02104,Jeff Sluman,9
65,0,10425,Jay Williamson,9
91,0,06004,Stephen Ames,8
91,0,01035,Tommy Armour III,8
91,0,07223,Brian Bateman,8
91,0,07721,Pat Bates,8
91,0,19881,Robert Damron,8
91,0,01307,Joel Edwards,8
91,0,01320,Bob Estes,8
91,0,06643,Paul Goydos,8
91,0,01475,Donnie Hammond,8
91,0,08545,Glen Hnatiuk,8
91,0,01527,Scott Hoch,8
91,0,10860,Justin Leonard,8
91,0,01887,Mark O'Meara,8
91,0,01968,Nick Price,8
91,0,02099,Scott Simpson,8
91,0,02110,Jerry Smith,8
91,0,11011,Mike Sposa,8
91,0,06527,Steve Stricker,8
91,0,20548,Hidemichi Tanaka,8
91,0,06078,Esteban Toledo,8
91,0,23623,Bo Van Pelt,8
91,0,02245,Grant Waite,8
91,0,02257,Brian Watts,8
114,0,06197,Michael Allen,7
114,0,10885,Robert Allenby,7
114,0,08123,Jeff Brehaut,7
114,0,23135,Tim Clark,7
114,0,20043,Edward Fryatt,7
114,0,12645,Brent Geiberger,7
114,0,06575,Dudley Hart,7
114,0,12782,Tim Herron,7
114,0,08881,Tripp Isenhour,7
114,0,08633,Per-Ulrik Johansson,7
114,0,10733,Kent Jones,7
114,0,11032,Frank Lickliter II,7
114,0,01797,Rocco Mediate,7
114,0,19817,Michael Muehr,7
