RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
1,0,35450,Patrick Cantlay,68.60,3224,47
2,0,48081,Xander Schauffele,68.88,2893,42
3,0,33448,Justin Thomas,68.98,3173,46
4,0,36801,Mark Hubbard,69.11,2419,35
5,0,39971,Sungjae Im,69.17,3666,53
6,0,32839,Hideki Matsuyama,69.21,2630,38
6,0,46046,Scottie Scheffler,69.21,3668,53
8,0,29725,Tony Finau,69.26,2701,39
8,0,28237,Rory McIlroy,69.26,2909,42
10,0,35891,Cameron Smith,69.37,2636,38
11,0,40098,Matt Fitzpatrick,69.41,2846,41
12,0,39546,Keith Mitchell,69.50,2780,40
13,0,34098,Russell Henley,69.58,2783,40
14,0,33204,Shane Lowry,69.59,2366,34
15,0,46402,Talor Gooch,69.65,2786,40
16,0,46970,Jon Rahm,69.67,2926,42
17,0,29420,Billy Horschel,69.70,2300,33
17,0,45486,Joaquin Niemann,69.70,3276,47
19,0,45157,Cam Davis,69.80,2862,41
19,0,47993,Denny McCarthy,69.80,3769,54
19,0,37189,Harold Varner III,69.80,2862,41
22,0,49964,Aaron Wise,69.83,3631,52
23,0,50525,Collin Morikawa,69.87,2096,30
23,0,30927,Brendon Todd,69.87,2655,38
25,0,39324,J.J. Spaun,69.89,3285,47
26,0,28252,Seamus Power,69.91,3006,43
26,0,34610,Matthias Schwab,69.91,2447,35
28,0,46435,Austin Cook,69.93,2028,29
29,0,22405,Justin Rose,69.96,1609,23
30,0,46717,Viktor Hovland,69.97,2519,36
30,0,34174,John Huh,69.97,2379,34
30,0,26300,Matt Jones,69.97,2099,30
33,0,27644,Brian Harman,69.98,2869,41
33,0,57366,Cameron Young,69.98,3429,49
35,0,45526,Abraham Ancer,70.00,1890,27
35,0,23621,Rory Sabbatini,70.00,1680,24
35,0,47483,Will Zalatoris,70.00,3290,47
38,0,47504,Sam Burns,70.02,3431,49
39,0,32816,Satoshi Kodaira,70.04,1611,23
40,0,39997,Corey Conners,70.05,2802,40
40,0,30926,Chris Kirk,70.05,2872,41
40,0,40250,Taylor Pendrith,70.05,2662,38
40,0,34046,Jordan Spieth,70.05,2732,39
40,0,51894,Vince Whaley,70.05,2732,39
45,0,29478,Kevin Kisner,70.06,2382,34
45,0,31420,Anirban Lahiri,70.06,2452,35
45,0,27349,Alex Noren,70.06,2242,32
45,0,30692,Scott Stallings,70.06,3573,51
49,0,36799,Stephan Jaeger,70.07,3013,43
50,0,24924,Bill Haas,70.08,2803,40
51,0,23108,Matt Kuchar,70.10,2804,40
52,0,45522,Christiaan Bezuidenhout,70.11,2594,37
52,0,46414,Aaron Rai,70.11,3085,44
54,0,36871,Matthew NeSmith,70.12,3015,43
