RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,20766,Padraig Harrington,9.24,119,11
2,0,22792,Peter Hanson,9.09,110,10
3,0,24024,Zach Johnson,8.71,264,23
4,0,01810,Phil Mickelson,8.70,207,18
5,0,06527,Steve Stricker,8.51,141,12
6,0,27649,Brandt Snedeker,8.37,215,18
7,0,30711,Colt Knost,8.30,241,20
8,0,25572,Graeme McDowell,8.03,137,11
9,0,32102,Rickie Fowler,7.93,227,18
10,0,21209,Sergio Garcia,7.84,204,16
11,0,23788,D.J. Trahan,7.78,167,13
12,0,23320,Ryan Palmer,7.69,247,19
13,0,20104,Ken Duke,7.58,277,21
13,0,27556,Ted Potter Jr.,7.58,211,16
15,0,35539,Luke Guthrie,7.57,251,19
16,0,22371,Aaron Baddeley,7.55,212,16
17,0,30926,Chris Kirk,7.36,258,19
18,0,12782,Tim Herron,7.27,165,12
19,0,20160,Charlie Wi,7.17,237,17
20,0,20593,Greg Chalmers,7.01,271,19
21,0,32200,Roberto Castro,6.95,331,23
22,0,34098,Russell Henley,6.94,288,20
23,0,28135,Aaron Watkins,6.90,145,10
24,0,06004,Stephen Ames,6.86,175,12
25,0,25345,Carl Pettersson,6.85,248,17
26,0,34261,Scott Langley,6.84,234,16
27,0,30750,Tommy Gainey,6.79,265,18
28,0,35139,Richard Lee,6.77,325,22
29,0,24507,Jason Bohn,6.76,222,15
30,0,31323,Gary Woodland,6.73,327,22
31,0,31557,Jim Herman,6.67,195,13
31,0,34046,Jordan Spieth,6.67,210,14
33,0,26331,Charl Schwartzel,6.63,196,13
34,0,24924,Bill Haas,6.62,302,20
34,0,10423,Mike Weir,6.62,151,10
36,0,24490,George McNeill,6.54,260,17
37,0,23135,Tim Clark,6.52,138,9
38,0,20443,Jin Park,6.49,185,12
39,0,28092,D.H. Lee,6.46,263,17
40,0,21731,Freddie Jacobson,6.40,172,11
41,0,22806,Doug LaBelle II,6.35,252,16
42,0,31202,William McGirt,6.27,287,18
42,0,22913,John Rollins,6.27,255,16
44,0,29425,Andrew Svoboda,6.21,145,9
45,0,28089,Jason Day,6.20,258,16
46,0,01116,Michael Bradley,6.19,194,12
47,0,26497,Casey Wittenberg,6.12,245,15
48,0,12510,Chad Campbell,6.05,314,19
49,0,19846,Brian Gay,5.97,201,12
50,0,01320,Bob Estes,5.95,252,15
51,0,20098,Stuart Appleby,5.88,340,20
51,0,30852,Ryo Ishikawa,5.88,204,12
53,0,08725,Tom Gillis,5.86,239,14
53,0,26851,Marc Leishman,5.86,256,15
