RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,21209,Sergio Garcia,60.17,145,241
2,0,33448,Justin Thomas,60.00,237,395
3,1,32448,James Hahn,59.79,116,194
4,1,27064,Jhonattan Vegas,59.77,159,266
5,1,25364,Paul Casey,59.65,170,285
6,1,33449,Zack Sucher,59.57,140,235
7,2,24361,Pat Perez,59.30,169,285
8,2,33419,Cameron Tringale,59.01,239,405
9,-1,29725,Tony Finau,58.88,285,484
10,1,22056,Cameron Percy,58.75,151,257
11,-8,34099,Harris English,58.72,239,407
12,0,27556,Ted Potter Jr.,58.68,142,242
13,0,56762,Will Gordon,58.64,112,191
14,0,35658,Kris Ventura,58.47,145,248
15,0,27129,Luke List,58.39,240,411
16,2,28252,Seamus Power,57.84,107,185
17,2,28420,Ryan Brehm,57.82,207,358
18,3,32662,Michael Gligic,57.72,157,272
19,3,31646,Emiliano Grillo,57.65,177,307
19,3,30944,Jason Kokrak,57.65,211,366
21,3,39953,Chase Seiffert,57.60,163,283
22,-5,48081,Xander Schauffele,57.58,224,389
23,6,34363,Tyrrell Hatton,57.33,129,225
23,2,23788,D.J. Trahan,57.33,133,232
25,1,34255,Joseph Bramlett,57.28,181,316
26,1,21407,Arjun Atwal,57.24,83,145
27,1,40042,Tyler McCumber,57.23,194,339
28,3,46550,Brandon Hagy,57.14,180,315
29,3,29535,Brice Garnett,57.09,165,289
30,3,34563,Chesson Hadley,57.04,154,270
31,3,30692,Scott Stallings,57.00,228,400
32,3,46441,Robby Shelton,56.99,220,386
33,3,47504,Sam Burns,56.95,209,367
34,3,33667,Carlos Ortiz,56.89,256,450
35,3,10809,Jim Furyk,56.83,79,139
36,3,33490,Bo Hoag,56.81,196,345
37,-8,45486,Joaquin Niemann,56.80,263,463
38,2,12716,Charley Hoffman,56.74,202,356
39,2,29974,Branden Grace,56.69,144,254
40,2,25900,Lucas Glover,56.67,187,330
41,2,52375,Doug Ghim,56.65,115,203
42,2,34098,Russell Henley,56.44,171,303
43,2,30110,Kyle Stanley,56.34,120,213
44,2,24924,Bill Haas,56.30,134,238
45,2,27095,Nick Watney,56.20,154,274
46,2,27349,Alex Noren,56.10,184,328
47,2,27330,Josh Teater,56.04,102,182
48,2,20229,Stewart Cink,55.95,174,311
49,-30,40026,Daniel Berger,55.90,180,322
50,2,29484,Peter Uihlein,55.70,176,316
51,2,49964,Aaron Wise,55.56,140,252
52,2,53165,Doc Redman,55.49,202,364
53,2,29926,Danny Lee,55.45,229,413
54,2,27974,Sung Kang,55.41,251,453
55,2,35461,Beau Hossler,55.09,238,432
56,3,34314,Sebastian Cappelen,54.97,199,362
57,3,34431,Robert Streb,54.95,161,293
58,4,36871,Matthew NeSmith,54.84,187,341
59,2,46046,Scottie Scheffler,54.83,244,445
60,3,25818,Scott Piercy,54.81,188,343
61,5,26758,David Hearn,54.67,123,225
62,6,32839,Hideki Matsuyama,54.50,242,444
63,4,31323,Gary Woodland,54.47,189,347
64,5,49766,Hank Lebioda,54.43,166,305
65,5,19846,Brian Gay,54.40,198,364
65,-14,50525,Collin Morikawa,54.40,210,386
67,4,46442,Maverick McNealy,54.28,241,444
68,4,48119,Ben Taylor,54.25,134,247
69,4,47347,Adam Schenk,54.24,211,389
70,4,27214,Kevin Streelman,54.18,188,347
71,4,26596,Ryan Moore,54.17,104,192
72,4,26300,Matt Jones,54.15,235,434
73,4,36699,Patrick Rodgers,54.09,324,599
74,5,36689,Brooks Koepka,54.05,140,259
75,5,29970,Dylan Frittelli,54.00,243,450
76,5,26476,Chez Reavie,53.99,176,326
77,5,30163,Henrik Norlander,53.97,170,315
78,5,30911,Tommy Fleetwood,53.95,116,215
79,-15,47959,Bryson DeChambeau,53.78,199,370
80,6,33122,Russell Knox,53.75,179,333
80,6,25804,Bubba Watson,53.75,208,387
82,6,33486,Roger Sloan,53.69,160,298
83,6,39997,Corey Conners,53.67,183,341
84,6,31420,Anirban Lahiri,53.65,103,192
85,-8,34360,Patrick Reed,53.63,244,455
86,5,33404,Chris Baker,53.59,112,209
86,5,45157,Cam Davis,53.59,179,334
88,5,33948,Byeong Hun An,53.56,256,478
89,5,33597,Harry Higgs,53.53,235,439
90,6,24024,Zach Johnson,53.46,170,318
91,-26,23320,Ryan Palmer,53.42,203,380
92,5,35450,Patrick Cantlay,53.23,140,263
92,5,28679,Fabián Gómez,53.23,140,263
94,5,35532,Tom Hoge,53.19,217,408
94,5,27649,Brandt Snedeker,53.19,150,282
96,5,33204,Shane Lowry,53.14,127,239
97,5,35732,Wes Roach,53.11,111,209
98,9,46717,Viktor Hovland,53.03,201,379
99,5,32618,Rhein Gibson,52.98,178,336
99,5,32254,Xinjun Zhang,52.98,231,436
101,-17,29221,Webb Simpson,52.94,126,238
101,5,51894,Vince Whaley,52.94,117,221
103,13,30925,Dustin Johnson,52.84,149,282
104,-9,29478,Kevin Kisner,52.68,187,355
104,4,32640,Troy Merritt,52.68,177,336
106,3,29268,Bronson Burgoon,52.67,158,300
107,3,37189,Harold Varner III,52.66,208,395
108,3,35449,Adam Long,52.60,243,462
108,3,48887,Matt Wallace,52.60,152,289
110,3,29908,C.T. Pan,52.58,163,310
111,3,46402,Talor Gooch,52.48,254,484
112,3,49298,Kramer Hickok,52.44,118,225
