RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,33490,Bo Hoag,87.86,246,280,-0.35
2,0,30110,Kyle Stanley,87.85,188,214,-0.44
3,0,27330,Josh Teater,87.34,138,158,-0.43
4,0,32448,James Hahn,87.16,129,148,-0.52
5,0,24138,Ian Poulter,86.98,147,169,-0.57
6,0,19803,Ryan Armour,86.73,196,226,-0.44
7,0,27936,Martin Laird,86.71,137,158,-0.43
8,0,29908,C.T. Pan,86.60,168,194,-0.38
9,0,33404,Chris Baker,86.49,160,185,-0.39
10,0,32333,Kevin Tway,86.34,177,205,-0.42
11,0,10809,Jim Furyk,86.13,149,173,-0.40
12,0,24024,Zach Johnson,85.89,213,248,-0.47
13,0,30692,Scott Stallings,85.82,242,282,-0.47
14,0,53165,Doc Redman,85.75,319,372,-0.45
15,0,34098,Russell Henley,85.71,240,280,-0.45
16,0,24924,Bill Haas,85.57,172,201,-0.37
17,0,24361,Pat Perez,85.44,176,206,-0.38
18,1,37189,Harold Varner III,85.32,279,327,-0.46
19,0,34099,Harris English,85.29,290,340,-0.43
20,1,25686,Jason Dufner,85.27,249,292,-0.40
20,1,34563,Chesson Hadley,85.27,220,258,-0.48
22,-4,50525,Collin Morikawa,85.22,323,379,-0.51
23,1,49964,Aaron Wise,84.95,175,206,-0.37
24,2,26596,Ryan Moore,84.94,141,166,-0.43
25,2,25364,Paul Casey,84.92,214,252,-0.43
26,2,22056,Cameron Percy,84.90,163,192,-0.48
27,5,48081,Xander Schauffele,84.82,313,369,-0.51
28,16,35891,Cameron Smith,84.81,240,283,-0.48
29,0,27095,Nick Watney,84.54,164,194,-0.46
30,0,34255,Joseph Bramlett,84.51,180,213,-0.43
31,2,47128,Richy Werenski,84.34,210,249,-0.47
32,2,52375,Doug Ghim,84.21,112,133,-0.38
33,2,39997,Corey Conners,84.18,314,373,-0.41
34,-11,29221,Webb Simpson,84.07,227,270,-0.55
34,2,48887,Matt Wallace,84.07,190,226,-0.47
36,11,29725,Tony Finau,83.93,303,361,-0.50
37,1,25900,Lucas Glover,83.92,261,311,-0.45
38,1,32757,Patton Kizzire,83.90,198,236,-0.46
39,1,47504,Sam Burns,83.86,291,347,-0.47
39,6,33448,Justin Thomas,83.86,317,378,-0.50
41,0,21209,Sergio Garcia,83.84,192,229,-0.41
42,1,33399,Adam Hadwin,83.78,248,296,-0.46
43,3,26476,Chez Reavie,83.60,260,311,-0.46
44,4,35450,Patrick Cantlay,83.55,259,310,-0.47
45,-21,28237,Rory McIlroy,83.54,269,322,-0.49
46,3,25572,Graeme McDowell,83.52,152,182,-0.38
47,3,33204,Shane Lowry,83.51,157,188,-0.47
48,3,19846,Brian Gay,83.50,253,303,-0.40
48,3,27963,Chris Stroud,83.50,167,200,-0.38
50,3,31560,Brian Stuard,83.49,268,321,-0.38
51,3,29484,Peter Uihlein,83.42,161,193,-0.45
52,3,27649,Brandt Snedeker,83.40,221,265,-0.39
53,3,28252,Seamus Power,83.33,100,120,-0.52
54,14,34360,Patrick Reed,83.29,304,365,-0.54
55,2,46402,Talor Gooch,83.24,293,352,-0.48
56,3,21961,Charles Howell III,83.22,238,286,-0.45
57,3,47993,Denny McCarthy,83.17,252,303,-0.54
58,3,32254,Xinjun Zhang,83.14,281,338,-0.47
59,3,27129,Luke List,83.06,309,372,-0.46
60,3,28775,Nate Lashley,82.99,200,241,-0.45
61,3,33141,Keegan Bradley,82.98,234,282,-0.41
62,3,56762,Will Gordon,82.95,107,129,-0.43
63,3,20229,Stewart Cink,82.94,209,252,-0.40
64,3,30163,Henrik Norlander,82.86,232,280,-0.45
65,-8,46970,Jon Rahm,82.84,309,373,-0.51
66,3,36871,Matthew NeSmith,82.81,212,256,-0.43
67,3,32618,Rhein Gibson,82.78,149,180,-0.40
68,3,33667,Carlos Ortiz,82.76,312,377,-0.43
69,4,49960,Sepp Straka,82.67,291,352,-0.48
70,4,12716,Charley Hoffman,82.65,243,294,-0.49
71,1,40026,Daniel Berger,82.64,238,288,-0.58
72,3,29268,Bronson Burgoon,82.55,194,235,-0.47
73,3,37275,Sam Ryder,82.54,260,315,-0.45
74,3,34021,Bud Cauley,82.52,236,286,-0.45
75,3,36801,Mark Hubbard,82.48,306,371,-0.52
76,4,22371,Aaron Baddeley,82.11,156,190,-0.47
77,4,36689,Brooks Koepka,82.06,183,223,-0.46
78,4,45157,Cam Davis,82.04,233,284,-0.50
78,4,33449,Zack Sucher,82.04,137,167,-0.35
80,-1,30927,Brendon Todd,81.99,296,361,-0.43
81,1,45486,Joaquin Niemann,81.98,323,394,-0.40
82,4,32640,Troy Merritt,81.91,240,293,-0.43
83,5,25818,Scott Piercy,81.88,235,287,-0.44
84,5,33120,Mark Anderson,81.86,167,204,-0.34
85,24,46717,Viktor Hovland,81.82,279,341,-0.47
85,5,25493,Nick Taylor,81.82,234,286,-0.44
85,5,27064,Jhonattan Vegas,81.82,189,231,-0.45
88,4,37455,Si Woo Kim,81.77,314,384,-0.41
88,4,32139,Danny Willett,81.77,148,181,-0.42
90,4,35532,Tom Hoge,81.74,291,356,-0.43
91,4,51894,Vince Whaley,81.72,152,186,-0.42
92,4,31646,Emiliano Grillo,81.71,210,257,-0.49
93,4,27349,Alex Noren,81.70,192,235,-0.53
94,4,35732,Wes Roach,81.68,107,131,-0.28
95,4,27556,Ted Potter Jr.,81.67,147,180,-0.35
96,4,27554,Scott Harrington,81.53,287,352,-0.41
97,4,24502,Adam Scott,81.50,141,173,-0.49
98,4,23108,Matt Kuchar,81.38,201,247,-0.47
99,4,46441,Robby Shelton,81.37,249,306,-0.48
100,4,26758,David Hearn,81.35,157,193,-0.39
101,4,40058,Zac Blair,81.25,221,272,-0.41
101,10,48822,Sebastián Muñoz,81.25,377,464,-0.47
103,3,28089,Jason Day,81.16,168,207,-0.43
104,4,29535,Brice Garnett,81.14,185,228,-0.43
105,5,26300,Matt Jones,80.97,285,352,-0.46
106,6,21407,Arjun Atwal,80.81,80,99,-0.40
107,6,27214,Kevin Streelman,80.80,261,323,-0.47
108,6,47347,Adam Schenk,80.76,256,317,-0.46
108,6,29518,Brendan Steele,80.76,256,317,-0.45
110,6,32662,Michael Gligic,80.68,167,207,-0.46
111,10,32839,Hideki Matsuyama,80.64,279,346,-0.49
112,-26,29420,Billy Horschel,80.63,258,320,-0.48
113,6,46435,Austin Cook,80.57,228,283,-0.36
114,6,25632,Jimmy Walker,80.56,174,216,-0.47
115,6,33948,Byeong Hun An,80.55,294,365,-0.40
116,-10,23320,Ryan Palmer,80.39,250,311,-0.54
117,7,32150,Michael Thompson,80.37,217,270,-0.44
118,7,33122,Russell Knox,80.36,221,275,-0.39
119,7,23788,D.J. Trahan,80.34,143,178,-0.45
120,7,23621,Rory Sabbatini,80.33,196,244,-0.42
121,7,23325,Vaughn Taylor,80.29,167,208,-0.40
122,7,35310,Lanto Griffin,80.22,361,450,-0.47
123,7,35461,Beau Hossler,80.20,239,298,-0.39
124,31,39971,Sungjae Im,80.18,352,439,-0.51
125,6,34314,Sebastian Cappelen,80.17,190,237,-0.37
126,6,27974,Sung Kang,80.16,295,368,-0.47
127,6,34256,Andrew Putnam,80.15,105,131,-0.38
128,7,48045,Michael Gellerman,80.12,137,171,-0.39
129,7,28679,Fabián Gómez,80.10,165,206,-0.41
130,7,30944,Jason Kokrak,80.07,233,291,-0.42
131,7,29926,Danny Lee,80.06,261,326,-0.43
132,-9,25396,Kevin Na,80.00,240,300,-0.48
133,6,33486,Roger Sloan,79.91,187,234,-0.42
134,6,34076,Joel Dahmen,79.89,282,353,-0.44
134,6,49298,Kramer Hickok,79.89,147,184,-0.39
136,-2,46046,Scottie Scheffler,79.87,357,447,-0.48
137,5,39324,J.J. Spaun,79.85,218,273,-0.46
138,20,30925,Dustin Johnson,79.80,241,302,-0.51
139,5,36699,Patrick Rodgers,79.71,389,488,-0.45
140,5,40042,Tyler McCumber,79.69,204,256,-0.36
141,-25,35506,Mackenzie Hughes,79.68,251,315,-0.51
142,4,32102,Rickie Fowler,79.66,188,236,-0.50
143,4,48119,Ben Taylor,79.62,125,157,-0.36
144,4,34431,Robert Streb,79.59,156,196,-0.38
145,-2,34363,Tyrrell Hatton,79.56,144,181,-0.52
146,3,56278,Matthew Wolff,79.55,319,401,-0.49
147,3,31323,Gary Woodland,79.53,237,298,-0.51
148,3,25349,Tim Wilkinson,79.52,132,166,-0.50
149,3,40009,Dominic Bozzelli,79.47,120,151,-0.43
149,3,31420,Anirban Lahiri,79.47,120,151,-0.40
151,3,39953,Chase Seiffert,79.44,170,214,-0.46
152,4,35449,Adam Long,79.33,307,387,-0.46
153,4,31557,Jim Herman,79.31,207,261,-0.40
154,4,23623,Bo Van Pelt,79.29,134,169,-0.37
155,5,40098,Matt Fitzpatrick,79.19,175,221,-0.47
156,5,33419,Cameron Tringale,79.18,270,341,-0.47
157,5,27644,Brian Harman,79.17,323,408,-0.51
158,6,35658,Kris Ventura,79.07,136,172,-0.45
159,6,33597,Harry Higgs,79.04,328,415,-0.41
160,11,29478,Kevin Kisner,78.97,229,290,-0.41
161,11,45526,Abraham Ancer,78.96,244,309,-0.48
162,5,49771,J.T. Poston,78.92,262,332,-0.51
163,5,25804,Bubba Watson,78.90,288,365,-0.44
164,5,29479,Scott Brown,78.88,198,251,-0.41
165,5,28420,Ryan Brehm,78.80,197,250,-0.40
166,8,29974,Branden Grace,78.53,150,191,-0.44
167,8,33413,Ben Martin,78.51,95,121,-0.32
168,8,49766,Hank Lebioda,78.48,175,223,-0.43
168,8,39546,Keith Mitchell,78.48,259,330,-0.45
170,-4,47959,Bryson DeChambeau,78.38,359,458,-0.53
171,7,46550,Brandon Hagy,78.37,192,245,-0.42
172,7,26499,Rafa Cabrera Bello,78.26,144,184,-0.40
173,7,45609,Tyler Duncan,78.17,290,371,-0.40
174,7,30911,Tommy Fleetwood,78.13,125,160,-0.42
175,7,51766,Wyndham Clark,77.94,212,272,-0.49
176,7,29970,Dylan Frittelli,77.87,292,375,-0.44
177,7,46442,Maverick McNealy,77.84,274,352,-0.46
178,7,26851,Marc Leishman,77.59,187,241,-0.45
179,7,39977,Max Homa,76.99,261,339,-0.44
180,7,01810,Phil Mickelson,76.95,197,256,-0.46
181,11,52372,Cameron Champ,76.85,342,445,-0.44
182,6,32791,K.H. Lee,76.84,219,285,-0.46
183,6,33410,Andrew Landry,76.82,232,302,-0.43
184,6,34046,Jordan Spieth,76.81,202,263,-0.55
185,6,35230,Nelson Ledesma,76.67,115,150,-0.43
186,7,27942,Rob Oppenheim,76.58,170,222,-0.42
187,7,22405,Justin Rose,76.51,127,166,-0.53
188,8,34466,Peter Malnati,76.36,210,275,-0.42
189,8,34213,Grayson Murray,75.88,151,199,-0.43
190,8,26329,Louis Oosthuizen,75.39,144,191,-0.50
191,8,28307,Matt Every,74.10,186,251,-0.45
192,8,32366,Kevin Chappell,72.90,156,214,-0.46
193,8,35617,Martin Trainer,70.00,189,270,-0.40
