RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,06567,Vijay Singh,6.95,10905165,156854642
2,0,06522,Ernie Els,6.10,5787225,94854642
3,0,08793,Tiger Woods,4.81,5365471,111504642
4,0,01810,Phil Mickelson,4.68,5784822,123504642
5,0,20157,Retief Goosen,4.21,3885572,92254642
6,0,24502,Adam Scott,3.91,3724984,95304642
7,0,20766,Padraig Harrington,3.09,2334276,75654642
8,0,21209,Sergio Garcia,3.01,3239213,107654642
9,0,20229,Stewart Cink,2.92,4450266,152354642
10,0,20608,David Howell,2.30,468500,20404642
11,0,06004,Stephen Ames,2.27,3303203,145454642
12,0,01706,Davis Love III,2.26,3075089,136154642
13,0,10423,Mike Weir,2.23,2761534,123704642
14,0,19825,Darren Clarke,2.11,2009818,95404642
15,0,20098,Stuart Appleby,2.10,2949234,140654642
16,0,01473,Todd Hamilton,2.09,3063776,146454642
17,0,01249,John Daly,2.04,2359506,115754642
18,0,06251,Chris DiMarco,2.01,2971838,148154642
19,0,20433,Mark Hensby,1.88,2718765,144800000
20,0,02239,Scott Verplank,1.79,2365590,131804642
21,0,23621,Rory Sabbatini,1.77,2500396,141554642
22,0,02206,David Toms,1.74,2357529,135504642
23,0,01457,Jay Haas,1.60,2071625,129254642
23,0,08075,Jerry Kelly,1.60,2496219,155554642
25,0,12680,Shigeki Maruyama,1.59,2301691,145154642
26,0,24357,K.J. Choi,1.55,2077774,133704642
26,0,24024,Zach Johnson,1.55,2417684,156154642
28,0,01945,Kenny Perry,1.53,1952041,127554642
29,0,01226,Fred Couples,1.52,1396108,91550000
30,0,01724,Jeff Maggert,1.51,1527883,101350000
31,0,10944,Thomas Bjørn,1.48,1050802,71004642
31,0,07457,Steve Flesch,1.48,2461784,166804642
33,0,12510,Chad Campbell,1.46,2264982,155554642
33,0,01920,Craig Parry,1.46,1308585,89654642
35,0,01677,Tom Lehman,1.43,1343275,93854642
36,0,23983,Luke Donald,1.42,1646267,116004642
37,0,12823,Carlos Franco,1.41,1955392,139150000
37,0,01381,Fred Funk,1.41,2103729,149300000
39,0,01527,Scott Hoch,1.38,1239359,89500000
40,0,20848,Ángel Cabrera,1.32,599338,45300000
41,0,20572,Rod Pampling,1.30,1737722,133254642
42,0,02214,Kirk Triplett,1.28,1566424,122250000
43,0,12660,Jesper Parnevik,1.26,1550132,123450000
44,0,20094,Jonathan Kaye,1.23,1695331,137754642
45,0,12782,Tim Herron,1.22,1727575,141304642
46,0,21805,Harrison Frazar,1.21,1446761,119900000
47,0,12662,Thomas Levet,1.20,404304,33654642
48,0,20396,Lee Westwood,1.18,767898,65054642
49,0,01666,Bernhard Langer,1.17,943589,80550000
