RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,01810,Phil Mickelson,34.97,327,935
2,0,08793,Tiger Woods,33.33,243,729
3,0,26331,Charl Schwartzel,33.17,267,805
4,0,28237,Rory McIlroy,33.13,214,646
5,0,22371,Aaron Baddeley,32.99,226,685
6,0,28259,Sangmoon Bae,32.84,312,950
7,0,27649,Brandt Snedeker,32.80,306,933
8,0,12716,Charley Hoffman,32.59,321,985
9,0,23320,Ryan Palmer,32.55,306,940
10,0,23621,Rory Sabbatini,32.50,324,997
11,0,20160,Charlie Wi,32.43,250,771
12,0,30926,Chris Kirk,32.35,340,1051
13,0,25562,Andres Romero,32.26,210,651
14,0,23325,Vaughn Taylor,32.13,169,526
15,0,33461,Morgan Hoffmann,32.12,239,744
16,0,28307,Matt Every,32.06,335,1045
17,0,34046,Jordan Spieth,32.01,314,981
18,0,34099,Harris English,31.94,360,1127
19,0,25274,Steven Bowditch,31.86,231,725
20,0,29420,Billy Horschel,31.85,371,1165
21,0,06527,Steve Stricker,31.77,190,598
22,0,25632,Jimmy Walker,31.39,313,997
23,0,30925,Dustin Johnson,31.35,263,839
24,0,20593,Greg Chalmers,31.30,252,805
25,0,21753,Brian Davis,31.26,317,1014
25,0,23800,Bryce Molder,31.26,286,915
27,0,34098,Russell Henley,31.11,280,900
28,0,26758,David Hearn,31.05,318,1024
28,0,34360,Patrick Reed,31.05,295,950
30,0,25818,Scott Piercy,31.03,260,838
31,0,24358,Robert Garrigus,31.00,239,771
32,0,10423,Mike Weir,30.98,184,594
33,0,34409,David Lingmerth,30.92,239,773
34,0,24507,Jason Bohn,30.91,251,812
35,0,25834,Daniel Summerhays,30.90,296,958
36,0,23983,Luke Donald,30.76,199,647
37,0,23409,James Driscoll,30.75,254,826
38,0,31323,Gary Woodland,30.74,332,1080
39,0,33141,Keegan Bradley,30.70,319,1039
40,0,28089,Jason Day,30.65,286,933
40,0,23108,Matt Kuchar,30.65,316,1031
42,0,29221,Webb Simpson,30.58,322,1053
43,0,32102,Rickie Fowler,30.50,258,846
44,0,26679,Kevin Stadler,30.49,297,974
45,0,25804,Bubba Watson,30.41,277,911
46,0,32448,James Hahn,30.34,260,857
47,0,21961,Charles Howell III,30.32,309,1019
48,0,22405,Justin Rose,30.28,225,743
49,0,22792,Peter Hanson,30.23,143,473
50,0,27770,Camilo Villegas,30.21,271,897
51,0,28475,Jeff Overton,30.19,275,911
52,0,10860,Justin Leonard,30.15,294,975
53,0,26300,Matt Jones,30.08,296,984
54,0,19846,Brian Gay,30.06,242,805
55,0,30944,Jason Kokrak,30.02,275,916
56,0,29740,Brad Fritsch,30.00,276,920
57,0,35539,Luke Guthrie,29.88,280,937
57,0,30692,Scott Stallings,29.88,274,917
59,0,28679,Fabián Gómez,29.81,223,748
60,0,25240,D.A. Points,29.77,292,981
61,0,06004,Stephen Ames,29.74,160,538
62,0,21209,Sergio Garcia,29.62,226,763
63,0,21731,Freddie Jacobson,29.58,197,666
64,0,27129,Luke List,29.52,201,681
65,0,27963,Chris Stroud,29.50,300,1017
66,0,24361,Pat Perez,29.37,247,841
67,0,28500,Martin Flores,29.35,287,978
67,0,21528,Henrik Stenson,29.35,243,828
69,0,27436,Graham DeLaet,29.34,350,1193
70,0,22806,Doug LaBelle II,29.33,237,808
71,0,30750,Tommy Gainey,29.32,270,921
72,0,32200,Roberto Castro,29.28,344,1175
73,0,26596,Ryan Moore,29.23,240,821
73,0,27330,Josh Teater,29.23,287,982
75,0,24502,Adam Scott,29.21,217,743
75,0,28135,Aaron Watkins,29.21,144,493
77,0,24781,Hunter Mahan,29.07,300,1032
78,0,32366,Kevin Chappell,28.84,274,950
79,0,29289,S.Y. Noh,28.77,223,775
80,0,28092,D.H. Lee,28.74,221,769
81,0,28780,Nicholas Thompson,28.69,346,1206
82,0,25345,Carl Pettersson,28.67,256,893
83,0,25686,Jason Dufner,28.62,267,933
84,0,22913,John Rollins,28.54,252,883
85,0,27095,Nick Watney,28.50,301,1056
86,0,06522,Ernie Els,28.40,194,683
87,0,27214,Kevin Streelman,28.36,291,1026
88,0,23638,Brendon de Jonge,28.33,385,1359
88,0,33418,Shawn Stefani,28.33,204,720
90,0,20229,Stewart Cink,28.32,245,865
91,0,29518,Brendan Steele,28.29,275,972
92,0,20848,Ángel Cabrera,28.25,241,853
93,0,23623,Bo Van Pelt,28.24,233,825
94,0,20396,Lee Westwood,28.22,228,808
95,0,34021,Bud Cauley,28.19,203,720
96,0,31202,William McGirt,28.15,248,881
97,0,27644,Brian Harman,28.14,269,956
97,0,02206,David Toms,28.14,141,501
99,0,24494,Erik Compton,28.09,243,865
100,0,27556,Ted Potter Jr.,28.05,198,706
101,0,31557,Jim Herman,28.02,188,671
102,0,24227,Justin Bolli,27.98,169,604
103,0,30163,Henrik Norlander,27.95,230,823
104,0,32334,Charlie Beljan,27.92,201,720
105,0,26289,Boo Weekley,27.87,347,1245
106,0,23497,Tag Ridings,27.83,214,769
107,0,24024,Zach Johnson,27.76,282,1016
107,0,23788,D.J. Trahan,27.76,156,562
109,0,25336,Alistair Presnell,27.74,177,638
110,0,33419,Cameron Tringale,27.73,267,963
111,0,20104,Ken Duke,27.72,273,985
112,0,10809,Jim Furyk,27.69,265,957
113,0,24924,Bill Haas,27.65,282,1020
114,0,20691,Greg Owen,27.62,232,840
115,0,24490,George McNeill,27.60,220,797
115,0,34431,Robert Streb,27.60,231,837
117,0,25444,Justin Hicks,27.57,255,925
118,0,01320,Bob Estes,27.50,212,771
119,0,22056,Cameron Percy,27.44,214,780
120,0,29479,Scott Brown,27.41,205,748
120,0,27408,Martin Kaymer,27.41,185,675
122,0,27895,Jonas Blixt,27.40,228,832
123,0,23135,Tim Clark,27.39,186,679
124,0,24399,Scott Gardiner,27.35,186,680
125,0,12782,Tim Herron,27.33,132,483
126,0,01724,Jeff Maggert,27.32,206,754
126,0,22046,Geoff Ogilvy,27.32,174,637
128,0,19970,Robert Karlsson,27.29,161,590
129,0,27933,John Merrick,27.28,257,942
130,0,08075,Jerry Kelly,27.27,240,880
131,0,25900,Lucas Glover,27.26,211,774
132,0,26851,Marc Leishman,27.25,245,899
132,0,20572,Rod Pampling,27.25,133,488
134,0,26476,Chez Reavie,27.20,235,864
135,0,27936,Martin Laird,27.16,211,777
136,0,22961,David Mathis,27.15,208,766
137,0,35139,Richard Lee,27.14,250,921
138,0,27503,Steve LeBrun,27.13,204,752
139,0,20443,Jin Park,27.07,154,569
140,0,23541,Ben Crane,27.03,180,666
141,0,21099,David Lynn,26.93,209,776
142,0,20098,Stuart Appleby,26.90,265,985
142,0,24663,Y.E. Yang,26.90,170,632
