RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,01706,Davis Love III,283.8,51657,182
2,0,01927,Dennis Paulson,283.0,43020,152
3,0,01226,Fred Couples,279.9,28547,102
4,0,12661,Todd Barranger,279.1,37406,134
5,0,01388,Robert Gamez,278.4,42038,151
6,0,01408,Kelly Gibson,277.5,51617,186
6,0,01968,Nick Price,277.5,33300,120
8,0,01418,Bill Glasson,277.1,41559,150
8,0,01876,Greg Norman,277.1,34909,126
10,0,08337,Mike Heinen,275.3,43493,158
11,0,01553,John Huston,275.0,46201,168
12,0,01385,Jim Gallagher Jr.,274.5,45563,166
12,0,06567,Vijay Singh,274.5,35960,131
14,0,01890,Brett Ogle,273.9,31777,116
15,0,01810,Phil Mickelson,273.7,35586,130
16,0,02131,Mike Springer,273.2,45903,168
17,0,01161,Mark Calcavecchia,273.1,45880,168
17,0,06332,Neal Lancaster,273.1,51883,190
17,0,02133,Craig Stadler,273.1,37691,138
20,0,01006,John Adams,272.9,44487,163
21,0,01156,Curt Byrum,272.6,44160,162
22,0,06128,Steve Lamontagne,272.3,42471,156
23,0,02135,Mike Standly,272.0,50328,185
24,0,01550,Ed Humenik,271.8,48389,178
25,0,02246,Duffy Waldorf,271.4,43422,160
26,0,01116,Michael Bradley,271.2,48282,178
26,0,01313,Steve Elkington,271.2,33627,124
28,0,06214,Guy Boros,270.7,50344,186
29,0,02321,Fuzzy Zoeller,270.4,39477,146
30,0,01723,Andrew Magee,270.3,48122,178
30,0,01975,Tom Purtzer,270.3,36758,136
32,0,01261,Jay Delsing,269.6,46904,174
33,0,02095,Larry Silveira,269.4,41487,154
34,0,01677,Tom Lehman,269.3,43624,162
34,0,07101,Dave Stockton Jr.,269.3,48472,180
36,0,02146,Payne Stewart,268.8,40854,152
37,0,06617,Brian Henninger,268.5,37057,138
37,0,02256,Tom Watson,268.5,28730,107
39,0,06034,Marco Dawson,268.4,45634,170
39,0,06527,Steve Stricker,268.4,49914,186
41,0,06657,Steve Rintoul,267.9,42869,160
42,0,06577,John Wilson,267.8,44986,168
43,0,01938,David Peoples,267.5,47086,176
43,0,02167,Mike Sullivan,267.5,37978,142
45,0,01096,Phil Blackmar,266.9,35764,134
45,0,06609,Rob Boldt,266.9,31229,117
47,0,01468,Gary Hallberg,266.6,41062,154
48,0,02223,Bob Tway,266.5,42647,160
49,0,01361,Dan Forsman,266.3,36222,136
49,0,06062,Charles Raulerson,266.3,33020,124
51,0,06575,Dudley Hart,266.2,42599,160
52,0,01724,Jeff Maggert,266.1,46834,176
53,0,01475,Donnie Hammond,266.0,44148,166
53,0,01837,Gil Morgan,266.0,34574,130
55,0,06090,Jim McGovern,265.8,50508,190
55,0,12660,Jesper Parnevik,265.8,29766,112
57,0,02067,Ted Schulz,265.7,40646,153
58,0,01093,Ronnie Black,265.6,42502,160
59,0,06251,Chris DiMarco,265.4,45647,172
60,0,01374,Robin Freeman,265.3,48286,182
61,0,01707,Steve Lowery,264.9,49797,188
61,0,01945,Kenny Perry,264.9,52453,198
63,0,01690,Bruce Lietzke,264.8,31245,118
64,0,01607,Brian Kamm,264.7,49763,188
65,0,01783,Mark McCumber,264.6,40226,152
65,0,02170,Hal Sutton,264.6,51334,194
67,0,01143,Brad Bryant,264.4,57631,218
68,0,02090,Tom Sieckmann,264.3,41760,158
68,0,02101,Joey Sindelar,264.3,34364,130
68,0,02225,Howard Twitty,264.3,46252,175
71,0,01457,Jay Haas,264.2,53906,204
71,0,06016,Brad Lardon,264.2,29061,110
73,0,02206,David Toms,263.7,47458,180
74,0,01329,Brad Faxon,263.6,48494,184
74,0,01331,Rick Fehr,263.6,40601,154
76,0,02241,Bobby Wadkins,263.4,35290,134
77,0,01771,Blaine McCallister,263.3,50020,190
78,0,01320,Bob Estes,263.2,50011,190
79,0,01569,Peter Jacobsen,263.1,35778,136
80,0,02201,Jim Thorpe,262.9,39955,152
81,0,01577,Lee Janzen,262.7,46237,176
82,0,01887,Mark O'Meara,262.6,47785,182
83,0,08931,Glen Day,262.5,48825,186
84,0,06791,Mark Wurtz,262.4,42516,162
85,0,01648,Billy Kratzert,262.3,36195,138
85,0,01920,Craig Parry,262.3,32525,124
87,0,08375,Paul Stankowski,262.2,39858,152
88,0,02033,Dave Rummells,262.0,52407,200
89,0,01266,Clark Dennis,261.8,51312,196
90,0,10213,Dicky Pride,261.7,38735,148
91,0,01203,Russ Cochran,261.6,48651,186
91,0,01633,Tom Kite,261.6,40813,156
91,0,06591,Rocky Walcher,261.6,33481,128
94,0,01926,Steve Pate,261.5,48646,186
95,0,06197,Michael Allen,261.4,50705,194
96,0,12663,Phil Tataurangi,261.3,34485,132
97,0,01905,Joe Ozaki,261.1,31851,122
98,0,01864,Larry Nelson,261.0,28713,110
99,0,02218,Ted Tryba,260.9,56353,216
100,0,06088,Steve Gotsche,260.6,29188,112
100,0,02224,Greg Twiggs,260.6,33355,128
102,0,01098,Jay Don Blake,260.4,45303,174
103,0,01072,Chip Beck,260.3,44777,172
103,0,02049,Gene Sauers,260.3,42167,162
105,0,02099,Scott Simpson,260.1,36410,140
106,0,01527,Scott Hoch,259.9,48853,188
107,0,06020,Steve Brodie,259.8,44162,170
108,0,01060,Dave Barr,259.6,48810,188
109,0,02214,Kirk Triplett,259.5,46702,180
110,0,01766,Billy Mayfair,259.4,51358,198
111,0,06809,Bob Burns,259.3,35263,136
111,0,01510,Nolan Henke,259.3,40965,158
