RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,51890,Greyson Sigg,76.6%,36,47,-7.00
2,0,39327,Ben Silverman,73.3%,33,45,-6.00
3,0,29221,Webb Simpson,71.1%,27,38,-9.00
4,0,48319,Tom Whitney,68.3%,28,41,-3.00
5,0,33486,Roger Sloan,67.7%,21,31,-3.00
6,0,48887,Matt Wallace,67.4%,29,43,-11.00
7,0,51287,Ryo Hisatsune,67.3%,37,55,-6.00
8,0,60767,Blaine Hale Jr.,65.4%,17,26,-4.00
9,0,40006,Erik van Rooyen,64.6%,31,48,-8.00
10,0,59836,Pierceson Coody,64.5%,20,31,-7.00
11,0,48081,Xander Schauffele,64.2%,34,53,-10.00
12,0,54421,Garrick Higgo,64.0%,32,50,-9.00
13,0,56149,Wilson Furr,63.9%,23,36,-4.00
14,0,32757,Patton Kizzire,63.6%,21,33,-4.00
15,0,50095,Austin Smotherman,63.0%,17,27,-6.00
16,0,60067,Joe Highsmith,62.8%,27,43,-2.00
16,0,50493,Justin Suh,62.8%,27,43,-3.00
18,0,32333,Kevin Tway,62.5%,20,32,-2.00
19,0,35532,Tom Hoge,61.8%,47,76,-11.00
20,0,31323,Gary Woodland,61.7%,29,47,-12.00
21,0,47420,Jake Knapp,61.5%,40,65,-13.00
22,0,48084,Wesley Bryan,60.7%,17,28,E
23,0,59442,Parker Coody,60.5%,23,38,-1.00
23,0,34587,Chan Kim,60.5%,23,38,-9.00
25,0,33408,Tyson Alexander,60.4%,32,53,-5.00
25,0,34256,Andrew Putnam,60.4%,29,48,-8.00
27,0,32366,Kevin Chappell,60.0%,24,40,-5.00
28,0,38991,Alejandro Tosti,59.6%,28,47,-8.00
29,0,30163,Henrik Norlander,59.4%,19,32,-5.00
30,0,37275,Sam Ryder,59.0%,23,39,-8.00
31,0,34021,Bud Cauley,58.7%,27,46,-1.00
32,0,46441,Robby Shelton,58.5%,38,65,-12.00
33,0,46113,Ryan McCormick,58.3%,14,24,E
34,0,34563,Chesson Hadley,58.1%,25,43,-4.00
35,0,40162,Justin Lower,58.0%,40,69,-11.00
36,0,51997,Andrew Novak,57.8%,37,64,-12.00
36,0,55893,Sam Stevens,57.8%,37,64,-12.00
38,0,34076,Joel Dahmen,57.1%,24,42,-3.00
38,0,54576,Patrick Fishburn,57.1%,16,28,-2.00
38,0,51696,Rico Hoey,57.1%,24,42,-7.00
41,0,50497,Adrien Dumont de Chassart,56.9%,29,51,-6.00
41,0,39977,Max Homa,56.9%,33,58,-8.00
43,0,35310,Lanto Griffin,56.8%,21,37,-1.00
44,0,46046,Scottie Scheffler,56.5%,26,46,-7.00
45,0,48117,Kurt Kitayama,56.4%,31,55,-6.00
46,0,32102,Rickie Fowler,55.9%,33,59,-9.00
47,0,39324,J.J. Spaun,55.8%,29,52,-5.00
48,0,29725,Tony Finau,55.7%,39,70,-2.00
49,0,35461,Beau Hossler,55.6%,35,63,-6.00
49,0,39975,Michael Kim,55.6%,35,63,-8.00
49,0,28775,Nate Lashley,55.6%,15,27,-1.00
49,0,58168,Davis Thompson,55.6%,30,54,-8.00
53,0,33399,Adam Hadwin,55.2%,32,58,-7.00
53,0,27330,Josh Teater,55.2%,16,29,E
55,0,40115,Adam Svensson,55.1%,43,78,-6.00
56,0,54628,Lee Hodges,55.0%,33,60,-1.00
56,0,33968,ThorbjÃ¸rn Olesen,55.0%,22,40,-4.00
56,0,29908,C.T. Pan,55.0%,22,40,-9.00
59,0,54591,Ben Griffin,54.9%,39,71,-11.00
60,0,40026,Daniel Berger,54.8%,17,31,-1.00
60,0,35617,Martin Trainer,54.8%,17,31,-7.00
62,0,33948,Byeong Hun An,54.4%,31,57,-10.00
62,0,52375,Doug Ghim,54.4%,31,57,E
64,0,29478,Kevin Kisner,53.8%,14,26,-2.00
64,0,55789,Taylor Montgomery,53.8%,21,39,-6.00
64,0,57900,Chandler Phillips,53.8%,21,39,-2.00
64,0,47983,Chad Ramey,53.8%,28,52,-2.00
68,0,22371,Aaron Baddeley,53.7%,22,41,-4.00
68,0,27129,Luke List,53.7%,36,67,-9.00
68,0,25493,Nick Taylor,53.7%,36,67,-6.00
71,0,57362,Austin Eckroat,53.6%,30,56,-6.00
72,0,23108,Matt Kuchar,53.4%,31,58,-7.00
73,0,32070,Rafael Campos,53.3%,16,30,-3.00
73,0,36871,Matt NeSmith,53.3%,24,45,-4.00
75,0,55708,Hayden Buckley,53.1%,26,49,-5.00
75,0,50484,Hayden Springer,53.1%,17,32,+1.00
75,0,55454,Carl Yuan,53.1%,17,32,-2.00
78,0,59866,Nick Dunlap,53.0%,35,66,-11.00
79,0,32640,Troy Merritt,52.8%,28,53,-3.00
79,0,27139,David Skinns,52.8%,28,53,-7.00
79,0,47483,Will Zalatoris,52.8%,19,36,E
82,0,28089,Jason Day,52.7%,29,55,-10.00
83,0,52514,Trace Crowe,52.4%,22,42,-6.00
84,0,60004,Jacob Bridgeman,52.2%,24,46,-1.00
85,0,46414,Aaron Rai,52.1%,25,48,-3.00
85,0,52513,Carson Young,52.1%,25,48,-6.00
87,0,51634,Sahith Theegala,51.3%,40,78,-11.00
88,0,25900,Lucas Glover,51.2%,22,43,-3.00
89,0,27644,Brian Harman,50.9%,28,55,-4.00
89,0,33448,Justin Thomas,50.9%,27,53,-4.00
91,0,52955,Ludvig Ãberg,50.8%,30,59,-9.00
92,0,33141,Keegan Bradley,50.0%,33,66,-4.00
92,0,34099,Harris English,50.0%,40,80,-3.00
92,0,30911,Tommy Fleetwood,50.0%,21,42,-5.00
92,0,29936,Ryan Fox,50.0%,29,58,-3.00
92,0,47988,Nick Hardy,50.0%,25,50,-6.00
92,0,39971,Sungjae Im,50.0%,34,68,-14.00
92,0,36799,Stephan Jaeger,50.0%,30,60,-10.00
92,0,30926,Chris Kirk,50.0%,31,62,-6.00
92,0,50525,Collin Morikawa,50.0%,26,52,-4.00
92,0,23320,Ryan Palmer,50.0%,12,24,-1.00
92,0,47679,Victor Perez,50.0%,20,40,-6.00
92,0,28252,Seamus Power,50.0%,32,64,-6.00
104,0,36801,Mark Hubbard,49.2%,30,61,-4.00
105,0,37378,Min Woo Lee,49.0%,24,49,-2.00
105,0,45242,Kevin Yu,49.0%,25,51,-5.00
107,0,28237,Rory McIlroy,48.9%,23,47,-8.00
107,0,52666,Sami Valimaki,48.9%,22,45,-1.00
109,0,52453,Nicolai HÃ¸jgaard,48.8%,21,43,-2.00
109,0,27936,Martin Laird,48.8%,20,41,-7.00
111,0,27214,Kevin Streelman,48.7%,19,39,-5.00
112,0,27064,Jhonattan Vegas,48.6%,18,37,-5.00
113,0,37455,Si Woo Kim,48.3%,29,60,-6.00
114,0,40250,Taylor Pendrith,48.1%,25,52,-8.00
115,0,36326,David Lipsky,48.0%,24,50,-3.00
116,0,49947,Taylor Moore,47.8%,32,67,-7.00
117,0,34466,Peter Malnati,47.7%,31,65,-5.00
117,0,48699,Callum Tarren,47.7%,21,44,-2.00
119,0,59095,Chris Gotterup,47.6%,20,42,-7.00
120,0,28420,Ryan Brehm,47.5%,19,40,-3.00
121,0,40058,Zac Blair,47.4%,27,57,-9.00
122,0,49771,J.T. Poston,47.3%,26,55,-7.00
123,0,24502,Adam Scott,47.1%,24,51,-3.00
124,0,51894,Vince Whaley,46.9%,23,49,-6.00
125,0,45157,Cam Davis,46.7%,21,45,-2.00
125,0,27649,Brandt Snedeker,46.7%,21,45,-5.00
127,0,31646,Emiliano Grillo,46.6%,27,58,-2.00
128,0,26596,Ryan Moore,46.2%,12,26,-3.00
129,0,39997,Corey Conners,46.0%,29,63,-7.00
129,0,48153,Matthieu Pavon,46.0%,23,50,-2.00
131,0,52215,Robert MacIntyre,45.8%,22,48,E
132,0,39546,Keith Mitchell,45.7%,21,46,-3.00
132,0,36699,Patrick Rodgers,45.7%,37,81,-7.00
134,0,30927,Brendon Todd,45.3%,24,53,-4.00
135,0,35450,Patrick Cantlay,45.2%,19,42,-7.00
135,0,33653,Thomas Detry,45.2%,19,42,-3.00
137,0,34098,Russell Henley,45.1%,23,51,-8.00
