RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
46,0,48887,Matt Wallace,69.53%,801,1152,-0.28
47,0,27936,Martin Laird,69.37%,899,1296,-0.27
48,0,50484,Hayden Springer,69.21%,897,1296,-0.31
49,0,48319,Tom Whitney,69.20%,847,1224,-0.27
50,0,25900,Lucas Glover,69.12%,1157,1674,-0.29
50,0,26476,Chez Reavie,69.12%,846,1224,-0.25
52,0,29725,Tony Finau,68.99%,981,1422,-0.30
53,0,34256,Andrew Putnam,68.92%,980,1422,-0.27
54,0,48117,Kurt Kitayama,68.85%,979,1422,-0.29
55,0,26596,Ryan Moore,68.83%,892,1296,-0.24
56,0,47663,Kevin Dougherty,68.82%,768,1116,-0.26
57,0,47983,Chad Ramey,68.81%,1028,1494,-0.28
58,0,59836,Pierceson Coody,68.66%,964,1404,-0.31
59,0,58168,Davis Thompson,68.64%,1112,1620,-0.30
60,0,51977,Max Greyserman,68.54%,950,1386,-0.33
61,0,47679,Victor Perez,68.52%,888,1296,-0.28
62,0,46113,Ryan McCormick,68.49%,752,1098,-0.27
63,0,34563,Chesson Hadley,68.43%,813,1188,-0.29
64,0,60004,Jacob Bridgeman,68.38%,960,1404,-0.34
64,0,27330,Josh Teater,68.38%,640,936,-0.23
66,0,32070,Rafael Campos,68.33%,738,1080,-0.28
67,0,52372,Cameron Champ,68.32%,701,1026,-0.27
68,0,36326,David Lipsky,68.28%,848,1242,-0.28
68,0,27349,Alex Noren,68.28%,848,1242,-0.27
70,0,32366,Kevin Chappell,68.25%,688,1008,-0.30
70,0,51070,Vincent Norrman,68.25%,602,882,-0.19
72,0,36801,Mark Hubbard,68.18%,1215,1782,-0.31
73,0,52955,Ludvig Åberg,68.15%,920,1350,-0.33
74,0,54628,Lee Hodges,68.13%,1116,1638,-0.26
74,0,54783,Dylan Wu,68.13%,981,1440,-0.29
76,0,27214,Kevin Streelman,68.12%,846,1242,-0.29
77,0,27129,Luke List,67.97%,942,1386,-0.30
78,0,46442,Maverick McNealy,67.93%,1125,1656,-0.33
79,0,28252,Seamus Power,67.88%,1173,1728,-0.29
80,0,54421,Garrick Higgo,67.86%,965,1422,-0.30
80,0,51634,Sahith Theegala,67.86%,1136,1674,-0.30
82,0,37275,Sam Ryder,67.85%,916,1350,-0.32
83,0,46717,Viktor Hovland,67.84%,696,1026,-0.33
84,0,29908,C.T. Pan,67.80%,720,1062,-0.28
85,0,52374,Brandon Wu,67.70%,987,1458,-0.28
86,0,59095,Chris Gotterup,67.68%,865,1278,-0.28
87,0,35532,Tom Hoge,67.66%,1230,1818,-0.32
87,0,32791,K.H. Lee,67.66%,950,1404,-0.29
89,0,33948,Byeong Hun An,67.63%,913,1350,-0.32
90,0,45609,Tyler Duncan,67.62%,852,1260,-0.25
91,0,40115,Adam Svensson,67.55%,1301,1926,-0.27
92,0,49960,Sepp Straka,67.53%,936,1386,-0.27
93,0,33486,Roger Sloan,67.34%,800,1188,-0.28
94,0,30911,Tommy Fleetwood,67.29%,860,1278,-0.28
95,0,33141,Keegan Bradley,67.09%,954,1422,-0.30
96,0,50493,Justin Suh,67.04%,893,1332,-0.30
97,0,40250,Taylor Pendrith,67.03%,917,1368,-0.34
98,0,12716,Charley Hoffman,66.98%,844,1260,-0.32
98,0,33204,Shane Lowry,66.98%,844,1260,-0.30
100,0,32839,Hideki Matsuyama,66.74%,889,1332,-0.29
100,0,51894,Vince Whaley,66.74%,865,1296,-0.32
102,0,40058,Zac Blair,66.67%,984,1476,-0.26
103,0,52514,Trace Crowe,66.50%,814,1224,-0.34
104,0,56149,Wilson Furr,66.47%,682,1026,-0.27
105,0,29420,Billy Horschel,66.45%,909,1368,-0.30
106,0,23108,Matt Kuchar,66.44%,873,1314,-0.27
107,0,48699,Callum Tarren,66.43%,837,1260,-0.26
108,0,57975,Harry Hall,66.39%,956,1440,-0.35
108,0,49947,Taylor Moore,66.39%,1183,1782,-0.29
110,0,32367,Jorge Campillo,66.35%,621,936,-0.29
110,0,24502,Adam Scott,66.35%,848,1278,-0.31
112,0,27770,Camilo Villegas,66.28%,680,1026,-0.24
113,0,31323,Gary Woodland,66.25%,954,1440,-0.29
114,0,50497,Adrien Dumont de Chassart,66.22%,882,1332,-0.28
115,0,24024,Zach Johnson,66.20%,572,864,-0.26
116,0,57366,Cameron Young,66.19%,965,1458,-0.30
117,0,57362,Austin Eckroat,66.17%,1072,1620,-0.30
117,0,55182,Tom Kim,66.17%,941,1422,-0.30
119,0,28420,Ryan Brehm,66.11%,714,1080,-0.24
120,0,49771,J.T. Poston,66.08%,1011,1530,-0.31
121,0,32640,Troy Merritt,66.07%,880,1332,-0.29
122,0,59442,Parker Coody,66.06%,654,990,-0.26
123,0,36799,Stephan Jaeger,66.03%,939,1422,-0.30
124,0,56630,Akshay Bhatia,66.02%,1022,1548,-0.30
125,0,52215,Robert MacIntyre,65.97%,855,1296,-0.30
126,0,48153,Matthieu Pavon,65.96%,748,1134,-0.28
127,0,29936,Ryan Fox,65.95%,926,1404,-0.31
128,0,34099,Harris English,65.89%,1103,1674,-0.30
129,0,31646,Emiliano Grillo,65.88%,1008,1530,-0.29
130,0,34046,Jordan Spieth,65.87%,830,1260,-0.32
131,0,27644,Brian Harman,65.84%,1031,1566,-0.31
132,0,55708,Hayden Buckley,65.81%,841,1278,-0.25
133,0,30926,Chris Kirk,65.80%,912,1386,-0.29
134,0,28237,Rory McIlroy,65.70%,816,1242,-0.33
135,0,33448,Justin Thomas,65.59%,791,1206,-0.31
136,0,47420,Jake Knapp,65.41%,883,1350,-0.30
137,0,37455,Si Woo Kim,65.40%,1036,1584,-0.31
137,0,37378,Min Woo Lee,65.40%,777,1188,-0.30
139,0,57900,Chandler Phillips,65.39%,977,1494,-0.33
140,0,51766,Wyndham Clark,65.34%,788,1206,-0.37
141,0,47483,Will Zalatoris,65.32%,776,1188,-0.25
142,0,60767,Blaine Hale Jr.,65.28%,611,936,-0.27
143,0,50525,Collin Morikawa,65.19%,927,1422,-0.34
144,0,47347,Adam Schenk,65.16%,1079,1656,-0.28
145,0,39971,Sungjae Im,65.13%,1020,1566,-0.32
146,0,52453,Nicolai Højgaard,65.11%,668,1026,-0.26
147,0,52666,Sami Valimaki,65.09%,703,1080,-0.31
148,0,38991,Alejandro Tosti,65.06%,808,1242,-0.31
149,0,32102,Rickie Fowler,65.01%,901,1386,-0.29
150,0,34098,Russell Henley,64.99%,854,1314,-0.31
151,0,33399,Adam Hadwin,64.91%,923,1422,-0.30
152,0,25493,Nick Taylor,64.79%,968,1494,-0.27
153,0,47504,Sam Burns,64.69%,850,1314,-0.37
153,0,46441,Robby Shelton,64.69%,885,1368,-0.30
155,0,40098,Matt Fitzpatrick,64.40%,823,1278,-0.31
156,0,47995,Davis Riley,64.31%,845,1314,-0.31
157,0,59866,Nick Dunlap,64.26%,775,1206,-0.33
158,0,33968,Thorbjørn Olesen,63.77%,551,864,-0.30
159,0,39977,Max Homa,63.71%,906,1422,-0.29
159,0,48119,Ben Taylor,63.71%,711,1116,-0.27
161,0,27649,Brandt Snedeker,63.70%,665,1044,-0.25
162,0,35506,Mackenzie Hughes,63.68%,1089,1710,-0.33
163,0,45157,Cam Davis,63.49%,880,1386,-0.31
164,0,28089,Jason Day,63.45%,788,1242,-0.33
165,0,22371,Aaron Baddeley,63.39%,833,1314,-0.28
166,0,33653,Thomas Detry,63.35%,764,1206,-0.32
167,0,22405,Justin Rose,63.30%,695,1098,-0.29
168,0,23320,Ryan Palmer,63.23%,478,756,-0.24
169,0,33408,Tyson Alexander,63.19%,853,1350,-0.30
170,0,55454,Carl Yuan,63.11%,727,1152,-0.28
171,0,35450,Patrick Cantlay,63.08%,738,1170,-0.32
171,0,30927,Brendon Todd,63.08%,1124,1782,-0.29
173,0,37212,Paul Barjon,63.00%,601,954,-0.28
174,0,47591,Eric Cole,62.67%,1207,1926,-0.33
175,0,47993,Denny McCarthy,62.64%,981,1566,-0.32
176,0,29478,Kevin Kisner,62.35%,606,972,-0.24
177,0,50188,S.H. Kim,62.17%,1175,1890,-0.34
178,0,35617,Martin Trainer,62.11%,559,900,-0.25
179,0,45522,Christiaan Bezuidenhout,62.06%,849,1368,-0.31
180,0,29221,Webb Simpson,61.76%,567,918,-0.28
181,0,34374,Erik Barnes,61.63%,599,972,-0.25
182,0,34466,Peter Malnati,61.41%,829,1350,-0.27
183,0,55789,Taylor Montgomery,60.49%,588,972,-0.31
184,0,47806,Raul Pereda,57.33%,485,846,-0.24
