RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,01329,Brad Faxon,33.6
2,0,08793,Tiger Woods,40.5
3,0,20593,Greg Chalmers,50.8
4,0,12680,Shigeki Maruyama,57.9
5,0,23541,Ben Crane,64.6
6,0,01761,Len Mattiace,66.2
7,0,02010,Loren Roberts,68.9
8,0,22371,Aaron Baddeley,73.3
9,0,24502,Adam Scott,82.1
10,0,20229,Stewart Cink,85.5
11,0,07223,Brian Bateman,86.4
12,0,06527,Steve Stricker,90.5
13,0,24024,Zach Johnson,91.9
14,0,12645,Brent Geiberger,93.2
15,0,26420,Richard Johnson,94.0
16,0,06373,José María Olazábal,96.3
17,0,20157,Retief Goosen,103.6
18,0,23623,Bo Van Pelt,106.8
19,0,12602,Dean Wilson,107.3
20,0,01157,Tom Byrum,109.4
21,0,19825,Darren Clarke,109.5
22,0,19846,Brian Gay,109.6
22,0,20382,Stephen Leaney,109.6
24,0,06004,Stephen Ames,110.8
25,0,12660,Jesper Parnevik,111.1
26,0,10201,Matt Gogel,113.9
27,0,12760,Danny Ellis,118.4
28,0,08075,Jerry Kelly,119.0
29,0,22046,Geoff Ogilvy,120.3
30,0,01473,Todd Hamilton,121.0
31,0,07457,Steve Flesch,127.9
32,0,20433,Mark Hensby,128.0
33,0,12782,Tim Herron,132.9
34,0,02239,Scott Verplank,134.8
35,0,01706,Davis Love III,137.3
36,0,11032,Frank Lickliter II,139.9
37,0,01361,Dan Forsman,140.5
38,0,21731,Freddie Jacobson,140.8
39,0,01457,Jay Haas,141.3
40,0,06197,Michael Allen,144.7
41,0,02214,Kirk Triplett,147.9
42,0,20121,Todd Fischer,148.3
42,0,21949,Joe Ogilvie,148.3
44,0,01948,Tim Petrovic,152.5
45,0,21805,Harrison Frazar,152.8
46,0,22548,Patrick Sheehan,153.1
47,0,23983,Luke Donald,153.2
48,0,20663,Brenden Pappas,154.4
49,0,01938,David Peoples,155.2
50,0,01042,Paul Azinger,155.6
50,0,25345,Carl Pettersson,155.6
52,0,07939,Dan Olsen,159.3
53,0,23497,Tag Ridings,159.6
54,0,01381,Fred Funk,159.7
55,0,20127,Chris Riley,160.2
56,0,20548,Hidemichi Tanaka,161.6
57,0,20850,Daniel Chopra,162.6
58,0,06613,Tommy Tolles,166.3
59,0,01378,David Frost,166.8
60,0,12394,Tom Carter,167.4
61,0,07363,Craig Bowden,168.5
62,0,24925,Jonathan Byrd,168.8
63,0,22913,John Rollins,170.5
64,0,19972,José Coceres,172.2
65,0,24781,Hunter Mahan,173.5
66,0,07749,Brett Quigley,176.3
67,0,01968,Nick Price,177.7
68,0,01920,Craig Parry,178.0
69,0,06809,Bob Burns,178.3
70,0,10733,Kent Jones,180.9
71,0,23353,J.J. Henry,181.4
72,0,01887,Mark O'Meara,182.3
73,0,10585,Scott McCarron,183.4
74,0,01320,Bob Estes,184.3
75,0,01035,Tommy Armour III,185.1
76,0,20572,Rod Pampling,187.8
77,0,20098,Stuart Appleby,188.6
78,0,01024,Billy Andrade,189.8
79,0,06251,Chris DiMarco,190.7
80,0,08931,Glen Day,191.3
81,0,01619,Skip Kendall,194.4
82,0,02099,Scott Simpson,195.0
83,0,02002,John Riegger,199.8
84,0,23552,Hank Kuehne,201.6
85,0,21407,Arjun Atwal,202.5
86,0,08537,J.P. Hayes,202.6
87,0,06575,Dudley Hart,203.0
88,0,23135,Tim Clark,206.3
89,0,23320,Ryan Palmer,206.8
90,0,01941,Tom Pernice Jr.,207.1
91,0,06522,Ernie Els,207.8
92,0,20628,Arron Oberholser,208.3
93,0,01219,John Cook,211.6
94,0,12510,Chad Campbell,211.8
95,0,24357,K.J. Choi,213.3
95,0,25396,Kevin Na,213.3
97,0,01249,John Daly,213.7
98,0,01261,Jay Delsing,215.8
99,0,01388,Robert Gamez,216.0
100,0,01139,Olin Browne,217.3
101,0,02223,Bob Tway,217.9
102,0,23108,Matt Kuchar,223.1
102,0,23621,Rory Sabbatini,223.1
104,0,01161,Mark Calcavecchia,224.6
105,0,10107,Deane Pappas,227.3
106,0,10912,Craig Perks,227.8
107,0,12652,Cameron Beckman,228.8
107,0,01926,Steve Pate,228.8
109,0,21878,Mark Wilson,229.3
110,0,01527,Scott Hoch,230.1
111,0,02246,Duffy Waldorf,230.8
112,0,10860,Justin Leonard,231.9
113,0,21893,Brian Kortan,233.0
114,0,01771,Blaine McCallister,234.3
115,0,02206,David Toms,236.3
116,0,20104,Ken Duke,236.5
117,0,01928,Corey Pavin,237.2
118,0,22405,Justin Rose,239.8
119,0,12705,Cliff Kresge,241.0
120,0,20498,Briny Baird,241.5
121,0,20580,Andre Stolz,242.1
122,0,08339,Spike McRoy,242.3
123,0,21959,Ted Purdy,243.6
124,0,01724,Jeff Maggert,244.1
125,0,01313,Steve Elkington,244.5
126,0,24290,D.J. Brigman,245.3
127,0,08337,Mike Heinen,245.6
128,0,21961,Charles Howell III,246.3
129,0,19824,Craig Barlow,248.8
130,0,01927,Dennis Paulson,251.0
131,0,01707,Steve Lowery,252.4
132,0,06567,Vijay Singh,253.7
133,0,01810,Phil Mickelson,253.8
134,0,07721,Pat Bates,253.9
135,0,12753,David Morland IV,254.3
136,0,25686,Jason Dufner,255.3
137,0,10425,Jay Williamson,256.3
138,0,01577,Lee Janzen,256.5
139,0,20645,John Senden,257.0
140,0,06515,Shaun Micheel,257.8
141,0,01945,Kenny Perry,261.3
142,0,10423,Mike Weir,264.3
143,0,20472,Alex Cejka,265.1
144,0,01685,J.L. Lewis,265.5
145,0,01127,Danny Briggs,265.7
146,0,08881,Tripp Isenhour,268.8
147,0,20634,Peter Lonard,269.2
148,0,06214,Guy Boros,269.7
149,0,12823,Carlos Franco,271.2
150,0,02104,Jeff Sluman,272.0
151,0,20378,Mathias Grönberg,272.4
152,0,06332,Neal Lancaster,274.1
153,0,23613,Rich Barcelo,274.6
154,0,20029,Notah Begay III,274.8
155,0,08835,Kris Cox,275.1
156,0,22293,Heath Slocum,276.0
157,0,24507,Jason Bohn,276.9
158,0,23307,Roger Tambellini,278.8
159,0,21646,David Branshaw,280.6
160,0,06595,Kevin Sutherland,284.8
161,0,12682,Hirofumi Miyase,286.8
162,0,10885,Robert Allenby,288.4
163,0,08123,Jeff Brehaut,290.8
164,0,10213,Dicky Pride,293.3
165,0,24361,Pat Perez,298.2
166,0,06078,Esteban Toledo,298.4
167,0,11123,Chris Couch,299.5
168,0,01677,Tom Lehman,302.5
169,0,01132,Mark Brooks,303.2
170,0,01203,Russ Cochran,303.6
171,0,21633,Steve Allan,310.3
172,0,01142,Bart Bryant,310.6
