RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
1,0,08793,Tiger Woods,101.90,735,33,716
2,0,20593,Greg Chalmers,101.89,847,34,829
3,0,01329,Brad Faxon,101.77,903,39,880
4,0,23983,Luke Donald,101.75,857,40,832
4,0,20548,Hidemichi Tanaka,101.75,1087,38,1068
6,0,24502,Adam Scott,101.70,529,24,514
7,0,22913,John Rollins,101.63,979,36,959
8,0,20663,Brenden Pappas,101.57,1341,60,1302
9,0,22548,Patrick Sheehan,101.54,1365,64,1322
10,0,07363,Craig Bowden,101.50,1000,40,975
10,0,12645,Brent Geiberger,101.50,1135,48,1104
12,0,06004,Stephen Ames,101.49,1077,49,1044
12,0,01219,John Cook,101.49,670,20,660
14,0,01527,Scott Hoch,101.45,622,22,609
14,0,12680,Shigeki Maruyama,101.45,1037,41,1011
16,0,01968,Nick Price,101.44,486,16,477
17,0,24781,Hunter Mahan,101.35,1108,52,1071
18,0,21805,Harrison Frazar,101.34,967,39,941
19,0,02010,Loren Roberts,101.31,919,31,900
20,0,22371,Aaron Baddeley,101.28,1016,41,988
21,0,25345,Carl Pettersson,101.24,1048,50,1011
22,0,20572,Rod Pampling,101.23,1054,41,1026
23,0,06809,Bob Burns,101.22,1062,47,1028
24,0,12660,Jesper Parnevik,101.11,995,41,965
25,0,20433,Mark Hensby,101.08,1113,41,1084
26,0,22046,Geoff Ogilvy,101.07,1028,47,992
27,0,01938,David Peoples,101.05,1043,37,1017
28,0,01666,Bernhard Langer,101.01,596,24,578
29,0,23541,Ben Crane,101.00,1096,39,1068
30,0,06527,Steve Stricker,100.99,909,29,889
31,0,01249,John Daly,100.97,925,31,903
32,0,01926,Steve Pate,100.95,838,36,810
33,0,20157,Retief Goosen,100.90,555,17,543
34,0,12602,Dean Wilson,100.89,1240,44,1207
35,0,24024,Zach Johnson,100.84,1194,43,1161
36,0,08931,Glen Day,100.83,1212,46,1176
37,0,01473,Todd Hamilton,100.82,977,26,959
38,0,06567,Vijay Singh,100.80,1247,45,1212
39,0,07223,Brian Bateman,100.71,992,35,964
39,0,01320,Bob Estes,100.71,703,20,688
41,0,10912,Craig Perks,100.69,869,30,845
42,0,12652,Cameron Beckman,100.68,1178,46,1140
43,0,12394,Tom Carter,100.67,1347,49,1307
43,0,19846,Brian Gay,100.67,1192,40,1160
45,0,20229,Stewart Cink,100.66,1059,41,1025
46,0,10425,Jay Williamson,100.64,1244,45,1207
47,0,23623,Bo Van Pelt,100.63,1114,37,1084
48,0,01920,Craig Parry,100.60,496,14,485
49,0,01361,Dan Forsman,100.55,905,34,876
49,0,02239,Scott Verplank,100.55,912,30,887
51,0,06373,José María Olazábal,100.53,565,16,552
51,0,02104,Jeff Sluman,100.53,1122,42,1086
53,0,26420,Richard Johnson,100.50,1207,41,1172
53,0,02206,David Toms,100.50,794,30,768
55,0,06197,Michael Allen,100.48,1052,37,1020
56,0,11032,Frank Lickliter II,100.47,1058,45,1018
57,0,12782,Tim Herron,100.44,907,25,886
58,0,21959,Ted Purdy,100.43,1406,57,1355
59,0,01203,Russ Cochran,100.40,754,28,729
59,0,01378,David Frost,100.40,1010,41,973
61,0,12510,Chad Campbell,100.37,1078,35,1047
62,0,22621,Ben Curtis,100.35,565,24,543
62,0,06522,Ernie Els,100.35,574,18,558
62,0,01887,Mark O'Meara,100.35,565,24,543
65,0,12760,Danny Ellis,100.32,929,29,903
66,0,23135,Tim Clark,100.30,985,36,952
67,0,02002,John Riegger,100.29,690,22,670
68,0,01724,Jeff Maggert,100.28,704,25,681
69,0,01139,Olin Browne,100.27,1111,35,1079
70,0,23353,J.J. Henry,100.24,1276,35,1244
71,0,10585,Scott McCarron,100.19,1055,33,1024
72,0,20498,Briny Baird,100.17,1144,41,1105
73,0,01388,Robert Gamez,100.16,1246,36,1212
74,0,02106,Chris Smith,100.15,1304,47,1259
75,0,19972,José Coceres,100.12,828,29,800
75,0,21878,Mark Wilson,100.12,808,33,776
77,0,01142,Bart Bryant,100.11,924,29,896
78,0,01127,Danny Briggs,100.10,1038,38,1001
79,0,01035,Tommy Armour III,100.09,1065,34,1032
79,0,23552,Hank Kuehne,100.09,1160,39,1122
79,0,21949,Joe Ogilvie,100.09,1133,39,1095
79,0,01948,Tim Petrovic,100.09,1175,45,1131
83,0,20121,Todd Fischer,100.08,1267,39,1229
84,0,01024,Billy Andrade,100.00,1242,39,1203
84,0,01457,Jay Haas,100.00,840,20,820
84,0,08537,J.P. Hayes,100.00,870,21,849
84,0,10733,Kent Jones,100.00,1196,33,1163
84,0,12753,David Morland IV,100.00,846,33,813
84,0,02223,Bob Tway,100.00,911,39,872
90,0,01685,J.L. Lewis,99.92,1223,35,1187
90,0,07749,Brett Quigley,99.92,1215,49,1165
92,0,07457,Steve Flesch,99.91,1114,46,1067
92,0,21961,Charles Howell III,99.91,1073,30,1042
92,0,01619,Skip Kendall,99.91,1061,34,1026
92,0,23108,Matt Kuchar,99.91,1073,32,1040
96,0,01261,Jay Delsing,99.89,879,28,850
96,0,10201,Matt Gogel,99.89,941,29,911
96,0,20094,Jonathan Kaye,99.89,876,31,844
96,0,10107,Deane Pappas,99.89,882,31,850
100,0,02246,Duffy Waldorf,99.88,802,28,773
101,0,20382,Stephen Leaney,99.87,797,22,774
102,0,20127,Chris Riley,99.86,732,26,705
103,0,01157,Tom Byrum,99.79,970,33,935
103,0,19825,Darren Clarke,99.79,477,16,460
105,0,01927,Dennis Paulson,99.78,930,31,897
105,0,01928,Corey Pavin,99.78,930,31,897
107,0,01945,Kenny Perry,99.77,858,31,825
108,0,20098,Stuart Appleby,99.76,827,31,794
109,0,06214,Guy Boros,99.75,792,26,764
109,0,20645,John Senden,99.75,1204,41,1160
111,0,22293,Heath Slocum,99.74,1172,40,1129
112,0,06251,Chris DiMarco,99.72,1053,34,1016
113,0,10860,Justin Leonard,99.67,918,21,894
114,0,23614,Rich Beem,99.66,873,32,838
114,0,23497,Tag Ridings,99.66,584,18,564
116,0,01381,Fred Funk,99.65,1129,35,1090
117,0,01761,Len Mattiace,99.58,952,26,922
117,0,24361,Pat Perez,99.58,1187,45,1137
119,0,25396,Kevin Na,99.57,1176,27,1144
120,0,20628,Arron Oberholser,99.54,868,30,834
121,0,23613,Rich Barcelo,99.52,825,31,790
121,0,12823,Carlos Franco,99.52,1252,38,1208
123,0,21731,Freddie Jacobson,99.51,815,28,783
124,0,21633,Steve Allan,99.45,1263,45,1211
125,0,07939,Dan Olsen,99.43,879,29,845
126,0,24357,K.J. Choi,99.42,857,24,828
127,0,20850,Daniel Chopra,99.38,1283,39,1236
127,0,06515,Shaun Micheel,99.38,972,37,929
129,0,21893,Brian Kortan,99.37,797,19,773
130,0,02214,Kirk Triplett,99.34,911,31,874
131,0,01810,Phil Mickelson,99.33,741,19,717
132,0,12705,Cliff Kresge,99.32,1023,23,993
133,0,22405,Justin Rose,99.31,875,31,838
134,0,06621,Joe Durant,99.28,1104,39,1057
134,0,02101,Joey Sindelar,99.28,1245,36,1200
136,0,01941,Tom Pernice Jr.,99.25,1197,31,1157
136,0,06613,Tommy Tolles,99.25,804,28,770
138,0,11123,Chris Couch,99.23,649,23,621
139,0,07721,Pat Bates,99.20,1256,43,1203
140,0,24925,Jonathan Byrd,99.19,993,28,957
141,0,23063,Scott Hend,99.17,962,41,913
142,0,24507,Jason Bohn,99.12,1249,43,1195
143,0,20634,Peter Lonard,99.10,774,25,742
144,0,08075,Jerry Kelly,99.08,1192,29,1152
145,0,19824,Craig Barlow,99.07,967,27,931
146,0,01706,Davis Love III,99.03,827,24,795
147,0,01042,Paul Azinger,98.99,889,23,857
147,0,20472,Alex Cejka,98.99,791,34,749
147,0,23325,Vaughn Taylor,98.99,1086,32,1043
150,0,08881,Tripp Isenhour,98.96,676,24,645
151,0,25686,Jason Dufner,98.91,1012,29,972
152,0,08337,Mike Heinen,98.87,706,22,676
153,0,02099,Scott Simpson,98.85,698,24,666
154,0,10423,Mike Weir,98.82,761,20,732
155,0,25237,Kevin Muncrief,98.78,655,22,625
156,0,06078,Esteban Toledo,98.75,1117,31,1072
157,0,06595,Kevin Sutherland,98.73,943,23,908
158,0,21407,Arjun Atwal,98.64,1030,26,990
158,0,08123,Jeff Brehaut,98.64,1325,27,1280
160,0,21646,David Branshaw,98.62,1018,24,980
160,0,06575,Dudley Hart,98.62,651,19,623
162,0,01313,Steve Elkington,98.60,786,30,745
163,0,01707,Steve Lowery,98.56,1044,36,993
163,0,23621,Rory Sabbatini,98.56,1041,31,995
165,0,10885,Robert Allenby,98.54,1027,31,981
166,0,20378,Mathias Grönberg,98.48,1053,24,1013
167,0,07867,Woody Austin,98.45,1160,35,1107
167,0,01677,Tom Lehman,98.45,840,30,797
167,0,23320,Ryan Palmer,98.45,1224,28,1177
170,0,21209,Sergio Garcia,98.38,740,15,713
171,0,12682,Hirofumi Miyase,98.36,794,25,756
172,0,20104,Ken Duke,98.35,1091,32,1041
173,0,06332,Neal Lancaster,98.27,1327,39,1265
174,0,01797,Rocco Mediate,98.25,513,15,489
175,0,08835,Kris Cox,98.24,853,23,815
176,0,24290,D.J. Brigman,98.21,952,30,905
176,0,02049,Gene Sauers,98.21,1062,39,1004
178,0,01161,Mark Calcavecchia,98.15,809,31,763
178,0,02245,Grant Waite,98.15,975,24,933
180,0,20585,Niclas Fasth,98.13,747,18,715
181,0,08339,Spike McRoy,98.05,1076,26,1029
182,0,01766,Billy Mayfair,98.02,1366,38,1301
183,0,20029,Notah Begay III,97.95,926,24,883
183,0,23338,David Gossett,97.95,731,28,688
185,0,25900,Lucas Glover,97.93,1209,33,1151
185,0,26287,Roland Thatcher,97.93,869,18,833
187,0,19881,Robert Damron,97.80,1180,31,1123
188,0,01771,Blaine McCallister,97.74,841,21,801
189,0,23307,Roger Tambellini,97.69,997,28,946
190,0,08385,Omar Uresti,97.53,1091,25,1039
191,0,01226,Fred Couples,97.51,643,19,608
192,0,20580,Andre Stolz,97.35,679,14,647
193,0,10213,Dicky Pride,97.26,838,13,802
194,0,01132,Mark Brooks,97.23,830,18,789
195,0,01553,John Huston,97.01,668,23,625
196,0,01577,Lee Janzen,96.27,992,27,928
