RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,29221,Webb Simpson,8.64,26,301
2,0,33122,Russell Knox,9.52,24,252
3,0,25900,Lucas Glover,10.23,35,342
4,0,25818,Scott Piercy,10.57,35,331
5,0,28237,Rory McIlroy,10.63,32,301
6,0,19803,Ryan Armour,10.68,36,337
7,0,29535,Brice Garnett,11.07,34,307
8,0,34261,Scott Langley,11.33,29,256
9,0,33448,Justin Thomas,11.56,37,320
10,0,10809,Jim Furyk,11.76,26,221
11,0,30911,Tommy Fleetwood,11.93,26,218
12,0,33418,Shawn Stefani,11.97,34,284
13,0,20472,Alex Cejka,12.00,18,150
14,0,51766,Wyndham Clark,12.13,41,338
15,0,32640,Troy Merritt,12.20,31,254
16,0,46402,Talor Gooch,12.25,25,204
17,0,33419,Cameron Tringale,12.36,32,259
18,0,27895,Jonas Blixt,12.46,35,281
19,0,39324,J.J. Spaun,12.50,38,304
20,0,34466,Peter Malnati,12.62,39,309
21,0,24925,Jonathan Byrd,12.65,21,166
22,0,32150,Michael Thompson,12.69,33,260
23,0,39971,Sungjae Im,12.71,60,472
24,0,30946,Alex Prugh,12.81,31,242
25,0,48081,Xander Schauffele,12.84,38,296
26,0,45526,Abraham Ancer,12.88,42,326
26,0,26851,Marc Leishman,12.88,34,264
26,0,21528,Henrik Stenson,12.88,21,163
29,0,27349,Alex Noren,12.89,25,194
30,0,33410,Andrew Landry,12.92,35,271
31,0,34099,Harris English,12.94,40,309
32,0,27649,Brandt Snedeker,13.07,46,352
33,0,49298,Kramer Hickok,13.14,36,274
34,0,33948,Byeong Hun An,13.18,39,296
34,0,32200,Roberto Castro,13.18,34,258
36,0,23108,Matt Kuchar,13.23,41,310
37,0,37189,Harold Varner III,13.36,41,307
38,0,25364,Paul Casey,13.38,38,284
39,0,32757,Patton Kizzire,13.39,34,254
40,0,34021,Bud Cauley,13.46,44,327
41,0,39327,Ben Silverman,13.48,31,230
42,0,37275,Sam Ryder,13.50,37,274
43,0,39997,Corey Conners,13.52,43,318
44,0,32102,Rickie Fowler,13.53,41,303
45,0,49771,J.T. Poston,13.54,49,362
46,0,30925,Dustin Johnson,13.57,38,280
47,0,46601,Trey Mullinax,13.58,36,265
48,0,24502,Adam Scott,13.60,34,250
49,0,23621,Rory Sabbatini,13.62,50,367
50,0,22371,Aaron Baddeley,13.66,28,205
51,0,24924,Bill Haas,13.69,33,241
52,0,40098,Matt Fitzpatrick,13.74,25,182
53,0,31420,Anirban Lahiri,13.87,33,238
54,0,40009,Dominic Bozzelli,13.91,37,266
55,0,31560,Brian Stuard,13.94,46,330
56,0,32839,Hideki Matsuyama,13.97,50,358
57,0,19846,Brian Gay,14.05,43,306
58,0,30110,Kyle Stanley,14.11,35,248
59,0,46970,Jon Rahm,14.14,41,290
59,0,30692,Scott Stallings,14.14,41,290
61,0,32333,Kevin Tway,14.23,39,274
62,0,29970,Dylan Frittelli,14.24,42,295
63,0,23320,Ryan Palmer,14.29,38,266
64,0,29484,Peter Uihlein,14.34,41,286
65,0,29420,Billy Horschel,14.42,47,326
66,0,25686,Jason Dufner,14.45,38,263
66,0,28775,Nate Lashley,14.45,37,256
68,0,27214,Kevin Streelman,14.48,42,290
69,0,49303,Anders Albertson,14.54,33,227
70,0,34098,Russell Henley,14.57,36,247
71,0,35376,Roberto Díaz,14.64,35,239
72,0,27330,Josh Teater,14.67,38,259
73,0,47959,Bryson DeChambeau,14.73,43,292
74,0,35450,Patrick Cantlay,14.75,45,305
74,0,39977,Max Homa,14.75,41,278
76,0,52372,Cameron Champ,14.77,44,298
77,0,29479,Scott Brown,14.79,42,284
78,0,35732,Wes Roach,14.80,33,223
79,0,35449,Adam Long,14.81,36,243
80,0,39546,Keith Mitchell,14.83,47,317
81,0,27644,Brian Harman,14.85,45,303
82,0,01810,Phil Mickelson,14.93,33,221
83,0,29223,Sam Saunders,14.98,40,267
84,0,35461,Beau Hossler,15.00,48,320
85,0,28252,Seamus Power,15.02,35,233
86,0,46523,Joey Garber,15.03,29,193
87,0,45609,Tyler Duncan,15.05,42,279
88,0,27064,Jhonattan Vegas,15.07,44,292
89,0,36799,Stephan Jaeger,15.08,38,252
90,0,30978,Kiradech Aphibarnrat,15.09,32,212
91,0,26300,Matt Jones,15.16,47,310
92,0,30944,Jason Kokrak,15.17,54,356
93,0,36852,Jim Knous,15.20,26,171
94,0,45486,Joaquin Niemann,15.21,54,355
94,0,23325,Vaughn Taylor,15.21,54,355
96,0,33667,Carlos Ortiz,15.28,44,288
97,0,49766,Hank Lebioda,15.30,43,281
98,0,47993,Denny McCarthy,15.32,51,333
99,0,26951,Johnson Wagner,15.35,35,228
100,0,35506,Mackenzie Hughes,15.36,41,267
101,0,45157,Cam Davis,15.38,42,273
101,0,35879,Kelly Kraft,15.38,44,286
103,0,37380,Curtis Luck,15.46,32,207
103,0,27095,Nick Watney,15.46,49,317
105,0,21961,Charles Howell III,15.47,54,349
106,0,27936,Martin Laird,15.52,45,290
107,0,49960,Sepp Straka,15.54,46,296
108,0,35891,Cameron Smith,15.56,40,257
108,0,32139,Danny Willett,15.56,35,225
110,0,25198,Francesco Molinari,15.57,26,167
111,0,33486,Roger Sloan,15.58,50,321
112,0,30786,Brady Schnell,15.61,27,173
113,0,33399,Adam Hadwin,15.63,50,320
114,0,34256,Andrew Putnam,15.67,47,300
115,0,31646,Emiliano Grillo,15.68,45,287
116,0,40026,Daniel Berger,15.74,37,235
116,0,37455,Si Woo Kim,15.74,51,324
118,0,23353,J.J. Henry,15.87,20,126
119,0,33141,Keegan Bradley,15.89,48,302
120,0,29268,Bronson Burgoon,15.92,32,201
120,0,46435,Austin Cook,15.92,39,245
122,0,28089,Jason Day,15.98,39,244
123,0,46501,Ollie Schniederjans,15.99,43,269
124,0,34563,Chesson Hadley,16.00,40,250
125,0,29478,Kevin Kisner,16.07,49,305
126,0,29908,C.T. Pan,16.13,45,279
127,0,27963,Chris Stroud,16.19,34,210
128,0,35421,Brandon Harkins,16.26,53,326
129,0,25632,Jimmy Walker,16.32,39,239
130,0,27974,Sung Kang,16.39,49,299
131,0,28679,Fabián Gómez,16.44,36,219
131,0,24138,Ian Poulter,16.44,37,225
131,0,49964,Aaron Wise,16.44,49,298
134,0,34431,Robert Streb,16.46,39,237
135,0,36689,Brooks Koepka,16.50,51,309
136,0,29725,Tony Finau,16.56,53,320
137,0,29518,Brendan Steele,16.59,35,211
138,0,26499,Rafa Cabrera Bello,16.79,45,268
139,0,32058,José de Jesús Rodríguez,16.81,40,238
140,0,27141,J.B. Holmes,16.86,43,255
141,0,24361,Pat Perez,16.88,39,231
142,0,25804,Bubba Watson,16.97,37,218
143,0,48822,Sebastián Muñoz,16.98,54,318
144,0,12716,Charley Hoffman,17.01,41,241
145,0,26596,Ryan Moore,17.02,48,282
146,0,39954,Cody Gribble,17.03,39,229
147,0,31323,Gary Woodland,17.05,60,352
148,0,27958,Ryan Blaum,17.11,51,298
148,0,34360,Patrick Reed,17.11,58,339
150,0,25572,Graeme McDowell,17.28,42,243
151,0,40115,Adam Svensson,17.34,43,248
152,0,20572,Rod Pampling,17.42,27,155
153,0,22405,Justin Rose,17.48,43,246
154,0,30191,Julián Etulain,17.54,37,211
155,0,34046,Jordan Spieth,17.59,57,324
156,0,26329,Louis Oosthuizen,17.62,43,244
157,0,35532,Tom Hoge,17.67,53,300
158,0,34306,John Chin,17.80,34,191
159,0,35617,Martin Trainer,17.82,36,202
160,0,34076,Joel Dahmen,17.93,64,357
161,0,47347,Adam Schenk,18.07,71,393
162,0,29926,Danny Lee,18.33,57,311
163,0,37454,Whee Kim,18.41,44,239
164,0,37340,Chase Wright,18.43,47,255
165,0,26476,Chez Reavie,18.52,65,351
166,0,34363,Tyrrell Hatton,18.57,39,210
167,0,25396,Kevin Na,18.63,38,204
168,0,25493,Nick Taylor,18.71,64,342
169,0,24024,Zach Johnson,18.78,40,213
170,0,28259,Sangmoon Bae,18.85,36,191
171,0,32791,K.H. Lee,18.87,57,302
172,0,47128,Richy Werenski,18.98,56,295
173,0,47504,Sam Burns,19.10,55,288
174,0,34264,Hudson Swafford,19.19,38,198
175,0,27129,Luke List,19.21,44,229
176,0,36699,Patrick Rodgers,19.25,36,187
177,0,21209,Sergio Garcia,19.61,30,153
178,0,27556,Ted Potter Jr.,19.62,51,260
179,0,47990,Kyle Jones,19.71,41,208
180,0,32816,Satoshi Kodaira,19.82,43,217
181,0,29974,Branden Grace,19.91,46,231
182,0,31557,Jim Herman,20.00,33,165
183,0,06522,Ernie Els,20.14,29,144
184,0,21731,Freddie Jacobson,20.61,34,165
185,0,47856,Seth Reeves,20.69,48,232
186,0,26758,David Hearn,20.86,34,163
187,0,24781,Hunter Mahan,21.74,45,207
188,0,39975,Michael Kim,24.42,42,172
