RANK,MOVEMENT,PLAYER_ID,PLAYER,ROUNDS
1,0,07749,Brett Quigley,63
2,0,10809,Jim Furyk,62
3,0,19846,Brian Gay,60
3,0,06567,Vijay Singh,60
5,0,20850,Daniel Chopra,59
5,0,11032,Frank Lickliter II,59
5,0,01941,Tom Pernice Jr.,59
8,0,24507,Jason Bohn,57
8,0,07457,Steve Flesch,57
8,0,01381,Fred Funk,57
8,0,08075,Jerry Kelly,57
8,0,12602,Dean Wilson,57
13,0,25900,Lucas Glover,55
13,0,23623,Bo Van Pelt,55
15,0,06621,Joe Durant,54
15,0,22378,Trevor Immelman,54
15,0,06595,Kevin Sutherland,54
18,0,21646,David Branshaw,53
18,0,23718,Nathan Green,53
18,0,12716,Charley Hoffman,53
18,0,20645,John Senden,53
22,0,07867,Woody Austin,52
22,0,27095,Nick Watney,52
24,0,24781,Hunter Mahan,51
24,0,22405,Justin Rose,51
26,0,20229,Stewart Cink,50
26,0,21350,Ryuji Imada,50
26,0,10733,Kent Jones,50
26,0,23320,Ryan Palmer,50
30,0,20105,Jeff Gove,49
30,0,06515,Shaun Micheel,49
32,0,06197,Michael Allen,48
32,0,21805,Harrison Frazar,48
32,0,12645,Brent Geiberger,48
32,0,24924,Bill Haas,48
32,0,20094,Jonathan Kaye,48
32,0,21949,Joe Ogilvie,48
32,0,22293,Heath Slocum,48
32,0,02104,Jeff Sluman,48
40,0,08123,Jeff Brehaut,47
40,0,20472,Alex Cejka,47
40,0,24357,K.J. Choi,47
40,0,02110,Jerry Smith,47
40,0,23349,Charles Warren,47
40,0,23322,Brett Wetterich,47
46,0,10505,Shane Bertsch,46
46,0,23135,Tim Clark,46
46,0,20382,Stephen Leaney,46
46,0,01707,Steve Lowery,46
46,0,12680,Shigeki Maruyama,46
46,0,01766,Billy Mayfair,46
46,0,24140,Sean O'Hair,46
46,0,28475,Jeff Overton,46
46,0,25345,Carl Pettersson,46
46,0,02246,Duffy Waldorf,46
46,0,21878,Mark Wilson,46
57,0,21407,Arjun Atwal,45
57,0,01042,Paul Azinger,45
57,0,21753,Brian Davis,45
57,0,26360,Bubba Dickerson,45
57,0,23353,J.J. Henry,45
57,0,26420,Richard Johnson,45
57,0,01810,Phil Mickelson,45
57,0,21959,Ted Purdy,45
57,0,02239,Scott Verplank,45
57,0,27770,Camilo Villegas,45
57,0,10423,Mike Weir,45
68,0,22946,Henrik Bjornstad,44
68,0,01139,Olin Browne,44
68,0,12510,Chad Campbell,44
68,0,20378,Mathias Grönberg,44
68,0,24912,Will MacKenzie,44
68,0,27120,Troy Matteson,44
68,0,20628,Arron Oberholser,44
68,0,20691,Greg Owen,44
68,0,22913,John Rollins,44
68,0,06527,Steve Stricker,44
78,0,10885,Robert Allenby,43
78,0,24925,Jonathan Byrd,43
78,0,20121,Todd Fischer,43
78,0,21470,Daisuke Maruyama,43
78,0,23325,Vaughn Taylor,43
78,0,25804,Bubba Watson,43
84,0,20098,Stuart Appleby,42
84,0,23048,Eric Axley,42
84,0,06251,Chris DiMarco,42
84,0,01320,Bob Estes,42
84,0,23788,D.J. Trahan,42
89,0,20498,Briny Baird,41
89,0,19881,Robert Damron,41
89,0,06034,Marco Dawson,41
89,0,12660,Jesper Parnevik,41
89,0,22548,Patrick Sheehan,41
94,0,23614,Rich Beem,40
94,0,24358,Robert Garrigus,40
94,0,06575,Dudley Hart,40
94,0,20631,David McKenzie,40
94,0,08793,Tiger Woods,40
99,0,01142,Bart Bryant,39
99,0,01161,Mark Calcavecchia,39
99,0,24024,Zach Johnson,39
99,0,01706,Davis Love III,39
99,0,23497,Tag Ridings,39
99,0,20127,Chris Riley,39
99,0,23621,Rory Sabbatini,39
99,0,24502,Adam Scott,39
107,0,01024,Billy Andrade,38
107,0,19824,Craig Barlow,38
107,0,08835,Kris Cox,38
107,0,23983,Luke Donald,38
107,0,01388,Robert Gamez,38
107,0,27141,J.B. Holmes,38
107,0,10860,Justin Leonard,38
107,0,02101,Joey Sindelar,38
107,0,28780,Nicholas Thompson,38
116,0,22892,Jason Gore,37
116,0,21961,Charles Howell III,37
116,0,06573,Brandt Jobe,37
116,0,01619,Skip Kendall,37
116,0,20572,Rod Pampling,37
116,0,01948,Tim Petrovic,37
116,0,02206,David Toms,37
123,0,23541,Ben Crane,36
123,0,06522,Ernie Els,36
123,0,01666,Bernhard Langer,36
123,0,01928,Corey Pavin,36
127,0,22621,Ben Curtis,35
127,0,22046,Geoff Ogilvy,35
129,0,01599,Steve Jones,34
129,0,08375,Paul Stankowski,34
131,0,06004,Stephen Ames,33
131,0,22371,Aaron Baddeley,33
131,0,20574,Mathew Goggin,33
131,0,06643,Paul Goydos,33
131,0,02223,Bob Tway,33
136,0,01219,John Cook,32
136,0,12823,Carlos Franco,32
136,0,12782,Tim Herron,32
139,0,01132,Mark Brooks,31
139,0,20157,Retief Goosen,31
139,0,01553,John Huston,31
139,0,01724,Jeff Maggert,31
139,0,06373,José María Olazábal,31
139,0,25240,D.A. Points,31
139,0,21660,Jason Schultz,31
139,0,08385,Omar Uresti,31
147,0,01577,Lee Janzen,30
147,0,06012,Greg Kraft,30
147,0,06350,Bob May,30
147,0,26596,Ryan Moore,30
147,0,01945,Kenny Perry,30
147,0,02106,Chris Smith,30
153,0,20099,Doug Barron,29
153,0,12760,Danny Ellis,29
153,0,21209,Sergio Garcia,29
153,0,10565,Ian Leggatt,29
153,0,07013,Wes Short Jr.,29
153,0,19913,Ron Whittaker,29
159,0,11123,Chris Couch,28
159,0,23409,James Driscoll,28
161,0,09011,David Duval,27
161,0,01329,Brad Faxon,27
161,0,20634,Peter Lonard,27
161,0,24361,Pat Perez,27
165,0,11011,Mike Sposa,26
166,0,01035,Tommy Armour III,25
166,0,07223,Brian Bateman,25
166,0,12652,Cameron Beckman,25
166,0,20766,Padraig Harrington,25
166,0,20608,David Howell,25
166,0,02214,Kirk Triplett,25
172,0,01313,Steve Elkington,24
172,0,01418,Bill Glasson,24
172,0,21731,Freddie Jacobson,24
172,0,01677,Tom Lehman,24
172,0,01685,J.L. Lewis,24
172,0,25842,Jon Mills,24
172,0,22348,Nick O'Hern,24
172,0,12755,Vance Veazey,24
180,0,24980,Scott Gutschewski,23
180,0,27943,Matt Hansen,23
180,0,21007,Gabriel Hjertstedt,23
183,0,20593,Greg Chalmers,22
183,0,01361,Dan Forsman,22
183,0,08537,J.P. Hayes,22
183,0,24138,Ian Poulter,22
183,0,20812,Tjaart van der Walt,22
188,0,19972,José Coceres,21
188,0,01823,Larry Mize,21
188,0,01887,Mark O'Meara,21
191,0,01226,Fred Couples,20
191,0,10585,Scott McCarron,20
191,0,22295,Darron Stiles,20
191,0,23307,Roger Tambellini,20
191,0,20548,Hidemichi Tanaka,20
191,0,25632,Jimmy Walker,20
197,0,01797,Rocco Mediate,19
197,0,25679,B.J. Staten,19
199,0,01473,Todd Hamilton,18
199,0,10213,Dicky Pride,18
201,0,01249,John Daly,17
201,0,12662,Thomas Levet,17
201,0,02002,John Riegger,17
201,0,10425,Jay Williamson,17
205,0,20848,Ángel Cabrera,16
205,0,10201,Matt Gogel,16
205,0,06617,Brian Henninger,16
205,0,23616,Ryan Hietala,16
205,0,06332,Neal Lancaster,16
205,0,01761,Len Mattiace,16
211,0,25935,John Engler Jr.,15
211,0,01475,Donnie Hammond,15
211,0,25572,Graeme McDowell,15
211,0,01920,Craig Parry,15
