RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,06527,Steve Stricker,2.916,242,83
2,0,06515,Shaun Micheel,2.926,158,54
3,0,01706,Davis Love III,2.931,211,72
4,0,09011,David Duval,2.956,201,68
5,0,08375,Paul Stankowski,2.963,160,54
6,0,01116,Michael Bradley,2.971,202,68
7,0,19846,Brian Gay,2.979,286,96
8,0,28620,Aron Price,2.984,185,62
9,0,20645,John Senden,3.000,306,102
9,0,12714,Chris Tidland,3.000,201,67
11,0,24361,Pat Perez,3.010,304,101
12,0,24507,Jason Bohn,3.011,262,87
13,0,32640,Troy Merritt,3.012,250,83
13,0,26596,Ryan Moore,3.012,259,86
15,0,20472,Alex Cejka,3.014,208,69
16,0,12602,Dean Wilson,3.020,151,50
17,0,24924,Bill Haas,3.021,293,97
18,0,28089,Jason Day,3.022,275,91
19,0,24140,Sean O'Hair,3.023,260,86
20,0,21731,Freddie Jacobson,3.026,236,78
21,0,27060,John Mallinger,3.030,200,66
22,0,21350,Ryuji Imada,3.031,291,96
23,0,01707,Steve Lowery,3.034,179,59
24,0,26289,Boo Weekley,3.035,261,86
25,0,20766,Padraig Harrington,3.036,167,55
26,0,25396,Kevin Na,3.040,301,99
26,0,23322,Brett Wetterich,3.040,152,50
28,0,24024,Zach Johnson,3.041,295,97
29,0,23108,Matt Kuchar,3.042,292,96
29,0,01724,Jeff Maggert,3.042,216,71
29,0,22405,Justin Rose,3.042,289,95
32,0,27933,John Merrick,3.045,271,89
32,0,23325,Vaughn Taylor,3.045,268,88
32,0,25892,Steve Wheatcroft,3.045,201,66
35,0,23718,Nathan Green,3.046,265,87
36,0,21209,Sergio Garcia,3.047,131,43
36,0,20157,Retief Goosen,3.047,262,86
38,0,01941,Tom Pernice Jr.,3.049,186,61
39,0,27095,Nick Watney,3.050,305,100
40,0,08537,J.P. Hayes,3.051,241,79
41,0,08075,Jerry Kelly,3.052,293,96
42,0,27770,Camilo Villegas,3.053,232,76
43,0,21961,Charles Howell III,3.054,342,112
44,0,01766,Billy Mayfair,3.055,223,73
45,0,22046,Geoff Ogilvy,3.056,220,72
46,0,32102,Rickie Fowler,3.057,321,105
47,0,12716,Charley Hoffman,3.058,263,86
47,0,22122,Andrew McLardy,3.058,159,52
49,0,10809,Jim Furyk,3.059,260,85
49,0,02206,David Toms,3.059,260,85
51,0,01161,Mark Calcavecchia,3.063,98,32
52,0,20848,Ángel Cabrera,3.065,190,62
52,0,24781,Hunter Mahan,3.065,282,92
54,0,27120,Troy Matteson,3.067,273,89
54,0,22293,Heath Slocum,3.067,276,90
56,0,28475,Jeff Overton,3.069,267,87
57,0,25686,Jason Dufner,3.072,255,83
58,0,23623,Bo Van Pelt,3.073,335,109
59,0,23638,Brendon de Jonge,3.074,332,108
59,0,06251,Chris DiMarco,3.074,289,94
59,0,26882,Michael Sim,3.074,166,54
62,0,26851,Marc Leishman,3.076,243,79
63,0,27797,Derek Lamely,3.078,237,77
63,0,27466,Spencer Levin,3.078,317,103
63,0,29221,Webb Simpson,3.078,317,103
66,0,08725,Tom Gillis,3.079,311,101
67,0,25345,Carl Pettersson,3.080,308,100
68,0,10423,Mike Weir,3.083,148,48
69,0,29910,Blake Adams,3.085,253,82
69,0,01945,Kenny Perry,3.085,219,71
71,0,25364,Paul Casey,3.086,179,58
71,0,20686,Jeev Milkha Singh,3.086,179,58
