RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,01132,Mark Brooks,5' 9",599.917,104,10
2,0,06251,Chris DiMarco,6' 1",1342.750,220,15
3,0,22295,Darron Stiles,6' 3",689.250,111,133
4,0,23135,Tim Clark,6' 4",890.917,141,19
4,0,24138,Ian Poulter,6' 4",691.000,109,4
6,0,20498,Briny Baird,6' 5",899.500,141,126
6,0,20766,Padraig Harrington,6' 5",999.667,155,11
6,0,08075,Jerry Kelly,6' 5",1285.583,201,45
6,0,08845,Scott Sterling,6' 5",602.000,94,44
10,0,01810,Phil Mickelson,6' 6",1010.917,155,109
10,0,10423,Mike Weir,6' 6",1140.167,176,14
12,0,01226,Fred Couples,6' 7",669.000,101,175
12,0,01320,Bob Estes,6' 7",1169.250,178,28
12,0,08793,Tiger Woods,6' 7",916.750,139,1
15,0,10117,Bob Heintz,6' 8",904.833,136,26
15,0,26679,Kevin Stadler,6' 8",804.667,120,33
17,0,19846,Brian Gay,6' 9",1388.917,205,7
17,0,20634,Peter Lonard,6' 9",1271.833,188,144
17,0,25632,Jimmy Walker,6' 9",1279.250,189,27
17,0,25804,Bubba Watson,6' 9",1058.083,156,166
21,0,01677,Tom Lehman,6' 10",432.083,63,150
21,0,25190,Jeff Quinney,6' 10",1126.750,165,58
21,0,02206,David Toms,6' 10",1141.750,168,47
24,0,21731,Freddie Jacobson,6' 11",1415.417,204,51
24,0,24024,Zach Johnson,6' 11",1300.333,188,31
24,0,23800,Bryce Molder,6' 11",652.500,94,37
24,0,20127,Chris Riley,6' 11",1017.250,147,9
24,0,06527,Steve Stricker,6' 11",1063.750,154,2
29,0,10809,Jim Furyk,7' 0",1194.833,170,8
29,0,22892,Jason Gore,7' 0",1003.917,143,127
29,0,01941,Tom Pernice Jr.,7' 0",1386.000,199,12
29,0,12602,Dean Wilson,7' 0",1239.750,177,119
33,0,25686,Jason Dufner,7' 1",1441.000,203,52
33,0,22405,Justin Rose,7' 1",1001.583,141,87
33,0,22548,Patrick Sheehan,7' 1",721.917,102,23
33,0,30927,Brendon Todd,7' 1",915.500,130,180
37,0,27060,John Mallinger,7' 2",1347.083,189,104
37,0,28475,Jeff Overton,7' 2",1699.250,238,95
37,0,07749,Brett Quigley,7' 2",1183.333,166,76
37,0,23621,Rory Sabbatini,7' 2",1291.167,181,129
41,0,24507,Jason Bohn,7' 3",1263.583,175,163
41,0,12510,Chad Campbell,7' 3",1213.917,168,67
41,0,20472,Alex Cejka,7' 3",1213.250,167,108
41,0,08931,Glen Day,7' 3",1148.000,158,43
41,0,20104,Ken Duke,7' 3",1570.667,217,53
41,0,01313,Steve Elkington,7' 3",1019.500,141,99
41,0,20572,Rod Pampling,7' 3",1083.667,150,74
41,0,06567,Vijay Singh,7' 3",1022.833,141,147
41,0,10425,Jay Williamson,7' 3",934.667,129,86
50,0,24912,Will MacKenzie,7' 4",1210.583,165,164
50,0,27770,Camilo Villegas,7' 4",1038.500,141,129
52,0,20098,Stuart Appleby,7' 5",1242.167,168,160
52,0,21753,Brian Davis,7' 5",1712.667,230,95
52,0,10860,Justin Leonard,7' 5",1071.167,144,63
52,0,22046,Geoff Ogilvy,7' 5",1278.667,172,62
52,0,24361,Pat Perez,7' 5",1347.500,182,78
52,0,27649,Brandt Snedeker,7' 5",1117.917,150,25
58,0,20157,Retief Goosen,7' 6",1380.000,185,64
58,0,24503,Jeff Klauk,7' 6",1523.583,204,34
58,0,24449,Parker McLachlin,7' 6",1477.333,198,98
58,0,22348,Nick O'Hern,7' 6",1432.417,192,70
62,0,22371,Aaron Baddeley,7' 7",1330.833,176,92
62,0,01142,Bart Bryant,7' 7",1107.167,146,153
62,0,26420,Richard Johnson,7' 7",1180.250,156,87
62,0,28158,Steve Marino,7' 7",1506.750,199,60
62,0,26596,Ryan Moore,7' 7",1509.583,199,46
62,0,24140,Sean O'Hair,7' 7",1241.500,163,113
62,0,01928,Corey Pavin,7' 7",1063.667,141,80
62,0,01948,Tim Petrovic,7' 7",1487.833,197,5
62,0,23497,Tag Ridings,7' 7",888.833,117,140
62,0,23325,Vaughn Taylor,7' 7",1527.167,201,156
72,0,07867,Woody Austin,7' 8",1616.417,210,39
72,0,20593,Greg Chalmers,7' 8",1406.250,184,55
72,0,23541,Ben Crane,7' 8",1424.583,186,32
72,0,21805,Harrison Frazar,7' 8",1948.167,255,134
72,0,24358,Robert Garrigus,7' 8",1456.500,189,111
72,0,01577,Lee Janzen,7' 8",1268.833,165,66
72,0,10733,Kent Jones,7' 8",1157.000,151,139
72,0,01766,Billy Mayfair,7' 8",1306.917,170,169
72,0,25345,Carl Pettersson,7' 8",1550.333,202,164
72,0,06539,Rick Price,7' 8",896.750,117,161
72,0,21878,Mark Wilson,7' 8",1748.417,228,21
83,0,09011,David Duval,7' 9",1062.167,137,183
83,0,21961,Charles Howell III,7' 9",1737.167,224,118
83,0,01707,Steve Lowery,7' 9",1633.750,211,82
83,0,27120,Troy Matteson,7' 9",1686.417,218,103
83,0,25240,D.A. Points,7' 9",1518.417,196,111
