RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
113,0,23621,Rory Sabbatini,57.33,348,607
114,0,01724,Jeff Maggert,57.20,290,507
115,0,01132,Mark Brooks,57.17,339,593
115,0,21878,Mark Wilson,57.17,299,523
117,0,08547,John Maginnes,57.14,324,567
118,0,26950,John Morgan,57.12,305,534
119,0,22913,John Rollins,57.02,329,577
120,0,06515,Shaun Micheel,57.01,301,528
121,0,23034,Brent Schwarzrock,56.94,197,346
122,0,08537,J.P. Hayes,56.91,276,485
123,0,10912,Craig Perks,56.87,298,524
124,0,06809,Bob Burns,56.81,313,551
125,0,02246,Duffy Waldorf,56.80,280,493
126,0,10733,Kent Jones,56.78,226,398
127,0,01553,John Huston,56.77,239,421
128,0,19824,Craig Barlow,56.76,315,555
129,0,21739,Aaron Barber,56.67,323,570
130,0,08339,Spike McRoy,56.64,324,572
131,0,01098,Jay Don Blake,56.60,270,477
132,0,01577,Lee Janzen,56.58,288,509
133,0,25345,Carl Pettersson,56.53,290,513
134,0,01226,Fred Couples,56.45,245,434
135,0,20568,Anthony Painter,56.38,336,596
136,0,24502,Adam Scott,56.37,177,314
137,0,23125,Brad Elder,56.35,182,323
138,0,12660,Jesper Parnevik,56.34,360,639
139,0,06034,Marco Dawson,56.24,266,473
140,0,08375,Paul Stankowski,56.22,208,370
141,0,01707,Steve Lowery,56.21,285,507
142,0,01797,Rocco Mediate,56.15,251,447
143,0,23983,Luke Donald,56.12,307,547
144,0,01035,Tommy Armour III,56.10,216,385
145,0,01042,Paul Azinger,56.09,267,476
145,0,22621,Ben Curtis,56.09,244,435
147,0,22293,Heath Slocum,55.96,324,579
148,0,20940,Kenichi Kuboya,55.94,320,572
149,0,11032,Frank Lickliter II,55.91,317,567
150,0,07223,Brian Bateman,55.81,216,387
151,0,01810,Phil Mickelson,55.80,279,500
152,0,20634,Peter Lonard,55.79,323,579
153,0,08725,Tom Gillis,55.42,220,397
154,0,20593,Greg Chalmers,55.40,364,657
155,0,20663,Brenden Pappas,55.32,333,602
156,0,01569,Peter Jacobsen,55.28,246,445
157,0,25692,Akio Sadakata,55.14,268,486
158,0,25031,Andy Miller,55.13,285,517
159,0,01307,Joel Edwards,55.06,212,385
160,0,22892,Jason Gore,54.93,323,588
161,0,06581,David Sutherland,54.85,215,392
162,0,12510,Chad Campbell,54.83,284,518
163,0,01685,J.L. Lewis,54.79,326,595
164,0,20574,Mathew Goggin,54.67,269,492
165,0,06621,Joe Durant,54.58,256,469
166,0,10565,Ian Leggatt,54.45,214,393
167,0,19825,Darren Clarke,54.39,192,353
168,0,12662,Thomas Levet,54.34,263,484
169,0,23656,Jason Caron,54.29,266,490
170,0,08337,Mike Heinen,54.24,256,472
171,0,19972,José Coceres,54.20,239,441
171,0,23552,Hank Kuehne,54.20,239,441
173,0,02049,Gene Sauers,54.05,300,555
174,0,01677,Tom Lehman,53.02,228,430
175,0,24356,Jason Buha,52.80,198,375
176,0,23177,Kenneth Staton,52.42,184,351
177,0,23614,Rich Beem,52.35,267,510
178,0,21209,Sergio Garcia,52.30,182,348
179,0,07101,Dave Stockton Jr.,52.24,268,513
180,0,12661,Todd Barranger,52.10,273,524
181,0,01887,Mark O'Meara,52.03,243,467
182,0,07941,Mike Grob,51.87,250,482
183,0,26489,Cameron Yancey,51.46,211,410
184,0,25450,Ty Tryon,51.23,187,365
184,0,12755,Vance Veazey,51.23,229,447
186,0,06475,Jeff Klein,50.36,211,419
187,0,01249,John Daly,49.72,178,358
188,0,20566,Kaname Yokoo,49.34,188,381
189,0,12388,Michael Clark II,48.30,156,323
190,0,02106,Chris Smith,47.86,246,514
