RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,02214,Kirk Triplett,73.33,11,15
2,0,01175,Jim Carter,72.73,8,11
3,0,01320,Bob Estes,70.00,7,10
4,0,01706,Davis Love III,66.67,4,6
5,0,19846,Brian Gay,64.29,9,14
6,0,08545,Glen Hnatiuk,62.50,10,16
7,0,10860,Justin Leonard,60.00,6,10
7,0,25450,Ty Tryon,60.00,6,10
9,0,01139,Olin Browne,58.33,7,12
10,0,01157,Tom Byrum,57.14,4,7
10,0,23034,Brent Schwarzrock,57.14,4,7
12,0,08075,Jerry Kelly,56.25,9,16
12,0,10585,Scott McCarron,56.25,9,16
14,0,24356,Jason Buha,54.55,6,11
14,0,01161,Mark Calcavecchia,54.55,6,11
14,0,06617,Brian Henninger,54.55,6,11
14,0,20940,Kenichi Kuboya,54.55,6,11
18,0,20029,Notah Begay III,53.85,7,13
18,0,01381,Fred Funk,53.85,7,13
18,0,20628,Arron Oberholser,53.85,7,13
21,0,06004,Stephen Ames,53.33,8,15
22,0,20645,John Senden,52.94,9,17
23,0,19881,Robert Damron,52.63,10,19
24,0,06809,Bob Burns,50.00,6,12
24,0,20593,Greg Chalmers,50.00,10,20
24,0,23983,Luke Donald,50.00,7,14
24,0,22892,Jason Gore,50.00,7,14
24,0,06575,Dudley Hart,50.00,6,12
24,0,06475,Jeff Klein,50.00,2,4
24,0,08547,John Maginnes,50.00,7,14
24,0,22293,Heath Slocum,50.00,4,8
32,0,10107,Deane Pappas,46.67,7,15
33,0,10885,Robert Allenby,45.45,5,11
33,0,02246,Duffy Waldorf,45.45,5,11
33,0,21878,Mark Wilson,45.45,5,11
36,0,01249,John Daly,44.44,4,9
36,0,12645,Brent Geiberger,44.44,4,9
36,0,25345,Carl Pettersson,44.44,4,9
39,0,24361,Pat Perez,43.75,7,16
40,0,19825,Darren Clarke,42.86,3,7
40,0,06251,Chris DiMarco,42.86,9,21
40,0,12782,Tim Herron,42.86,6,14
40,0,23108,Matt Kuchar,42.86,3,7
40,0,01666,Bernhard Langer,42.86,3,7
40,0,10425,Jay Williamson,42.86,3,7
40,0,08793,Tiger Woods,42.86,3,7
47,0,01553,John Huston,41.67,5,12
