RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,19824,Craig Barlow,100.00,10,10
1,0,20029,Notah Begay III,100.00,8,8
1,0,23125,Brad Elder,100.00,6,6
4,0,12661,Todd Barranger,91.67,11,12
5,0,06595,Kevin Sutherland,90.91,10,11
6,0,23036,Chris Anderson,88.89,8,9
6,0,20623,Gavin Coles,88.89,8,9
8,0,21878,Mark Wilson,87.50,7,8
9,0,20628,Arron Oberholser,85.71,6,7
10,0,24356,Jason Buha,83.33,5,6
10,0,22892,Jason Gore,83.33,5,6
10,0,22913,John Rollins,83.33,5,6
10,0,10423,Mike Weir,83.33,5,6
14,0,20574,Mathew Goggin,81.82,9,11
14,0,01475,Donnie Hammond,81.82,9,11
16,0,20472,Alex Cejka,80.00,8,10
16,0,08075,Jerry Kelly,80.00,8,10
16,0,10912,Craig Perks,80.00,8,10
16,0,08375,Paul Stankowski,80.00,4,5
20,0,07457,Steve Flesch,77.78,7,9
20,0,12782,Tim Herron,77.78,7,9
22,0,24357,K.J. Choi,76.92,10,13
22,0,26950,John Morgan,76.92,10,13
24,0,20771,Steven Alker,76.47,13,17
25,0,10885,Robert Allenby,75.00,6,8
25,0,06621,Joe Durant,75.00,3,4
25,0,06522,Ernie Els,75.00,6,8
25,0,10809,Jim Furyk,75.00,9,12
25,0,01577,Lee Janzen,75.00,3,4
30,0,19846,Brian Gay,73.33,11,15
31,0,23135,Tim Clark,72.73,8,11
31,0,08633,Per-Ulrik Johansson,72.73,8,11
33,0,21806,Paul Gow,71.43,5,7
33,0,23108,Matt Kuchar,71.43,5,7
33,0,08547,John Maginnes,71.43,5,7
33,0,01941,Tom Pernice Jr.,71.43,5,7
37,0,12645,Brent Geiberger,70.00,7,10
37,0,10860,Justin Leonard,70.00,7,10
37,0,12680,Shigeki Maruyama,70.00,7,10
37,0,11011,Mike Sposa,70.00,7,10
41,0,20099,Doug Barron,69.23,9,13
41,0,23983,Luke Donald,69.23,9,13
41,0,12705,Cliff Kresge,69.23,9,13
41,0,01724,Jeff Maggert,69.23,9,13
41,0,01928,Corey Pavin,69.23,9,13
46,0,01024,Billy Andrade,66.67,8,12
46,0,12652,Cameron Beckman,66.67,4,6
46,0,01132,Mark Brooks,66.67,12,18
46,0,01378,David Frost,66.67,6,9
46,0,01666,Bernhard Langer,66.67,2,3
46,0,10585,Scott McCarron,66.67,6,9
46,0,01797,Rocco Mediate,66.67,6,9
46,0,20095,Carl Paulson,66.67,8,12
46,0,24502,Adam Scott,66.67,2,3
46,0,20436,Garrett Willis,66.67,8,12
46,0,08793,Tiger Woods,66.67,4,6
57,0,01619,Skip Kendall,65.22,15,23
58,0,01381,Fred Funk,65.00,13,20
59,0,20593,Greg Chalmers,64.71,11,17
59,0,20572,Rod Pampling,64.71,11,17
59,0,20548,Hidemichi Tanaka,64.71,11,17
62,0,01157,Tom Byrum,64.29,9,14
62,0,22046,Geoff Ogilvy,64.29,9,14
64,0,21739,Aaron Barber,63.64,7,11
64,0,06643,Paul Goydos,63.64,7,11
64,0,06617,Brian Henninger,63.64,7,11
64,0,01677,Tom Lehman,63.64,7,11
64,0,20645,John Senden,63.64,7,11
64,0,06581,David Sutherland,63.64,7,11
70,0,20098,Stuart Appleby,62.50,5,8
70,0,20229,Stewart Cink,62.50,5,8
70,0,19881,Robert Damron,62.50,10,16
70,0,01361,Dan Forsman,62.50,5,8
70,0,20568,Anthony Painter,62.50,10,16
70,0,10213,Dicky Pride,62.50,5,8
70,0,02010,Loren Roberts,62.50,5,8
77,0,21633,Steve Allan,60.00,6,10
77,0,23541,Ben Crane,60.00,6,10
77,0,20940,Kenichi Kuboya,60.00,6,10
77,0,20573,Scott Laycock,60.00,6,10
77,0,10565,Ian Leggatt,60.00,6,10
77,0,01723,Andrew Magee,60.00,6,10
77,0,01887,Mark O'Meara,60.00,3,5
77,0,23621,Rory Sabbatini,60.00,6,10
77,0,06567,Vijay Singh,60.00,9,15
77,0,12755,Vance Veazey,60.00,3,5
