RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,08793,Tiger Woods,8.44,10628022,125854555
2,0,20400,Michael Campbell,4.85,1661810,34254555
3,0,06567,Vijay Singh,4.65,8017331,172304555
4,0,01810,Phil Mickelson,4.62,5699604,123454555
5,0,08635,Colin Montgomerie,3.71,1450735,39054555
6,0,20157,Retief Goosen,3.26,3494105,107254555
7,0,10809,Jim Furyk,2.82,4255367,151104555
8,0,20766,Padraig Harrington,2.79,2615731,93750000
9,0,02206,David Toms,2.72,3962013,145454555
10,0,01945,Kenny Perry,2.66,3607154,135504555
11,0,21209,Sergio Garcia,2.63,3213373,122404555
12,0,06251,Chris DiMarco,2.54,3562547,140204555
13,0,06522,Ernie Els,2.52,1627181,64604555
14,0,23983,Luke Donald,2.27,2480559,109354555
15,0,01142,Bart Bryant,2.25,3249134,144304555
15,0,23541,Ben Crane,2.25,2457326,109150000
15,0,24502,Adam Scott,2.25,2592254,115454555
18,0,22892,Jason Gore,2.23,871134,39150000
19,0,19825,Darren Clarke,2.02,1465920,72604555
20,0,19991,Peter Hedblom,1.98,123857,6250000
21,0,06373,José María Olazábal,1.97,1764225,89504555
22,0,11123,Chris Couch,1.93,96666,5000000
23,0,10860,Justin Leonard,1.90,2665130,140104555
24,0,01706,Davis Love III,1.88,2658778,141754555
25,0,21528,Henrik Stenson,1.79,501984,28004555
25,0,02239,Scott Verplank,1.79,2580211,143754555
27,0,27702,Matt Hendrix,1.71,51428,3000000
28,0,01381,Fred Funk,1.67,2830043,169804555
29,0,24140,Sean O'Hair,1.58,2461479,155654555
30,0,12510,Chad Campbell,1.56,2391430,153754555
31,0,01139,Olin Browne,1.55,2171924,140050000
32,0,20098,Stuart Appleby,1.53,2202504,144354555
32,0,23135,Tim Clark,1.53,2310035,151004555
34,0,01161,Mark Calcavecchia,1.52,2185309,143354555
35,0,06573,Brandt Jobe,1.51,2133148,141550000
36,0,06220,Jaxon Brigman,1.47,162961,11100000
37,0,25900,Lucas Glover,1.44,2050065,142500000
37,0,07013,Wes Short Jr.,1.44,1029639,71550000
39,0,01226,Fred Couples,1.43,1804177,126404555
39,0,01677,Tom Lehman,1.43,1655415,116054555
41,0,01766,Billy Mayfair,1.40,2236450,159900000
42,0,01329,Brad Faxon,1.38,1700532,123554555
42,0,12782,Tim Herron,1.38,2103547,152154555
42,0,12461,Paul McGinley,1.38,547183,39554555
42,0,22046,Geoff Ogilvy,1.38,1931674,139554555
46,0,24507,Jason Bohn,1.37,1888566,138250000
47,0,10944,Thomas Bjørn,1.36,769267,56754555
47,0,06036,Scott Dunlap,1.36,204500,15000000
49,0,21961,Charles Howell III,1.31,2074327,157754555
50,0,24357,K.J. Choi,1.28,1765373,138404555
51,0,01313,Steve Elkington,1.27,1410348,111250000
52,0,01249,John Daly,1.24,1759918,141954555
52,0,20634,Peter Lonard,1.24,1897997,153254555
54,0,08123,Jeff Brehaut,1.23,1271060,103050000
54,0,25572,Graeme McDowell,1.23,1086859,88304555
56,0,21407,Arjun Atwal,1.21,963766,79850000
56,0,22624,Joel Kribel,1.21,112360,9300000
56,0,12680,Shigeki Maruyama,1.21,1933046,159854555
56,0,21959,Ted Purdy,1.21,2198366,182154555
60,0,25345,Carl Pettersson,1.20,1993848,166250000
61,0,20229,Stewart Cink,1.17,1733046,147854555
62,0,21949,Joe Ogilvie,1.15,1819545,158804555
63,0,23325,Vaughn Taylor,1.14,1827572,160750000
64,0,20094,Jonathan Kaye,1.11,1416107,127600000
64,0,20691,Greg Owen,1.11,1352876,121500000
64,0,22293,Heath Slocum,1.11,1606180,145200000
67,0,20572,Rod Pampling,1.09,1613813,147654555
68,0,24024,Zach Johnson,1.08,1796439,166754555
69,0,22348,Nick O'Hern,1.07,889201,83204555
70,0,20433,Mark Hensby,1.06,1312634,123454555
71,0,26596,Ryan Moore,1.05,686248,65400000
72,0,01975,Tom Purtzer,1.04,58240,5600000
73,0,22983,Bradley Dredge,1.03,77000,7500000
74,0,01948,Tim Petrovic,1.02,1711228,168254555
75,0,10423,Mike Weir,1.01,1363466,134954555
76,0,26420,Richard Johnson,.97,689362,71350000
76,0,01941,Tom Pernice Jr.,.97,1608054,165704555
78,0,28486,Michael Putnam,.96,229733,23950000
78,0,22405,Justin Rose,.96,1365188,142350000
80,0,23623,Bo Van Pelt,.95,1606078,168854555
81,0,20608,David Howell,.93,696949,75300000
