RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,01132,Mark Brooks,+.591,44,+26.00
2,0,08793,Tiger Woods,+.596,52,+31.00
3,0,21878,Mark Wilson,+.653,75,+49.00
4,0,23108,Matt Kuchar,+.656,64,+42.00
5,0,27649,Brandt Snedeker,+.667,78,+52.00
6,0,06527,Steve Stricker,+.685,54,+37.00
7,0,26289,Boo Weekley,+.696,56,+39.00
8,0,01948,Tim Petrovic,+.703,91,+64.00
9,0,01320,Bob Estes,+.714,91,+65.00
10,0,27466,Spencer Levin,+.724,87,+63.00
11,0,23983,Luke Donald,+.725,91,+66.00
12,0,23135,Tim Clark,+.729,48,+35.00
13,0,12705,Cliff Kresge,+.733,90,+66.00
14,0,20157,Retief Goosen,+.734,64,+47.00
15,0,24357,K.J. Choi,+.738,65,+48.00
16,0,10885,Robert Allenby,+.744,43,+32.00
17,0,01797,Rocco Mediate,+.746,67,+50.00
18,0,23778,Brad Adamonis,+.747,91,+68.00
19,0,12652,Cameron Beckman,+.750,84,+63.00
19,0,22348,Nick O'Hern,+.750,92,+69.00
19,0,08845,Scott Sterling,+.750,48,+36.00
22,0,06251,Chris DiMarco,+.753,93,+70.00
22,0,01329,Brad Faxon,+.753,85,+64.00
22,0,24924,Bill Haas,+.753,85,+64.00
22,0,26301,James Nitties,+.753,93,+70.00
26,0,06643,Paul Goydos,+.754,65,+49.00
26,0,24024,Zach Johnson,+.754,69,+52.00
28,0,06197,Michael Allen,+.755,53,+40.00
29,0,10117,Bob Heintz,+.759,54,+41.00
30,0,23718,Nathan Green,+.764,127,+97.00
31,0,19846,Brian Gay,+.765,85,+65.00
32,0,20104,Ken Duke,+.770,74,+57.00
33,0,24507,Jason Bohn,+.771,70,+54.00
33,0,26695,Michael Letzig,+.771,83,+64.00
35,0,06595,Kevin Sutherland,+.772,79,+61.00
36,0,26420,Richard Johnson,+.773,97,+75.00
37,0,23800,Bryce Molder,+.775,71,+55.00
38,0,22892,Jason Gore,+.776,67,+52.00
38,0,27095,Nick Watney,+.776,49,+38.00
40,0,21949,Joe Ogilvie,+.777,103,+80.00
41,0,23353,J.J. Henry,+.779,104,+81.00
41,0,21961,Charles Howell III,+.779,95,+74.00
43,0,10860,Justin Leonard,+.780,82,+64.00
44,0,01928,Corey Pavin,+.781,73,+57.00
44,0,22293,Heath Slocum,+.781,73,+57.00
46,0,01945,Kenny Perry,+.785,65,+51.00
47,0,24781,Hunter Mahan,+.786,70,+55.00
47,0,28118,Peter Tomasulo,+.786,56,+44.00
