RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
101,0,28132,Tyrone Van Aswegen,71.14,2490,35
102,0,01724,Jeff Maggert,71.15,1850,26
103,0,25562,Andres Romero,71.16,2277,32
104,0,20396,Lee Westwood,71.17,1708,24
105,0,34021,Bud Cauley,71.19,2278,32
106,0,29740,Brad Fritsch,71.20,1780,25
107,0,30852,Ryo Ishikawa,71.21,2777,39
107,0,33419,Cameron Tringale,71.21,3418,48
109,0,21753,Brian Davis,71.22,3205,45
109,0,06522,Ernie Els,71.22,2635,37
109,0,24781,Hunter Mahan,71.22,3205,45
112,0,34563,Chesson Hadley,71.26,3349,47
113,0,23353,J.J. Henry,71.27,2637,37
113,0,28486,Michael Putnam,71.27,3421,48
115,0,20104,Ken Duke,71.30,2353,33
115,0,10860,Justin Leonard,71.30,2353,33
117,0,28259,Sangmoon Bae,71.31,2567,36
117,0,27141,J.B. Holmes,71.31,3494,49
119,0,24140,Sean O'Hair,71.32,2211,31
119,0,27330,Josh Teater,71.32,2924,41
119,0,26951,Johnson Wagner,71.32,2211,31
122,0,27556,Ted Potter Jr.,71.34,2283,32
123,0,22046,Geoff Ogilvy,71.35,2640,37
124,0,35139,Richard Lee,71.37,2712,38
125,0,26300,Matt Jones,71.38,2855,40
125,0,24138,Ian Poulter,71.38,1856,26
127,0,30750,Tommy Gainey,71.39,2570,36
127,0,29518,Brendan Steele,71.39,2570,36
129,0,34174,John Huh,71.40,2499,35
129,0,30110,Kyle Stanley,71.40,2499,35
131,0,20157,Retief Goosen,71.41,3142,44
131,0,27936,Martin Laird,71.41,1928,27
133,0,28500,Martin Flores,71.43,2857,40
134,0,24361,Pat Perez,71.44,3215,45
135,0,34360,Patrick Reed,71.45,3144,44
135,0,06567,Vijay Singh,71.45,2715,38
137,0,26956,Bronson La'Cassie,71.50,1573,22
137,0,34409,David Lingmerth,71.50,2431,34
139,0,23983,Luke Donald,71.52,1645,23
139,0,19846,Brian Gay,71.52,2217,31
141,0,23409,James Driscoll,71.53,2432,34
141,0,27933,John Merrick,71.53,2289,32
143,0,26329,Louis Oosthuizen,71.54,1717,24
144,0,32334,Charlie Beljan,71.55,2719,38
144,0,10423,Mike Weir,71.55,2361,33
146,0,24494,Erik Compton,71.56,3220,45
147,0,20593,Greg Chalmers,71.57,3006,42
148,0,25274,Steven Bowditch,71.58,3221,45
148,0,35541,John Peterson,71.58,2219,31
150,0,20229,Stewart Cink,71.60,3079,43
150,0,31193,Jim Renner,71.60,2148,30
152,0,32200,Roberto Castro,71.63,2507,35
153,0,35300,Andrew Loupe,71.65,2221,31
153,0,23621,Rory Sabbatini,71.65,2651,37
155,0,22371,Aaron Baddeley,71.68,2724,38
156,0,27120,Troy Matteson,71.70,1936,27
157,0,25720,Chad Collins,71.72,2582,36
157,0,21878,Mark Wilson,71.72,2080,29
159,0,34098,Russell Henley,71.80,2872,40
160,0,24663,Y.E. Yang,71.82,2442,34
161,0,32333,Kevin Tway,71.83,2083,29
162,0,25191,Gonzalo Fernandez-Castaño,71.84,2658,37
162,0,28780,Nicholas Thompson,71.84,2730,38
164,0,22378,Trevor Immelman,71.86,2084,29
165,0,24357,K.J. Choi,71.91,2517,35
166,0,27895,Jonas Blixt,71.93,1942,27
167,0,28092,D.H. Lee,71.95,1511,21
168,0,07867,Woody Austin,71.96,1871,26
169,0,30692,Scott Stallings,72.09,2451,34
169,0,27214,Kevin Streelman,72.09,3100,43
171,0,34264,Hudson Swafford,72.23,2528,35
172,0,25240,D.A. Points,72.31,2314,32
173,0,22913,John Rollins,72.51,2538,35
174,0,22621,Ben Curtis,72.53,2466,34
175,0,25900,Lucas Glover,72.56,2322,32
175,0,32150,Michael Thompson,72.56,2322,32
177,0,37273,Derek Ernst,72.69,2544,35
