RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
149,0,29535,Brice Garnett,9' 1",3893.083,430
149,0,24912,Will MacKenzie,9' 1",3707.083,410
149,0,24361,Pat Perez,9' 1",3843.000,423
149,0,26951,Johnson Wagner,9' 1",3015.083,332
153,0,24494,Erik Compton,9' 2",4040.417,441
153,0,35541,John Peterson,9' 2",2952.083,321
155,0,22371,Aaron Baddeley,9' 3",3393.167,367
155,0,34563,Chesson Hadley,9' 3",3612.583,389
157,0,27408,Martin Kaymer,9' 5",2477.917,264
157,0,34409,David Lingmerth,9' 5",3737.750,398
157,0,26679,Kevin Stadler,9' 5",2790.500,297
160,0,20848,Ángel Cabrera,9' 6",3200.667,336
160,0,24781,Hunter Mahan,9' 6",3504.333,369
160,0,30110,Kyle Stanley,9' 6",3492.833,367
163,0,31193,Jim Renner,9' 7",2777.500,290
164,0,23409,James Driscoll,9' 9",3495.500,357
164,0,35300,Andrew Loupe,9' 9",2769.250,285
166,0,29420,Billy Horschel,9' 10",3034.083,308
166,0,35732,Wes Roach,9' 10",2823.583,288
168,0,28780,Nicholas Thompson,10' 0",3769.583,378
169,0,29478,Kevin Kisner,10' 1",3867.500,382
170,0,34098,Russell Henley,10' 3",4284.083,419
170,0,34264,Hudson Swafford,10' 3",2812.583,275
172,0,37273,Derek Ernst,10' 4",3717.083,359
173,0,32334,Charlie Beljan,10' 5",3867.833,372
173,0,31557,Jim Herman,10' 5",2767.417,266
175,0,30750,Tommy Gainey,10' 8",3656.083,343
176,0,25444,Justin Hicks,10' 11",4765.000,436
177,0,27120,Troy Matteson,11' 1",3150.917,285
