RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,29461,Jamie Lovemark,2' 2",93.500,44,129
2,0,23983,Luke Donald,2' 4",80.250,34,38
2,0,28307,Matt Every,2' 4",147.000,63,82
2,0,32102,Rickie Fowler,2' 4",126.333,55,17
2,0,31202,William McGirt,2' 4",179.917,78,79
2,0,22405,Justin Rose,2' 4",117.250,50,31
2,0,10423,Mike Weir,2' 4",114.667,49,56
8,0,32366,Kevin Chappell,2' 5",221.083,91,114
8,0,24024,Zach Johnson,2' 5",199.750,84,36
8,0,27963,Chris Stroud,2' 5",186.583,77,18
11,0,24846,Ricky Barnes,2' 6",188.333,76,19
11,0,32200,Roberto Castro,2' 6",162.750,66,136
11,0,29289,S.Y. Noh,2' 6",146.750,59,45
11,0,06567,Vijay Singh,2' 6",164.000,65,73
15,0,34021,Bud Cauley,2' 7",117.000,46,57
15,0,20593,Greg Chalmers,2' 7",221.083,86,65
15,0,22621,Ben Curtis,2' 7",163.333,64,126
15,0,12716,Charley Hoffman,2' 7",180.583,69,64
15,0,26851,Marc Leishman,2' 7",170.667,67,115
15,0,34409,David Lingmerth,2' 7",198.583,76,151
15,0,34360,Patrick Reed,2' 7",140.583,55,69
15,0,25834,Daniel Summerhays,2' 7",240.083,92,96
15,0,27095,Nick Watney,2' 7",170.083,66,132
15,0,21878,Mark Wilson,2' 7",137.417,54,138
25,0,24357,K.J. Choi,2' 8",174.417,65,119
25,0,23541,Ben Crane,2' 8",195.417,73,75
25,0,27436,Graham DeLaet,2' 8",140.250,53,85
25,0,10809,Jim Furyk,2' 8",176.250,67,1
25,0,27141,J.B. Holmes,2' 8",190.750,72,89
25,0,33413,Ben Martin,2' 8",170.333,64,75
25,0,24490,George McNeill,2' 8",200.333,75,97
25,0,29221,Webb Simpson,2' 8",186.583,70,77
25,0,32150,Michael Thompson,2' 8",134.917,50,90
25,0,26289,Boo Weekley,2' 8",134.000,50,160
25,0,20396,Lee Westwood,2' 8",129.417,49,127
36,0,24507,Jason Bohn,2' 9",196.250,72,131
36,0,33141,Keegan Bradley,2' 9",173.833,64,14
36,0,21753,Brian Davis,2' 9",250.833,92,25
36,0,23638,Brendon de Jonge,2' 9",255.333,93,117
36,0,29478,Kevin Kisner,2' 9",221.833,80,122
36,0,32839,Hideki Matsuyama,2' 9",180.750,65,41
36,0,25396,Kevin Na,2' 9",202.083,73,4
36,0,35541,John Peterson,2' 9",214.000,79,134
36,0,25240,D.A. Points,2' 9",123.833,45,156
36,0,34431,Robert Streb,2' 9",179.417,66,80
36,0,02206,David Toms,2' 9",126.500,46,23
36,0,32333,Kevin Tway,2' 9",93.833,34,162
48,0,22371,Aaron Baddeley,2' 10",113.667,40,47
48,0,24925,Jonathan Byrd,2' 10",191.750,68,99
48,0,20848,Ángel Cabrera,2' 10",210.083,75,161
48,0,20229,Stewart Cink,2' 10",229.750,80,142
48,0,29535,Brice Garnett,2' 10",253.500,89,62
48,0,21961,Charles Howell III,2' 10",275.583,97,30
48,0,26300,Matt Jones,2' 10",215.250,76,133
48,0,28092,D.H. Lee,2' 10",130.083,46,86
48,0,10860,Justin Leonard,2' 10",209.500,74,6
48,0,35300,Andrew Loupe,2' 10",145.083,51,139
48,0,01810,Phil Mickelson,2' 10",127.750,45,20
48,0,23800,Bryce Molder,2' 10",160.750,56,44
48,0,23320,Ryan Palmer,2' 10",171.333,60,95
48,0,24502,Adam Scott,2' 10",148.250,52,37
48,0,20645,John Senden,2' 10",193.000,69,49
48,0,34046,Jordan Spieth,2' 10",216.667,77,13
48,0,30927,Brendon Todd,2' 10",268.167,94,7
48,0,27770,Camilo Villegas,2' 10",246.333,88,125
48,0,25632,Jimmy Walker,2' 10",191.583,67,91
48,0,31323,Gary Woodland,2' 10",177.667,63,50
68,0,29479,Scott Brown,2' 11",279.250,96,86
68,0,25364,Paul Casey,2' 11",120.250,41,128
68,0,21209,Sergio Garcia,2' 11",109.250,37,2
68,0,24358,Robert Garrigus,2' 11",249.000,86,116
68,0,34563,Chesson Hadley,2' 11",202.083,70,153
68,0,34098,Russell Henley,2' 11",187.750,64,170
68,0,30944,Jason Kokrak,2' 11",163.917,57,59
68,0,25562,Andres Romero,2' 11",227.667,77,52
68,0,28132,Tyrone Van Aswegen,2' 11",161.750,56,94
68,0,27064,Jhonattan Vegas,2' 11",203.000,69,72
68,0,25804,Bubba Watson,2' 11",158.167,54,74
68,0,24663,Y.E. Yang,2' 11",147.083,51,122
80,0,12510,Chad Campbell,3' 0",107.333,36,51
80,0,24494,Erik Compton,3' 0",230.083,76,83
80,0,06522,Ernie Els,3' 0",171.417,57,26
80,0,25900,Lucas Glover,3' 0",145.333,49,176
80,0,27644,Brian Harman,3' 0",314.333,106,60
80,0,25444,Justin Hicks,3' 0",257.417,87,146
80,0,30925,Dustin Johnson,3' 0",105.833,35,57
80,0,08075,Jerry Kelly,3' 0",166.583,56,16
80,0,01706,Davis Love III,3' 0",210.000,70,140
80,0,24781,Hunter Mahan,3' 0",215.250,72,148
80,0,28237,Rory McIlroy,3' 0",145.583,48,88
80,0,28475,Jeff Overton,3' 0",216.083,73,39
80,0,26331,Charl Schwartzel,3' 0",178.667,59,21
80,0,29518,Brendan Steele,3' 0",258.000,86,67
94,0,28259,Sangmoon Bae,3' 1",226.917,73,112
94,0,20498,Briny Baird,3' 1",160.583,52,118
94,0,25274,Steven Bowditch,3' 1",217.917,70,120
94,0,25191,Gonzalo Fernandez-Castaño,3' 1",192.500,63,100
94,0,35539,Luke Guthrie,3' 1",210.417,69,29
94,0,32448,James Hahn,3' 1",236.417,77,145
94,0,30926,Chris Kirk,3' 1",246.833,79,9
94,0,33122,Russell Knox,3' 1",295.167,96,8
94,0,36689,Brooks Koepka,3' 1",150.583,49,108
94,0,34261,Scott Langley,3' 1",261.833,84,21
94,0,01724,Jeff Maggert,3' 1",141.000,46,93
94,0,22046,Geoff Ogilvy,3' 1",240.667,78,137
94,0,26329,Louis Oosthuizen,3' 1",74.417,24,172
94,0,24361,Pat Perez,3' 1",259.917,85,46
94,0,25345,Carl Pettersson,3' 1",247.667,81,113
94,0,28486,Michael Putnam,3' 1",283.500,91,122
94,0,22293,Heath Slocum,3' 1",165.500,54,24
94,0,27330,Josh Teater,3' 1",212.167,68,102
94,0,26951,Johnson Wagner,3' 1",173.917,57,92
94,0,20160,Charlie Wi,3' 1",243.417,78,15
114,0,10885,Robert Allenby,3' 2",207.500,66,52
114,0,25720,Chad Collins,3' 2",137.750,44,60
114,0,25686,Jason Dufner,3' 2",131.917,42,166
114,0,29740,Brad Fritsch,3' 2",119.083,38,54
114,0,23353,J.J. Henry,3' 2",251.167,80,121
114,0,33461,Morgan Hoffmann,3' 2",287.833,91,106
114,0,29420,Billy Horschel,3' 2",146.167,46,144
114,0,22378,Trevor Immelman,3' 2",190.917,60,150
114,0,35139,Richard Lee,3' 2",212.500,67,32
114,0,27466,Spencer Levin,3' 2",158.667,50,55
114,0,25572,Graeme McDowell,3' 2",138.250,44,39
114,0,26596,Ryan Moore,3' 2",185.583,58,103
114,0,26679,Kevin Stadler,3' 2",150.167,48,159
