RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,94,01201,Lennie Clements,8.51,12,141
2,104,01577,Lee Janzen,10.27,34,331
3,105,01346,Ed Fiori,10.67,27,253
4,106,01876,Greg Norman,11.07,27,244
5,112,01072,Chip Beck,11.41,34,298
6,112,01219,John Cook,11.43,32,280
7,112,02170,Hal Sutton,11.95,38,318
8,113,01701,Bob Lohr,12.10,30,248
9,114,01926,Steve Pate,12.24,41,335
10,114,01042,Paul Azinger,12.31,33,268
11,114,02223,Bob Tway,12.33,28,227
12,114,02185,Lance Ten Broeck,12.50,21,168
13,118,02104,Jeff Sluman,12.54,43,343
14,118,02159,Curtis Strange,12.75,26,204
15,118,01626,Karl Kimball,12.82,20,156
16,118,01724,Jeff Maggert,12.88,38,295
17,118,02321,Fuzzy Zoeller,12.94,26,201
18,119,02099,Scott Simpson,13.07,26,199
19,119,01355,Raymond Floyd,13.13,26,198
20,120,01549,Mike Hulbert,13.25,44,332
20,120,01971,Dillard Pruitt,13.25,31,234
22,120,01060,Dave Barr,13.27,30,226
23,120,02049,Gene Sauers,13.28,32,241
24,120,02225,Howard Twitty,13.29,44,331
24,120,02303,Robert Wrenn,13.29,38,286
26,124,01527,Scott Hoch,13.35,53,397
27,124,01024,Billy Andrade,13.36,41,307
28,124,01639,Kenny Knox,13.37,50,374
29,124,02201,Jim Thorpe,13.39,30,224
30,125,01098,Jay Don Blake,13.47,45,334
31,125,01142,Bart Bryant,13.50,37,274
32,125,02133,Craig Stadler,13.52,33,244
33,125,02279,Mark Wiebe,13.58,33,243
34,125,01559,Hale Irwin,13.59,25,184
35,125,02111,Mike Smith,13.72,38,277
36,125,01550,Ed Humenik,13.75,33,240
37,125,01414,Bob Gilder,13.81,33,239
37,125,02041,Bill Sander,13.81,25,181
39,125,01378,David Frost,13.86,37,267
40,126,01783,Mark McCumber,13.92,27,194
41,126,01928,Corey Pavin,13.93,45,323
42,126,02167,Mike Sullivan,13.95,36,258
43,126,01996,Mike Reid,14.02,30,214
44,126,02241,Bobby Wadkins,14.09,42,298
45,126,01633,Tom Kite,14.23,40,281
46,126,02033,Dave Rummells,14.24,49,344
47,136,01887,Mark O'Meara,14.34,40,279
48,136,01068,Andy Bean,14.35,33,230
49,137,01129,Bill Britton,14.52,44,303
50,137,01569,Peter Jacobsen,14.60,33,226
50,137,02311,Kim Young,14.60,20,137
52,138,01049,Ian Baker-Finch,14.74,37,251
53,138,01457,Jay Haas,14.76,40,271
54,138,01040,Emlyn Aubrey,14.88,43,289
55,138,01607,Brian Kamm,14.95,29,194
56,138,02292,Bob Wolcott,14.98,46,307
57,138,01132,Mark Brooks,15.06,50,332
58,138,01553,John Huston,15.08,57,378
59,138,01475,Donnie Hammond,15.10,29,192
60,138,02242,Lanny Wadkins,15.13,46,304
61,138,02267,D.A. Weibring,15.14,38,251
62,139,01196,Brian Claar,15.18,46,303
63,139,06284,Jim Hallet,15.19,53,349
64,139,01510,Nolan Henke,15.20,45,296
65,139,01078,Jim Benepe,15.21,33,217
66,144,01306,David Edwards,15.41,45,292
66,144,01946,Peter Persons,15.41,45,292
68,144,01938,David Peoples,15.43,48,311
69,144,01690,Bruce Lietzke,15.45,34,220
70,144,01458,Jerry Haas,15.53,41,264
71,144,01435,Wayne Grady,15.68,29,185
72,144,01766,Billy Mayfair,15.72,50,318
73,144,01185,Brandel Chamblee,15.77,35,222
74,146,01161,Mark Calcavecchia,15.83,41,259
75,146,01226,Fred Couples,15.85,52,328
76,146,01203,Russ Cochran,15.86,49,309
77,146,01320,Bob Estes,15.87,40,252
78,146,01725,John Mahaffey,15.90,31,195
79,146,01361,Dan Forsman,15.91,49,308
80,146,01958,Dan Pohl,15.97,38,238
81,146,01093,Ronnie Black,16.02,37,231
81,146,01157,Tom Byrum,16.02,41,256
81,146,01331,Rick Fehr,16.02,37,231
84,146,02100,Tim Simpson,16.06,40,249
84,146,02186,Brian Tennyson,16.06,40,249
86,146,01968,Nick Price,16.08,41,255
87,146,01106,Jim Booros,16.09,37,230
88,146,01943,Chris Perry,16.12,49,304
89,147,02256,Tom Watson,16.15,31,192
90,147,01261,Jay Delsing,16.17,49,303
90,147,01771,Blaine McCallister,16.17,49,303
92,147,01154,Bill Buttner,16.18,33,204
93,147,01469,Dan Halldorson,16.19,40,247
94,147,06090,Jim McGovern,16.25,46,283
95,148,02007,Larry Rinker,16.29,36,221
96,148,02214,Kirk Triplett,16.30,45,276
97,148,06573,Brandt Jobe,16.35,26,159
97,148,02010,Loren Roberts,16.35,52,318
99,148,01390,Buddy Gardner,16.36,53,324
99,148,02195,Leonard Thompson,16.36,35,214
101,148,01014,Fulton Allem,16.37,37,226
102,148,01444,Ken Green,16.38,48,293
103,148,01662,Greg Ladehoff,16.45,25,152
104,148,06118,Greg Bruckner,16.54,43,260
105,148,01288,Ed Dougherty,16.56,50,302
106,148,01723,Andrew Magee,16.61,50,301
106,148,02101,Joey Sindelar,16.61,51,307
108,148,01468,Gary Hallberg,16.67,48,288
108,148,01823,Larry Mize,16.67,44,264
108,148,01837,Gil Morgan,16.67,40,240
111,162,02294,Willie Wood,16.74,36,215
112,162,01191,Barry Cheesman,16.76,29,173
112,162,02190,Doug Tewell,16.76,31,185
114,162,01599,Steve Jones,16.78,48,286
115,162,01797,Rocco Mediate,16.79,46,274
116,162,02230,Stan Utley,16.80,42,250
117,162,06577,John Wilson,16.83,34,202
118,162,01323,Brad Fabel,16.84,48,285
119,162,01381,Fred Funk,16.96,49,289
120,162,01303,Bob Eastwood,17.02,32,188
121,162,02298,Jim Woodward,17.07,35,205
122,162,01313,Steve Elkington,17.11,45,263
123,162,01682,Wayne Levi,17.13,37,216
124,162,01975,Tom Purtzer,17.19,49,285
125,162,01835,Tommy Moore,17.24,25,145
126,163,06575,Dudley Hart,17.28,42,243
127,163,01329,Brad Faxon,17.29,60,347
128,164,01495,Morris Hatalsky,17.36,42,242
129,164,02146,Payne Stewart,17.51,45,257
130,164,01151,Clark Burroughs,17.52,24,137
131,164,01878,Andy North,17.56,23,131
132,164,02135,Mike Standly,17.57,39,222
133,164,01197,Bobby Clampett,17.60,41,233
134,164,01385,Jim Gallagher Jr.,17.63,64,363
135,166,01388,Robert Gamez,17.71,48,271
136,166,01557,John Inman,17.78,48,270
137,166,01715,Mark Lye,17.80,55,309
137,166,01755,Dick Mast,17.80,34,191
137,166,01945,Kenny Perry,17.80,42,236
140,166,01143,Brad Bryant,17.82,36,202
141,166,06048,Dicky Thompson,17.84,38,213
142,167,06197,Michael Allen,17.91,36,201
143,167,01984,Sam Randolph,17.92,31,173
144,167,01790,Pat McGowan,17.95,28,156
145,167,01235,Ben Crenshaw,17.98,32,178
145,167,02131,Mike Springer,17.98,48,267
147,167,01307,Joel Edwards,18.02,40,222
147,167,06072,Greg Whisman,18.02,40,222
149,167,02322,Richard Zokol,18.09,36,199
150,167,01200,Keith Clearwater,18.15,57,314
151,173,01249,John Daly,18.21,59,324
152,173,06571,Bryan Norton,18.24,31,170
153,173,01156,Curt Byrum,18.28,49,268
154,173,06044,Scott Gump,18.32,48,262
155,173,01133,Billy Ray Brown,18.43,47,255
156,173,06006,JC Anderson,18.46,36,195
157,173,01168,David Canipe,18.49,44,238
158,173,01284,Mike Donald,18.51,57,308
158,173,02246,Duffy Waldorf,18.51,52,281
160,173,01006,John Adams,18.53,48,259
161,174,01096,Phil Blackmar,18.68,48,257
162,177,01035,Tommy Armour III,18.77,49,261
163,177,02090,Tom Sieckmann,18.88,47,249
164,177,01846,Jodie Mudd,18.99,30,158
165,178,06332,Neal Lancaster,19.29,65,337
166,178,02257,Brian Watts,19.32,40,207
167,179,01266,Clark Dennis,19.46,43,221
168,179,01282,Trevor Dodds,19.61,40,204
169,179,01499,Mark Hayes,19.63,32,163
169,179,06581,David Sutherland,19.63,43,219
171,179,01706,Davis Love III,19.71,69,350
172,179,02054,Ken Schall,19.81,41,207
173,180,01736,Roger Maltbie,20.00,35,175
174,210,02148,Ray Stewart,20.65,57,276
174,210,02255,Denis Watson,20.65,38,184
176,211,06034,Marco Dawson,20.72,46,222
177,212,06010,Brad Bell,21.29,33,155
178,214,02196,Robert Thompson,21.48,29,135
179,215,02095,Larry Silveira,21.81,41,188
180,215,06150,Carl Cooper,21.91,39,178
181,216,01039,Perry Arthur,22.04,41,186
182,224,01112,Charlie Bowles,22.46,42,187
183,224,06140,Sean Murphy,22.65,41,181
184,229,02224,Greg Twiggs,23.26,50,215
185,230,02067,Ted Schulz,23.51,71,302
186,232,06579,Craig Rudolph,25.00,40,160
187,259,02023,Clarence Rose,25.56,34,133
188,260,06016,Brad Lardon,26.49,40,151
189,278,02239,Scott Verplank,30.28,43,142
