RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,29221,Webb Simpson,3.776,608,161
2,0,34360,Patrick Reed,3.787,409,108
3,0,32640,Troy Merritt,3.803,483,127
4,0,26300,Matt Jones,3.819,359,94
5,0,21961,Charles Howell III,3.821,535,140
6,0,25804,Bubba Watson,3.828,490,128
7,0,32102,Rickie Fowler,3.836,514,134
7,0,19846,Brian Gay,3.836,702,183
9,0,34563,Chesson Hadley,3.844,692,180
10,0,21528,Henrik Stenson,3.846,350,91
11,0,35545,Blayne Barber,3.850,435,113
12,0,25198,Francesco Molinari,3.853,366,95
12,0,31323,Gary Woodland,3.853,420,109
14,0,39997,Corey Conners,3.855,640,166
15,0,37275,Sam Ryder,3.858,517,134
15,0,27649,Brandt Snedeker,3.858,598,155
17,0,39327,Ben Silverman,3.860,579,150
18,0,30978,Kiradech Aphibarnrat,3.863,282,73
19,0,20229,Stewart Cink,3.864,483,125
19,0,31646,Emiliano Grillo,3.864,510,132
21,0,23541,Ben Crane,3.866,433,112
22,0,29420,Billy Horschel,3.870,565,146
22,0,23325,Vaughn Taylor,3.870,534,138
24,0,27644,Brian Harman,3.871,662,171
24,0,22582,Kyle Thompson,3.871,271,70
26,0,22405,Justin Rose,3.872,422,109
27,0,24781,Hunter Mahan,3.876,407,105
28,0,28679,Fabián Gómez,3.877,535,138
28,0,26951,Johnson Wagner,3.877,442,114
30,0,20472,Alex Cejka,3.878,446,115
30,0,25396,Kevin Na,3.878,508,131
30,0,27942,Rob Oppenheim,3.878,446,115
33,0,40058,Zac Blair,3.880,357,92
33,0,36799,Stephan Jaeger,3.880,485,125
33,0,39324,J.J. Spaun,3.880,516,133
36,0,34076,Joel Dahmen,3.881,555,143
36,0,30925,Dustin Johnson,3.881,458,118
36,0,34264,Hudson Swafford,3.881,458,118
39,0,29908,C.T. Pan,3.882,660,170
39,0,08793,Tiger Woods,3.882,361,93
41,0,50526,Tom Lovelady,3.885,540,139
41,0,34046,Jordan Spieth,3.885,540,139
43,0,40026,Daniel Berger,3.886,478,123
44,0,33448,Justin Thomas,3.887,482,124
45,0,33141,Keegan Bradley,3.888,521,134
45,0,26499,Rafa Cabrera Bello,3.888,381,98
45,0,34174,John Huh,3.888,626,161
48,0,30911,Tommy Fleetwood,3.889,350,90
48,0,32839,Hideki Matsuyama,3.889,420,108
50,0,37338,Zecheng Dou,3.890,284,73
51,0,25632,Jimmy Walker,3.891,463,119
52,0,33948,Byeong Hun An,3.892,467,120
52,0,24024,Zach Johnson,3.892,541,139
54,0,27129,Luke List,3.895,518,133
55,0,39954,Cody Gribble,3.896,413,106
55,0,34363,Tyrrell Hatton,3.896,300,77
55,0,34256,Andrew Putnam,3.896,561,144
58,0,29268,Bronson Burgoon,3.898,460,118
59,0,29926,Danny Lee,3.900,507,130
60,0,34466,Peter Malnati,3.901,554,142
61,0,47125,Matt Atkins,3.902,320,82
61,0,26596,Ryan Moore,3.902,476,122
61,0,32150,Michael Thompson,3.902,480,123
64,0,33419,Cameron Tringale,3.903,363,93
65,0,19803,Ryan Armour,3.904,812,208
65,0,28237,Rory McIlroy,3.904,324,83
65,0,46970,Jon Rahm,3.904,449,115
68,0,40009,Dominic Bozzelli,3.906,414,106
69,0,27349,Alex Noren,3.907,336,86
70,0,39546,Keith Mitchell,3.909,645,165
71,0,47993,Denny McCarthy,3.910,434,111
71,0,27095,Nick Watney,3.910,563,144
73,0,33399,Adam Hadwin,3.911,481,123
74,0,31560,Brian Stuard,3.913,630,161
75,0,28132,Tyrone Van Aswegen,3.914,681,174
76,0,34099,Harris English,3.917,564,144
76,0,26758,David Hearn,3.917,427,109
76,0,35506,Mackenzie Hughes,3.917,564,144
76,0,27214,Kevin Streelman,3.917,615,157
80,0,29974,Branden Grace,3.918,286,73
80,0,27556,Ted Potter Jr.,3.918,572,146
82,0,46435,Austin Cook,3.919,729,186
83,0,33410,Andrew Landry,3.920,537,137
83,0,36699,Patrick Rodgers,3.920,541,138
85,0,27958,Ryan Blaum,3.922,506,129
85,0,37278,Nicholas Lindheim,3.922,506,129
87,0,24361,Pat Perez,3.923,459,117
87,0,29485,Brett Stegmaier,3.923,408,104
89,0,32333,Kevin Tway,3.925,624,159
90,0,25686,Jason Dufner,3.927,487,124
90,0,10809,Jim Furyk,3.927,377,96
90,0,37455,Si Woo Kim,3.927,593,151
90,0,24502,Adam Scott,3.927,428,109
94,0,29478,Kevin Kisner,3.929,605,154
95,0,29222,Billy Hurley III,3.930,448,114
96,0,12510,Chad Campbell,3.931,515,131
96,0,47959,Bryson DeChambeau,3.931,570,145
98,0,34021,Bud Cauley,3.932,291,74
98,0,37454,Whee Kim,3.932,519,132
100,0,45526,Abraham Ancer,3.933,649,165
100,0,29535,Brice Garnett,3.933,641,163
100,0,31420,Anirban Lahiri,3.933,472,120
100,0,26851,Marc Leishman,3.933,527,134
104,0,35532,Tom Hoge,3.934,657,167
104,0,34409,David Lingmerth,3.934,535,136
106,0,24924,Bill Haas,3.935,484,123
106,0,33418,Shawn Stefani,3.935,484,123
108,0,48081,Xander Schauffele,3.936,551,140
109,0,34213,Grayson Murray,3.938,512,130
110,0,29725,Tony Finau,3.939,520,132
111,0,25818,Scott Piercy,3.941,599,152
111,0,39328,Conrad Shindler,3.941,398,101
113,0,48084,Wesley Bryan,3.944,493,125
113,0,22056,Cameron Percy,3.944,355,90
115,0,31202,William McGirt,3.945,643,163
116,0,25364,Paul Casey,3.949,308,78
116,0,32876,Martin Piller,3.949,541,137
118,0,24925,Jonathan Byrd,3.950,395,100
119,0,23108,Matt Kuchar,3.951,486,123
120,0,30926,Chris Kirk,3.952,743,188
120,0,24138,Ian Poulter,3.952,332,84
122,0,32757,Patton Kizzire,3.954,684,173
123,0,27895,Jonas Blixt,3.957,364,92
123,0,35310,Lanto Griffin,3.957,459,116
125,0,46402,Talor Gooch,3.959,479,121
126,0,28252,Seamus Power,3.961,503,127
126,0,30692,Scott Stallings,3.961,610,154
126,0,37189,Harold Varner III,3.961,507,128
129,0,20572,Rod Pampling,3.962,309,78
130,0,27141,J.B. Holmes,3.963,428,108
130,0,36689,Brooks Koepka,3.963,424,107
132,0,35461,Beau Hossler,3.964,658,166
132,0,27936,Martin Laird,3.964,444,112
134,0,46501,Ollie Schniederjans,3.965,571,144
135,0,22371,Aaron Baddeley,3.968,500,126
135,0,01810,Phil Mickelson,3.968,496,125
137,0,26329,Louis Oosthuizen,3.969,389,98
137,0,49964,Aaron Wise,3.969,635,160
139,0,31416,Derek Fathauer,3.971,544,137
139,0,32448,James Hahn,3.971,417,105
139,0,27064,Jhonattan Vegas,3.971,540,136
142,0,35891,Cameron Smith,3.972,429,108
143,0,26476,Chez Reavie,3.973,449,113
144,0,29518,Brendan Steele,3.974,457,115
144,0,29484,Peter Uihlein,3.974,461,116
146,0,28089,Jason Day,3.975,314,79
146,0,49771,J.T. Poston,3.975,469,118
146,0,47128,Richy Werenski,3.975,632,159
149,0,30944,Jason Kokrak,3.976,652,164
150,0,29223,Sam Saunders,3.977,529,133
151,0,34098,Russell Henley,3.979,561,141
152,0,39975,Michael Kim,3.981,414,104
152,0,23320,Ryan Palmer,3.981,422,106
154,0,34431,Robert Streb,3.983,462,116
155,0,23353,J.J. Henry,3.984,510,128
155,0,30110,Kyle Stanley,3.984,498,125
157,0,20157,Retief Goosen,3.986,275,69
