RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
141,0,24227,Justin Bolli,98.52,1078,22,1040
142,0,08385,Omar Uresti,98.50,934,22,898
143,0,22913,John Rollins,98.48,1117,25,1075
144,0,23623,Bo Van Pelt,98.43,1341,39,1281
145,0,20623,Gavin Coles,98.42,633,11,612
145,0,25842,Jon Mills,98.42,1137,34,1085
145,0,10649,Tom Scherrer,98.42,634,16,608
148,0,22582,Kyle Thompson,98.35,849,24,811
149,0,23621,Rory Sabbatini,98.33,897,28,854
150,0,01706,Davis Love III,98.32,954,27,911
150,0,26476,Chez Reavie,98.32,1312,39,1251
152,0,12716,Charley Hoffman,98.31,1240,26,1193
152,0,20572,Rod Pampling,98.31,1004,23,964
154,0,20127,Chris Riley,98.28,580,15,555
155,0,19913,Ron Whittaker,98.27,578,16,552
156,0,26289,Boo Weekley,98.25,915,23,876
157,0,10423,Mike Weir,98.20,943,23,903
158,0,23497,Tag Ridings,98.10,1157,29,1106
159,0,22892,Jason Gore,98.09,1203,30,1150
160,0,20766,Padraig Harrington,98.07,467,14,444
161,0,07457,Steve Flesch,98.06,1185,35,1127
162,0,27649,Brandt Snedeker,98.03,963,21,923
163,0,10875,Todd Demsey,98.01,1053,27,1005
164,0,24358,Robert Garrigus,97.82,1236,39,1170
164,0,25804,Bubba Watson,97.82,1192,23,1143
166,0,02239,Scott Verplank,97.81,958,16,921
167,0,02002,John Riegger,97.77,942,23,898
168,0,20472,Alex Cejka,97.72,878,22,836
169,0,01161,Mark Calcavecchia,97.70,784,21,745
170,0,01797,Rocco Mediate,97.62,1007,21,962
171,0,01226,Fred Couples,97.61,752,20,714
171,0,20645,John Senden,97.61,1214,27,1158
173,0,20848,Ángel Cabrera,97.59,580,9,557
174,0,09011,David Duval,97.57,577,12,551
175,0,25594,Travis Perkins,97.43,584,12,557
176,0,26679,Kevin Stadler,97.38,1070,22,1020
177,0,27613,David Lutterus,97.29,738,15,703
178,0,23778,Brad Adamonis,97.28,1140,23,1086
179,0,26631,Cody Freeman,97.26,802,25,755
180,0,24912,Will MacKenzie,97.18,850,21,805
181,0,01024,Billy Andrade,97.14,909,29,854
182,0,23540,Jason Allred,97.09,721,16,684
182,0,21959,Ted Purdy,97.09,895,19,850
184,0,21753,Brian Davis,97.08,1473,34,1396
185,0,30750,Tommy Gainey,96.96,691,23,647
186,0,28780,Nicholas Thompson,96.87,1375,33,1299
187,0,22378,Trevor Immelman,96.85,826,18,782
188,0,21805,Harrison Frazar,96.75,955,18,906
189,0,23788,D.J. Trahan,96.70,1153,19,1096
190,0,23797,Brett Rumford,96.68,903,11,862
191,0,11032,Frank Lickliter II,96.64,1459,33,1377
192,0,10733,Kent Jones,96.54,809,17,764
193,0,01677,Tom Lehman,96.49,569,12,537
194,0,23349,Charles Warren,96.32,1115,20,1054
195,0,01388,Robert Gamez,95.84,1057,26,987
196,0,24502,Adam Scott,95.42,524,13,487
197,0,06621,Joe Durant,95.06,1214,36,1118
