RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,28237,Rory McIlroy,68.07%,550,808,-0.198
2,0,49453,Trevor Cone,64.92%,570,878,-0.175
3,0,33948,Byeong Hun An,62.20%,765,1230,-0.157
4,0,57366,Cameron Young,61.78%,582,942,-0.112
5,0,52955,Ludvig Åberg,61.31%,385,628,-0.306
6,0,34255,Joseph Bramlett,60.87%,571,938,-0.133
7,0,27129,Luke List,60.33%,695,1152,-0.147
8,0,52453,Nicolai Hojgaard,60.21%,283,470,-0.141
9,0,51070,Vincent Norrman,59.96%,542,904,-0.203
10,0,51414,Brent Grant,59.82%,475,794,-0.086
11,0,51491,Brandon Matthews,59.25%,346,584,-0.049
12,0,48699,Callum Tarren,59.18%,677,1144,-0.152
13,0,39067,MJ Daffue,58.91%,608,1032,-0.166
14,0,51766,Wyndham Clark,58.87%,697,1184,-0.194
15,0,39546,Keith Mitchell,58.75%,604,1028,-0.134
16,0,46970,Jon Rahm,58.61%,490,836,-0.192
17,0,55893,Sam Stevens,58.16%,670,1152,-0.176
18,0,46601,Trey Mullinax,58.12%,544,936,-0.101
19,0,52411,Kyle Westmoreland,57.69%,465,806,-0.090
20,0,46046,Scottie Scheffler,57.68%,593,1028,-0.224
21,0,58696,Peter Kuest,57.09%,314,550,-0.191
22,0,36699,Patrick Rodgers,56.74%,657,1158,-0.152
23,0,45242,Kevin Yu,56.72%,380,670,-0.189
24,0,27554,Scott Harrington,55.54%,441,794,-0.150
25,0,40250,Taylor Pendrith,55.39%,617,1114,-0.162
26,0,54421,Garrick Higgo,55.11%,690,1252,-0.170
27,0,28420,Ryan Brehm,54.90%,515,938,-0.093
28,0,24502,Adam Scott,54.81%,399,728,-0.213
29,0,52372,Cameron Champ,54.76%,449,820,-0.169
30,0,31323,Gary Woodland,54.63%,555,1016,-0.108
31,0,55454,Carl Yuan,54.49%,522,958,-0.165
32,0,46717,Viktor Hovland,54.10%,528,976,-0.184
33,0,34363,Tyrrell Hatton,53.70%,494,920,-0.198
34,0,47504,Sam Burns,53.69%,545,1015,-0.127
35,0,35450,Patrick Cantlay,53.35%,462,866,-0.279
36,0,58168,Davis Thompson,53.14%,644,1212,-0.152
37,0,45157,Cam Davis,53.05%,592,1116,-0.188
38,0,39977,Max Homa,52.32%,563,1076,-0.233
39,0,12716,Charley Hoffman,52.26%,417,798,-0.185
40,0,48867,Matti Schmid,52.20%,379,726,-0.187
41,0,29970,Dylan Frittelli,51.34%,420,818,-0.157
42,0,32333,Kevin Tway,51.26%,571,1114,-0.193
43,0,36799,Stephan Jaeger,50.94%,757,1486,-0.207
44,0,33448,Justin Thomas,50.75%,473,932,-0.218
45,0,34046,Jordan Spieth,50.58%,437,864,-0.140
46,0,20229,Stewart Cink,50.11%,459,916,-0.135
47,0,33653,Thomas Detry,49.89%,466,934,-0.234
48,0,47988,Nick Hardy,49.76%,617,1240,-0.177
49,0,35461,Beau Hossler,49.75%,609,1224,-0.228
50,0,28089,Jason Day,49.66%,442,890,-0.152
51,0,39058,Lucas Herbert,49.55%,330,666,-0.121
52,0,33141,Keegan Bradley,49.15%,462,940,-0.167
53,0,36724,Augusto Núñez,49.13%,396,806,-0.152
54,0,50188,S.H. Kim,48.96%,660,1348,-0.189
55,0,29725,Tony Finau,48.62%,493,1014,-0.193
56,0,58967,Trevor Werbylo,48.51%,390,804,-0.164
57,0,56762,Will Gordon,48.22%,595,1234,-0.213
58,0,37338,Zecheng Dou,48.20%,508,1054,-0.203
59,0,39997,Corey Conners,48.10%,506,1052,-0.172
60,0,32662,Michael Gligic,47.78%,345,722,-0.110
61,0,25632,Jimmy Walker,47.72%,503,1054,-0.141
62,0,49947,Taylor Moore,47.69%,537,1126,-0.155
63,0,40006,Erik van Rooyen,47.61%,368,773,-0.193
64,0,48081,Xander Schauffele,47.27%,407,861,-0.258
65,0,48117,Kurt Kitayama,46.99%,359,764,-0.103
66,0,23320,Ryan Palmer,46.92%,426,908,-0.157
67,0,56630,Akshay Bhatia,46.67%,378,810,-0.204
68,0,30692,Scott Stallings,46.59%,437,938,-0.089
69,0,32102,Rickie Fowler,46.45%,523,1126,-0.212
70,0,51634,Sahith Theegala,46.42%,558,1202,-0.188
71,0,40098,Matt Fitzpatrick,46.26%,408,882,-0.100
72,0,47995,Davis Riley,46.01%,484,1052,-0.163
73,0,47347,Adam Schenk,44.65%,609,1364,-0.158
74,0,48887,Matt Wallace,43.41%,402,926,-0.234
75,0,32791,K.H. Lee,42.73%,488,1142,-0.180
76,0,48119,Ben Taylor,42.69%,502,1176,-0.159
77,0,35617,Martin Trainer,42.67%,227,532,-0.145
78,0,39971,Sungjae Im,42.61%,507,1190,-0.258
79,0,39975,Michael Kim,42.56%,406,954,-0.167
79,0,33204,Shane Lowry,42.56%,332,780,-0.136
81,0,29289,S.Y. Noh,42.50%,272,640,-0.199
81,0,46340,Alex Smalley,42.50%,550,1294,-0.205
83,0,31577,Tano Goya,42.46%,383,902,-0.162
84,0,33597,Harry Higgs,42.25%,349,826,-0.138
85,0,30911,Tommy Fleetwood,42.21%,363,860,-0.193
86,0,55708,Hayden Buckley,42.07%,382,908,-0.144
87,0,46442,Maverick McNealy,42.01%,284,676,-0.236
88,0,57362,Austin Eckroat,41.83%,415,992,-0.190
89,0,32366,Kevin Chappell,41.63%,209,502,-0.263
90,0,28252,Seamus Power,41.23%,376,912,-0.178
91,0,55789,Taylor Montgomery,41.03%,485,1182,-0.212
92,0,39335,Kevin Roy,40.90%,301,736,-0.219
93,0,57975,Harry Hall,40.55%,416,1026,-0.243
94,0,35506,Mackenzie Hughes,40.51%,401,990,-0.122
95,0,25686,Jason Dufner,40.46%,390,964,-0.179
96,0,54628,Lee Hodges,40.37%,499,1236,-0.190
97,0,34431,Robert Streb,40.30%,349,866,-0.163
98,0,33408,Tyson Alexander,40.12%,390,972,-0.172
99,0,31646,Emiliano Grillo,39.89%,489,1226,-0.127
100,0,54591,Ben Griffin,39.82%,497,1248,-0.155
101,0,48084,Wesley Bryan,39.35%,170,432,-0.141
102,0,32757,Patton Kizzire,39.22%,455,1160,-0.207
103,0,29420,Billy Horschel,39.16%,289,738,-0.180
104,0,50095,Austin Smotherman,39.15%,442,1129,-0.161
105,0,37455,Si Woo Kim,39.13%,468,1196,-0.190
106,0,34563,Chesson Hadley,39.01%,426,1092,-0.185
107,0,39954,Cody Gribble,38.79%,270,696,-0.167
108,0,45609,Tyler Duncan,38.77%,428,1104,-0.140
109,0,39324,J.J. Spaun,38.68%,451,1166,-0.213
110,0,34076,Joel Dahmen,38.44%,389,1012,-0.188
111,0,49960,Sepp Straka,37.94%,409,1078,-0.149
112,0,35310,Lanto Griffin,37.74%,237,628,-0.181
113,0,55182,Tom Kim,37.55%,398,1060,-0.216
113,0,51997,Andrew Novak,37.55%,356,948,-0.199
115,0,27349,Alex Noren,37.45%,379,1012,-0.211
116,0,47128,Richy Werenski,37.43%,375,1002,-0.131
117,0,32448,James Hahn,37.06%,355,958,-0.161
118,0,32839,Hideki Matsuyama,37.01%,362,978,-0.204
119,0,49771,J.T. Poston,36.81%,441,1198,-0.211
120,0,34466,Peter Malnati,36.35%,386,1062,-0.155
121,0,47983,Chad Ramey,36.12%,450,1246,-0.176
122,0,50525,Collin Morikawa,35.83%,311,868,-0.225
123,0,52375,Doug Ghim,35.76%,369,1032,-0.268
124,0,47591,Eric Cole,35.65%,539,1512,-0.245
125,0,51890,Greyson Sigg,34.62%,430,1242,-0.186
126,0,30926,Chris Kirk,34.37%,365,1062,-0.189
127,0,49298,Kramer Hickok,34.19%,372,1088,-0.228
128,0,36871,Matt NeSmith,34.13%,400,1172,-0.158
129,0,50493,Justin Suh,34.10%,459,1346,-0.148
130,0,27644,Brian Harman,34.09%,375,1100,-0.213
131,0,25493,Nick Taylor,33.78%,352,1042,-0.247
132,0,54783,Dylan Wu,33.76%,370,1096,-0.227
133,0,51349,Nico Echavarria,33.68%,256,760,-0.078
