RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,28237,Rory McIlroy,63.28%,81,128,-0.35
2,0,58696,Peter Kuest,58.70%,54,92,-0.26
3,0,51491,Brandon Matthews,55.08%,65,118,-0.32
4,0,52372,Cameron Champ,48.08%,75,156,-0.37
5,0,52453,Nicolai Hojgaard,44.57%,41,92,-0.37
6,0,33948,Byeong Hun An,43.81%,92,210,-0.29
7,0,34255,Joseph Bramlett,42.50%,68,160,-0.40
8,0,57366,Cameron Young,41.86%,72,172,-0.40
9,0,51070,Vincent Norrman,41.76%,71,170,-0.41
10,0,31323,Gary Woodland,39.76%,66,166,-0.12
11,0,24502,Adam Scott,39.71%,54,136,-0.22
12,0,51766,Wyndham Clark,38.73%,79,204,-0.29
13,0,48867,Matti Schmid,38.61%,61,158,-0.23
13,0,52411,Kyle Westmoreland,38.61%,61,158,-0.28
15,0,46970,Jon Rahm,38.03%,54,142,-0.54
16,0,52955,Ludvig Åberg,38.00%,38,100,-0.42
17,0,39546,Keith Mitchell,37.77%,71,188,-0.25
18,0,48699,Callum Tarren,36.36%,72,198,-0.29
19,0,49453,Trevor Cone,35.98%,59,164,-0.20
20,0,46601,Trey Mullinax,35.92%,51,142,-0.22
21,0,47504,Sam Burns,35.80%,58,162,-0.31
22,0,45242,Kevin Yu,35.21%,50,142,-0.26
23,0,39067,MJ Daffue,34.95%,72,206,-0.36
23,0,54421,Garrick Higgo,34.95%,72,206,-0.10
25,0,40250,Taylor Pendrith,34.34%,68,198,-0.53
26,0,56762,Will Gordon,32.88%,73,222,-0.47
27,0,27129,Luke List,32.50%,65,200,-0.42
28,0,51414,Brent Grant,32.14%,54,168,-0.31
29,0,33653,Thomas Detry,31.82%,63,198,-0.30
30,0,36724,Augusto Núñez,31.76%,54,170,-0.26
31,0,45157,Cam Davis,31.32%,57,182,-0.26
32,0,46046,Scottie Scheffler,31.25%,55,176,-0.38
33,0,55454,Carl Yuan,30.95%,52,168,-0.33
34,0,47988,Nick Hardy,30.93%,73,236,-0.37
35,0,55893,Sam Stevens,30.66%,65,212,-0.43
36,0,58168,Davis Thompson,29.69%,57,192,-0.21
37,0,28420,Ryan Brehm,29.65%,51,172,-0.43
38,0,25632,Jimmy Walker,29.07%,50,172,-0.06
39,0,32333,Kevin Tway,28.71%,58,202,-0.26
40,0,35450,Patrick Cantlay,28.47%,41,144,-0.54
41,0,49947,Taylor Moore,28.22%,57,202,-0.18
42,0,27554,Scott Harrington,28.13%,45,160,-0.38
43,0,12716,Charley Hoffman,27.78%,45,162,-0.29
44,0,55789,Taylor Montgomery,27.45%,56,204,-0.27
44,0,36699,Patrick Rodgers,27.45%,56,204,-0.30
46,0,51634,Sahith Theegala,27.36%,58,212,-0.40
47,0,46717,Viktor Hovland,27.27%,48,176,-0.44
48,0,32102,Rickie Fowler,27.08%,52,192,-0.38
49,0,48887,Matt Wallace,26.79%,45,168,-0.18
50,0,50188,S.H. Kim,26.58%,59,222,-0.31
51,0,58967,Trevor Werbylo,25.90%,43,166,-0.37
52,0,48117,Kurt Kitayama,25.69%,37,144,-0.30
53,0,34363,Tyrrell Hatton,25.64%,40,156,-0.15
54,0,47347,Adam Schenk,25.63%,61,238,-0.18
55,0,32662,Michael Gligic,25.34%,37,146,-0.30
56,0,29289,S.Y. Noh,25.00%,34,136,-0.41
56,0,33448,Justin Thomas,25.00%,36,144,-0.31
56,0,40006,Erik van Rooyen,25.00%,39,156,-0.59
59,0,47995,Davis Riley,24.51%,50,204,-0.42
60,0,39977,Max Homa,24.42%,42,172,-0.36
61,0,29725,Tony Finau,24.40%,41,168,-0.29
62,0,20229,Stewart Cink,24.38%,39,160,-0.21
63,0,39335,Kevin Roy,24.34%,37,152,-0.41
64,0,31577,Tano Goya,23.89%,43,180,-0.44
65,0,55708,Hayden Buckley,23.81%,40,168,-0.25
66,0,35461,Beau Hossler,23.64%,52,220,-0.33
67,0,48119,Ben Taylor,23.58%,50,212,-0.18
68,0,36799,Stephan Jaeger,23.36%,57,244,-0.39
69,0,28089,Jason Day,23.13%,37,160,-0.30
70,0,30911,Tommy Fleetwood,22.97%,34,148,-0.35
71,0,56630,Akshay Bhatia,22.62%,38,168,-0.26
71,0,30692,Scott Stallings,22.62%,38,168,-0.24
73,0,29970,Dylan Frittelli,22.44%,35,156,-0.34
74,0,39975,Michael Kim,22.16%,43,194,-0.26
75,0,33141,Keegan Bradley,21.95%,36,164,-0.44
76,0,46340,Alex Smalley,21.43%,48,224,-0.40
77,0,40098,Matt Fitzpatrick,21.23%,31,146,-0.39
78,0,57975,Harry Hall,21.08%,43,204,-0.30
79,0,33408,Tyson Alexander,21.05%,40,190,-0.48
79,0,51997,Andrew Novak,21.05%,40,190,-0.40
81,0,48081,Xander Schauffele,20.99%,34,162,-0.38
82,0,33597,Harry Higgs,20.24%,34,168,-0.38
