RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,49453,Trevor Cone,70.97%,202750.7,285688
2,0,57366,Cameron Young,70.47%,226392.1,321259
3,0,52955,Ludvig Åberg,70.36%,145964.9,207449
4,0,27129,Luke List,70.33%,265192.1,377090
5,0,45242,Kevin Yu,70.14%,155504.3,221697
6,0,28237,Rory McIlroy,70.09%,197985.5,282459
7,0,58696,Peter Kuest,69.91%,126883.7,181494
8,0,51414,Brent Grant,69.80%,183087.9,262302
9,0,33948,Byeong Hun An,69.71%,287450.6,412366
10,0,52411,Kyle Westmoreland,69.67%,182295.3,261666
11,0,39067,MJ Daffue,69.54%,235848.4,339139
12,0,51070,Vincent Norrman,69.46%,209339.4,301397
13,0,48699,Callum Tarren,69.45%,263120.1,378849
14,0,55454,Carl Yuan,69.40%,218431.5,314760
15,0,39546,Keith Mitchell,69.35%,241795.7,348639
16,0,52453,Nicolai Hojgaard,69.24%,108751.1,157068
17,0,51491,Brandon Matthews,69.22%,133053.8,192228
18,0,55893,Sam Stevens,69.19%,266195.2,384708
19,0,24502,Adam Scott,69.14%,171837.4,248541
20,0,27554,Scott Harrington,69.11%,177792.7,257275
21,0,39058,Lucas Herbert,68.97%,153290.1,222262
22,0,46601,Trey Mullinax,68.96%,214142.7,310533
23,0,46046,Scottie Scheffler,68.92%,244001.0,354027
24,0,48867,Matti Schmid,68.91%,161788.6,234788
25,0,40250,Taylor Pendrith,68.80%,252679.7,367272
26,0,32333,Kevin Tway,68.79%,255233.1,371030
27,0,36699,Patrick Rodgers,68.78%,268374.7,390206
28,0,54421,Garrick Higgo,68.76%,280008.1,407248
29,0,51766,Wyndham Clark,68.70%,274059.7,398916
30,0,34255,Joseph Bramlett,68.69%,211827.1,308394
31,0,58168,Davis Thompson,68.65%,274180.7,399394
32,0,12716,Charley Hoffman,68.59%,180066.6,262512
33,0,35461,Beau Hossler,68.57%,277123.7,404175
34,0,58967,Trevor Werbylo,68.55%,178545.8,260472
35,0,28420,Ryan Brehm,68.52%,212566.9,310234
35,0,46970,Jon Rahm,68.52%,195997.0,286055
37,0,46717,Viktor Hovland,68.51%,230482.8,336399
38,0,35450,Patrick Cantlay,68.47%,203368.3,297010
39,0,56630,Akshay Bhatia,68.43%,183579.7,268277
40,0,52372,Cameron Champ,68.41%,186095.7,272012
