RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
53,0,37275,Sam Ryder,20.15%,247,1226,+0.053
54,0,32839,Hideki Matsuyama,20.14%,197,978,-0.030
55,0,59018,Ryan Gerard,20.06%,136,678,+0.074
55,0,50493,Justin Suh,20.06%,270,1346,+0.019
57,0,34610,Matthias Schwab,20.04%,226,1128,+0.013
58,0,24140,Sean O'Hair,20.00%,86,430,+0.023
59,0,54783,Dylan Wu,19.98%,219,1096,+0.005
60,0,22405,Justin Rose,19.92%,149,748,-0.060
61,0,47983,Chad Ramey,19.74%,246,1246,-0.020
62,0,27214,Kevin Streelman,19.69%,232,1178,+0.043
63,0,32448,James Hahn,19.62%,188,958,+0.112
64,0,49298,Kramer Hickok,19.58%,213,1088,+0.038
65,0,35532,Tom Hoge,19.44%,231,1188,-0.048
66,0,51890,Greyson Sigg,19.40%,241,1242,+0.021
67,0,46442,Maverick McNealy,19.38%,131,676,+0.038
68,0,31577,Tano Goya,19.18%,173,902,+0.058
69,0,32366,Kevin Chappell,18.73%,94,502,+0.106
70,0,25493,Nick Taylor,18.71%,195,1042,-0.062
71,0,39324,J.J. Spaun,18.70%,218,1166,-0.018
72,0,32640,Troy Merritt,18.65%,182,976,+0.077
73,0,29908,C.T. Pan,18.61%,102,548,-0.010
74,0,50095,Austin Smotherman,18.60%,210,1129,-0.014
75,0,51997,Andrew Novak,18.46%,175,948,+0.097
76,0,47591,Eric Cole,18.45%,279,1512,-0.022
77,0,29221,Webb Simpson,18.43%,136,738,+0.088
78,0,51349,Nico Echavarria,18.16%,138,760,+0.130
79,0,48084,Wesley Bryan,17.82%,77,432,-0.013
79,0,33204,Shane Lowry,17.82%,139,780,+0.007
81,0,40115,Adam Svensson,17.78%,256,1440,-0.035
82,0,34563,Chesson Hadley,17.77%,194,1092,+0.005
83,0,48119,Ben Taylor,17.69%,208,1176,+0.087
84,0,29289,S.Y. Noh,17.66%,113,640,+0.212
85,0,34431,Robert Streb,17.44%,151,866,+0.066
86,0,32791,K.H. Lee,17.34%,198,1142,-0.020
87,0,25686,Jason Dufner,17.32%,167,964,+0.084
88,0,55789,Taylor Montgomery,17.26%,204,1182,+0.088
88,0,39335,Kevin Roy,17.26%,127,736,+0.039
90,0,33408,Tyson Alexander,17.08%,166,972,+0.253
91,0,37455,Si Woo Kim,17.06%,204,1196,+0.088
92,0,35310,Lanto Griffin,17.04%,107,628,+0.140
93,0,54591,Ben Griffin,16.99%,212,1248,+0.071
94,0,55182,Tom Kim,16.89%,179,1060,-0.045
95,0,47128,Richy Werenski,16.87%,169,1002,+0.118
96,0,57975,Harry Hall,16.86%,173,1026,+0.017
97,0,39058,Lucas Herbert,16.82%,112,666,+0.009
98,0,32757,Patton Kizzire,16.81%,195,1160,+0.113
99,0,27349,Alex Noren,16.60%,168,1012,+0.048
100,0,45609,Tyler Duncan,16.39%,181,1104,+0.033
101,0,32102,Rickie Fowler,16.34%,184,1126,+0.016
102,0,49766,Hank Lebioda,16.15%,94,582,+0.202
103,0,30692,Scott Stallings,16.10%,151,938,+0.073
104,0,48887,Matt Wallace,16.09%,149,926,+0.101
105,0,31646,Emiliano Grillo,16.07%,197,1226,+0.061
106,0,39975,Michael Kim,16.04%,153,954,+0.065
107,0,51634,Sahith Theegala,15.97%,192,1202,E
108,0,28252,Seamus Power,15.90%,145,912,+0.041
109,0,35506,Mackenzie Hughes,15.86%,157,990,+0.089
110,0,34466,Peter Malnati,15.82%,168,1062,+0.119
111,0,55708,Hayden Buckley,15.75%,143,908,+0.035
112,0,33448,Justin Thomas,15.67%,146,932,-0.021
113,0,40006,Erik van Rooyen,15.52%,120,773,+0.133
114,0,30911,Tommy Fleetwood,15.47%,133,860,+0.008
115,0,34076,Joel Dahmen,15.42%,156,1012,+0.186
116,0,46340,Alex Smalley,15.38%,199,1294,+0.045
117,0,36871,Matt NeSmith,15.36%,180,1172,+0.106
118,0,56630,Akshay Bhatia,15.31%,124,810,+0.024
119,0,39954,Cody Gribble,15.23%,106,696,+0.009
119,0,35617,Martin Trainer,15.23%,81,532,+0.099
121,0,57362,Austin Eckroat,15.22%,151,992,-0.079
122,0,56762,Will Gordon,15.15%,187,1234,+0.096
123,0,37338,Zecheng Dou,15.09%,159,1054,+0.069
124,0,29420,Billy Horschel,15.04%,111,738,+0.054
125,0,47995,Davis Riley,15.02%,158,1052,+0.051
126,0,48117,Kurt Kitayama,14.92%,114,764,-0.009
127,0,33597,Harry Higgs,14.89%,123,826,+0.163
128,0,39971,Sungjae Im,14.87%,177,1190,+0.023
129,0,40098,Matt Fitzpatrick,14.85%,131,882,-0.092
130,0,24502,Adam Scott,14.70%,107,728,-0.019
131,0,58967,Trevor Werbylo,14.55%,117,804,+0.231
132,0,47988,Nick Hardy,14.52%,180,1240,+0.089
132,0,50525,Collin Morikawa,14.52%,126,868,-0.056
134,0,33141,Keegan Bradley,14.26%,134,940,+0.022
135,0,48867,Matti Schmid,14.19%,103,726,+0.019
136,0,36799,Stephan Jaeger,14.13%,210,1486,-0.014
137,0,23320,Ryan Palmer,14.10%,128,908,+0.047
138,0,29970,Dylan Frittelli,13.94%,114,818,+0.254
139,0,54628,Lee Hodges,13.83%,171,1236,+0.064
140,0,48081,Xander Schauffele,13.82%,119,861,-0.025
141,0,39997,Corey Conners,13.78%,145,1052,-0.090
141,0,47347,Adam Schenk,13.78%,188,1364,-0.016
143,0,33653,Thomas Detry,13.70%,128,934,+0.031
144,0,36724,Augusto Núñez,13.65%,110,806,+0.136
145,0,49960,Sepp Straka,13.64%,147,1078,-0.088
146,0,25632,Jimmy Walker,13.47%,142,1054,+0.099
147,0,28420,Ryan Brehm,13.43%,126,938,+0.024
148,0,52372,Cameron Champ,13.41%,110,820,+0.027
149,0,32662,Michael Gligic,13.30%,96,722,+0.115
150,0,32333,Kevin Tway,13.29%,148,1114,+0.088
151,0,31323,Gary Woodland,13.09%,133,1016,+0.045
152,0,34046,Jordan Spieth,13.08%,113,864,+0.009
153,0,20229,Stewart Cink,12.99%,119,916,+0.118
154,0,35461,Beau Hossler,12.83%,157,1224,+0.038
155,0,52453,Nicolai Hojgaard,12.77%,60,470,E
156,0,39977,Max Homa,12.73%,137,1076,+0.022
157,0,12716,Charley Hoffman,12.66%,101,798,+0.089
158,0,35450,Patrick Cantlay,12.59%,109,866,-0.037
159,0,29725,Tony Finau,12.52%,127,1014,-0.016
160,0,58168,Davis Thompson,12.46%,151,1212,-0.026
161,0,54421,Garrick Higgo,12.38%,155,1252,+0.155
162,0,51491,Brandon Matthews,12.33%,72,584,+0.347
163,0,52411,Kyle Westmoreland,12.28%,99,806,+0.172
164,0,47504,Sam Burns,12.22%,124,1015,-0.048
165,0,45157,Cam Davis,12.01%,134,1116,-0.037
166,0,46717,Viktor Hovland,11.78%,115,976,-0.035
167,0,28089,Jason Day,11.69%,104,890,-0.058
167,0,55454,Carl Yuan,11.69%,112,958,+0.089
169,0,50188,S.H. Kim,11.57%,156,1348,E
170,0,51766,Wyndham Clark,11.49%,136,1184,+0.044
171,0,27554,Scott Harrington,11.46%,91,794,+0.209
171,0,49947,Taylor Moore,11.46%,129,1126,+0.078
173,0,45242,Kevin Yu,11.34%,76,670,-0.039
174,0,46046,Scottie Scheffler,11.19%,115,1028,-0.226
175,0,39067,MJ Daffue,11.05%,114,1032,+0.088
176,0,34363,Tyrrell Hatton,10.87%,100,920,-0.040
177,0,39546,Keith Mitchell,10.80%,111,1028,+0.036
178,0,46601,Trey Mullinax,10.79%,101,936,+0.178
179,0,58696,Peter Kuest,10.73%,59,550,-0.034
180,0,52955,Ludvig Åberg,10.51%,66,628,-0.015
181,0,27129,Luke List,10.50%,121,1152,-0.017
181,0,40250,Taylor Pendrith,10.50%,117,1114,+0.103
183,0,33948,Byeong Hun An,10.41%,128,1230,+0.008
184,0,36699,Patrick Rodgers,10.10%,117,1158,+0.171
185,0,51070,Vincent Norrman,9.85%,89,904,+0.258
186,0,48699,Callum Tarren,9.79%,112,1144,+0.152
187,0,57366,Cameron Young,9.45%,89,942,-0.090
188,0,34255,Joseph Bramlett,9.17%,86,938,+0.012
189,0,46970,Jon Rahm,9.09%,76,836,-0.158
190,0,51414,Brent Grant,9.07%,72,794,-0.028
191,0,55893,Sam Stevens,8.25%,95,1152,+0.179
192,0,28237,Rory McIlroy,8.04%,65,808,-0.031
193,0,49453,Trevor Cone,7.29%,64,878,+0.203
