RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,50525,Collin Morikawa,48.77%,79,162,-0.09
2,0,24024,Zach Johnson,48.53%,66,136,-0.03
3,0,29535,Brice Garnett,47.09%,81,172,-0.20
4,0,25900,Lucas Glover,47.00%,94,200,-0.11
5,0,34466,Peter Malnati,46.32%,88,190,-0.10
6,0,34098,Russell Henley,45.24%,76,168,-0.33
7,0,27644,Brian Harman,45.16%,84,186,-0.02
8,0,22056,Cameron Percy,44.78%,60,134,-0.20
9,0,40115,Adam Svensson,43.85%,107,244,-0.18
10,0,45522,Christiaan Bezuidenhout,43.82%,78,178,-0.12
11,0,40058,Zac Blair,43.59%,68,156,-0.16
12,0,59018,Ryan Gerard,43.55%,54,124,-0.20
13,0,35901,Paul Haley II,43.48%,80,184,-0.01
14,0,40162,Justin Lower,42.66%,93,218,-0.16
15,0,32139,Danny Willett,42.54%,57,134,-0.12
16,0,25818,Scott Piercy,41.92%,83,198,-0.24
17,0,49298,Kramer Hickok,41.75%,81,194,-0.04
18,0,46414,Aaron Rai,41.43%,87,210,-0.18
19,0,26476,Chez Reavie,41.15%,79,192,-0.03
20,0,47079,Harrison Endycott,41.01%,73,178,+0.01
21,0,52513,Carson Young,40.91%,81,198,-0.14
22,0,30927,Brendon Todd,40.87%,85,208,-0.22
23,0,51349,Nico Echavarria,40.38%,63,156,-0.08
24,0,33399,Adam Hadwin,40.34%,71,176,-0.10
24,0,27936,Martin Laird,40.34%,71,176,-0.15
26,0,34610,Matthias Schwab,40.29%,83,206,-0.14
27,0,37275,Sam Ryder,40.09%,89,222,-0.19
28,0,26596,Ryan Moore,39.76%,66,166,-0.30
29,0,22405,Justin Rose,39.71%,54,136,-0.09
30,0,27214,Kevin Streelman,39.58%,76,192,-0.17
31,0,55182,Tom Kim,39.44%,71,180,-0.13
32,0,34256,Andrew Putnam,39.19%,87,222,-0.30
33,0,37455,Si Woo Kim,39.00%,78,200,-0.10
34,0,31557,Jim Herman,38.96%,60,154,E
35,0,46435,Austin Cook,38.82%,66,170,-0.30
36,0,28775,Nate Lashley,38.79%,83,214,-0.30
37,0,33410,Andrew Landry,38.75%,62,160,-0.16
38,0,27349,Alex Noren,38.59%,71,184,-0.01
39,0,39324,J.J. Spaun,38.24%,78,204,-0.03
40,0,32448,James Hahn,38.13%,61,160,-0.08
41,0,47983,Chad Ramey,38.12%,77,202,-0.10
42,0,19803,Ryan Armour,38.04%,70,184,-0.37
42,0,30926,Chris Kirk,38.04%,70,184,+0.01
42,0,51950,Max McGreevy,38.04%,70,184,-0.01
42,0,32640,Troy Merritt,38.04%,70,184,-0.10
46,0,49771,J.T. Poston,38.00%,76,200,-0.12
47,0,36871,Matt NeSmith,37.88%,75,198,-0.04
48,0,36326,David Lipsky,37.86%,78,206,-0.12
49,0,34431,Robert Streb,37.65%,61,162,+0.02
50,0,35532,Tom Hoge,37.50%,78,208,-0.03
51,0,54628,Lee Hodges,37.38%,80,214,-0.14
51,0,33413,Ben Martin,37.38%,77,206,-0.22
53,0,47128,Richy Werenski,37.37%,74,198,-0.15
