RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,28237,Rory McIlroy,41.58%,336,808,-0.256
2,0,57366,Cameron Young,36.84%,347,942,-0.159
3,0,51491,Brandon Matthews,36.47%,213,584,-0.146
4,0,49453,Trevor Cone,34.74%,305,878,-0.282
5,0,58696,Peter Kuest,34.00%,187,550,-0.257
6,0,52411,Kyle Westmoreland,33.25%,268,806,-0.146
7,0,33948,Byeong Hun An,32.44%,399,1230,-0.213
8,0,34255,Joseph Bramlett,32.20%,302,938,-0.166
9,0,52453,Nicolai Hojgaard,31.70%,149,470,-0.181
10,0,51766,Wyndham Clark,31.67%,375,1184,-0.301
11,0,52955,Ludvig Åberg,30.57%,192,628,-0.411
12,0,45242,Kevin Yu,30.30%,203,670,-0.325
13,0,52372,Cameron Champ,30.24%,248,820,-0.315
14,0,46601,Trey Mullinax,29.27%,274,936,-0.179
15,0,24502,Adam Scott,28.43%,207,728,-0.251
16,0,48699,Callum Tarren,28.41%,325,1144,-0.228
17,0,39067,MJ Daffue,28.39%,293,1032,-0.232
18,0,27129,Luke List,27.86%,321,1152,-0.255
19,0,51414,Brent Grant,27.83%,221,794,-0.186
20,0,48867,Matti Schmid,27.27%,198,726,-0.278
21,0,46046,Scottie Scheffler,26.65%,274,1028,-0.270
22,0,46970,Jon Rahm,26.44%,221,836,-0.308
23,0,55454,Carl Yuan,26.20%,251,958,-0.191
24,0,40250,Taylor Pendrith,26.12%,291,1114,-0.241
25,0,51070,Vincent Norrman,26.00%,235,904,-0.319
26,0,31323,Gary Woodland,25.59%,260,1016,-0.196
27,0,39546,Keith Mitchell,24.90%,256,1028,-0.223
28,0,27554,Scott Harrington,24.69%,196,794,-0.245
29,0,28420,Ryan Brehm,24.20%,227,938,-0.251
30,0,54421,Garrick Higgo,23.96%,300,1252,-0.240
31,0,47504,Sam Burns,23.94%,243,1015,-0.202
32,0,56762,Will Gordon,23.50%,290,1234,-0.321
33,0,35450,Patrick Cantlay,22.63%,196,866,-0.393
34,0,36699,Patrick Rodgers,22.45%,260,1158,-0.204
35,0,33653,Thomas Detry,22.16%,207,934,-0.304
36,0,46717,Viktor Hovland,22.13%,216,976,-0.250
37,0,55893,Sam Stevens,22.05%,254,1152,-0.272
38,0,39977,Max Homa,21.56%,232,1076,-0.259
39,0,36724,Augusto Núñez,21.46%,173,806,-0.237
40,0,58168,Davis Thompson,21.45%,260,1212,-0.162
41,0,33448,Justin Thomas,21.35%,199,932,-0.226
42,0,45157,Cam Davis,21.33%,238,1116,-0.164
43,0,39058,Lucas Herbert,21.17%,141,666,-0.177
44,0,32662,Michael Gligic,20.50%,148,722,-0.223
45,0,32333,Kevin Tway,20.47%,228,1114,-0.294
46,0,48117,Kurt Kitayama,20.29%,155,764,-0.239
47,0,34363,Tyrrell Hatton,19.78%,182,920,-0.214
48,0,20229,Stewart Cink,19.65%,180,916,-0.228
49,0,47988,Nick Hardy,19.60%,243,1240,-0.235
50,0,58967,Trevor Werbylo,19.53%,157,804,-0.274
51,0,29970,Dylan Frittelli,19.44%,159,818,-0.226
51,0,34046,Jordan Spieth,19.44%,168,864,-0.190
